company,n_postings,mean_pairwise_cosine,template_saturated
Insulet Corporation,13,0.3092631648176605,False
ICF,5,0.30867154966166105,False
GEICO,24,0.303999421422351,False
RouteOne,6,0.3034828353062352,False
"Onyx Point, LLC.",15,0.30115985845543364,False
JLL,5,0.2997267752509515,False
Bayside Solutions,7,0.2992575757318625,False
Steampunk,5,0.2975524551978463,False
Publix Super Markets,6,0.29724187592565754,False
Crowe LLP,5,0.29693145892625517,False
Solutions³ LLC,5,0.2967690245989495,False
Gap,5,0.2967397124277319,False
aKUBE,5,0.296438651364001,False
Columbia Technology Partners,27,0.29612040563113096,False
Boeing,32,0.29577077522199596,False
Metropolitan Transportation Authority,6,0.2943891169066957,False
ANSER,6,0.2943247967064449,False
Viasat,7,0.2937547576405987,False
The Trade Desk,13,0.29292179738016366,False
ServiceNow,11,0.29185926007043034,False
CoreWeave,16,0.29133434123588925,False
GlobalLogic,7,0.29119497585235704,False
NetJets,5,0.29037978140607656,False
Storm4,6,0.28867070450816307,False
Captivation,39,0.28811614958557197,False
Caribou Thunder LLC,5,0.28739011336498316,False
Reflexive Concepts,10,0.2867705146430116,False
Cargill,7,0.28605017123218407,False
BeaconFire Inc.,5,0.28593070238374274,False
Wells Fargo,77,0.2840296774974731,False
Oculus Search Partners LLC,5,0.28391167667249084,False
Fortinet,9,0.283722751518888,False
PNC,26,0.2827612390563498,False
Shield AI,13,0.28168762361547833,False
Perficient,10,0.28103696396728445,False
Northstrat Incorporated,6,0.280566116872647,False
IPolarity,5,0.2804884296002369,False
General Dynamics Mission Systems,26,0.2798278149861547,False
Western Union,7,0.27721508997683886,False
Waystar,5,0.2756991362759552,False
Clearwater Analytics,8,0.2752285584143913,False
NextGen Federal Systems,9,0.274965419960766,False
The Intersect Group,5,0.27442823571335306,False
BLUE ORIGIN,120,0.2731848368616175,False
Booz Allen Hamilton,96,0.27241615482103443,False
"Everest Consultants, Inc.",5,0.2718861614427899,False
LinkedIn,18,0.27113449471524903,False
Two Six Technologies,8,0.2707249510984826,False
Intuitive,16,0.27015731764554046,False
True Anomaly,8,0.26960833694421626,False
ManTech,48,0.26898685205881606,False
MAG Aerospace,5,0.2688515888178221,False
Raymond James,8,0.268190248679784,False
L3Harris Technologies,56,0.2672048066652963,False
"Intelliforce-IT Solutions Group, LLC.",9,0.26635009577972035,False
MKS2 Technologies,7,0.2659737445875015,False
Software Resources,8,0.2652588004371645,False
Selective Insurance,5,0.2648418936611201,False
GovCIO,6,0.2646618039262531,False
PayPal,43,0.26237383664883657,False
Visa,28,0.26173211119897966,False
Aircall,6,0.2608642615206192,False
Bank of America,8,0.26021871590805695,False
CACI International Inc,69,0.2590005149586548,False
Afton Consulting Group,5,0.25890525265952474,False
West Pharmaceutical Services,11,0.25874128298313076,False
eBay Deutschland,5,0.2587158043079555,False
Saronic Technologies,10,0.2585126773263749,False
Scientific Research Corporation,14,0.2572768313482455,False
MillenniumSoft Inc,20,0.2560391758347976,False
Infoscitex Corporation,5,0.25599812933482985,False
Delta Electronics Americas,5,0.25497372096882714,False
Netsmart,7,0.25469772385486456,False
Ball Aerospace,14,0.2546527535077353,False
Intuit,34,0.254647320583915,False
"V-Soft Consulting Group, Inc.",6,0.254613167479996,False
Woven by Toyota,7,0.25416160740181676,False
VetJobs,5,0.25384440896636856,False
Airtable,7,0.25368262225730637,False
Vertiv,5,0.2533927470959134,False
Infosys,38,0.2520764836503765,False
Rippling,13,0.2509152618040916,False
Salesforce,5,0.25032892643451216,False
"Verticalmove, Inc",8,0.24978759933416614,False
Workday,16,0.24811783110429927,False
Expedia Group,22,0.24758169643781378,False
Alarm.com,5,0.24736706548748452,False
Generac Grid Services,10,0.24625089350848361,False
STR,16,0.24564772248514288,False
Leonardo DRS,16,0.2450372058454328,False
Navy Federal Credit Union,5,0.2444817897409966,False
Trane Technologies,6,0.243984762428909,False
Guidehouse,9,0.24278896347147189,False
WinMax,6,0.24135545648834145,False
Mainz Brady Group,6,0.2411855079769775,False
LinQuest,13,0.241065853967905,False
Base-2 Solutions,15,0.24068644424480384,False
myGwork - LGBTQ+ Business Community,44,0.2406539163637823,False
"HRL Laboratories, LLC",5,0.24053128284995537,False
Hyundai AutoEver America,6,0.24045915870209672,False
H-E-B,6,0.2402782162104199,False
"Conch Technologies, Inc",43,0.2402140607816886,False
Cleerly,7,0.23982996889824243,False
"Infomatics, Inc",5,0.23932734356615143,False
Altera,5,0.23834831326817776,False
INSPYR Solutions,20,0.23803571596142753,False
BigRio,5,0.2375655264852151,False
"Divit Technologies, Inc.",7,0.23692090269614813,False
Node.Digital LLC,9,0.23630296267091555,False
"Akina, Inc",23,0.2362990886535705,False
My3Tech,6,0.23613748017437566,False
Athenix Special Missions (formerly VATC),5,0.2359315956098919,False
"The Computer Merchant, LTD (TCM)",6,0.23542968344679358,False
Space Dynamics Laboratory,5,0.2354107206512029,False
DCS Corp,6,0.23442326526210436,False
U.S. Bank,18,0.23404132290534488,False
Cadence,8,0.23251543767139443,False
SEACORP,8,0.2316307940673259,False
T-Mobile,5,0.23084426669437477,False
Kellton,7,0.23024310462223974,False
Medtronic,20,0.23015179909745928,False
"CARIAD, Inc.",5,0.22849266579129912,False
Rivago Infotech Inc,5,0.22848704099134323,False
Eaton,10,0.22818233277267247,False
Lennar,10,0.22812148822091316,False
Textron Systems,7,0.22800791984780583,False
"Farfield Systems, Inc",18,0.22793265135901725,False
"True North Consulting, LLC(Kansas City)",5,0.22744657607719204,False
Futurex,5,0.2270894775245992,False
Vantor,8,0.22698413047825744,False
Air Apps,6,0.22649238997871812,False
Radiance Technologies,6,0.22644623524254018,False
Applied Materials,9,0.2261964664049916,False
Gables Search Group,9,0.22580990531129194,False
Vitol,5,0.22557196059232912,False
SANS,5,0.225467256871338,False
"The Swift Group, LLC",15,0.22495844043443125,False
The Voleon Group,6,0.22262808964800357,False
York Space Systems,8,0.2220526994562145,False
SoFi,22,0.22202269834578356,False
Skydweller Aero,5,0.22141452254805052,False
Cymertek Corporation,6,0.22134128290102256,False
Truveta,13,0.22106720217591821,False
Collins Aerospace,61,0.220610764619348,False
Optiver,8,0.22026969978672176,False
State Farm,7,0.21965337282078848,False
TekSynap,9,0.21810357990372667,False
GM Financial,11,0.21751985568946663,False
Editech Staffing,5,0.21720478461329398,False
Valorem Reply,6,0.21654331102446514,False
Pinterest,8,0.2162063853915039,False
Verisk,6,0.21609118378987588,False
Cox Automotive Inc.,7,0.21558934473792765,False
UICGS / Bowhead Family of Companies,5,0.21552467470812653,False
Liberty Mutual Insurance,5,0.21545609136685426,False
"Super Micro Computer Spain, S.L.",5,0.2151902562252201,False
McKesson,7,0.21500150230507914,False
Thermo Fisher Scientific,5,0.2147417771706807,False
GE HealthCare,11,0.21436764273260034,False
Prohires,5,0.21283172055337216,False
Intelletec,5,0.21269491423055312,False
General Dynamics Information Technology,44,0.21242678248123262,False
City of New York,8,0.21215961144098777,False
Atlassian,9,0.2120128434151482,False
Raft,5,0.21060725405432018,False
The Hartford,10,0.21049105665912016,False
Plaid,9,0.20996133075876683,False
SoTalent,6,0.209651416915534,False
KLA,29,0.20831627751689255,False
ISite Technologies Inc,5,0.20825175773154697,False
Parsons Corporation,10,0.20801110133165857,False
Citigroup,34,0.20661868362383173,False
"Ursus, Inc.",6,0.20566403884062276,False
Siemens,11,0.20536850772610518,False
Mondrian Alpha,5,0.20528758126193516,False
"Systems Planning and Analysis, Inc.",7,0.2051923476909747,False
NBCUniversal,7,0.20507396967809113,False
WaferWire Cloud Technologies,8,0.2047320601842312,False
Ford Motor Company,15,0.204564533664485,False
Box,5,0.20399367588005993,False
"Akraya, Inc.",6,0.20380857261543006,False
Inside Higher Ed,17,0.20371906840889678,False
SMX,11,0.20367432782530415,False
V2X Inc,9,0.2030773311435086,False
Avani Tech Solutions Private Limited,6,0.20248382043311797,False
Unisys,5,0.20240390981067677,False
bp,7,0.20213076045294467,False
Dezign Concepts,15,0.20152802161167419,False
City of Philadelphia,5,0.20135492393952942,False
Enexus Global Inc.,5,0.20082803318528697,False
NetApp,12,0.2007955701004083,False
Ekodus,8,0.20031709377519882,False
"American Unit, Inc",6,0.19999696581314536,False
Raytheon,136,0.19998522742967,False
Onto Innovation,5,0.19992102130277706,False
Blizzard Entertainment,8,0.19905221324905925,False
AllSTEM Connections,7,0.19890474717050993,False
Veeva Systems,9,0.19882335774788526,False
Chewy,9,0.19860115730058414,False
Meta,15,0.19830530697250448,False
Datadog,14,0.19771436847617344,False
Hudson River Trading,12,0.19700418090419225,False
Garmin,23,0.19657146627313696,False
Esri,15,0.19632979084924465,False
WHOOP,14,0.1957633515863239,False
JPMorgan Chase & Co.,26,0.1953679117948408,False
PETADATA,17,0.1952993067495655,False
CyberArk,10,0.19523764930729637,False
ConsultAdd Inc,8,0.19519160208844863,False
"The Timberline Group, LLC",5,0.19511448512812551,False
Adyen,6,0.19468812446895428,False
"HireIO, Inc.",9,0.19457329430827297,False
Lockheed Martin,52,0.1940265762905146,False
Strategic Employment Partners (SEP),15,0.1938405870081012,False
FIS,11,0.1937659201783351,False
Alignerr,50,0.19334772858968832,False
TikTok USDS Joint Venture,27,0.19223694926296603,False
Zscaler,13,0.1921994878977331,False
Snap Inc.,13,0.19211570525437358,False
The Depository Trust & Clearing Corporation (DTCC),10,0.19203855729496608,False
Erias Ventures,14,0.1917795387053025,False
NiSUS Technologies Corporation,17,0.19117145049740208,False
EPAM Systems,5,0.19098472733105504,False
JANUS Research Group,9,0.19033751062521154,False
Leidos,101,0.1892635215317195,False
GliaCell Technologies,21,0.18905640928931602,False
YO IT Consulting,12,0.18835465151646946,False
Goldman Sachs,36,0.18834805463328047,False
Kikoff,9,0.18797774766453973,False
ALTEN Technology USA,7,0.18783726520491842,False
ECS,9,0.1877448637867437,False
Hewlett Packard Enterprise,8,0.18711069145186338,False
Waymo,6,0.18698648113098904,False
Qualis Corporation,6,0.18689113640898916,False
Surge Technology Solutions Inc,8,0.18629343848260746,False
Cliff Services Inc,5,0.1858427337924593,False
Open Systems Inc.,10,0.1858207674590843,False
Anduril Industries,121,0.18577401861866258,False
Bayforce,9,0.185699179682061,False
Professional Diversity Network,16,0.1853131832578163,False
Huntington National Bank,10,0.18521973168383044,False
Apple,7,0.18517493332604695,False
Cypress HCM,7,0.1847160516000986,False
Luxoft,5,0.1846132098624541,False
Optum,27,0.1843611437810187,False
Bowman Williams,6,0.184248109344051,False
Quantum World Technologies Inc.,7,0.18413521110454598,False
Nesco Resource,5,0.18380706916343567,False
"Mission Technologies, a division of HII",57,0.18380047501299454,False
"Systemart, LLC",8,0.18345400691893257,False
Lyft,16,0.1832554995445131,False
BlackRock,10,0.18318495839138563,False
Draper,21,0.18315500289593026,False
Xometry,10,0.1822969120098996,False
Sony Interactive Entertainment,7,0.1821556447702879,False
Optomi,6,0.18170203916048894,False
SAIC,39,0.1815744990127934,False
Honeywell,22,0.18146236440181748,False
Genentech,8,0.18125959756928306,False
"Yoh, A Day & Zimmermann Company",5,0.18118142035091095,False
QinetiQ US,9,0.18089035027704103,False
Cloudflare,18,0.18063252697263954,False
CVS Health,26,0.1802510148199717,False
NextEra Energy Resources,6,0.17927386745330515,False
IERUS Technologies Inc,15,0.179202972417924,False
Apexon,5,0.17900112609777433,False
Kai,6,0.1787494578435514,False
Noblis,5,0.17871389346693373,False
FinTech LLC,5,0.17814616282484702,False
DRW,8,0.17800814379229138,False
Intelliswift Software,5,0.17778102819339964,False
"firstPRO, Inc",9,0.17750844393390533,False
Mondo,5,0.1774315302129684,False
Intel,11,0.17736477321417843,False
Five Cubes,24,0.17728773362038108,False
Advantage Technical,5,0.17722936897612315,False
Staples,7,0.1766222011969008,False
MDA Edge,7,0.17644180587799824,False
Discover Financial Services,41,0.17625340618111324,False
Crossing Hurdles,6,0.17616240764634392,False
Spanco Solutions,7,0.17584571460614093,False
ATC,6,0.1747360292202012,False
Bosch USA,7,0.1745827317919983,False
TekWissen ®,14,0.17405745782367946,False
Carrier,9,0.17393549413085133,False
Peraton,48,0.17380000639835108,False
Fanatics,8,0.1734100405921549,False
Lam Research,10,0.1725608137579392,False
VBeyond Corporation,5,0.17231915808520348,False
AbbVie,13,0.17223268884868745,False
Teledyne Technologies Incorporated,6,0.1722296202337691,False
ClearanceJobs,544,0.17216840395178556,False
Rivian and Volkswagen Group Technologies,6,0.1716068712989843,False
Goodwin Recruiting,6,0.17154542488514662,False
MACOM,10,0.17147969939221835,False
ASRC Federal,16,0.1701700437304701,False
"Modern Technology Solutions, Inc. (MTSI)",13,0.1701460109664562,False
"Edgewater Federal Solutions, Inc.",8,0.16945837665968386,False
Bristol Myers Squibb,7,0.16938168985794835,False
ConsultNet Technology Services and Solutions,10,0.16935116887947355,False
DoubleVerify,6,0.16916427233562967,False
Klaviyo,11,0.16910250035624258,False
Abbott,52,0.1688823563890495,False
The Walt Disney Company,59,0.16842252685158232,False
Confidential,7,0.1680837988352185,False
Amtex Systems Inc.,7,0.16759539977860938,False
"Sunrise Systems, Inc.",8,0.1670674723294339,False
eStaffing Inc.,5,0.16674600145960766,False
Perplexity,7,0.16570676544774998,False
Executive Staff Recruiters / ESR Healthcare,6,0.16557105394754024,False
Synopsys Inc,6,0.1650847960511828,False
HCA Healthcare,7,0.16454212137734073,False
Raas Infotek,8,0.16449823293003943,False
Horizontal Talent,12,0.16388442762948938,False
TalentAlly,16,0.16373187710609133,False
Northrop Grumman,281,0.16323810874864067,False
Waltonen Engineering,12,0.16319906242040688,False
Sonitalent Corp,5,0.163177284965997,False
S&P Global,6,0.16317050210779588,False
TechTammina LLC,18,0.1629722532433599,False
Energy Jobline,39,0.16290289473132022,False
Motorola Solutions,14,0.16237938541554778,False
Onward Search,5,0.16223989002800274,False
BioSpace,28,0.16218608838007462,False
Global Network Technologies,5,0.16191773706099286,False
SPECTRAFORCE,18,0.161280048507745,False
Russell Tobin,5,0.16077188877399667,False
Uber,53,0.1601697243769876,False
Kelly,5,0.15982196633035625,False
Axient,8,0.1594900911665356,False
"Pinnacle Group, Inc.",11,0.15925872147643008,False
American Express,10,0.1584703369684207,False
Amentum,10,0.1581632299636224,False
CERES Group,6,0.15800873445962288,False
TikTok,82,0.1578549917043819,False
"RecruitTalent, LLC.",7,0.15761847611897387,False
HireTalent - Diversity Staffing & Recruiting Firm,25,0.15739311314105925,False
Stellent IT,21,0.15725837803616777,False
PrismHR,7,0.15721408639509413,False
hackajob,30,0.15565461306383283,False
JPS Tech Solutions,7,0.15557713704344125,False
Airwallex,5,0.15551655477323356,False
GRAIL,9,0.1552809985500557,False
maven,15,0.15526974749150244,False
ASCENDING Inc.,7,0.15525167438732768,False
Stripe,30,0.15481202782926037,False
Riot Games,8,0.15474078922217824,False
Futran Solutions,7,0.15456920349290937,False
Palo Alto Networks,38,0.1539109545186914,False
Rivian,49,0.1534808575922514,False
Ridgeline,9,0.1533348010649318,False
Jobs via Dice,506,0.15260944044775032,False
CGS Federal (Contact Government Services),5,0.15237790149519545,False
GlobalPoint Inc,5,0.15227943428081644,False
ASSA ABLOY Group,6,0.1515223978613717,False
Roblox,21,0.15147739477530064,False
Central Business Solutions Inc.,7,0.1512844458410182,False
Mindlance,6,0.15116960150481268,False
Experfy,22,0.15071325997316795,False
ESPN,28,0.15070510836420925,False
HDR,6,0.15045376310808328,False
"Anveta, Inc",6,0.14989267810616608,False
Westinghouse Electric Company,12,0.14982436237518784,False
General Motors,20,0.1495187450514417,False
Synechron,36,0.14921956822909774,False
Global Placement Firm,6,0.1490400348735662,False
Lensa,9,0.1488883078534221,False
Damco Solutions,7,0.14884561097888144,False
EPITEC,11,0.14820245280229788,False
Mercor,28,0.14732987359937896,False
Zortech Solutions,17,0.1473194305039622,False
SAP,5,0.14693835344756664,False
ByteDance,86,0.14673813430234448,False
"BAE Systems, Inc.",5,0.1466909617746052,False
Jobright.ai,5,0.14644908360788286,False
Ahold Delhaize USA,12,0.1464482975881958,False
Syrinx Consulting,72,0.14622742138308445,False
CrowdDoing,8,0.14614901857686588,False
HCL Global Systems Inc,6,0.14607732624918382,False
Sev1Tech LLC,11,0.14553873826869182,False
Clear Street,6,0.14522327837256824,False
Ascendion,11,0.14515164672336808,False
AMERICAN SYSTEMS,9,0.14504720626193862,False
Judge Group,10,0.14415543151916513,False
"Changing Technologies, Inc.",6,0.1437857328197712,False
VolunteerMatch,6,0.14329467664707268,False
"RIT Solutions, Inc.",7,0.14324476738731926,False
NTT DATA North America,20,0.1431855836111426,False
AMD,40,0.14274495802279433,False
CrowdStrike,14,0.1426009066522684,False
People Tech Group Inc,5,0.1425607956766287,False
Pierce,6,0.1423509499873412,False
Zoox,16,0.142275826816523,False
"UrBench, LLC",7,0.14216358593289352,False
Cisco,31,0.141893103217093,False
Scale AI,10,0.14165897104188105,False
STERIS,7,0.14143068146206214,False
Crystal Equation Corporation,6,0.14097012482210822,False
Motion Recruitment Partners LLC,12,0.14092120844705758,False
Global Information Technology,12,0.14078591686542208,False
Andiamo,11,0.14057813641519606,False
Aurora,16,0.14012437129751631,False
Steneral Consulting,36,0.14005700192537385,False
Data Bridge Consultants,5,0.1397400041767896,False
VeeAR Projects Inc.,11,0.13946065216643433,False
Veracity Software Inc,5,0.13944932365197013,False
HTC Global Services,18,0.13925080360582914,False
CCC Intelligent Solutions,8,0.13884657234483616,False
Fannie Mae,7,0.13797915650978143,False
Snowflake,10,0.13779832202094486,False
Compunnel Inc.,24,0.13773054222638084,False
Oracle,30,0.13737019815202137,False
"Software Guidance & Assistance, Inc. (SGA, Inc.)",10,0.13734729527360168,False
Rose International,9,0.13656006296395912,False
Bosch México,6,0.13654951619127756,False
Belcan,16,0.13634348417399533,False
Reperio Human Capital,42,0.1357183067933679,False
PTR Global,17,0.1355553716894104,False
US Tech Solutions,9,0.13490426713596224,False
LHH,10,0.1348876312353569,False
InfoVision Inc.,8,0.13467345140998552,False
Kforce Inc,128,0.13451269545727831,False
DLM Professional,6,0.13447784574538052,False
Brooksource,29,0.13445357254713072,False
Jobot,62,0.13434885693623103,False
Renesas Electronics,8,0.1340410491133123,False
Acro Service Corp,8,0.1339705592056283,False
DivIHN Integration Inc,5,0.13332597850518743,False
Wipro,11,0.13326123589545288,False
Ramp,5,0.13267439139364318,False
HireKeyz Inc,7,0.1319306772235498,False
Open Systems Technologies,28,0.1318617809401688,False
Supermicro,11,0.13160567880875296,False
Cadence Design Systems,9,0.13092464216082433,False
Schneider Electric,20,0.1308403627606265,False
Vanguard,18,0.12929376443033924,False
Noralogic Inc,5,0.12917873586662829,False
Planet Technology,6,0.1290277709759455,False
VC5 Consulting,6,0.1288691725048456,False
TechChain Talent,5,0.12877068939034997,False
Mastech Digital,6,0.12864908176174414,False
Charles Schwab,11,0.12842022701409087,False
Archer,9,0.12838115841998754,False
Eliassen Group,9,0.128177486431377,False
LTIMindtree,5,0.1276272914342383,False
Piper Companies,6,0.1275635726963649,False
Talent Groups,10,0.12699309423772592,False
TekIntegral,37,0.12684953449957612,False
Eclaro,11,0.12672913303998473,False
ConsultNet,12,0.12662818260026365,False
Acceler8 Talent,5,0.12607444112091692,False
Harrison Clarke,7,0.12592652977080104,False
Accenture,11,0.1258923919183211,False
World Wide Technology,17,0.12496703820364742,False
OSI Engineering,8,0.12469840983535267,False
System One,13,0.12414816111416886,False
Belay Technologies,12,0.12402637660496835,False
Akkodis Group Nordics,23,0.12341365182172898,False
Addison Group,9,0.12340829442793118,False
Experis,15,0.1231194212711659,False
New York Technology Partners,7,0.12311735532308096,False
TALENT Software Services,12,0.12301041747223249,False
Coinbase,8,0.12234118912826855,False
DApp360 Workforce,7,0.12216431614539246,False
Emonics LLC,5,0.12214485632631802,False
Webologix Ltd/ INC,6,0.1219640057267864,False
Dice,52,0.12189299869646514,False
Robert Half,50,0.12101631203735537,False
Strategic Staffing Solutions,7,0.12098845826046055,False
Akkodis,37,0.12067313350780456,False
ASK Consulting,11,0.11944751467864369,False
Visionyle Solutions,5,0.11896358808438665,False
Broadcom,11,0.11890889923222661,False
BCforward,18,0.11881850743605893,False
"The Brixton Group, Inc.",5,0.1184419639050053,False
CyberCoders,88,0.11802741835241679,False
eTeam,11,0.11786298900454766,False
Saransh Inc,12,0.11775999315217232,False
Haystack,41,0.11765832772811347,False
AT&T,8,0.11759036472054245,False
FastTek Global,9,0.11632927628257701,False
Deloitte,29,0.11627189118576105,False
Apex Systems,87,0.1159422760722707,False
Sterling Engineering,6,0.1154197149462869,False
Capgemini,35,0.1151281131886026,False
Ampcus Inc,5,0.11487643820995266,False
"Liberty Personnel Services, Inc.",6,0.11473670328514678,False
Tata Consultancy Services,41,0.11433694894531093,False
The Hill,7,0.11387784951052642,False
Ledgent Technology,19,0.11373718707798955,False
Cynet Systems,10,0.11350613031203444,False
"LanceSoft, Inc.",6,0.11337104205202489,False
NR Consulting,37,0.11319745262190706,False
E-Solutions,5,0.1129605679877997,False
Matlen Silver,13,0.11295683287706637,False
Netflix,9,0.11286854054240411,False
Motion Recruitment,99,0.11228564963882982,False
EVONA,17,0.11202878355874848,False
Protingent,8,0.11137238997504306,False
"KBR, Inc.",11,0.11109709288477994,False
IntePros,5,0.11105444678348002,False
Aditi Consulting,22,0.11044475688982985,False
Photon,26,0.10980807487124979,False
Serco,5,0.10953119766526545,False
Intellectt Inc,50,0.10860001269940842,False
Stealth Startup,11,0.1084913230775504,False
"TalentBurst, an Inc 5000 company",5,0.10788914529021065,False
The Judge Group,18,0.10749585332349085,False
Capgemini Engineering,13,0.10731748722318511,False
Innovation Works,10,0.10721032188737795,False
Persistent Systems,11,0.1070137318321611,False
Precision Technologies,7,0.10690128189948025,False
Insight Global,39,0.10655850412855315,False
JBC,9,0.10643992126676605,False
SEGULA Technologies,19,0.10561826366964194,False
Verdant Infotech Solutions,7,0.10537482816677098,False
"Donato Technologies, Inc.",17,0.10511015470831342,False
Signify Technology,6,0.10502068252261595,False
ALIS Software LLC,7,0.1049853721409322,False
Actalent,39,0.10482938048417165,False
Jobs via eFinancialCareers,14,0.10465007720575391,False
HCLTech,13,0.1044614146969386,False
Anblicks,6,0.10440029440222919,False
"Miracle Software Systems, Inc",6,0.10428214264582666,False
KPG99 INC,6,0.10418923645631305,False
Latitude Inc,67,0.10411742816686269,False
Genpact,6,0.10410032040468559,False
