column,source,platform,subset,total_rows,nonnull_count,nonnull_pct
company_name_effective,kaggle_arshkon,linkedin,all,118165,116482,98.58
description_core,kaggle_arshkon,linkedin,all,118165,118165,100.0
core_length,kaggle_arshkon,linkedin,all,118165,118165,100.0
boilerplate_flag,kaggle_arshkon,linkedin,all,118165,118165,100.0
company_name_canonical,kaggle_arshkon,linkedin,all,118165,116482,98.58
company_name_canonical_method,kaggle_arshkon,linkedin,all,118165,118165,100.0
is_multi_location,kaggle_arshkon,linkedin,all,118165,118165,100.0
is_swe,kaggle_arshkon,linkedin,all,118165,118165,100.0
is_swe_adjacent,kaggle_arshkon,linkedin,all,118165,118165,100.0
swe_confidence,kaggle_arshkon,linkedin,all,118165,118165,100.0
swe_classification_tier,kaggle_arshkon,linkedin,all,118165,118165,100.0
is_control,kaggle_arshkon,linkedin,all,118165,118165,100.0
seniority_imputed,kaggle_arshkon,linkedin,all,118165,118165,100.0
seniority_source,kaggle_arshkon,linkedin,all,118165,118165,100.0
seniority_confidence,kaggle_arshkon,linkedin,all,118165,118165,100.0
seniority_final,kaggle_arshkon,linkedin,all,118165,118165,100.0
seniority_final_source,kaggle_arshkon,linkedin,all,118165,118165,100.0
seniority_final_confidence,kaggle_arshkon,linkedin,all,118165,118165,100.0
yoe_extracted,kaggle_arshkon,linkedin,all,118165,24489,20.72
yoe_seniority_contradiction,kaggle_arshkon,linkedin,all,118165,118165,100.0
seniority_cross_check,kaggle_arshkon,linkedin,all,118165,118165,100.0
seniority_3level,kaggle_arshkon,linkedin,all,118165,118165,100.0
city_extracted,kaggle_arshkon,linkedin,all,118165,106746,90.34
state_normalized,kaggle_arshkon,linkedin,all,118165,104692,88.6
country_extracted,kaggle_arshkon,linkedin,all,118165,113218,95.81
is_remote_inferred,kaggle_arshkon,linkedin,all,118165,118165,100.0
metro_area,kaggle_arshkon,linkedin,all,118165,70292,59.49
metro_source,kaggle_arshkon,linkedin,all,118165,118165,100.0
metro_confidence,kaggle_arshkon,linkedin,all,118165,118165,100.0
period,kaggle_arshkon,linkedin,all,118165,118165,100.0
scrape_week,kaggle_arshkon,linkedin,all,118165,0,0.0
date_flag,kaggle_arshkon,linkedin,all,118165,118165,100.0
is_english,kaggle_arshkon,linkedin,all,118165,118165,100.0
description_hash,kaggle_arshkon,linkedin,all,118165,118165,100.0
ghost_job_risk,kaggle_arshkon,linkedin,all,118165,118165,100.0
description_quality_flag,kaggle_arshkon,linkedin,all,118165,118165,100.0
preprocessing_version,kaggle_arshkon,linkedin,all,118165,118165,100.0
dedup_method,kaggle_arshkon,linkedin,all,118165,118165,100.0
boilerplate_removed,kaggle_arshkon,linkedin,all,118165,118165,100.0
uid,kaggle_arshkon,linkedin,swe,4438,4438,100.0
job_id,kaggle_arshkon,linkedin,swe,4438,4438,100.0
source,kaggle_arshkon,linkedin,swe,4438,4438,100.0
source_platform,kaggle_arshkon,linkedin,swe,4438,4438,100.0
site,kaggle_arshkon,linkedin,swe,4438,4438,100.0
title,kaggle_arshkon,linkedin,swe,4438,4438,100.0
title_normalized,kaggle_arshkon,linkedin,swe,4438,4438,100.0
company_name,kaggle_arshkon,linkedin,swe,4438,4398,99.1
company_name_normalized,kaggle_arshkon,linkedin,swe,4438,4398,99.1
location,kaggle_arshkon,linkedin,swe,4438,4438,100.0
location_normalized,kaggle_arshkon,linkedin,swe,4438,4438,100.0
date_posted,kaggle_arshkon,linkedin,swe,4438,4438,100.0
scrape_date,kaggle_arshkon,linkedin,swe,4438,0,0.0
description,kaggle_arshkon,linkedin,swe,4438,4438,100.0
description_raw,kaggle_arshkon,linkedin,swe,4438,4438,100.0
description_length,kaggle_arshkon,linkedin,swe,4438,4438,100.0
seniority_raw,kaggle_arshkon,linkedin,swe,4438,3099,69.83
seniority_native,kaggle_arshkon,linkedin,swe,4438,3099,69.83
company_industry,kaggle_arshkon,linkedin,swe,4438,4404,99.23
company_size,kaggle_arshkon,linkedin,swe,4438,4398,99.1
company_size_raw,kaggle_arshkon,linkedin,swe,4438,4398,99.1
company_size_category,kaggle_arshkon,linkedin,swe,4438,4205,94.75
search_query,kaggle_arshkon,linkedin,swe,4438,0,0.0
query_tier,kaggle_arshkon,linkedin,swe,4438,0,0.0
search_metro_id,kaggle_arshkon,linkedin,swe,4438,0,0.0
search_metro_name,kaggle_arshkon,linkedin,swe,4438,0,0.0
search_metro_region,kaggle_arshkon,linkedin,swe,4438,0,0.0
search_location,kaggle_arshkon,linkedin,swe,4438,0,0.0
work_type,kaggle_arshkon,linkedin,swe,4438,4438,100.0
is_remote,kaggle_arshkon,linkedin,swe,4438,4438,100.0
job_url,kaggle_arshkon,linkedin,swe,4438,4438,100.0
skills_raw,kaggle_arshkon,linkedin,swe,4438,58,1.31
asaniczka_skills,kaggle_arshkon,linkedin,swe,4438,0,0.0
company_id_kaggle,kaggle_arshkon,linkedin,swe,4438,4398,99.1
posting_age_days,kaggle_arshkon,linkedin,swe,4438,0,0.0
is_aggregator,kaggle_arshkon,linkedin,swe,4438,4438,100.0
real_employer,kaggle_arshkon,linkedin,swe,4438,37,0.83
company_name_effective,kaggle_arshkon,linkedin,swe,4438,4398,99.1
description_core,kaggle_arshkon,linkedin,swe,4438,4438,100.0
core_length,kaggle_arshkon,linkedin,swe,4438,4438,100.0
boilerplate_flag,kaggle_arshkon,linkedin,swe,4438,4438,100.0
company_name_canonical,kaggle_arshkon,linkedin,swe,4438,4398,99.1
company_name_canonical_method,kaggle_arshkon,linkedin,swe,4438,4438,100.0
is_multi_location,kaggle_arshkon,linkedin,swe,4438,4438,100.0
is_swe,kaggle_arshkon,linkedin,swe,4438,4438,100.0
is_swe_adjacent,kaggle_arshkon,linkedin,swe,4438,4438,100.0
swe_confidence,kaggle_arshkon,linkedin,swe,4438,4438,100.0
swe_classification_tier,kaggle_arshkon,linkedin,swe,4438,4438,100.0
is_control,kaggle_arshkon,linkedin,swe,4438,4438,100.0
seniority_imputed,kaggle_arshkon,linkedin,swe,4438,4438,100.0
seniority_source,kaggle_arshkon,linkedin,swe,4438,4438,100.0
seniority_confidence,kaggle_arshkon,linkedin,swe,4438,4438,100.0
seniority_final,kaggle_arshkon,linkedin,swe,4438,4438,100.0
seniority_final_source,kaggle_arshkon,linkedin,swe,4438,4438,100.0
seniority_final_confidence,kaggle_arshkon,linkedin,swe,4438,4438,100.0
yoe_extracted,kaggle_arshkon,linkedin,swe,4438,1753,39.5
yoe_seniority_contradiction,kaggle_arshkon,linkedin,swe,4438,4438,100.0
seniority_cross_check,kaggle_arshkon,linkedin,swe,4438,4438,100.0
seniority_3level,kaggle_arshkon,linkedin,swe,4438,4438,100.0
city_extracted,kaggle_arshkon,linkedin,swe,4438,3522,79.36
state_normalized,kaggle_arshkon,linkedin,swe,4438,3395,76.5
country_extracted,kaggle_arshkon,linkedin,swe,4438,4143,93.35
is_remote_inferred,kaggle_arshkon,linkedin,swe,4438,4438,100.0
metro_area,kaggle_arshkon,linkedin,swe,4438,2929,66.0
metro_source,kaggle_arshkon,linkedin,swe,4438,4438,100.0
metro_confidence,kaggle_arshkon,linkedin,swe,4438,4438,100.0
period,kaggle_arshkon,linkedin,swe,4438,4438,100.0
scrape_week,kaggle_arshkon,linkedin,swe,4438,0,0.0
date_flag,kaggle_arshkon,linkedin,swe,4438,4438,100.0
is_english,kaggle_arshkon,linkedin,swe,4438,4438,100.0
description_hash,kaggle_arshkon,linkedin,swe,4438,4438,100.0
ghost_job_risk,kaggle_arshkon,linkedin,swe,4438,4438,100.0
description_quality_flag,kaggle_arshkon,linkedin,swe,4438,4438,100.0
preprocessing_version,kaggle_arshkon,linkedin,swe,4438,4438,100.0
dedup_method,kaggle_arshkon,linkedin,swe,4438,4438,100.0
boilerplate_removed,kaggle_arshkon,linkedin,swe,4438,4438,100.0
uid,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
job_id,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
source,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
source_platform,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
site,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
title,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
title_normalized,kaggle_asaniczka,linkedin,all,1014752,1014717,100.0
company_name,kaggle_asaniczka,linkedin,all,1014752,1014746,100.0
company_name_normalized,kaggle_asaniczka,linkedin,all,1014752,1014746,100.0
location,kaggle_asaniczka,linkedin,all,1014752,1014740,100.0
location_normalized,kaggle_asaniczka,linkedin,all,1014752,1014740,100.0
date_posted,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
scrape_date,kaggle_asaniczka,linkedin,all,1014752,0,0.0
description,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
description_raw,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
description_length,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
seniority_raw,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
seniority_native,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
company_industry,kaggle_asaniczka,linkedin,all,1014752,0,0.0
company_size,kaggle_asaniczka,linkedin,all,1014752,0,0.0
company_size_raw,kaggle_asaniczka,linkedin,all,1014752,0,0.0
company_size_category,kaggle_asaniczka,linkedin,all,1014752,0,0.0
search_query,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
query_tier,kaggle_asaniczka,linkedin,all,1014752,0,0.0
search_metro_id,kaggle_asaniczka,linkedin,all,1014752,0,0.0
search_metro_name,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
search_metro_region,kaggle_asaniczka,linkedin,all,1014752,0,0.0
search_location,kaggle_asaniczka,linkedin,all,1014752,0,0.0
work_type,kaggle_asaniczka,linkedin,all,1014752,0,0.0
is_remote,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
job_url,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
skills_raw,kaggle_asaniczka,linkedin,all,1014752,1012353,99.76
asaniczka_skills,kaggle_asaniczka,linkedin,all,1014752,1012353,99.76
company_id_kaggle,kaggle_asaniczka,linkedin,all,1014752,0,0.0
posting_age_days,kaggle_asaniczka,linkedin,all,1014752,0,0.0
is_aggregator,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
real_employer,kaggle_asaniczka,linkedin,all,1014752,21380,2.11
company_name_effective,kaggle_asaniczka,linkedin,all,1014752,1014746,100.0
description_core,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
core_length,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
boilerplate_flag,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
company_name_canonical,kaggle_asaniczka,linkedin,all,1014752,1014746,100.0
company_name_canonical_method,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
is_multi_location,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
is_swe,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
is_swe_adjacent,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
swe_confidence,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
swe_classification_tier,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
is_control,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
seniority_imputed,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
seniority_source,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
seniority_confidence,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
seniority_final,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
seniority_final_source,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
seniority_final_confidence,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
yoe_extracted,kaggle_asaniczka,linkedin,all,1014752,137609,13.56
yoe_seniority_contradiction,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
seniority_cross_check,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
seniority_3level,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
city_extracted,kaggle_asaniczka,linkedin,all,1014752,996277,98.18
state_normalized,kaggle_asaniczka,linkedin,all,1014752,995596,98.11
country_extracted,kaggle_asaniczka,linkedin,all,1014752,1001426,98.69
is_remote_inferred,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
metro_area,kaggle_asaniczka,linkedin,all,1014752,598574,58.99
metro_source,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
metro_confidence,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
period,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
scrape_week,kaggle_asaniczka,linkedin,all,1014752,0,0.0
date_flag,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
is_english,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
description_hash,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
ghost_job_risk,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
description_quality_flag,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
preprocessing_version,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
dedup_method,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
boilerplate_removed,kaggle_asaniczka,linkedin,all,1014752,1014752,100.0
uid,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
job_id,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
source,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
source_platform,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
site,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
title,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
title_normalized,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
company_name,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
company_name_normalized,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
location,kaggle_asaniczka,linkedin,swe,21626,21625,100.0
location_normalized,kaggle_asaniczka,linkedin,swe,21626,21625,100.0
date_posted,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
scrape_date,kaggle_asaniczka,linkedin,swe,21626,0,0.0
description,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
description_raw,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
description_length,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
seniority_raw,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
seniority_native,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
company_industry,kaggle_asaniczka,linkedin,swe,21626,0,0.0
company_size,kaggle_asaniczka,linkedin,swe,21626,0,0.0
company_size_raw,kaggle_asaniczka,linkedin,swe,21626,0,0.0
company_size_category,kaggle_asaniczka,linkedin,swe,21626,0,0.0
search_query,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
query_tier,kaggle_asaniczka,linkedin,swe,21626,0,0.0
search_metro_id,kaggle_asaniczka,linkedin,swe,21626,0,0.0
search_metro_name,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
search_metro_region,kaggle_asaniczka,linkedin,swe,21626,0,0.0
search_location,kaggle_asaniczka,linkedin,swe,21626,0,0.0
work_type,kaggle_asaniczka,linkedin,swe,21626,0,0.0
is_remote,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
job_url,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
skills_raw,kaggle_asaniczka,linkedin,swe,21626,21606,99.91
asaniczka_skills,kaggle_asaniczka,linkedin,swe,21626,21606,99.91
company_id_kaggle,kaggle_asaniczka,linkedin,swe,21626,0,0.0
posting_age_days,kaggle_asaniczka,linkedin,swe,21626,0,0.0
is_aggregator,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
real_employer,kaggle_asaniczka,linkedin,swe,21626,2242,10.37
company_name_effective,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
description_core,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
core_length,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
boilerplate_flag,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
company_name_canonical,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
company_name_canonical_method,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
is_multi_location,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
is_swe,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
is_swe_adjacent,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
swe_confidence,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
swe_classification_tier,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
is_control,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
seniority_imputed,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
seniority_source,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
seniority_confidence,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
seniority_final,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
seniority_final_source,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
seniority_final_confidence,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
yoe_extracted,kaggle_asaniczka,linkedin,swe,21626,7387,34.16
yoe_seniority_contradiction,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
seniority_cross_check,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
seniority_3level,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
city_extracted,kaggle_asaniczka,linkedin,swe,21626,20983,97.03
state_normalized,kaggle_asaniczka,linkedin,swe,21626,21042,97.3
country_extracted,kaggle_asaniczka,linkedin,swe,21626,21254,98.28
is_remote_inferred,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
metro_area,kaggle_asaniczka,linkedin,swe,21626,16262,75.2
metro_source,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
metro_confidence,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
period,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
scrape_week,kaggle_asaniczka,linkedin,swe,21626,0,0.0
date_flag,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
is_english,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
description_hash,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
ghost_job_risk,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
description_quality_flag,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
preprocessing_version,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
dedup_method,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
boilerplate_removed,kaggle_asaniczka,linkedin,swe,21626,21626,100.0
uid,scraped,linkedin,all,26576,26576,100.0
job_id,scraped,linkedin,all,26576,26576,100.0
source,scraped,linkedin,all,26576,26576,100.0
source_platform,scraped,linkedin,all,26576,26576,100.0
site,scraped,linkedin,all,26576,26576,100.0
title,scraped,linkedin,all,26576,26576,100.0
title_normalized,scraped,linkedin,all,26576,26574,99.99
company_name,scraped,linkedin,all,26576,26576,100.0
company_name_normalized,scraped,linkedin,all,26576,26576,100.0
location,scraped,linkedin,all,26576,25641,96.48
location_normalized,scraped,linkedin,all,26576,25641,96.48
date_posted,scraped,linkedin,all,26576,119,0.45
scrape_date,scraped,linkedin,all,26576,26576,100.0
description,scraped,linkedin,all,26576,26576,100.0
description_raw,scraped,linkedin,all,26576,26576,100.0
description_length,scraped,linkedin,all,26576,26576,100.0
seniority_raw,scraped,linkedin,all,26576,26576,100.0
seniority_native,scraped,linkedin,all,26576,22706,85.44
company_industry,scraped,linkedin,all,26576,26572,99.98
company_size,scraped,linkedin,all,26576,0,0.0
company_size_raw,scraped,linkedin,all,26576,0,0.0
company_size_category,scraped,linkedin,all,26576,0,0.0
search_query,scraped,linkedin,all,26576,26571,99.98
query_tier,scraped,linkedin,all,26576,26571,99.98
search_metro_id,scraped,linkedin,all,26576,26571,99.98
search_metro_name,scraped,linkedin,all,26576,26571,99.98
search_metro_region,scraped,linkedin,all,26576,26571,99.98
search_location,scraped,linkedin,all,26576,26571,99.98
work_type,scraped,linkedin,all,26576,26576,100.0
is_remote,scraped,linkedin,all,26576,26576,100.0
job_url,scraped,linkedin,all,26576,26576,100.0
skills_raw,scraped,linkedin,all,26576,0,0.0
asaniczka_skills,scraped,linkedin,all,26576,0,0.0
company_id_kaggle,scraped,linkedin,all,26576,0,0.0
posting_age_days,scraped,linkedin,all,26576,119,0.45
is_aggregator,scraped,linkedin,all,26576,26576,100.0
real_employer,scraped,linkedin,all,26576,1162,4.37
company_name_effective,scraped,linkedin,all,26576,26576,100.0
description_core,scraped,linkedin,all,26576,26576,100.0
core_length,scraped,linkedin,all,26576,26576,100.0
boilerplate_flag,scraped,linkedin,all,26576,26576,100.0
company_name_canonical,scraped,linkedin,all,26576,26576,100.0
company_name_canonical_method,scraped,linkedin,all,26576,26576,100.0
is_multi_location,scraped,linkedin,all,26576,26576,100.0
is_swe,scraped,linkedin,all,26576,26576,100.0
is_swe_adjacent,scraped,linkedin,all,26576,26576,100.0
swe_confidence,scraped,linkedin,all,26576,26576,100.0
swe_classification_tier,scraped,linkedin,all,26576,26576,100.0
is_control,scraped,linkedin,all,26576,26576,100.0
seniority_imputed,scraped,linkedin,all,26576,26576,100.0
seniority_source,scraped,linkedin,all,26576,26576,100.0
seniority_confidence,scraped,linkedin,all,26576,26576,100.0
seniority_final,scraped,linkedin,all,26576,26576,100.0
seniority_final_source,scraped,linkedin,all,26576,26576,100.0
seniority_final_confidence,scraped,linkedin,all,26576,26576,100.0
yoe_extracted,scraped,linkedin,all,26576,4101,15.43
yoe_seniority_contradiction,scraped,linkedin,all,26576,26576,100.0
seniority_cross_check,scraped,linkedin,all,26576,26576,100.0
seniority_3level,scraped,linkedin,all,26576,26576,100.0
city_extracted,scraped,linkedin,all,26576,25578,96.24
state_normalized,scraped,linkedin,all,26576,25546,96.12
country_extracted,scraped,linkedin,all,26576,25641,96.48
is_remote_inferred,scraped,linkedin,all,26576,26576,100.0
metro_area,scraped,linkedin,all,26576,21941,82.56
metro_source,scraped,linkedin,all,26576,26576,100.0
metro_confidence,scraped,linkedin,all,26576,26576,100.0
period,scraped,linkedin,all,26576,26576,100.0
scrape_week,scraped,linkedin,all,26576,26576,100.0
date_flag,scraped,linkedin,all,26576,26576,100.0
is_english,scraped,linkedin,all,26576,26576,100.0
description_hash,scraped,linkedin,all,26576,26576,100.0
ghost_job_risk,scraped,linkedin,all,26576,26576,100.0
description_quality_flag,scraped,linkedin,all,26576,26576,100.0
preprocessing_version,scraped,linkedin,all,26576,26576,100.0
dedup_method,scraped,linkedin,all,26576,26576,100.0
boilerplate_removed,scraped,linkedin,all,26576,26576,100.0
uid,scraped,linkedin,swe,4219,4219,100.0
job_id,scraped,linkedin,swe,4219,4219,100.0
source,scraped,linkedin,swe,4219,4219,100.0
source_platform,scraped,linkedin,swe,4219,4219,100.0
site,scraped,linkedin,swe,4219,4219,100.0
title,scraped,linkedin,swe,4219,4219,100.0
title_normalized,scraped,linkedin,swe,4219,4219,100.0
company_name,scraped,linkedin,swe,4219,4219,100.0
company_name_normalized,scraped,linkedin,swe,4219,4219,100.0
location,scraped,linkedin,swe,4219,4032,95.57
location_normalized,scraped,linkedin,swe,4219,4032,95.57
date_posted,scraped,linkedin,swe,4219,4,0.09
scrape_date,scraped,linkedin,swe,4219,4219,100.0
description,scraped,linkedin,swe,4219,4219,100.0
description_raw,scraped,linkedin,swe,4219,4219,100.0
description_length,scraped,linkedin,swe,4219,4219,100.0
seniority_raw,scraped,linkedin,swe,4219,4219,100.0
seniority_native,scraped,linkedin,swe,4219,3519,83.41
company_industry,scraped,linkedin,swe,4219,4218,99.98
company_size,scraped,linkedin,swe,4219,0,0.0
company_size_raw,scraped,linkedin,swe,4219,0,0.0
company_size_category,scraped,linkedin,swe,4219,0,0.0
search_query,scraped,linkedin,swe,4219,4214,99.88
query_tier,scraped,linkedin,swe,4219,4214,99.88
search_metro_id,scraped,linkedin,swe,4219,4214,99.88
search_metro_name,scraped,linkedin,swe,4219,4214,99.88
search_metro_region,scraped,linkedin,swe,4219,4214,99.88
search_location,scraped,linkedin,swe,4219,4214,99.88
work_type,scraped,linkedin,swe,4219,4219,100.0
is_remote,scraped,linkedin,swe,4219,4219,100.0
job_url,scraped,linkedin,swe,4219,4219,100.0
skills_raw,scraped,linkedin,swe,4219,0,0.0
asaniczka_skills,scraped,linkedin,swe,4219,0,0.0
company_id_kaggle,scraped,linkedin,swe,4219,0,0.0
posting_age_days,scraped,linkedin,swe,4219,4,0.09
is_aggregator,scraped,linkedin,swe,4219,4219,100.0
real_employer,scraped,linkedin,swe,4219,254,6.02
company_name_effective,scraped,linkedin,swe,4219,4219,100.0
description_core,scraped,linkedin,swe,4219,4219,100.0
core_length,scraped,linkedin,swe,4219,4219,100.0
boilerplate_flag,scraped,linkedin,swe,4219,4219,100.0
company_name_canonical,scraped,linkedin,swe,4219,4219,100.0
company_name_canonical_method,scraped,linkedin,swe,4219,4219,100.0
is_multi_location,scraped,linkedin,swe,4219,4219,100.0
is_swe,scraped,linkedin,swe,4219,4219,100.0
is_swe_adjacent,scraped,linkedin,swe,4219,4219,100.0
swe_confidence,scraped,linkedin,swe,4219,4219,100.0
swe_classification_tier,scraped,linkedin,swe,4219,4219,100.0
is_control,scraped,linkedin,swe,4219,4219,100.0
seniority_imputed,scraped,linkedin,swe,4219,4219,100.0
seniority_source,scraped,linkedin,swe,4219,4219,100.0
seniority_confidence,scraped,linkedin,swe,4219,4219,100.0
