slice,source_bucket,tech,n,rate
MID_SENIOR,scraped,ansible,17418,0.04478126076472615
MID_SENIOR,scraped,cicd,17418,0.35652772993455045
MID_SENIOR,scraped,jenkins,17418,0.09277758640486852
MID_SENIOR,scraped,github_actions,17418,0.05821563899414399
MID_SENIOR,scraped,argocd,17418,0.012975083247215524
MID_SENIOR,scraped,gitlab,17418,0.05568951659203123
MID_SENIOR,scraped,helm,17418,0.02698358020438627
MID_SENIOR,scraped,postgresql,17418,0.10747502583534276
MID_SENIOR,scraped,mysql,17418,0.045470203238029624
MID_SENIOR,scraped,mongodb,17418,0.04908715122287289
MID_SENIOR,scraped,redis,17418,0.040705017797680564
MID_SENIOR,scraped,kafka,17418,0.11557009989665863
MID_SENIOR,scraped,spark,17418,0.08026179813985532
MID_SENIOR,scraped,snowflake,17418,0.05597657595590768
MID_SENIOR,scraped,databricks,17418,0.05138362613388449
MID_SENIOR,scraped,dbt,17418,0.022046159145711335
MID_SENIOR,scraped,elasticsearch,17418,0.022390630382363073
MID_SENIOR,scraped,oracle,17418,0.05080950740613159
MID_SENIOR,scraped,dynamodb,17418,0.03002640946147663
MID_SENIOR,scraped,cassandra,17418,0.021012745435756115
MID_SENIOR,scraped,bigquery,17418,0.020266391089677344
MID_SENIOR,scraped,tensorflow,17418,0.036284303593983235
MID_SENIOR,scraped,pytorch,17418,0.04954644620507521
MID_SENIOR,scraped,sklearn,17418,0.013606613847743714
MID_SENIOR,scraped,pandas,17418,0.013664025720519004
MID_SENIOR,scraped,numpy,17418,0.009760018371799288
MID_SENIOR,scraped,jupyter,17418,0.0033298886209668158
MID_SENIOR,scraped,keras,17418,0.0028131817659892066
MID_SENIOR,scraped,xgboost,17418,0.0020668274199104374
MID_SENIOR,scraped,langchain,17418,0.03507865426570215
MID_SENIOR,scraped,langgraph,17418,0.020783097944654955
MID_SENIOR,scraped,rag,17418,0.054943162245952464
MID_SENIOR,scraped,vector_database,17418,0.003215064875416236
MID_SENIOR,scraped,pinecone,17418,0.009013664025720519
MID_SENIOR,scraped,chromadb,17418,0.000803766218854059
MID_SENIOR,scraped,huggingface,17418,0.005626363531978413
MID_SENIOR,scraped,openai,17418,0.031346882535308304
MID_SENIOR,scraped,claude,17418,0.03904007348719715
MID_SENIOR,scraped,gemini,17418,0.011884257664485016
MID_SENIOR,scraped,mcp,17418,0.022160982891261914
MID_SENIOR,scraped,llamaindex,17418,0.00878401653461936
MID_SENIOR,scraped,anthropic,17418,0.012975083247215524
MID_SENIOR,scraped,ollama,17418,0.00045929498220231943
MID_SENIOR,scraped,copilot,17418,0.04478126076472615
MID_SENIOR,scraped,cursor,17418,0.02405557469284648
MID_SENIOR,scraped,chatgpt,17418,0.006143070386956022
MID_SENIOR,scraped,codex,17418,0.005913422895854863
MID_SENIOR,scraped,llm_token,17418,0.1418647376277414
MID_SENIOR,scraped,prompt_engineering,17418,0.00011482374555057986
MID_SENIOR,scraped,fine_tuning,17418,0.02589275462165576
MID_SENIOR,scraped,agent_framework,17418,0.013262142611091973
MID_SENIOR,scraped,jest,17418,0.012917671374440234
MID_SENIOR,scraped,pytest,17418,0.00780801469743943
MID_SENIOR,scraped,selenium,17418,0.018256975542542197
MID_SENIOR,scraped,cypress,17418,0.012688023883339075
MID_SENIOR,scraped,junit,17418,0.02290733723734068
MID_SENIOR,scraped,mocha,17418,0.0025261224021127567
MID_SENIOR,scraped,playwright,17418,0.014984498794350671
MID_SENIOR,scraped,agile,17418,0.2834424158916064
MID_SENIOR,scraped,scrum,17418,0.0815248593409117
MID_SENIOR,scraped,tdd,17418,0.022103571018486624
MID_SENIOR,scraped,devops,17418,0.20777356757377424
MID_SENIOR,scraped,sre,17418,0.043460787690894474
MID_SENIOR,scraped,microservices,17418,0.1744746813641061
S1,arshkon,python,2077,0.3225806451612903
S1,arshkon,java,2077,0.3172845450168512
S1,arshkon,javascript,2077,0.2643235435724603
S1,arshkon,typescript,2077,0.1271064034665383
S1,arshkon,go,2077,0.10736639383726529
S1,arshkon,rust,2077,0.013480982185844969
S1,arshkon,cpp,2077,0.10207029369282619
S1,arshkon,csharp,2077,0.13818006740491093
S1,arshkon,ruby,2077,0.02888781896966779
S1,arshkon,kotlin,2077,0.021665864227250843
S1,arshkon,swift,2077,0.014443909484833895
S1,arshkon,scala,2077,0.05007221954742417
S1,arshkon,php,2077,0.0182956186807896
S1,arshkon,r_language,2077,0.0077034183919114105
S1,arshkon,perl,2077,0.011555127587867116
S1,arshkon,bash,2077,0.03562831006259028
S1,arshkon,shell,2077,0.0182956186807896
S1,arshkon,sql,2077,0.2970630717380838
S1,arshkon,react,2077,0.16706788637457873
S1,arshkon,angular,2077,0.11314395763119885
S1,arshkon,vue,2077,0.02888781896966779
S1,arshkon,nextjs,2077,0.008666345690900338
S1,arshkon,svelte,2077,0.0014443909484833895
S1,arshkon,jquery,2077,0.029369282619162253
S1,arshkon,html,2077,0.10832932113625421
S1,arshkon,css,2077,0.10736639383726529
S1,arshkon,redux,2077,0.01974000962927299
S1,arshkon,tailwind,2077,0.004333172845450169
S1,arshkon,nodejs,2077,0.11169956668271545
S1,arshkon,django,2077,0.013480982185844969
S1,arshkon,flask,2077,0.0077034183919114105
S1,arshkon,spring,2077,0.11218103033220991
S1,arshkon,dotnet,2077,0.12999518536350504
S1,arshkon,rails,2077,0.014443909484833895
S1,arshkon,fastapi,2077,0.002888781896966779
S1,arshkon,express,2077,0.018777082330284064
S1,arshkon,laravel,2077,0.006740491092922484
S1,arshkon,aws,2077,0.31295137217140107
S1,arshkon,azure,2077,0.25710158883004336
S1,arshkon,gcp,2077,0.09099662975445354
S1,arshkon,kubernetes,2077,0.18006740491092924
S1,arshkon,docker,2077,0.15888300433317284
S1,arshkon,terraform,2077,0.07896003851709196
S1,arshkon,ansible,2077,0.04718343765045739
S1,arshkon,cicd,2077,0.2171401059220029
S1,arshkon,jenkins,2077,0.1059220028887819
S1,arshkon,github_actions,2077,0.01203659123736158
S1,arshkon,argocd,2077,0.002888781896966779
S1,arshkon,gitlab,2077,0.03466538276360135
S1,arshkon,helm,2077,0.015406836783822821
S1,arshkon,postgresql,2077,0.0693307655272027
S1,arshkon,mysql,2077,0.043331728454501686
S1,arshkon,mongodb,2077,0.04910929224843524
S1,arshkon,redis,2077,0.025036109773712085
S1,arshkon,kafka,2077,0.0784785748675975
S1,arshkon,spark,2077,0.065479056331247
S1,arshkon,snowflake,2077,0.03466538276360135
S1,arshkon,databricks,2077,0.029369282619162253
S1,arshkon,dbt,2077,0.013962445835339432
S1,arshkon,elasticsearch,2077,0.013480982185844969
S1,arshkon,oracle,2077,0.0693307655272027
S1,arshkon,dynamodb,2077,0.01974000962927299
S1,arshkon,cassandra,2077,0.014925373134328358
S1,arshkon,bigquery,2077,0.011073663938372653
S1,arshkon,tensorflow,2077,0.023110255175734232
S1,arshkon,pytorch,2077,0.02455464612421762
S1,arshkon,sklearn,2077,0.01059220028887819
S1,arshkon,pandas,2077,0.0091478093403948
S1,arshkon,numpy,2077,0.008184882041405874
S1,arshkon,jupyter,2077,0.0009629272989889263
S1,arshkon,keras,2077,0.0019258545979778526
S1,arshkon,xgboost,2077,0.00048146364949446316
S1,arshkon,langchain,2077,0.002407318247472316
S1,arshkon,langgraph,2077,0.0
S1,arshkon,rag,2077,0.005296100144439095
S1,arshkon,vector_database,2077,0.0014443909484833895
S1,arshkon,pinecone,2077,0.0
S1,arshkon,chromadb,2077,0.0
S1,arshkon,huggingface,2077,0.0
S1,arshkon,openai,2077,0.003370245546461242
S1,arshkon,claude,2077,0.0
S1,arshkon,gemini,2077,0.0
S1,arshkon,mcp,2077,0.0009629272989889263
S1,arshkon,llamaindex,2077,0.0
S1,arshkon,anthropic,2077,0.0
S1,arshkon,ollama,2077,0.0
S1,arshkon,copilot,2077,0.0019258545979778526
S1,arshkon,cursor,2077,0.0
S1,arshkon,chatgpt,2077,0.0
S1,arshkon,codex,2077,0.0
S1,arshkon,llm_token,2077,0.020221473278767454
S1,arshkon,prompt_engineering,2077,0.0
S1,arshkon,fine_tuning,2077,0.008666345690900338
S1,arshkon,agent_framework,2077,0.0
S1,arshkon,jest,2077,0.020221473278767454
S1,arshkon,pytest,2077,0.0038517091959557053
S1,arshkon,selenium,2077,0.02599903707270101
S1,arshkon,cypress,2077,0.013962445835339432
S1,arshkon,junit,2077,0.025036109773712085
S1,arshkon,mocha,2077,0.006259027443428021
S1,arshkon,playwright,2077,0.005296100144439095
S1,arshkon,agile,2077,0.3442465093885412
S1,arshkon,scrum,2077,0.10736639383726529
S1,arshkon,tdd,2077,0.026961964371689937
S1,arshkon,devops,2077,0.19114106884930188
S1,arshkon,sre,2077,0.029850746268656716
S1,arshkon,microservices,2077,0.14492055849783342
S1,asaniczka,python,11518,0.3583087341552353
S1,asaniczka,java,11518,0.30230942872026395
S1,asaniczka,javascript,11518,0.24057996179892344
S1,asaniczka,typescript,11518,0.17094981767667997
S1,asaniczka,go,11518,0.11599235978468483
S1,asaniczka,rust,11518,0.014585865601666956
S1,asaniczka,cpp,11518,0.17859003299183887
S1,asaniczka,csharp,11518,0.11390866469873241
S1,asaniczka,ruby,11518,0.030300399374891474
S1,asaniczka,kotlin,11518,0.021097412745268277
S1,asaniczka,swift,11518,0.013978121201597499
S1,asaniczka,scala,11518,0.054783816634832436
S1,asaniczka,php,11518,0.018232332002083695
S1,asaniczka,r_language,11518,0.005990623372113214
S1,asaniczka,perl,11518,0.025872547317242575
S1,asaniczka,bash,11518,0.047838166348324364
S1,asaniczka,shell,11518,0.027435318631706892
S1,asaniczka,sql,11518,0.2850321236325751
S1,asaniczka,react,11518,0.13344330612953637
S1,asaniczka,angular,11518,0.09706546275395034
S1,asaniczka,vue,11518,0.022312901545407188
S1,asaniczka,nextjs,11518,0.007379753429414829
S1,asaniczka,svelte,11518,0.0010418475429762111
S1,asaniczka,jquery,11518,0.02986629623198472
S1,asaniczka,html,11518,0.11989928807084563
S1,asaniczka,css,11518,0.10869942698385136
S1,asaniczka,redux,11518,0.014325403715922903
S1,asaniczka,tailwind,11518,0.0014759506858829658
S1,asaniczka,nodejs,11518,0.09923597846848412
S1,asaniczka,django,11518,0.013630838687272096
S1,asaniczka,flask,11518,0.00850842160097239
S1,asaniczka,spring,11518,0.07292932800833478
S1,asaniczka,dotnet,11518,0.0928980725820455
S1,asaniczka,rails,11518,0.00850842160097239
S1,asaniczka,fastapi,11518,0.0018232332002083695
S1,asaniczka,express,11518,0.013630838687272096
S1,asaniczka,laravel,11518,0.0028650807431845806
S1,asaniczka,aws,11518,0.27982288591769405
S1,asaniczka,azure,11518,0.21870116339642298
S1,asaniczka,gcp,11518,0.08447647160965445
S1,asaniczka,kubernetes,11518,0.1440354228164612
S1,asaniczka,docker,11518,0.13908664698732418
S1,asaniczka,terraform,11518,0.06346587949296753
S1,asaniczka,ansible,11518,0.051831915263066505
S1,asaniczka,cicd,11518,0.1353533599583261
S1,asaniczka,jenkins,11518,0.09003299183886092
S1,asaniczka,github_actions,11518,0.007900677200902935
S1,asaniczka,argocd,11518,0.003646466400416739
S1,asaniczka,gitlab,11518,0.03672512588991144
S1,asaniczka,helm,11518,0.011720784858482375
S1,asaniczka,postgresql,11518,0.06363952075013023
S1,asaniczka,mysql,11518,0.0511373502344157
S1,asaniczka,mongodb,11518,0.047317242576836255
S1,asaniczka,redis,11518,0.023528390345546102
S1,asaniczka,kafka,11518,0.06685188400764022
S1,asaniczka,spark,11518,0.05217919777739191
S1,asaniczka,snowflake,11518,0.03481507206112172
S1,asaniczka,databricks,11518,0.014325403715922903
S1,asaniczka,dbt,11518,0.004775134571974301
S1,asaniczka,elasticsearch,11518,0.018232332002083695
S1,asaniczka,oracle,11518,0.0649418301788505
S1,asaniczka,dynamodb,11518,0.01571453377322452
S1,asaniczka,cassandra,11518,0.02153151588817503
S1,asaniczka,bigquery,11518,0.005296058343462406
S1,asaniczka,tensorflow,11518,0.01571453377322452
S1,asaniczka,pytorch,11518,0.013891300573016149
S1,asaniczka,sklearn,11518,0.005816982114950512
S1,asaniczka,pandas,11518,0.006164264629275916
S1,asaniczka,numpy,11518,0.004948775829137003
S1,asaniczka,jupyter,11518,0.002344156971696475
S1,asaniczka,keras,11518,0.001996874457371071
S1,asaniczka,xgboost,11518,0.0005209237714881056
S1,asaniczka,langchain,11518,0.0009550269143948603
S1,asaniczka,langgraph,11518,0.0
S1,asaniczka,rag,11518,0.0003472825143254037
S1,asaniczka,vector_database,11518,0.00017364125716270185
S1,asaniczka,pinecone,11518,0.0006945650286508074
S1,asaniczka,chromadb,11518,0.0
S1,asaniczka,huggingface,11518,0.00043410314290675465
S1,asaniczka,openai,11518,0.0008682062858135093
S1,asaniczka,claude,11518,0.0
S1,asaniczka,gemini,11518,8.682062858135092e-05
S1,asaniczka,mcp,11518,0.0008682062858135093
S1,asaniczka,llamaindex,11518,0.0
S1,asaniczka,anthropic,11518,0.0
S1,asaniczka,ollama,11518,8.682062858135092e-05
S1,asaniczka,copilot,11518,0.0003472825143254037
S1,asaniczka,cursor,11518,8.682062858135092e-05
S1,asaniczka,chatgpt,11518,0.0003472825143254037
S1,asaniczka,codex,11518,8.682062858135092e-05
S1,asaniczka,llm_token,11518,0.008247959715228338
S1,asaniczka,prompt_engineering,11518,0.0
S1,asaniczka,fine_tuning,11518,0.0050355964577183535
S1,asaniczka,agent_framework,11518,0.0
S1,asaniczka,jest,11518,0.007292932800833478
S1,asaniczka,pytest,11518,0.0021705157145337733
S1,asaniczka,selenium,11518,0.019274179545059906
S1,asaniczka,cypress,11518,0.005556520229206459
S1,asaniczka,junit,11518,0.02144469525959368
S1,asaniczka,mocha,11518,0.0027782601146032295
S1,asaniczka,playwright,11518,0.0013891300573016148
S1,asaniczka,agile,11518,0.3644729987845112
S1,asaniczka,scrum,11518,0.09828095155408925
S1,asaniczka,tdd,11518,0.022052439659663137
S1,asaniczka,devops,11518,0.15297794756034033
S1,asaniczka,sre,11518,0.012762632401458586
S1,asaniczka,microservices,11518,0.11807605487063727
S1,pooled_2024,python,13595,0.35285031261493194
S1,pooled_2024,java,13595,0.30459727841118056
S1,pooled_2024,javascript,13595,0.24420742920191246
S1,pooled_2024,typescript,13595,0.1642515630746598
S1,pooled_2024,go,13595,0.11467451268848841
S1,pooled_2024,rust,13595,0.014417065097462302
S1,pooled_2024,cpp,13595,0.1668995954394998
S1,pooled_2024,csharp,13595,0.11761677087164399
S1,pooled_2024,ruby,13595,0.030084589922765723
S1,pooled_2024,kotlin,13595,0.02118425891872012
S1,pooled_2024,swift,13595,0.014049282824567856
S1,pooled_2024,scala,13595,0.054063994115483634
S1,pooled_2024,php,13595,0.018242000735564545
S1,pooled_2024,r_language,13595,0.00625229863920559
S1,pooled_2024,perl,13595,0.023685178374402354
S1,pooled_2024,bash,13595,0.04597278411180581
S1,pooled_2024,shell,13595,0.02603898492092681
S1,pooled_2024,sql,13595,0.28687017285766825
S1,pooled_2024,react,13595,0.13858036042662744
S1,pooled_2024,angular,13595,0.09952188304523722
S1,pooled_2024,vue,13595,0.023317396101507907
S1,pooled_2024,nextjs,13595,0.007576314821625598
S1,pooled_2024,svelte,13595,0.0011033468186833395
S1,pooled_2024,jquery,13595,0.029790364104450167
S1,pooled_2024,html,13595,0.11813166605369621
S1,pooled_2024,css,13595,0.10849577050386171
S1,pooled_2024,redux,13595,0.015152629643251196
S1,pooled_2024,tailwind,13595,0.0019124678190511218
S1,pooled_2024,nodejs,13595,0.10114012504597278
S1,pooled_2024,django,13595,0.01360794409709452
S1,pooled_2024,flask,13595,0.00838543582199338
S1,pooled_2024,spring,13595,0.07892607576314821
S1,pooled_2024,dotnet,13595,0.09856564913571166
S1,pooled_2024,rails,13595,0.00941522618609783
S1,pooled_2024,fastapi,13595,0.001986024273630011
S1,pooled_2024,express,13595,0.014417065097462302
S1,pooled_2024,laravel,13595,0.003457153365207797
S1,pooled_2024,aws,13595,0.28488414858403827
S1,pooled_2024,azure,13595,0.22456785582934902
S1,pooled_2024,gcp,13595,0.08547260022066937
S1,pooled_2024,kubernetes,13595,0.14954027215888194
S1,pooled_2024,docker,13595,0.14211107024641412
S1,pooled_2024,terraform,13595,0.06583302684810592
S1,pooled_2024,ansible,13595,0.05112173593232806
S1,pooled_2024,cicd,13595,0.1478484737035675
S1,pooled_2024,jenkins,13595,0.09246046340566384
S1,pooled_2024,github_actions,13595,0.008532548731151158
S1,pooled_2024,argocd,13595,0.0035307098197866864
S1,pooled_2024,gitlab,13595,0.036410445016550205
S1,pooled_2024,helm,13595,0.012283927914674513
S1,pooled_2024,postgresql,13595,0.06450901066568591
S1,pooled_2024,mysql,13595,0.04994483265906583
S1,pooled_2024,mongodb,13595,0.047591026112541374
S1,pooled_2024,redis,13595,0.02375873482898124
S1,pooled_2024,kafka,13595,0.06862817212210372
S1,pooled_2024,spark,13595,0.054211107024641415
S1,pooled_2024,snowflake,13595,0.034792203015814635
S1,pooled_2024,databricks,13595,0.01662375873482898
S1,pooled_2024,dbt,13595,0.006178742184626701
S1,pooled_2024,elasticsearch,13595,0.017506436189775654
S1,pooled_2024,oracle,13595,0.06561235748436925
S1,pooled_2024,dynamodb,13595,0.016329532916513425
S1,pooled_2024,cassandra,13595,0.020522250827510115
S1,pooled_2024,bigquery,13595,0.006178742184626701
S1,pooled_2024,tensorflow,13595,0.01684442809856565
S1,pooled_2024,pytorch,13595,0.015520411916145642
S1,pooled_2024,sklearn,13595,0.0065465244575211474
S1,pooled_2024,pandas,13595,0.0066200809121000365
S1,pooled_2024,numpy,13595,0.005443177638837808
S1,pooled_2024,jupyter,13595,0.0021331371827877895
S1,pooled_2024,keras,13595,0.001986024273630011
S1,pooled_2024,xgboost,13595,0.0005148951820522251
S1,pooled_2024,langchain,13595,0.0011769032732622288
S1,pooled_2024,langgraph,13595,0.0
S1,pooled_2024,rag,13595,0.0011033468186833395
S1,pooled_2024,vector_database,13595,0.0003677822728944465
S1,pooled_2024,pinecone,13595,0.0005884516366311144
S1,pooled_2024,chromadb,13595,0.0
S1,pooled_2024,huggingface,13595,0.0003677822728944465
S1,pooled_2024,openai,13595,0.001250459727841118
S1,pooled_2024,claude,13595,0.0
S1,pooled_2024,gemini,13595,7.35564545788893e-05
S1,pooled_2024,mcp,13595,0.0008826774549466716
S1,pooled_2024,llamaindex,13595,0.0
S1,pooled_2024,anthropic,13595,0.0
S1,pooled_2024,ollama,13595,7.35564545788893e-05
S1,pooled_2024,copilot,13595,0.0005884516366311144
S1,pooled_2024,cursor,13595,7.35564545788893e-05
S1,pooled_2024,chatgpt,13595,0.0002942258183155572
S1,pooled_2024,codex,13595,7.35564545788893e-05
S1,pooled_2024,llm_token,13595,0.010077234277307834
S1,pooled_2024,prompt_engineering,13595,0.0
S1,pooled_2024,fine_tuning,13595,0.005590290547995587
S1,pooled_2024,agent_framework,13595,0.0
S1,pooled_2024,jest,13595,0.009268113276940052
S1,pooled_2024,pytest,13595,0.0024273630011033467
S1,pooled_2024,selenium,13595,0.020301581463773446
S1,pooled_2024,cypress,13595,0.006840750275836705
S1,pooled_2024,junit,13595,0.0219933799190879
S1,pooled_2024,mocha,13595,0.0033100404560500183
S1,pooled_2024,playwright,13595,0.001986024273630011
S1,pooled_2024,agile,13595,0.3613828613460831
S1,pooled_2024,scrum,13595,0.099668995954395
S1,pooled_2024,tdd,13595,0.02280250091945568
S1,pooled_2024,devops,13595,0.15880838543582199
S1,pooled_2024,sre,13595,0.015373299006987863
S1,pooled_2024,microservices,13595,0.12217727105553512
S1,scraped,python,17713,0.5007621520916841
S1,scraped,java,17713,0.3238299553999887
S1,scraped,javascript,17713,0.2281375261107661
S1,scraped,typescript,17713,0.19691751820696662
S1,scraped,go,17713,0.17817422232258792
S1,scraped,rust,17713,0.043470897081239766
S1,scraped,cpp,17713,0.19313498560379383
S1,scraped,csharp,17713,0.11522610512053294
S1,scraped,ruby,17713,0.024163044091909898
S1,scraped,kotlin,17713,0.034946084796477164
S1,scraped,swift,17713,0.022921018461017333
S1,scraped,scala,17713,0.04042228871450347
S1,scraped,php,17713,0.009258736521199119
S1,scraped,r_language,17713,0.005363292497036075
S1,scraped,perl,17713,0.010331395020606335
S1,scraped,bash,17713,0.05335064641788517
S1,scraped,shell,17713,0.01981595438378592
S1,scraped,sql,17713,0.24992943036188112
S1,scraped,react,17713,0.19448992265567663
S1,scraped,angular,17713,0.07920736182464856
S1,scraped,vue,17713,0.026364816801219444
S1,scraped,nextjs,17713,0.02608253824874386
S1,scraped,svelte,17713,0.0019759498673290804
S1,scraped,jquery,17713,0.00908936938971377
S1,scraped,html,17713,0.06769039688364478
S1,scraped,css,17713,0.06740811833116919
S1,scraped,redux,17713,0.015920510359622875
S1,scraped,tailwind,17713,0.006887596680404223
S1,scraped,nodejs,17713,0.09247445379100096
S1,scraped,django,17713,0.018912663015864056
S1,scraped,flask,17713,0.01388810478179868
S1,scraped,spring,17713,0.09371647942189353
S1,scraped,dotnet,17713,0.06881951109354711
S1,scraped,rails,17713,0.013097724834867047
S1,scraped,fastapi,17713,0.02410658838141478
S1,scraped,express,17713,0.01896911872635917
S1,scraped,laravel,17713,0.0019759498673290804
S1,scraped,aws,17713,0.386439338339073
S1,scraped,azure,17713,0.25930107830407045
S1,scraped,gcp,17713,0.14554282165641055
S1,scraped,kubernetes,17713,0.26071247106644835
S1,scraped,docker,17713,0.202901823519449
S1,scraped,terraform,17713,0.13944560492293795
S1,scraped,ansible,17713,0.04533393552757861
S1,scraped,cicd,17713,0.3588889516174561
S1,scraped,jenkins,17713,0.09439394794783493
S1,scraped,github_actions,17713,0.05792355896798961
S1,scraped,argocd,17713,0.012984813413876814
S1,scraped,gitlab,17713,0.05628634336363123
S1,scraped,helm,17713,0.026816462485180374
S1,scraped,postgresql,17713,0.10636255857279964
S1,scraped,mysql,17713,0.045164568396093265
S1,scraped,mongodb,17713,0.05035849376164399
S1,scraped,redis,17713,0.04093039010895952
S1,scraped,kafka,17713,0.1174843335403376
S1,scraped,spark,17713,0.08016710890306554
S1,scraped,snowflake,17713,0.056229887653136114
S1,scraped,databricks,17713,0.05148760797154632
S1,scraped,dbt,17713,0.0221306385140857
S1,scraped,elasticsearch,17713,0.0224693727770564
S1,scraped,oracle,17713,0.05222153220798284
S1,scraped,dynamodb,17713,0.029752159430926437
S1,scraped,cassandra,17713,0.021227347146163835
S1,scraped,bigquery,17713,0.02015468864675662
S1,scraped,tensorflow,17713,0.03630102184835996
S1,scraped,pytorch,17713,0.04934229097273189
S1,scraped,sklearn,17713,0.013944560492293796
S1,scraped,pandas,17713,0.013831649071303562
S1,scraped,numpy,17713,0.009879749336645401
S1,scraped,jupyter,17713,0.0033873426297069947
S1,scraped,keras,17713,0.0028792412352509457
S1,scraped,xgboost,17713,0.002032405577824197
S1,scraped,langchain,17713,0.03568000903291368
S1,scraped,langgraph,17713,0.021114435725173603
S1,scraped,rag,17713,0.0554959634166996
S1,scraped,vector_database,17713,0.003217975498221645
S1,scraped,pinecone,17713,0.008976457968723536
S1,scraped,chromadb,17713,0.0007903799469316321
S1,scraped,huggingface,17713,0.005589115339016542
S1,scraped,openai,17713,0.03122000790379947
S1,scraped,claude,17713,0.039010895952125556
S1,scraped,gemini,17713,0.012081522045954949
S1,scraped,mcp,17713,0.022356461356066167
S1,scraped,llamaindex,17713,0.00892000225822842
S1,scraped,anthropic,17713,0.012928357703381696
S1,scraped,ollama,17713,0.0004516456839609326
S1,scraped,copilot,17713,0.04522102410658838
S1,scraped,cursor,17713,0.024332411223395245
S1,scraped,chatgpt,17713,0.006323039575453057
S1,scraped,codex,17713,0.005871393891492125
S1,scraped,llm_token,17713,0.1423248461581889
S1,scraped,prompt_engineering,17713,0.00011291142099023316
S1,scraped,fine_tuning,17713,0.025856715406763393
S1,scraped,agent_framework,17713,0.01338000338734263
S1,scraped,jest,17713,0.01304126912437193
S1,scraped,pytest,17713,0.007790888048326088
S1,scraped,selenium,17713,0.018065827358437307
S1,scraped,cypress,17713,0.012646079150906113
S1,scraped,junit,17713,0.02376785411844408
S1,scraped,mocha,17713,0.0024840512617851297
S1,scraped,playwright,17713,0.01501721899170101
S1,scraped,agile,17713,0.285722350815785
S1,scraped,scrum,17713,0.08265116016485068
S1,scraped,tdd,17713,0.023033929882007566
S1,scraped,devops,17713,0.21024106588381414
S1,scraped,sre,17713,0.04369671992322023
S1,scraped,microservices,17713,0.17676282956021003
S4,arshkon,python,1751,0.3083952027412907
S4,arshkon,java,1751,0.289548829240434
S4,arshkon,javascript,1751,0.23472301541976015
S4,arshkon,typescript,1751,0.12392918332381496
S4,arshkon,go,1751,0.07081667618503712
S4,arshkon,rust,1751,0.011993146773272416
S4,arshkon,cpp,1751,0.10451170759565963
S4,arshkon,csharp,1751,0.13820673900628214
S4,arshkon,ruby,1751,0.02227298686464877
S4,arshkon,kotlin,1751,0.017133066818960593
S4,arshkon,swift,1751,0.01656196459166191
S4,arshkon,scala,1751,0.036550542547115934
S4,arshkon,php,1751,0.017133066818960593
S4,arshkon,r_language,1751,0.0074243289548829245
S4,arshkon,perl,1751,0.018275271273557967
S4,arshkon,bash,1751,0.0422615648201028
S4,arshkon,shell,1751,0.024557395773843516
S4,arshkon,sql,1751,0.3106796116504854
S4,arshkon,react,1751,0.14677327241576243
S4,arshkon,angular,1751,0.10850942318675043
S4,arshkon,vue,1751,0.02227298686464877
S4,arshkon,nextjs,1751,0.0074243289548829245
S4,arshkon,svelte,1751,0.0005711022272986865
S4,arshkon,jquery,1751,0.034266133637921185
S4,arshkon,html,1751,0.10508280982295831
S4,arshkon,css,1751,0.09651627641347801
S4,arshkon,redux,1751,0.014848657909765849
S4,arshkon,tailwind,1751,0.002284408909194746
S4,arshkon,nodejs,1751,0.08338092518560822
S4,arshkon,django,1751,0.017133066818960593
S4,arshkon,flask,1751,0.015419760137064534
S4,arshkon,spring,1751,0.1142204454597373
S4,arshkon,dotnet,1751,0.12849800114220444
S4,arshkon,rails,1751,0.010279840091376356
S4,arshkon,fastapi,1751,0.0028555111364934323
S4,arshkon,express,1751,0.011993146773272416
S4,arshkon,laravel,1751,0.004568817818389492
S4,arshkon,aws,1751,0.2918332381496288
S4,arshkon,azure,1751,0.24157624214734438
S4,arshkon,gcp,1751,0.0799543118218161
S4,arshkon,kubernetes,1751,0.163906339234723
S4,arshkon,docker,1751,0.14163335237007424
S4,arshkon,terraform,1751,0.08623643632210165
S4,arshkon,ansible,1751,0.05596801827527127
S4,arshkon,cicd,1751,0.21359223300970873
S4,arshkon,jenkins,1751,0.12107367218732153
S4,arshkon,github_actions,1751,0.013135351227869789
S4,arshkon,argocd,1751,0.003997715591090805
S4,arshkon,gitlab,1751,0.03712164477441462
S4,arshkon,helm,1751,0.01599086236436322
S4,arshkon,postgresql,1751,0.05768132495716733
S4,arshkon,mysql,1751,0.03826384922901199
S4,arshkon,mongodb,1751,0.041119360365505425
S4,arshkon,redis,1751,0.023986293546544833
S4,arshkon,kafka,1751,0.06967447173043975
S4,arshkon,spark,1751,0.051970302684180465
S4,arshkon,snowflake,1751,0.0336950314106225
S4,arshkon,databricks,1751,0.03198172472872644
S4,arshkon,dbt,1751,0.00799543118218161
S4,arshkon,elasticsearch,1751,0.00799543118218161
S4,arshkon,oracle,1751,0.08623643632210165
S4,arshkon,dynamodb,1751,0.02227298686464877
S4,arshkon,cassandra,1751,0.018846373500856654
S4,arshkon,bigquery,1751,0.008566533409480296
S4,arshkon,tensorflow,1751,0.013706453455168474
S4,arshkon,pytorch,1751,0.012564249000571102
S4,arshkon,sklearn,1751,0.006853226727584237
S4,arshkon,pandas,1751,0.0074243289548829245
S4,arshkon,numpy,1751,0.010279840091376356
S4,arshkon,jupyter,1751,0.002284408909194746
