representation,query_uid,query_period,neighbor_uid,neighbor_source,neighbor_period,neighbor_seniority_3level,rank,cosine_distance,cosine_similarity
embedding,linkedin_li-4273281553,2026-03,arshkon_3904721815,kaggle_arshkon,2024-04,senior,1,0.29190748929977417,0.7080925107002258
embedding,linkedin_li-4273281553,2026-03,asaniczka_d7c48d49095718e4,kaggle_asaniczka,2024-01,senior,2,0.292205810546875,0.707794189453125
embedding,linkedin_li-4273281553,2026-03,arshkon_3904720899,kaggle_arshkon,2024-04,senior,3,0.30783331394195557,0.6921666860580444
embedding,linkedin_li-4273281553,2026-03,asaniczka_f8b1ddee9cf9cb40,kaggle_asaniczka,2024-01,senior,4,0.31614553928375244,0.6838544607162476
embedding,linkedin_li-4273281553,2026-03,asaniczka_4e4c701fa1cf1253,kaggle_asaniczka,2024-01,senior,5,0.3169317841529846,0.6830682158470154
embedding,linkedin_li-4273518055,2026-03,asaniczka_c1162b901feaad38,kaggle_asaniczka,2024-01,senior,1,0.22157740592956543,0.7784225940704346
embedding,linkedin_li-4273518055,2026-03,asaniczka_837771b92b8414ce,kaggle_asaniczka,2024-01,senior,2,0.22241497039794922,0.7775850296020508
embedding,linkedin_li-4273518055,2026-03,asaniczka_2f75722ab00a1a3e,kaggle_asaniczka,2024-01,senior,3,0.2345656156539917,0.7654343843460083
embedding,linkedin_li-4273518055,2026-03,asaniczka_47a080768fae44d0,kaggle_asaniczka,2024-01,senior,4,0.23726552724838257,0.7627344727516174
embedding,linkedin_li-4273518055,2026-03,asaniczka_3ad08627903dfc0e,kaggle_asaniczka,2024-01,senior,5,0.23827993869781494,0.7617200613021851
embedding,linkedin_li-4274024665,2026-03,arshkon_3902832523,kaggle_arshkon,2024-04,senior,1,0.20324170589447021,0.7967582941055298
embedding,linkedin_li-4274024665,2026-03,arshkon_3887907452,kaggle_arshkon,2024-04,unknown,2,0.26105010509490967,0.7389498949050903
embedding,linkedin_li-4274024665,2026-03,arshkon_3902348205,kaggle_arshkon,2024-04,unknown,3,0.2648584246635437,0.7351415753364563
embedding,linkedin_li-4274024665,2026-03,arshkon_3902843634,kaggle_arshkon,2024-04,unknown,4,0.26769816875457764,0.7323018312454224
embedding,linkedin_li-4274024665,2026-03,asaniczka_912d93c0dbe3986e,kaggle_asaniczka,2024-01,senior,5,0.2683614492416382,0.7316385507583618
embedding,linkedin_li-4274027009,2026-03,asaniczka_853815ff0bfcce8e,kaggle_asaniczka,2024-01,senior,1,0.302293062210083,0.697706937789917
embedding,linkedin_li-4274027009,2026-03,asaniczka_57d85239379004a5,kaggle_asaniczka,2024-01,senior,2,0.30354249477386475,0.6964575052261353
embedding,linkedin_li-4274027009,2026-03,asaniczka_d20cf8d562d347e0,kaggle_asaniczka,2024-01,unknown,3,0.31016021966934204,0.689839780330658
embedding,linkedin_li-4274027009,2026-03,arshkon_3902788108,kaggle_arshkon,2024-04,senior,4,0.3307872414588928,0.6692127585411072
embedding,linkedin_li-4274027009,2026-03,asaniczka_c41057887ee51824,kaggle_asaniczka,2024-01,senior,5,0.3309025764465332,0.6690974235534668
embedding,linkedin_li-4274317782,2026-03,asaniczka_5ffaa2b3f605abc0,kaggle_asaniczka,2024-01,senior,1,0.34862470626831055,0.6513752937316895
embedding,linkedin_li-4274317782,2026-03,asaniczka_fe2444f76b777298,kaggle_asaniczka,2024-01,unknown,2,0.37422752380371094,0.6257724761962891
embedding,linkedin_li-4274317782,2026-03,asaniczka_0a9ca5fead9778fa,kaggle_asaniczka,2024-01,unknown,3,0.3812880516052246,0.6187119483947754
embedding,linkedin_li-4274317782,2026-03,asaniczka_c2ada89f47f2cd6f,kaggle_asaniczka,2024-01,senior,4,0.3832409977912903,0.6167590022087097
embedding,linkedin_li-4274317782,2026-03,arshkon_3901945616,kaggle_arshkon,2024-04,senior,5,0.386219322681427,0.613780677318573
embedding,linkedin_li-4274682122,2026-03,asaniczka_71227eda1d226c11,kaggle_asaniczka,2024-01,unknown,1,0.2821887135505676,0.7178112864494324
embedding,linkedin_li-4274682122,2026-03,asaniczka_8b53857883f85217,kaggle_asaniczka,2024-01,senior,2,0.29786789417266846,0.7021321058273315
embedding,linkedin_li-4274682122,2026-03,asaniczka_7b1e9f50b0beceae,kaggle_asaniczka,2024-01,unknown,3,0.3052195906639099,0.6947804093360901
embedding,linkedin_li-4274682122,2026-03,asaniczka_c8b9779635c89122,kaggle_asaniczka,2024-01,senior,4,0.31302106380462646,0.6869789361953735
embedding,linkedin_li-4274682122,2026-03,asaniczka_07f88fc288c37c44,kaggle_asaniczka,2024-01,unknown,5,0.31495630741119385,0.6850436925888062
embedding,linkedin_li-4279288073,2026-03,arshkon_3901376569,kaggle_arshkon,2024-04,unknown,1,0.21643602848052979,0.7835639715194702
embedding,linkedin_li-4279288073,2026-03,asaniczka_0f426de46e00a99f,kaggle_asaniczka,2024-01,senior,2,0.268912136554718,0.731087863445282
embedding,linkedin_li-4279288073,2026-03,arshkon_3901961380,kaggle_arshkon,2024-04,unknown,3,0.29394006729125977,0.7060599327087402
embedding,linkedin_li-4279288073,2026-03,arshkon_3888802684,kaggle_arshkon,2024-04,senior,4,0.3014020323753357,0.6985979676246643
embedding,linkedin_li-4279288073,2026-03,asaniczka_723d037a9e0b827c,kaggle_asaniczka,2024-01,senior,5,0.3227928876876831,0.6772071123123169
embedding,linkedin_li-4279793862,2026-03,asaniczka_59cb9f3f209eae78,kaggle_asaniczka,2024-01,senior,1,0.310649037361145,0.689350962638855
embedding,linkedin_li-4279793862,2026-03,asaniczka_4e4c701fa1cf1253,kaggle_asaniczka,2024-01,senior,2,0.3139980435371399,0.6860019564628601
embedding,linkedin_li-4279793862,2026-03,arshkon_3904983008,kaggle_arshkon,2024-04,unknown,3,0.32785117626190186,0.6721488237380981
embedding,linkedin_li-4279793862,2026-03,asaniczka_65552d9fafc175e7,kaggle_asaniczka,2024-01,senior,4,0.3362196683883667,0.6637803316116333
embedding,linkedin_li-4279793862,2026-03,asaniczka_c672fb29a71f3f89,kaggle_asaniczka,2024-01,senior,5,0.33738601207733154,0.6626139879226685
embedding,linkedin_li-4279794736,2026-03,asaniczka_94456e5d6ee1096b,kaggle_asaniczka,2024-01,senior,1,0.2308487892150879,0.7691512107849121
embedding,linkedin_li-4279794736,2026-03,asaniczka_4e4c701fa1cf1253,kaggle_asaniczka,2024-01,senior,2,0.25011903047561646,0.7498809695243835
embedding,linkedin_li-4279794736,2026-03,asaniczka_5405298e44acdff7,kaggle_asaniczka,2024-01,senior,3,0.2589986324310303,0.7410013675689697
embedding,linkedin_li-4279794736,2026-03,asaniczka_0b4937edf13f0a17,kaggle_asaniczka,2024-01,senior,4,0.2589986324310303,0.7410013675689697
embedding,linkedin_li-4279794736,2026-03,asaniczka_570752ee2a05909c,kaggle_asaniczka,2024-01,senior,5,0.2589986324310303,0.7410013675689697
embedding,linkedin_li-4279798304,2026-03,asaniczka_959cc46be6d87185,kaggle_asaniczka,2024-01,senior,1,0.26071715354919434,0.7392828464508057
embedding,linkedin_li-4279798304,2026-03,asaniczka_cd261f253a82e3aa,kaggle_asaniczka,2024-01,senior,2,0.26342999935150146,0.7365700006484985
embedding,linkedin_li-4279798304,2026-03,asaniczka_06afa550275d25b4,kaggle_asaniczka,2024-01,senior,3,0.27100682258605957,0.7289931774139404
embedding,linkedin_li-4279798304,2026-03,arshkon_3906259593,kaggle_arshkon,2024-04,senior,4,0.2732062339782715,0.7267937660217285
embedding,linkedin_li-4279798304,2026-03,asaniczka_8d845737719afbac,kaggle_asaniczka,2024-01,senior,5,0.28245478868484497,0.717545211315155
embedding,linkedin_li-4281119519,2026-03,arshkon_3905328996,kaggle_arshkon,2024-04,unknown,1,0.2740272283554077,0.7259727716445923
embedding,linkedin_li-4281119519,2026-03,arshkon_3904089081,kaggle_arshkon,2024-04,senior,2,0.2883461117744446,0.7116538882255554
embedding,linkedin_li-4281119519,2026-03,asaniczka_c94bbaf642e25c45,kaggle_asaniczka,2024-01,senior,3,0.2911067008972168,0.7088932991027832
embedding,linkedin_li-4281119519,2026-03,arshkon_3905293922,kaggle_arshkon,2024-04,senior,4,0.306290864944458,0.693709135055542
embedding,linkedin_li-4281119519,2026-03,asaniczka_4e52433792286723,kaggle_asaniczka,2024-01,unknown,5,0.30827683210372925,0.6917231678962708
embedding,linkedin_li-4281120423,2026-03,asaniczka_94633afd0c83ed83,kaggle_asaniczka,2024-01,senior,1,0.27426302433013916,0.7257369756698608
embedding,linkedin_li-4281120423,2026-03,asaniczka_8d553c42e3d817b2,kaggle_asaniczka,2024-01,senior,2,0.28145933151245117,0.7185406684875488
embedding,linkedin_li-4281120423,2026-03,arshkon_3906073521,kaggle_arshkon,2024-04,unknown,3,0.2847057580947876,0.7152942419052124
embedding,linkedin_li-4281120423,2026-03,asaniczka_4e4c701fa1cf1253,kaggle_asaniczka,2024-01,senior,4,0.2848650813102722,0.7151349186897278
embedding,linkedin_li-4281120423,2026-03,asaniczka_299d26b991f15a9c,kaggle_asaniczka,2024-01,senior,5,0.28737467527389526,0.7126253247261047
embedding,linkedin_li-4281121262,2026-03,arshkon_3586167732,kaggle_arshkon,2024-04,senior,1,0.3742011785507202,0.6257988214492798
embedding,linkedin_li-4281121262,2026-03,arshkon_3904966390,kaggle_arshkon,2024-04,senior,2,0.38674306869506836,0.6132569313049316
embedding,linkedin_li-4281121262,2026-03,asaniczka_2bdba2ea7c36e970,kaggle_asaniczka,2024-01,unknown,3,0.3893636465072632,0.6106363534927368
embedding,linkedin_li-4281121262,2026-03,asaniczka_dc11ad56898a055a,kaggle_asaniczka,2024-01,senior,4,0.39368319511413574,0.6063168048858643
embedding,linkedin_li-4281121262,2026-03,arshkon_3902363611,kaggle_arshkon,2024-04,unknown,5,0.3975210189819336,0.6024789810180664
embedding,linkedin_li-4281121264,2026-03,arshkon_3904721815,kaggle_arshkon,2024-04,senior,1,0.2853200435638428,0.7146799564361572
embedding,linkedin_li-4281121264,2026-03,asaniczka_cd31bd9d416bd6c7,kaggle_asaniczka,2024-01,senior,2,0.3200254440307617,0.6799745559692383
embedding,linkedin_li-4281121264,2026-03,asaniczka_4e4c701fa1cf1253,kaggle_asaniczka,2024-01,senior,3,0.32171380519866943,0.6782861948013306
embedding,linkedin_li-4281121264,2026-03,arshkon_3906231013,kaggle_arshkon,2024-04,senior,4,0.3339313864707947,0.6660686135292053
embedding,linkedin_li-4281121264,2026-03,asaniczka_e9aa569a89c0a016,kaggle_asaniczka,2024-01,senior,5,0.351123571395874,0.648876428604126
embedding,linkedin_li-4281122116,2026-03,arshkon_3904983008,kaggle_arshkon,2024-04,unknown,1,0.36440861225128174,0.6355913877487183
embedding,linkedin_li-4281122116,2026-03,arshkon_3904721815,kaggle_arshkon,2024-04,senior,2,0.37502074241638184,0.6249792575836182
embedding,linkedin_li-4281122116,2026-03,asaniczka_57d85239379004a5,kaggle_asaniczka,2024-01,senior,3,0.37839674949645996,0.62160325050354
embedding,linkedin_li-4281122116,2026-03,asaniczka_c8b9779635c89122,kaggle_asaniczka,2024-01,senior,4,0.37852704524993896,0.621472954750061
embedding,linkedin_li-4281122116,2026-03,asaniczka_e9aa569a89c0a016,kaggle_asaniczka,2024-01,senior,5,0.38183462619781494,0.6181653738021851
embedding,linkedin_li-4281931156,2026-04,asaniczka_5e54a3e70905903f,kaggle_asaniczka,2024-01,senior,1,0.30242466926574707,0.6975753307342529
embedding,linkedin_li-4281931156,2026-04,asaniczka_ddd8610a9f874bc4,kaggle_asaniczka,2024-01,senior,2,0.31266945600509644,0.6873305439949036
embedding,linkedin_li-4281931156,2026-04,asaniczka_f0d284e9d2dd2b66,kaggle_asaniczka,2024-01,senior,3,0.32433098554611206,0.6756690144538879
embedding,linkedin_li-4281931156,2026-04,arshkon_3898171727,kaggle_arshkon,2024-04,senior,4,0.33661115169525146,0.6633888483047485
embedding,linkedin_li-4281931156,2026-04,asaniczka_8328a66edbf045cc,kaggle_asaniczka,2024-01,unknown,5,0.3390984535217285,0.6609015464782715
embedding,linkedin_li-4284901892,2026-03,asaniczka_9614e0fd3dec5b72,kaggle_asaniczka,2024-01,unknown,1,0.2796146273612976,0.7203853726387024
embedding,linkedin_li-4284901892,2026-03,asaniczka_fd63ba5636a7e2c8,kaggle_asaniczka,2024-01,senior,2,0.2816137671470642,0.7183862328529358
embedding,linkedin_li-4284901892,2026-03,asaniczka_1e5119ac213ebf7a,kaggle_asaniczka,2024-01,unknown,3,0.29917287826538086,0.7008271217346191
embedding,linkedin_li-4284901892,2026-03,asaniczka_348d5b5041a036bf,kaggle_asaniczka,2024-01,senior,4,0.31623589992523193,0.6837641000747681
embedding,linkedin_li-4284901892,2026-03,asaniczka_631c5b8e2af28bdd,kaggle_asaniczka,2024-01,senior,5,0.3237684965133667,0.6762315034866333
embedding,linkedin_li-4286408716,2026-03,arshkon_3905216662,kaggle_arshkon,2024-04,senior,1,0.23353952169418335,0.7664604783058167
embedding,linkedin_li-4286408716,2026-03,asaniczka_04599a3ae46abc26,kaggle_asaniczka,2024-01,senior,2,0.2471071481704712,0.7528928518295288
embedding,linkedin_li-4286408716,2026-03,arshkon_3888011542,kaggle_arshkon,2024-04,senior,3,0.25205403566360474,0.7479459643363953
embedding,linkedin_li-4286408716,2026-03,asaniczka_8341d559018770cb,kaggle_asaniczka,2024-01,senior,4,0.2581338882446289,0.7418661117553711
embedding,linkedin_li-4286408716,2026-03,asaniczka_4b783b32fa362ea0,kaggle_asaniczka,2024-01,senior,5,0.25868678092956543,0.7413132190704346
embedding,linkedin_li-4287366442,2026-03,asaniczka_cfdeb2149b905b48,kaggle_asaniczka,2024-01,unknown,1,0.40286219120025635,0.5971378087997437
embedding,linkedin_li-4287366442,2026-03,asaniczka_45b671bf7b627ef2,kaggle_asaniczka,2024-01,unknown,2,0.414453387260437,0.585546612739563
embedding,linkedin_li-4287366442,2026-03,asaniczka_31150cddbdf2f642,kaggle_asaniczka,2024-01,senior,3,0.41930681467056274,0.5806931853294373
embedding,linkedin_li-4287366442,2026-03,asaniczka_3042f53c7fb81a67,kaggle_asaniczka,2024-01,senior,4,0.4346739649772644,0.5653260350227356
embedding,linkedin_li-4287366442,2026-03,asaniczka_4e3689a092510ca1,kaggle_asaniczka,2024-01,senior,5,0.43741869926452637,0.5625813007354736
embedding,linkedin_li-4287414868,2026-03,asaniczka_f9fc93dd84224f8a,kaggle_asaniczka,2024-01,unknown,1,0.24164259433746338,0.7583574056625366
embedding,linkedin_li-4287414868,2026-03,arshkon_3904952655,kaggle_arshkon,2024-04,unknown,2,0.24492251873016357,0.7550774812698364
embedding,linkedin_li-4287414868,2026-03,arshkon_3894892684,kaggle_arshkon,2024-04,unknown,3,0.24569380283355713,0.7543061971664429
embedding,linkedin_li-4287414868,2026-03,arshkon_3906085813,kaggle_arshkon,2024-04,unknown,4,0.24937063455581665,0.7506293654441833
embedding,linkedin_li-4287414868,2026-03,asaniczka_e8c08c369b151d1c,kaggle_asaniczka,2024-01,unknown,5,0.250521183013916,0.749478816986084
embedding,linkedin_li-4287415821,2026-03,asaniczka_6c5490678299f7ac,kaggle_asaniczka,2024-01,senior,1,0.11061650514602661,0.8893834948539734
embedding,linkedin_li-4287415821,2026-03,arshkon_3887101757,kaggle_arshkon,2024-04,senior,2,0.11511248350143433,0.8848875164985657
embedding,linkedin_li-4287415821,2026-03,asaniczka_02e7521b4824eaba,kaggle_asaniczka,2024-01,senior,3,0.1952495574951172,0.8047504425048828
embedding,linkedin_li-4287415821,2026-03,asaniczka_4cae1e31ba4978f8,kaggle_asaniczka,2024-01,senior,4,0.19605183601379395,0.803948163986206
embedding,linkedin_li-4287415821,2026-03,asaniczka_61e235d7da1de0cf,kaggle_asaniczka,2024-01,unknown,5,0.21209025382995605,0.787909746170044
embedding,linkedin_li-4287419263,2026-03,asaniczka_d44c17b5b0ee6d7f,kaggle_asaniczka,2024-01,unknown,1,0.3544435501098633,0.6455564498901367
embedding,linkedin_li-4287419263,2026-03,asaniczka_0a9ca5fead9778fa,kaggle_asaniczka,2024-01,unknown,2,0.3992624282836914,0.6007375717163086
embedding,linkedin_li-4287419263,2026-03,asaniczka_1b862cbd722b4d1a,kaggle_asaniczka,2024-01,senior,3,0.4123874306678772,0.5876125693321228
embedding,linkedin_li-4287419263,2026-03,arshkon_3886451403,kaggle_arshkon,2024-04,senior,4,0.41287028789520264,0.5871297121047974
embedding,linkedin_li-4287419263,2026-03,asaniczka_9f2dcfa8dc061bd0,kaggle_asaniczka,2024-01,unknown,5,0.4139678478240967,0.5860321521759033
embedding,linkedin_li-4287421222,2026-03,asaniczka_b80b6d984806cdcf,kaggle_asaniczka,2024-01,unknown,1,0.32448577880859375,0.6755142211914062
embedding,linkedin_li-4287421222,2026-03,asaniczka_3a4618de7e7efacf,kaggle_asaniczka,2024-01,unknown,2,0.3277357816696167,0.6722642183303833
embedding,linkedin_li-4287421222,2026-03,arshkon_3905262066,kaggle_arshkon,2024-04,senior,3,0.3301069736480713,0.6698930263519287
embedding,linkedin_li-4287421222,2026-03,arshkon_3899525569,kaggle_arshkon,2024-04,senior,4,0.3349286913871765,0.6650713086128235
embedding,linkedin_li-4287421222,2026-03,arshkon_3901963472,kaggle_arshkon,2024-04,junior,5,0.3352057933807373,0.6647942066192627
embedding,linkedin_li-4287421224,2026-03,arshkon_3901388591,kaggle_arshkon,2024-04,senior,1,0.2027188539505005,0.7972811460494995
embedding,linkedin_li-4287421224,2026-03,arshkon_3900938879,kaggle_arshkon,2024-04,senior,2,0.2210102081298828,0.7789897918701172
embedding,linkedin_li-4287421224,2026-03,arshkon_3905287203,kaggle_arshkon,2024-04,senior,3,0.22311466932296753,0.7768853306770325
embedding,linkedin_li-4287421224,2026-03,asaniczka_533795ba4fe0f4ab,kaggle_asaniczka,2024-01,unknown,4,0.22799700498580933,0.7720029950141907
embedding,linkedin_li-4287421224,2026-03,arshkon_3885816104,kaggle_arshkon,2024-04,senior,5,0.23415124416351318,0.7658487558364868
embedding,linkedin_li-4287988772,2026-03,asaniczka_4e4c701fa1cf1253,kaggle_asaniczka,2024-01,senior,1,0.25408506393432617,0.7459149360656738
embedding,linkedin_li-4287988772,2026-03,asaniczka_4b783b32fa362ea0,kaggle_asaniczka,2024-01,senior,2,0.2559424638748169,0.7440575361251831
embedding,linkedin_li-4287988772,2026-03,arshkon_3904721815,kaggle_arshkon,2024-04,senior,3,0.26473468542099,0.73526531457901
embedding,linkedin_li-4287988772,2026-03,asaniczka_6394f38a50adef4e,kaggle_asaniczka,2024-01,senior,4,0.2690608501434326,0.7309391498565674
embedding,linkedin_li-4287988772,2026-03,asaniczka_f5ad2edbfe462629,kaggle_asaniczka,2024-01,unknown,5,0.2750619649887085,0.7249380350112915
embedding,linkedin_li-4289810846,2026-03,arshkon_3895584708,kaggle_arshkon,2024-04,unknown,1,0.36783498525619507,0.6321650147438049
embedding,linkedin_li-4289810846,2026-03,arshkon_3887574493,kaggle_arshkon,2024-04,junior,2,0.3899681568145752,0.6100318431854248
embedding,linkedin_li-4289810846,2026-03,asaniczka_fc5b423f7b5bf713,kaggle_asaniczka,2024-01,unknown,3,0.4042009115219116,0.5957990884780884
embedding,linkedin_li-4289810846,2026-03,asaniczka_950e2fdac62716e9,kaggle_asaniczka,2024-01,unknown,4,0.406131386756897,0.593868613243103
embedding,linkedin_li-4289810846,2026-03,arshkon_3905259183,kaggle_arshkon,2024-04,junior,5,0.4115963578224182,0.5884036421775818
embedding,linkedin_li-4290898954,2026-03,arshkon_3891800645,kaggle_arshkon,2024-04,unknown,1,0.3171764612197876,0.6828235387802124
embedding,linkedin_li-4290898954,2026-03,arshkon_3889451782,kaggle_arshkon,2024-04,unknown,2,0.3186880350112915,0.6813119649887085
embedding,linkedin_li-4290898954,2026-03,arshkon_3891003141,kaggle_arshkon,2024-04,unknown,3,0.32120847702026367,0.6787915229797363
embedding,linkedin_li-4290898954,2026-03,asaniczka_ae9dcda76b06d029,kaggle_asaniczka,2024-01,senior,4,0.3325393795967102,0.6674606204032898
embedding,linkedin_li-4290898954,2026-03,arshkon_3904721815,kaggle_arshkon,2024-04,senior,5,0.3667389750480652,0.6332610249519348
embedding,linkedin_li-4291011014,2026-03,arshkon_3904721815,kaggle_arshkon,2024-04,senior,1,0.256644070148468,0.743355929851532
embedding,linkedin_li-4291011014,2026-03,arshkon_3902758923,kaggle_arshkon,2024-04,unknown,2,0.2876739501953125,0.7123260498046875
embedding,linkedin_li-4291011014,2026-03,asaniczka_65552d9fafc175e7,kaggle_asaniczka,2024-01,senior,3,0.28957247734069824,0.7104275226593018
embedding,linkedin_li-4291011014,2026-03,arshkon_3906254604,kaggle_arshkon,2024-04,senior,4,0.297526478767395,0.702473521232605
embedding,linkedin_li-4291011014,2026-03,asaniczka_e9aa569a89c0a016,kaggle_asaniczka,2024-01,senior,5,0.29760265350341797,0.702397346496582
embedding,linkedin_li-4291803212,2026-03,arshkon_3904983008,kaggle_arshkon,2024-04,unknown,1,0.2847251296043396,0.7152748703956604
embedding,linkedin_li-4291803212,2026-03,arshkon_3895584708,kaggle_arshkon,2024-04,unknown,2,0.30112147331237793,0.6988785266876221
embedding,linkedin_li-4291803212,2026-03,arshkon_3895587299,kaggle_arshkon,2024-04,unknown,3,0.3186558485031128,0.6813441514968872
embedding,linkedin_li-4291803212,2026-03,asaniczka_42740af942a54acb,kaggle_asaniczka,2024-01,senior,4,0.3219295144081116,0.6780704855918884
embedding,linkedin_li-4291803212,2026-03,asaniczka_4b23e4f517aa0ccc,kaggle_asaniczka,2024-01,senior,5,0.32427334785461426,0.6757266521453857
embedding,linkedin_li-4299905975,2026-03,arshkon_3895584708,kaggle_arshkon,2024-04,unknown,1,0.2827814817428589,0.7172185182571411
embedding,linkedin_li-4299905975,2026-03,asaniczka_853815ff0bfcce8e,kaggle_asaniczka,2024-01,senior,2,0.321384072303772,0.678615927696228
embedding,linkedin_li-4299905975,2026-03,arshkon_3895587299,kaggle_arshkon,2024-04,unknown,3,0.3276042938232422,0.6723957061767578
embedding,linkedin_li-4299905975,2026-03,arshkon_3895587302,kaggle_arshkon,2024-04,unknown,4,0.345059871673584,0.654940128326416
embedding,linkedin_li-4299905975,2026-03,asaniczka_57d85239379004a5,kaggle_asaniczka,2024-01,senior,5,0.36824285984039307,0.6317571401596069
embedding,linkedin_li-4299925152,2026-03,arshkon_3895584708,kaggle_arshkon,2024-04,unknown,1,0.3462470769882202,0.6537529230117798
embedding,linkedin_li-4299925152,2026-03,asaniczka_853815ff0bfcce8e,kaggle_asaniczka,2024-01,senior,2,0.36649978160858154,0.6335002183914185
embedding,linkedin_li-4299925152,2026-03,asaniczka_284ac545b15bf8fd,kaggle_asaniczka,2024-01,unknown,3,0.37991786003112793,0.6200821399688721
embedding,linkedin_li-4299925152,2026-03,asaniczka_57d85239379004a5,kaggle_asaniczka,2024-01,senior,4,0.3993101119995117,0.6006898880004883
embedding,linkedin_li-4299925152,2026-03,asaniczka_b9fd25fd4e268247,kaggle_asaniczka,2024-01,senior,5,0.4081592559814453,0.5918407440185547
embedding,linkedin_li-4302011362,2026-03,arshkon_3895584708,kaggle_arshkon,2024-04,unknown,1,0.26809442043304443,0.7319055795669556
embedding,linkedin_li-4302011362,2026-03,arshkon_3895587299,kaggle_arshkon,2024-04,unknown,2,0.3246085047721863,0.6753914952278137
embedding,linkedin_li-4302011362,2026-03,asaniczka_54a9d93097613566,kaggle_asaniczka,2024-01,senior,3,0.333420991897583,0.666579008102417
embedding,linkedin_li-4302011362,2026-03,asaniczka_3e74e2e3b10bc549,kaggle_asaniczka,2024-01,unknown,4,0.3493483066558838,0.6506516933441162
embedding,linkedin_li-4302011362,2026-03,asaniczka_b9fd25fd4e268247,kaggle_asaniczka,2024-01,senior,5,0.3573828935623169,0.6426171064376831
embedding,linkedin_li-4304130626,2026-04,arshkon_3904983008,kaggle_arshkon,2024-04,unknown,1,0.33462464809417725,0.6653753519058228
embedding,linkedin_li-4304130626,2026-04,asaniczka_b99c6a9fd982119c,kaggle_asaniczka,2024-01,senior,2,0.3495906591415405,0.6504093408584595
embedding,linkedin_li-4304130626,2026-04,asaniczka_a52e4de21c9d8701,kaggle_asaniczka,2024-01,senior,3,0.35346519947052,0.64653480052948
embedding,linkedin_li-4304130626,2026-04,asaniczka_b74c3b1a00e6ee6f,kaggle_asaniczka,2024-01,unknown,4,0.35735803842544556,0.6426419615745544
embedding,linkedin_li-4304130626,2026-04,asaniczka_c672fb29a71f3f89,kaggle_asaniczka,2024-01,senior,5,0.3599870800971985,0.6400129199028015
