tech,n_entry_total,n_ms_total,n_tech_entry,n_tech_ms,pct_entry,pct_ms,delta_entry_minus_ms,chi2,p,q_fdr
scikit_learn,773,19719,1,121,0.00129366106080207,0.006136213803945433,-0.004842552743143364,2.9474509573840564,0.08601312770120094,0.40999590870905783
fine_tuning,773,19719,3,170,0.0038809831824062097,0.008621126831989451,-0.004740143649583242,1.9965642980104674,0.15765621331692453,0.5376072559074919
serverless,773,19719,29,830,0.037516170763260026,0.04209138394441909,-0.0045752131811590616,0.3876962204355123,0.5335128585460027,0.8199126937883705
webpack,773,19719,4,191,0.00517464424320828,0.009686089558294031,-0.004511445315085751,1.6062519208122035,0.2050194678365128,0.5560923016970136
kafka,773,19719,40,1109,0.0517464424320828,0.05624017445103707,-0.004493732018954276,0.2838044543857787,0.5942184157686025,0.8249828490767975
sqlserver,773,19719,53,1440,0.0685640362225097,0.0730260155180283,-0.0044619792955186005,0.21923671149796845,0.6396221223097424,0.8441165867186242
elasticsearch,773,19719,18,544,0.02328589909443726,0.027587605862366246,-0.004301706767928987,0.5160439838854527,0.4725341018327295,0.8141250188202448
perl,773,19719,10,339,0.0129366106080207,0.017191541153202494,-0.004254930545181794,0.8044222955323009,0.3697744561682069,0.7243527018089533
datadog,773,19719,5,208,0.00646830530401035,0.010548202241492976,-0.004079896937482627,1.2037075219790805,0.2725819213435621,0.639003520526711
android,773,19719,24,669,0.031047865459249677,0.033926669709417316,-0.0028788042501676388,0.18866724522347994,0.6640281801338517,0.8478216942780428
dynamodb,773,19719,11,337,0.014230271668822769,0.01709011613164968,-0.0028598444628269108,0.3644253666224158,0.5460587134461655,0.8199126937883705
django,773,19719,7,233,0.009055627425614488,0.011816015010903189,-0.0027603875852887007,0.48967699203517817,0.4840714262771898,0.8143789877369193
newrelic,773,19719,2,105,0.00258732212160414,0.005324813631522897,-0.002737491509918757,1.0731484348437044,0.30023537033414704,0.6671651312870712
argocd,773,19719,1,79,0.00129366106080207,0.0040062883513362745,-0.0027126272905342048,1.407516306020355,0.23546913849772794,0.5805532207788809
rust,773,19719,11,333,0.014230271668822769,0.016887266088544045,-0.002656994419721276,0.31815564110200817,0.5727181509026888,0.8199126937883705
mlops,773,19719,2,102,0.00258732212160414,0.005172676099193671,-0.002585353977589531,0.9846475192397297,0.3210540957212076,0.6852348610169057
terraform,773,19719,48,1275,0.062095730918499355,0.0646584512399209,-0.0025627203214215397,0.0808894443145299,0.7760956626639499,0.8807130199263379
microservices,773,19719,61,1606,0.07891332470892626,0.08144429230691211,-0.0025309675979858504,0.06376044125497062,0.8006481999330344,0.8807130199263379
gcp,773,19719,58,1529,0.07503234152652005,0.07753942897712866,-0.002507087450608611,0.06543861299624118,0.798097767880185,0.8807130199263379
react_native,773,19719,7,228,0.009055627425614488,0.011562452457021147,-0.0025068250314066592,0.4123384015000718,0.5207850050271527,0.81837643647124
tailwind,773,19719,0,40,0.0,0.0020285004310563416,-0.0020285004310563416,1.5710975862540912,0.21004768916367536,0.5560923016970136
flutter,773,19719,1,63,0.00129366106080207,0.003194888178913738,-0.001901227118111668,0.8635965633137554,0.35273417230202364,0.7163565220991012
pytorch,773,19719,10,292,0.0129366106080207,0.014808053146711294,-0.0018714425386905948,0.17941488048050674,0.6718765658986796,0.8502508754293026
jest,773,19719,6,189,0.007761966364812419,0.009584664536741214,-0.0018226981719287943,0.26218737837543726,0.6086213635145481,0.8304815474138423
dotnet,773,19719,76,1974,0.09831824062095731,0.10010649627263046,-0.0017882556516731485,0.02642080598534005,0.8708768666082214,0.9316898925287325
ruby,773,19719,21,569,0.027166882276843468,0.02885541863177646,-0.0016885363549329901,0.07584392949412408,0.7830106602619387,0.8807130199263379
rails,773,19719,6,184,0.007761966364812419,0.009331101982859172,-0.0015691356180467528,0.19937801368269797,0.6552233645158552,0.8441165867186242
bigquery,773,19719,5,158,0.00646830530401035,0.008012576702672549,-0.0015442713986621994,0.22479795898968707,0.6354081826722275,0.8441165867186242
cypress,773,19719,4,132,0.00517464424320828,0.006694051422485928,-0.0015194071792776478,0.26047480754888946,0.6097941432059681,0.8304815474138423
mlflow,773,19719,0,29,0.0,0.0014706628125158478,-0.0014706628125158478,1.138433449626144,0.28598359098409143,0.6596073146891142
cassandra,773,19719,9,258,0.01164294954721863,0.013083827780313403,-0.001440878233094774,0.12008907448820103,0.7289379011617831,0.8807130199263379
vector_databases,773,19719,0,27,0.0,0.0013692377909630307,-0.0013692377909630307,1.0598172141703566,0.3032568778577596,0.6671651312870712
transformers,773,19719,2,78,0.00258732212160414,0.003955575840559866,-0.001368253718955726,0.3581017603833425,0.5495623637983342,0.8199126937883705
sagemaker,773,19719,1,52,0.00129366106080207,0.002637050560373244,-0.001343389499571174,0.5203758264135033,0.47068140917117385,0.8141250188202448
dart,773,19719,0,26,0.0,0.001318525280186622,-0.001318525280186622,1.0205148584063637,0.31239691441910933,0.6768599812414035
mocha,773,19719,2,77,0.00258732212160414,0.0039048633297834577,-0.0013175412081793177,0.33623523001820443,0.5620104216365573,0.8199126937883705
fastapi,773,19719,1,51,0.00129366106080207,0.0025863380495968354,-0.0012926769887947654,0.49107127256016647,0.48344982311476503,0.8143789877369193
cloudformation,773,19719,11,304,0.014230271668822769,0.015416603276028196,-0.001186331607205427,0.0691661788116186,0.7925547131226234,0.8807130199263379
lua,773,19719,1,44,0.00129366106080207,0.0022313504741619757,-0.0009376894133599058,0.2984864652107161,0.5848328305343622,0.8199126937883705
spring,773,19719,53,1369,0.0685640362225097,0.0694254272529033,-0.0008613910303935934,0.008546713167273104,0.9263417584554053,0.9461550015317688
svelte,773,19719,0,16,0.0,0.0008114001724225366,-0.0008114001724225366,0.6277024386417006,0.4281993289740944,0.7879319631452986
elixir,773,19719,1,41,0.00129366106080207,0.0020792129418327502,-0.0007855518810306803,0.22441706135192707,0.6356947544069844,0.8441165867186242
r_lang,773,19719,0,15,0.0,0.0007606876616461281,-0.0007606876616461281,0.5884422980795891,0.443022105308006,0.7919020132380606
ios,773,19719,20,524,0.0258732212160414,0.026573355646838076,-0.0007001344307966777,0.014109555759940095,0.9054467615338245,0.9451013642287366
gitlab_ci,773,19719,27,702,0.03492884864165589,0.035600182565038795,-0.000671333923382908,0.0097711462933313,0.9212580762811954,0.9461550015317688
clojure,773,19719,0,11,0.0,0.0005578376185404939,-0.0005578376185404939,0.4314400739401827,0.5112831706654949,0.81837643647124
julia,773,19719,0,11,0.0,0.0005578376185404939,-0.0005578376185404939,0.4314400739401827,0.5112831706654949,0.81837643647124
pinecone,773,19719,0,10,0.0,0.0005071251077640854,-0.0005071251077640854,0.39219909962489824,0.5311457208850319,0.8199126937883705
mcp,773,19719,1,34,0.00129366106080207,0.0017242253663978903,-0.0004305643055958204,0.08087509154815203,0.7761149981752391,0.8807130199263379
neo4j,773,19719,2,56,0.00258732212160414,0.0028399006034788782,-0.0002525784818747383,0.016813574118121215,0.8968297603908268,0.9429901157050606
laravel,773,19719,6,156,0.007761966364812419,0.007911151681119732,-0.0001491853163073124,0.002110806844784439,0.9633552684429103,0.9633552684429103
ember,773,19719,2,49,0.00258732212160414,0.0024849130280440185,0.00010240909356012138,0.0031423420573513648,0.9552967201839737,0.9620241618754102
circleci,773,19719,5,122,0.00646830530401035,0.006186926314721842,0.00028137898928850755,0.009561893965761396,0.9221030683379139,0.9461550015317688
copilot,773,19719,1,16,0.00129366106080207,0.0008114001724225366,0.00048226088837953333,0.20870842463973024,0.6477816163024526,0.8441165867186242
keras,773,19719,2,41,0.00258732212160414,0.0020792129418327502,0.0005081091797713897,0.09171117971365443,0.7620129130225087,0.8807130199263379
huggingface,773,19719,1,14,0.00129366106080207,0.0007099751508697196,0.0005836859099323504,0.3464571735943453,0.5561255223346764,0.8199126937883705
express,773,19719,10,243,0.0129366106080207,0.012323140118667275,0.0006134704893534237,0.022957601267908252,0.8795673810585936,0.9316898925287325
dbt,773,19719,6,139,0.007761966364812419,0.007049038997920787,0.000712927366891632,0.053810981442545744,0.8165598071968585,0.8913591788484792
numpy,773,19719,5,112,0.00646830530401035,0.0056798012069577564,0.0007885040970525932,0.08146539309938651,0.7753212907684908,0.8807130199263379
nuxtjs,773,19719,1,9,0.00129366106080207,0.00045641259698767686,0.0008372484638143931,1.0690181653765438,0.3011673243161107,0.6671651312870712
rabbitmq,773,19719,8,184,0.01034928848641656,0.009331101982859172,0.0010181865035573875,0.08308184522155614,0.7731636325125939,0.8807130199263379
ai_agents,773,19719,4,81,0.00517464424320828,0.004107713372889092,0.001066930870319188,0.20498552761772462,0.6507264129936801,0.8441165867186242
pulumi,773,19719,2,29,0.00258732212160414,0.0014706628125158478,0.0011166593090882922,0.6140469244952748,0.4332681277371575,0.7879319631452986
groovy,773,19719,6,131,0.007761966364812419,0.006643338911709519,0.0011186274531029003,0.14016126265178355,0.7081207480187086,0.8729419566092701
azure,773,19719,131,3319,0.16946959896507116,0.16831482326689995,0.001154775698171212,0.007084420703310385,0.9329220644474084,0.9461550015317688
langchain,773,19719,2,28,0.00258732212160414,0.0014199503017394391,0.0011673718198647008,0.6934222992563198,0.40500276352020903,0.7620446734656565
ansible,773,19719,37,920,0.047865459249676584,0.04665550991429586,0.001209949335380725,0.024460072809862076,0.8757199727145276,0.9316898925287325
helm,773,19719,8,180,0.01034928848641656,0.009128251939753538,0.0012210365466630221,0.12200190162074698,0.7268733270761322,0.8807130199263379
pytest,773,19719,3,51,0.0038809831824062097,0.0025863380495968354,0.0012946451328093743,0.4743709215642495,0.4909831828405483,0.816402269141842
splunk,773,19719,16,379,0.02069857697283312,0.019220041584258836,0.0014785353885742834,0.08601691203431718,0.7693032485659297,0.8807130199263379
rag,773,19719,2,19,0.00258732212160414,0.0009635377047517623,0.0016237844168523778,1.9157865221095778,0.16632189661607583,0.5466100114512344
sre,773,19719,18,424,0.02328589909443726,0.02150210456919722,0.0017837945252400372,0.11215063454610467,0.7377088289603637,0.8807130199263379
llm,773,19719,6,117,0.007761966364812419,0.005933363760839799,0.0018286026039726205,0.41688145531121473,0.5184972534196595,0.81837643647124
kotlin,773,19719,17,395,0.02199223803363519,0.020031441756681374,0.001960796276953815,0.14516193573300304,0.7032023373347017,0.8729419566092701
rest_api,773,19719,32,777,0.04139715394566624,0.039403620873269436,0.0019935330723968026,0.07795712313582696,0.7800851827596302,0.8807130199263379
prompt_engineering,773,19719,3,31,0.0038809831824062097,0.0015720878340686648,0.0023088953483375446,2.39395032452343,0.1218054845717641,0.4972231915554768
docker,773,19719,87,2171,0.11254851228978008,0.11009686089558295,0.0024516513941971324,0.04559952029537456,0.830905448449625,0.9001475691537604
scala,773,19719,27,637,0.03492884864165589,0.03230386936457224,0.002624979277083647,0.16347580963941086,0.6859763770565661,0.8604791396411312
php,773,19719,22,499,0.028460543337645538,0.02530554287742786,0.003155000460217678,0.2988202653151934,0.5846229553482516,0.8199126937883705
nlp,773,19719,12,233,0.015523932729624839,0.011816015010903189,0.0037079177187216497,0.8657293424671499,0.3521403267563348,0.7163565220991012
flask,773,19719,10,171,0.0129366106080207,0.00867183934276586,0.0042647712652548395,1.5453623735834603,0.21382138812592574,0.5560923016970136
openai_api,773,19719,5,30,0.00646830530401035,0.0015213753232922562,0.004946929980718094,10.676041795651383,0.0010853204632811017,0.025866804374866256
csharp,773,19719,8,103,0.01034928848641656,0.0052233886099700795,0.00512589987644648,3.6277762909239706,0.05682269140738512,0.386935470059813
c_cpp,773,19719,12,196,0.015523932729624839,0.009939652112176074,0.0055842806174487645,2.3086933890898607,0.12865215445841008,0.4972231915554768
bash_shell,773,19719,52,1214,0.06727037516170763,0.06156498808255997,0.00570538707914766,0.41773062229135977,0.5180715971354259,0.81837643647124
pandas,773,19719,10,141,0.0129366106080207,0.007150464019473604,0.005786146588547095,3.404696036085225,0.0650110907433932,0.3870929137794959
databricks,773,19719,17,309,0.02199223803363519,0.015670165829910238,0.006322072203724952,1.8990231906761885,0.16818769583114906,0.5466100114512344
assembly,773,19719,20,383,0.0258732212160414,0.01942289162736447,0.006450329588676928,1.6052740138475994,0.20515740455910256,0.5560923016970136
playwright,773,19719,7,46,0.009055627425614488,0.002332775495714793,0.006722851929899696,13.032277141346993,0.0003061680438817205,0.010761453574222713
spark,773,19719,44,979,0.056921086675291076,0.04964754805010396,0.007273538625187113,0.8296997288771855,0.36235936989436135,0.719685970762412
computer_vision,773,19719,15,238,0.019404915912031046,0.012069577564785232,0.007335338347245814,3.282308958288853,0.07003034208625046,0.3870929137794959
unit_testing,773,19719,78,1826,0.10090556274256145,0.092601044677722,0.00830451806483945,0.6086645225062423,0.43529108453481524,0.7879319631452986
snowflake,773,19719,25,473,0.03234152652005175,0.02398701759724124,0.008354508922810509,2.1895837030205834,0.13894686505832285,0.5094718385471838
generative_ai,773,19719,15,206,0.019404915912031046,0.010446777219940159,0.008958138692090887,5.59521584477418,0.018009591957919485,0.21190589369464055
kanban,773,19719,17,247,0.02199223803363519,0.01252599016177291,0.009466247871862279,5.2414035762749736,0.02205547284664964,0.21190589369464055
etl,773,19719,43,903,0.055627425614489,0.04579339723109691,0.00983402838339209,1.6336635232942192,0.20119707971315212,0.5560923016970136
swift,773,19719,20,293,0.0258732212160414,0.014858765657487703,0.011014455558553696,5.99971775279743,0.014308167280484316,0.21190589369464055
redshift,773,19719,20,277,0.0258732212160414,0.014047365485065166,0.011825855730976232,7.283054743670129,0.006960806555415545,0.1421993339177747
objective_c,773,19719,17,110,0.02199223803363519,0.005578376185404939,0.016413861848230252,32.53734709654452,1.1692388332763733e-08,1.6720115315852138e-06
sql,773,19719,221,5263,0.2858990944372574,0.26689994421623814,0.01899915022101928,1.3699250723090555,0.24182475773349102,0.5861176331506647
machine_learning,773,19719,80,1593,0.1034928848641656,0.0807850296668188,0.02270785519734679,5.115740156126464,0.023709750343456286,0.21190589369464055
javascript,773,19719,194,4308,0.25097024579560157,0.21846949642476798,0.03250074937083358,4.583334172737616,0.03228433809711311,0.2564811304381764
html_css,773,19719,111,2043,0.14359637774902975,0.10360565951620265,0.0399907182328271,12.646474394093833,0.0003762746004972977,0.010761453574222713
python,773,19719,273,6150,0.35316946959896506,0.31188194127491253,0.041287528324052525,5.892306721063048,0.015207168080908936,0.21190589369464055
java,773,19719,243,5012,0.314359637774903,0.2541711040113596,0.060188533763543384,14.132014281733602,0.00017041861120525962,0.008123287134117375
