company_name_canonical,period2,n,score_mean,tell_density_mean
Klaviyo,2026,12,0.46625674522273064,0.472262114111651
L3Harris Technologies,2024,64,0.045522074767032975,0.15519745249343006
L3Harris Technologies,2026,20,0.3069328098509657,0.10313265291497124
LHH,2024,13,-0.15635697806745355,0.5914688306117768
LTIMindtree,2024,14,-0.17207108749530725,0.14625997758399997
Lam Research,2026,11,0.35396843284630086,0.7742103893717144
"LanceSoft, Inc.",2024,14,-0.07126930534852743,0.01008593214184855
Latitude Inc,2024,96,-0.22036646571010476,0.27832390895107567
Ledgent Technology,2024,17,-0.06860316696940104,0.15609386182575472
Leidos,2024,65,-0.04092284449788065,0.1552236764157806
Leidos,2026,57,0.3601865014678857,0.3450517183888389
Lensa,2026,27,0.0018845343837885272,0.21111577631160472
Leonardo DRS,2024,17,0.0953935386422477,0.16444381796884439
Lever Middleware Test Company 2,2024,16,-0.037474148055145776,0.18670474184078684
"Liberty Personnel Services, Inc.",2024,38,-0.6822971169074254,0.01392369813422445
LinQuest,2024,15,0.00013879632952080724,0.2165811265219719
LinkedIn,2026,17,0.49880609936888237,0.9308066782201907
Lockheed Martin,2024,80,-0.3130951149951796,0.17362946771083304
Lockheed Martin,2026,44,0.1459778382103868,0.3208984410048385
Lorven Technologies Inc.,2024,29,-0.2891401028395317,0.12964906666372378
Lorven Technologies Inc.,2026,15,0.3894661025898233,0.5229710216910796
"Lowe's Companies, Inc.",2024,12,-0.09769790480292036,0.07562453337420173
Lumicity,2024,11,-0.4486534505612667,0.05420935653493793
Luxoft,2024,15,-0.06546238955903078,0.14255704846172534
Lyft,2024,13,-0.15101239366641803,0.4330625149382915
ManTech,2024,38,-0.03346082126771485,0.06905780224231742
ManTech,2026,15,0.1097788641574972,0.12050439179041898
MassMutual,2024,17,-0.053509223844597956,0.29945518674510135
Mastech Digital,2024,13,-0.4498461153122929,0.1424923156544387
Matlen Silver,2024,12,-0.06682086383075582,0.20140602501508895
Medtronic,2024,24,0.03825296555039965,0.18642976505303896
Mercor,2026,29,0.03593877338285571,0.18786269804796737
Meta,2026,11,0.23974210471627344,0.04610559050583493
MetroStar,2026,16,0.0805863563200636,0.26863264371144774
Microsoft,2024,20,0.039142632870758594,0.23945388305494922
Microsoft,2026,100,0.3778984742462,0.417007848269477
Microsoft AI,2026,23,0.41729870286638315,0.40523874985300307
MillenniumSoft Inc,2024,31,0.07141966990519684,0.11167059619172948
"Mission Technologies, a division of HII",2024,61,-0.07061091400669077,0.09162626134895632
Motion Recruitment,2024,118,-0.2904573473800689,0.4112013103193077
Motion Recruitment,2026,75,0.13821503491431825,0.2648069571539722
Motion Recruitment Partners LLC,2024,16,-0.49695343838962264,0.05016051364365971
Motorola Solutions,2026,13,0.23809722851021733,0.2723348833714404
NR Consulting,2024,57,-0.28009043805628564,0.09624141974710355
NTT DATA North America,2026,26,0.1674393041667885,0.13361188909105096
NVIDIA,2024,54,-0.11016251844691692,0.3595613429954369
NVIDIA,2026,58,0.17605699830763122,0.32491341130166956
Net2Source Inc.,2024,23,-0.24352403077832663,0.06516752902450643
NetApp,2026,10,0.13843658317012156,0.355781253193569
Netflix,2026,10,0.2723912412099737,0.5421761378732606
New York Technology Partners,2026,12,0.17157380970005412,0.13109415442626682
NiSUS Technologies Corporation,2024,22,-0.2529113881893696,0.0546952761341253
Northrop Grumman,2024,299,0.015520081596030577,0.10639817759440333
Northrop Grumman,2026,27,0.34261901746145007,0.19760724772125038
OSO Ventures Inc,2024,10,-0.3834435821651427,0.0
Odyssey Systems,2024,18,0.08243624591975969,0.1330482814016719
"Onyx Point, LLC.",2024,16,0.066333152088438,0.08359340824169179
"Onyx Point, LLC.",2026,10,-0.2491501856800637,0.08625646923519263
Open Systems Inc.,2024,15,-0.15689948279996777,0.03357676487870394
Open Systems Technologies,2024,45,-0.4996671563303406,0.018921791164863987
OpenAI,2026,32,0.2111294751703732,0.5969628168427008
Optum,2026,26,0.14349200960857583,0.3031680078018717
Oracle,2024,30,-0.12917353713519433,0.19035326097375196
Oracle,2026,18,-0.010115824103777468,0.2883162391477552
PETADATA,2024,17,0.003834581685311771,0.3209105222254721
PNC,2026,31,0.019887172608557598,0.09752595209408214
PTR Global,2026,19,0.16946521801620806,0.17040029544816415
Palo Alto Networks,2024,93,-0.2519795931803705,0.13322034164135096
Palo Alto Networks,2026,15,0.3642435246434895,0.5688918420890764
Parsons Corporation,2024,15,0.007363186515597354,0.4444340982626934
PayPal,2026,43,0.23601566447638622,0.34037706917276456
People Tech Group Inc,2024,18,0.12018369314410113,0.13852629204139247
Peraton,2026,51,0.2091256108717921,0.3412222594780562
Perficient,2024,10,-0.16317668461792129,0.14179340315498576
Photon,2024,47,-0.09950859293710068,0.2101980713862035
"Pinnacle Group, Inc.",2024,14,0.18700397888231088,0.14324144455437965
Piper Companies,2024,24,-0.34129308414826914,0.10185006500860609
Piper Companies,2026,38,0.10628777043317557,0.24684529810341124
Planet Technology,2024,11,-0.19420511641081353,0.12650662525811804
Professional Diversity Network,2024,25,-0.06864884690760452,0.13489389473513694
Prudential Financial,2024,11,-0.05638526910464023,0.41532013686176833
Pure Storage,2026,12,0.34231222049218074,0.6388627744885053
Qualcomm,2026,61,0.2223265532487564,0.26875892801344653
Quantum World Technologies Inc.,2024,14,-0.12030410018049305,0.015940319444001656
QuantumBricks,2024,10,0.06969710608942722,0.0
RICEFW Technologies Inc,2024,11,-0.08399688821604351,0.265413721456398
Randstad Digital Americas,2026,26,-0.007374437852642041,0.4540719592115092
Raytheon,2024,131,-0.058460764985666575,0.12133659058458146
Raytheon,2026,42,0.26561067424591217,0.2593785526047451
Recruiting from Scratch,2024,38,-0.1853332638718083,0.3109795449372812
Red Hat,2026,16,0.3097699350618105,0.4811956291432761
Reflexive Concepts,2026,10,0.16434328649505475,0.05753739930955121
Reperio Human Capital,2024,45,-0.20145161662304717,0.5197158230051124
Revature,2024,12,-0.0688159525723352,0.15367149823987847
Rippling,2024,16,-0.04598552398365495,0.5547249546762667
Rippling,2026,17,0.43885670336783966,0.970423301295534
Rivian,2024,31,-0.14260574957557867,0.39895562230732806
Rivian,2026,19,0.3413644465039739,0.6463872226029981
Robert Half,2024,54,-0.22290011498027176,0.23472693165606
Robert Half,2026,25,0.24757618005718102,0.4017072076049192
"Roberts Recruiting, LLC",2024,25,-0.25634087028976826,0.33225030286761614
Robinhood,2026,10,0.1677055145441681,0.5314044424355459
Roblox,2026,27,0.29272115389206793,0.6244867349512006
Rocket Lab,2024,13,-0.014184385805697475,0.16148969573345895
Rose International,2024,10,0.21457802992894143,0.0
Russell Tobin,2024,12,-0.26071681672285574,0.27322461569175993
SAIC,2024,45,-0.10027425380910486,0.10057877790348113
SEGULA Technologies,2024,21,-0.10966739111845834,0.2718561825152406
SPECTRAFORCE,2024,25,0.12734088763424295,0.25859294931140175
Saransh Inc,2024,29,-0.31998620173866255,0.07449341088922928
Saronic Technologies,2026,11,0.16069678190321843,0.5054510984136842
Scale AI,2026,17,0.17400226289449408,0.652684030756187
Schneider Electric,2024,34,-0.034122438650433365,0.12447070406176437
Scientific Research Corporation,2024,19,-0.21185224762345373,0.08054802323601415
Selby Jennings,2024,33,-0.2554906206980429,0.4503999001165311
ServiceNow,2024,10,-0.18622850823073517,0.2538242328509741
Shield AI,2024,12,0.185020345858493,0.5488956361460937
Siemens,2024,10,-0.04922406701015501,0.22715939730711407
Sierra Space,2024,21,-0.04308269031425428,0.32365585191309104
Sigma,2026,10,0.5553575679090147,0.6832953907694981
Snowflake,2024,33,-0.05169898878643559,0.3948829887604316
Snowflake,2026,11,0.2675760571769738,0.5783849531996914
SoFi,2026,23,0.31920756004690987,0.454239122145566
Software People Inc.,2024,10,-0.05428634500713196,0.10282532138836598
Software Technology Inc.,2024,31,-0.19733809152368237,0.20644914071043965
Solutions³ LLC,2024,12,-0.13834319584606627,0.16796995414318427
SpaceX,2024,38,-0.034517894560237516,0.3545343566269765
SpaceX,2026,46,0.2242057487519005,0.3838901699588654
Spanco Solutions,2024,20,-0.3368185632621504,0.02552322613578356
Spectrum,2024,10,-0.1791225360934062,0.07184961435819233
Stealth Startup,2026,13,0.18697306567347158,0.2395261242089653
Stellar Professionals,2024,12,-0.5713932834622867,0.0
Stellent IT,2024,42,-0.23228489136576455,0.1591215334725242
Steneral Consulting,2024,70,-0.15873498324319907,0.15648573442874056
Strategic Employment Partners (SEP),2024,18,-0.5103739292053989,0.14181385623640688
Stripe,2024,22,-0.08490814903363754,0.2717598632549235
Stripe,2026,10,0.2240622782943947,0.5232879783325897
"Sunrise Systems, Inc.",2024,19,-0.11999561541824726,0.09428124254288144
"Syms Strategic Group, LLC (SSG)",2024,109,-0.2226400085877926,0.0
Synchrony,2026,10,0.3134890868516744,0.3369513826299696
Synechron,2024,27,-0.11009881591884031,0.28621054979698973
Synechron,2026,19,0.12819161827389997,0.3587140600676328
Syrinx Consulting,2024,125,-0.2028736881535344,0.3275260217676403
System One,2026,13,0.18311883560576814,0.24595881930873004
"Systemart, LLC",2024,27,-0.11900225732892394,0.0
TALENT Software Services,2024,14,-0.14487777088584267,0.1137088545288715
TEKsystems,2024,28,-0.286695434041683,0.19124207585200909
TEKsystems,2026,33,0.09366409436230667,0.2650469526229342
Talascend - Where Opportunities Await.,2024,11,-0.2581913708877628,0.0
Talent Groups,2024,18,-0.3085491403318448,0.0768403258029814
TalentAlly,2026,35,0.17050688029520683,0.4320399205966508
Talentify.io,2024,10,-0.15214745501264598,0.0
"Tanisha Systems, Inc",2024,11,-0.13963359597832206,0.05357047195585793
Tata Consultancy Services,2024,69,-0.2617681833215985,0.10257161339454055
Tata Consultancy Services,2026,40,0.09774911393036664,0.10012525022231164
Tech Mahindra,2024,10,-0.3245134656834826,0.0
TechTammina LLC,2024,30,-0.21526903360221902,0.09301308705088
TekIntegral,2024,50,-0.30946020150545916,0.17204968341478147
TekWissen ®,2024,23,-0.09125226764708823,0.29435340820222344
Teradyne,2026,11,0.3260461511594733,0.44400228295660776
Tesla,2024,70,-0.10946358956779748,0.4928424625477164
"The Dignify Solutions, LLC",2024,40,-0.5617625180370125,0.0
The Judge Group,2024,36,-0.1563119134323212,0.18306302243932243
"The Swift Group, LLC",2026,10,0.3562422838495037,0.5158863475025004
The Trade Desk,2024,14,0.011305266975144668,0.14126265481006045
The Walt Disney Company,2024,47,-0.032397698475354765,0.40501574234866683
The Walt Disney Company,2026,21,0.30519935548521754,0.3973324106074716
TikTok,2024,15,0.011428980255053563,0.28440475057484366
TikTok,2026,68,0.05411074858449162,0.462215609127137
TikTok USDS Joint Venture,2026,28,0.052824315324348316,0.3567149831813596
Trimble Inc.,2024,12,-0.016391342402278453,0.43614406192334937
Trimble Inc.,2026,14,0.2740925440386536,0.6994269868579626
Truveta,2024,10,-0.17779110550579766,0.20864421724355342
Turing,2026,12,0.3000133995000097,0.33023124339638227
U.S. Bank,2024,10,-0.15239730715718533,0.12377491397813005
U.S. Bank,2026,10,0.10447085236058636,0.040718803274774514
UST,2024,30,-0.09812728141525368,0.09047323162756561
Uber,2026,63,0.0859401875007643,0.37461574742905024
United Consulting Hub,2024,11,-0.4148050407344075,0.0
"UrBench, LLC",2024,15,-0.336949385010697,0.10542702171260059
"V-Soft Consulting Group, Inc.",2024,18,-0.22204219943173648,0.0550702069508125
VRK IT Vision Inc.,2024,39,-0.21893274195327664,0.14160114180801278
Vanguard,2024,19,-0.17962380169205716,0.14853708176448235
VeeAR Projects Inc.,2024,25,-0.4828865241386683,0.08806641727000745
Verdant Infotech Solutions,2024,10,-0.24464135313611823,0.017969451931716084
Verkada,2024,10,-0.20942503873795287,0.44489896617352054
Verkada,2026,12,0.035492180128804215,0.18210875298711157
"Verticalmove, Inc",2024,10,0.3022161648562455,1.2873790223283312
Visa,2024,15,0.20586362398713645,0.3660509814314457
Visa,2026,14,0.3770227510096801,0.3564259395202362
Vodastra Technologies,2024,12,-0.26230065929602064,0.0
VolunteerMatch,2024,18,-0.34790760223598977,0.3102701607281702
W3Global,2024,11,-0.27406304230870704,0.19361520898143816
WHOOP,2026,11,0.3559148332763054,0.7018710258609251
Walmart,2024,163,0.0970819047936825,0.35360985091073033
Walmart,2026,69,0.5054525909233238,0.6182696442724758
Waltonen Engineering,2024,12,-0.00010711947310849378,0.22244603058715864
Waymo,2026,16,0.36843013307585865,0.5893304870058296
Wells Fargo,2024,35,-0.06474400645951217,0.07368187236389338
Wells Fargo,2026,69,0.2058225487970349,0.19656966273481516
West Pharmaceutical Services,2024,12,-0.06545710735375886,0.05585633764861736
Westinghouse Electric Company,2026,10,0.05444620101326891,0.13169446883230904
WinMax,2024,12,-0.17365316460856386,0.17816430505133887
Wipro,2024,17,-0.18340840695810567,0.14835887361632516
Wise Skulls,2024,28,-0.5118864188260314,0.09445183418187338
Workday,2026,20,0.3871723108260097,0.48159516662322455
