tech,category,period,seniority_final,n,mention_posts,total_mentions,chars,mention_rate_pct,mentions_per_1k_chars,tech_rank
Redux,frontend,2024-01,mid-senior,20544,210,262,33010694,1.0221962616822429,0.007936821928069734,7.0
Redux,frontend,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,6.0
Redux,frontend,2024-04,director,20,0,0,37210,0.0,0.0,3.0
Redux,frontend,2024-04,entry,773,13,17,1412080,1.6817593790426906,0.012038977961588579,4.0
Redux,frontend,2024-04,mid-senior,2783,40,54,4949682,1.4372978799856269,0.010909791780562872,5.0
Redux,frontend,2024-04,unknown,853,19,22,1010770,2.2274325908558033,0.02176558465328413,3.0
Redux,frontend,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,4.0
Redux,frontend,2026-03,director,26,1,1,79018,3.8461538461538463,0.012655344351919815,2.0
Redux,frontend,2026-03,entry,561,2,3,1182047,0.35650623885918004,0.0025379701483951144,7.0
Redux,frontend,2026-03,mid-senior,3353,55,66,8511831,1.6403220996122876,0.00775391334719874,5.0
Redux,frontend,2026-03,unknown,264,2,3,772203,0.7575757575757576,0.0038849887918073357,5.0
Replit,ai_tools,2024-01,associate,1292,0,0,1818618,0.0,0.0,1.0
Replit,ai_tools,2024-01,director,86,0,0,218445,0.0,0.0,1.0
Replit,ai_tools,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
Replit,ai_tools,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,5.0
Replit,ai_tools,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
Replit,ai_tools,2024-04,director,20,0,0,37210,0.0,0.0,1.0
Replit,ai_tools,2024-04,entry,773,0,0,1412080,0.0,0.0,2.0
Replit,ai_tools,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,3.0
Replit,ai_tools,2024-04,unknown,853,0,0,1010770,0.0,0.0,2.0
Replit,ai_tools,2026-03,associate,114,0,0,208062,0.0,0.0,3.0
Replit,ai_tools,2026-03,director,26,0,0,79018,0.0,0.0,1.0
Replit,ai_tools,2026-03,entry,561,0,0,1182047,0.0,0.0,6.0
Replit,ai_tools,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,6.0
Replit,ai_tools,2026-03,unknown,264,0,0,772203,0.0,0.0,6.0
Ruby,languages,2024-01,associate,1292,29,30,1818618,2.244582043343653,0.01649604259938041,9.0
Ruby,languages,2024-01,director,86,1,1,218445,1.1627906976744187,0.004577811348394333,8.0
Ruby,languages,2024-01,entry,121,3,3,158075,2.479338842975207,0.018978333069745376,7.0
Ruby,languages,2024-01,mid-senior,20544,500,639,33010694,2.4338006230529596,0.019357363404719694,8.0
Ruby,languages,2024-04,associate,210,5,5,363992,2.380952380952381,0.013736565638805247,7.0
Ruby,languages,2024-04,director,20,0,0,37210,0.0,0.0,5.0
Ruby,languages,2024-04,entry,773,22,36,1412080,2.846054333764554,0.02549430627159934,7.0
Ruby,languages,2024-04,mid-senior,2783,74,122,4949682,2.65900107797341,0.02464804809682723,8.0
Ruby,languages,2024-04,unknown,853,17,24,1010770,1.992966002344666,0.02374427416721905,10.0
Ruby,languages,2026-03,associate,114,1,2,208062,0.8771929824561403,0.009612519345195183,8.0
Ruby,languages,2026-03,director,26,1,1,79018,3.8461538461538463,0.012655344351919815,4.0
Ruby,languages,2026-03,entry,561,10,17,1182047,1.7825311942959003,0.014381830840905649,8.0
Ruby,languages,2026-03,mid-senior,3353,94,111,8511831,2.8034595884282734,0.013040672447561517,9.0
Ruby,languages,2026-03,unknown,264,6,7,772203,2.272727272727273,0.00906497384755045,8.0
Rust,languages,2024-01,associate,1292,53,78,1818618,4.102167182662539,0.042889710758389064,7.0
Rust,languages,2024-01,director,86,0,0,218445,0.0,0.0,9.0
Rust,languages,2024-01,entry,121,2,2,158075,1.6528925619834711,0.012652222046496915,8.0
Rust,languages,2024-01,mid-senior,20544,260,344,33010694,1.2655763239875388,0.010420865432274766,12.0
Rust,languages,2024-04,associate,210,7,13,363992,3.3333333333333335,0.03571507066089365,6.0
Rust,languages,2024-04,director,20,0,0,37210,0.0,0.0,5.0
Rust,languages,2024-04,entry,773,11,13,1412080,1.423027166882277,0.009206277264744208,11.0
Rust,languages,2024-04,mid-senior,2783,38,71,4949682,1.3654329859863457,0.014344355859628961,11.0
Rust,languages,2024-04,unknown,853,6,13,1010770,0.7033997655334115,0.012861481840576986,12.0
Rust,languages,2026-03,associate,114,1,4,208062,0.8771929824561403,0.019225038690390366,8.0
Rust,languages,2026-03,director,26,1,1,79018,3.8461538461538463,0.012655344351919815,4.0
Rust,languages,2026-03,entry,561,56,95,1182047,9.982174688057041,0.08036905469917863,4.0
Rust,languages,2026-03,mid-senior,3353,187,221,8511831,5.577095138681778,0.025963861359559418,6.0
Rust,languages,2026-03,unknown,264,15,29,772203,5.681818181818182,0.03755489165413758,6.0
SQL,data,2024-01,associate,1292,257,429,1818618,19.891640866873065,0.23589340917113985,1.0
SQL,data,2024-01,director,86,8,12,218445,9.30232558139535,0.054933736180731996,1.0
SQL,data,2024-01,entry,121,41,60,158075,33.88429752066116,0.3795666613949075,1.0
SQL,data,2024-01,mid-senior,20544,4104,6615,33010694,19.976635514018692,0.20038960707702783,1.0
SQL,data,2024-04,associate,210,58,92,363992,27.61904761904762,0.2527528077540166,1.0
SQL,data,2024-04,director,20,4,8,37210,20.0,0.21499596882558453,1.0
SQL,data,2024-04,entry,773,202,359,1412080,26.13195342820181,0.25423488754178236,1.0
SQL,data,2024-04,mid-senior,2783,836,1390,4949682,30.039525691699602,0.2808261217589332,1.0
SQL,data,2024-04,unknown,853,308,576,1010770,36.107854630715124,0.5698625800132572,1.0
SQL,data,2026-03,associate,114,25,39,208062,21.929824561403507,0.18744412723130605,1.0
SQL,data,2026-03,director,26,8,14,79018,30.76923076923077,0.17717482092687742,1.0
SQL,data,2026-03,entry,561,143,231,1182047,25.49019607843137,0.19542370142642382,1.0
SQL,data,2026-03,mid-senior,3353,881,1422,8511831,26.274977631971367,0.16706158757146378,1.0
SQL,data,2026-03,unknown,264,45,72,772203,17.045454545454543,0.09323973100337606,1.0
SQLite,data,2024-01,associate,1292,3,4,1818618,0.23219814241486067,0.0021994723465840545,12.0
SQLite,data,2024-01,director,86,0,0,218445,0.0,0.0,4.0
SQLite,data,2024-01,entry,121,0,0,158075,0.0,0.0,6.0
SQLite,data,2024-01,mid-senior,20544,24,25,33010694,0.11682242990654204,0.0007573303366478753,14.0
SQLite,data,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,7.0
SQLite,data,2024-04,director,20,0,0,37210,0.0,0.0,4.0
SQLite,data,2024-04,entry,773,1,1,1412080,0.129366106080207,0.0007081751742110929,11.0
SQLite,data,2024-04,mid-senior,2783,11,16,4949682,0.3952569169960474,0.003232530897944555,12.0
SQLite,data,2024-04,unknown,853,5,5,1010770,0.5861664712778429,0.004946723784837303,9.0
SQLite,data,2026-03,associate,114,0,0,208062,0.0,0.0,7.0
SQLite,data,2026-03,director,26,0,0,79018,0.0,0.0,3.0
SQLite,data,2026-03,entry,561,1,1,1182047,0.17825311942959002,0.0008459900494650382,10.0
SQLite,data,2026-03,mid-senior,3353,4,4,8511831,0.11929615269907547,0.0004699341422544691,15.0
SQLite,data,2026-03,unknown,264,1,1,772203,0.3787878787878788,0.0012949962639357785,10.0
Scala,languages,2024-01,associate,1292,24,43,1818618,1.8575851393188854,0.023644327725778586,10.0
Scala,languages,2024-01,director,86,2,2,218445,2.3255813953488373,0.009155622696788665,7.0
Scala,languages,2024-01,entry,121,3,3,158075,2.479338842975207,0.018978333069745376,7.0
Scala,languages,2024-01,mid-senior,20544,528,738,33010694,2.570093457943925,0.022356391537845282,7.0
Scala,languages,2024-04,associate,210,5,7,363992,2.380952380952381,0.01923119189432735,7.0
Scala,languages,2024-04,director,20,1,1,37210,5.0,0.026874496103198066,4.0
Scala,languages,2024-04,entry,773,30,47,1412080,3.8809831824062093,0.03328423318792137,6.0
Scala,languages,2024-04,mid-senior,2783,152,222,4949682,5.461731943945383,0.0448513662089807,6.0
Scala,languages,2024-04,unknown,853,26,45,1010770,3.048065650644783,0.044520514063535715,8.0
Scala,languages,2026-03,associate,114,2,2,208062,1.7543859649122806,0.009612519345195183,7.0
Scala,languages,2026-03,director,26,3,4,79018,11.538461538461538,0.05062137740767926,2.0
Scala,languages,2026-03,entry,561,9,11,1182047,1.6042780748663104,0.00930589054411542,9.0
Scala,languages,2026-03,mid-senior,3353,160,205,8511831,4.771846107963018,0.024084124790541544,7.0
Scala,languages,2026-03,unknown,264,5,5,772203,1.893939393939394,0.006474981319678893,9.0
Scrum,testing_practices,2024-01,associate,1292,81,104,1818618,6.269349845201239,0.05718628101118541,1.0
Scrum,testing_practices,2024-01,director,86,5,8,218445,5.813953488372093,0.03662249078715466,1.0
Scrum,testing_practices,2024-01,entry,121,8,10,158075,6.6115702479338845,0.06326111023248457,1.0
Scrum,testing_practices,2024-01,mid-senior,20544,1461,1823,33010694,7.111565420560748,0.055224528148363074,1.0
Scrum,testing_practices,2024-04,associate,210,15,22,363992,7.142857142857142,0.060440888810743096,1.0
Scrum,testing_practices,2024-04,director,20,2,2,37210,10.0,0.05374899220639613,1.0
Scrum,testing_practices,2024-04,entry,773,56,71,1412080,7.244501940491591,0.05028043736898759,1.0
Scrum,testing_practices,2024-04,mid-senior,2783,280,314,4949682,10.06108515989939,0.0634384188721619,1.0
Scrum,testing_practices,2024-04,unknown,853,59,85,1010770,6.916764361078546,0.08409430434223414,1.0
Scrum,testing_practices,2026-03,associate,114,5,6,208062,4.385964912280701,0.028837558035585548,3.0
Scrum,testing_practices,2026-03,director,26,2,2,79018,7.6923076923076925,0.02531068870383963,2.0
Scrum,testing_practices,2026-03,entry,561,24,29,1182047,4.27807486631016,0.024533711434486107,2.0
Scrum,testing_practices,2026-03,mid-senior,3353,250,294,8511831,7.456009543692216,0.03454015945570348,1.0
Scrum,testing_practices,2026-03,unknown,264,18,25,772203,6.8181818181818175,0.03237490659839447,1.0
Selenium,testing_practices,2024-01,associate,1292,23,25,1818618,1.780185758513932,0.013746702166150341,3.0
Selenium,testing_practices,2024-01,director,86,0,0,218445,0.0,0.0,3.0
Selenium,testing_practices,2024-01,entry,121,0,0,158075,0.0,0.0,4.0
Selenium,testing_practices,2024-01,mid-senior,20544,335,428,33010694,1.6306464174454829,0.012965495363411626,4.0
Selenium,testing_practices,2024-04,associate,210,2,4,363992,0.9523809523809524,0.010989252511044198,4.0
Selenium,testing_practices,2024-04,director,20,1,1,37210,5.0,0.026874496103198066,2.0
Selenium,testing_practices,2024-04,entry,773,12,18,1412080,1.5523932729624839,0.01274715313579967,4.0
Selenium,testing_practices,2024-04,mid-senior,2783,77,101,4949682,2.766798418972332,0.020405351293275004,3.0
Selenium,testing_practices,2024-04,unknown,853,20,34,1010770,2.3446658851113718,0.03363772173689365,3.0
Selenium,testing_practices,2026-03,associate,114,6,6,208062,5.263157894736842,0.028837558035585548,2.0
Selenium,testing_practices,2026-03,director,26,0,0,79018,0.0,0.0,4.0
Selenium,testing_practices,2026-03,entry,561,10,16,1182047,1.7825311942959003,0.013535840791440611,3.0
Selenium,testing_practices,2026-03,mid-senior,3353,71,89,8511831,2.1175067104085894,0.010456034665161937,4.0
Selenium,testing_practices,2026-03,unknown,264,3,3,772203,1.1363636363636365,0.0038849887918073357,3.0
Semantic search,ai_llm_new,2024-01,associate,1292,0,0,1818618,0.0,0.0,4.0
Semantic search,ai_llm_new,2024-01,director,86,0,0,218445,0.0,0.0,2.0
Semantic search,ai_llm_new,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
Semantic search,ai_llm_new,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,9.0
Semantic search,ai_llm_new,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
Semantic search,ai_llm_new,2024-04,director,20,0,0,37210,0.0,0.0,1.0
Semantic search,ai_llm_new,2024-04,entry,773,0,0,1412080,0.0,0.0,5.0
Semantic search,ai_llm_new,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,8.0
Semantic search,ai_llm_new,2024-04,unknown,853,0,0,1010770,0.0,0.0,5.0
Semantic search,ai_llm_new,2026-03,associate,114,0,0,208062,0.0,0.0,4.0
Semantic search,ai_llm_new,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Semantic search,ai_llm_new,2026-03,entry,561,0,0,1182047,0.0,0.0,9.0
Semantic search,ai_llm_new,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,14.0
Semantic search,ai_llm_new,2026-03,unknown,264,0,0,772203,0.0,0.0,9.0
Serverless,backend_infra,2024-01,associate,1292,23,32,1818618,1.780185758513932,0.017595778772672436,5.0
Serverless,backend_infra,2024-01,director,86,0,0,218445,0.0,0.0,6.0
Serverless,backend_infra,2024-01,entry,121,1,1,158075,0.8264462809917356,0.0063261110232484576,4.0
Serverless,backend_infra,2024-01,mid-senior,20544,328,432,33010694,1.5965732087227413,0.013086668217275286,6.0
Serverless,backend_infra,2024-04,associate,210,3,5,363992,1.4285714285714286,0.013736565638805247,7.0
Serverless,backend_infra,2024-04,director,20,1,1,37210,5.0,0.026874496103198066,3.0
Serverless,backend_infra,2024-04,entry,773,16,17,1412080,2.069857697283312,0.012038977961588579,5.0
Serverless,backend_infra,2024-04,mid-senior,2783,79,103,4949682,2.8386633129716135,0.02080941765551807,5.0
Serverless,backend_infra,2024-04,unknown,853,21,25,1010770,2.4618991793669402,0.02473361892418651,5.0
Serverless,backend_infra,2026-03,associate,114,5,5,208062,4.385964912280701,0.024031298362987955,3.0
Serverless,backend_infra,2026-03,director,26,0,0,79018,0.0,0.0,5.0
Serverless,backend_infra,2026-03,entry,561,5,6,1182047,0.8912655971479502,0.005075940296790229,9.0
Serverless,backend_infra,2026-03,mid-senior,3353,93,119,8511831,2.773635550253504,0.013980540732070456,6.0
Serverless,backend_infra,2026-03,unknown,264,24,25,772203,9.090909090909092,0.03237490659839447,6.0
Snowflake,data,2024-01,associate,1292,0,0,1818618,0.0,0.0,14.0
Snowflake,data,2024-01,director,86,0,0,218445,0.0,0.0,4.0
Snowflake,data,2024-01,entry,121,0,0,158075,0.0,0.0,6.0
Snowflake,data,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,18.0
Snowflake,data,2024-04,associate,210,0,0,363992,0.0,0.0,8.0
Snowflake,data,2024-04,director,20,0,0,37210,0.0,0.0,4.0
Snowflake,data,2024-04,entry,773,0,0,1412080,0.0,0.0,12.0
Snowflake,data,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,17.0
Snowflake,data,2024-04,unknown,853,0,0,1010770,0.0,0.0,13.0
Snowflake,data,2026-03,associate,114,0,0,208062,0.0,0.0,7.0
Snowflake,data,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Snowflake,data,2026-03,entry,561,0,0,1182047,0.0,0.0,11.0
Snowflake,data,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,17.0
Snowflake,data,2026-03,unknown,264,0,0,772203,0.0,0.0,11.0
Spark,data,2024-01,associate,1292,0,0,1818618,0.0,0.0,14.0
Spark,data,2024-01,director,86,0,0,218445,0.0,0.0,4.0
Spark,data,2024-01,entry,121,0,0,158075,0.0,0.0,6.0
Spark,data,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,18.0
Spark,data,2024-04,associate,210,0,0,363992,0.0,0.0,8.0
Spark,data,2024-04,director,20,0,0,37210,0.0,0.0,4.0
Spark,data,2024-04,entry,773,0,0,1412080,0.0,0.0,12.0
Spark,data,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,17.0
Spark,data,2024-04,unknown,853,0,0,1010770,0.0,0.0,13.0
Spark,data,2026-03,associate,114,0,0,208062,0.0,0.0,7.0
Spark,data,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Spark,data,2026-03,entry,561,0,0,1182047,0.0,0.0,11.0
Spark,data,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,17.0
Spark,data,2026-03,unknown,264,0,0,772203,0.0,0.0,11.0
Spring,backend_infra,2024-01,associate,1292,0,0,1818618,0.0,0.0,10.0
Spring,backend_infra,2024-01,director,86,0,0,218445,0.0,0.0,6.0
Spring,backend_infra,2024-01,entry,121,0,0,158075,0.0,0.0,5.0
Spring,backend_infra,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,14.0
Spring,backend_infra,2024-04,associate,210,0,0,363992,0.0,0.0,9.0
Spring,backend_infra,2024-04,director,20,0,0,37210,0.0,0.0,4.0
Spring,backend_infra,2024-04,entry,773,0,0,1412080,0.0,0.0,11.0
Spring,backend_infra,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,14.0
Spring,backend_infra,2024-04,unknown,853,0,0,1010770,0.0,0.0,11.0
Spring,backend_infra,2026-03,associate,114,0,0,208062,0.0,0.0,7.0
Spring,backend_infra,2026-03,director,26,0,0,79018,0.0,0.0,5.0
Spring,backend_infra,2026-03,entry,561,0,0,1182047,0.0,0.0,12.0
Spring,backend_infra,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,13.0
Spring,backend_infra,2026-03,unknown,264,0,0,772203,0.0,0.0,9.0
Storybook,frontend,2024-01,associate,1292,1,2,1818618,0.07739938080495357,0.0010997361732920272,8.0
Storybook,frontend,2024-01,director,86,0,0,218445,0.0,0.0,4.0
Storybook,frontend,2024-01,entry,121,0,0,158075,0.0,0.0,5.0
Storybook,frontend,2024-01,mid-senior,20544,19,22,33010694,0.09248442367601246,0.0006664506962501303,11.0
Storybook,frontend,2024-04,associate,210,0,0,363992,0.0,0.0,7.0
Storybook,frontend,2024-04,director,20,0,0,37210,0.0,0.0,3.0
Storybook,frontend,2024-04,entry,773,1,1,1412080,0.129366106080207,0.0007081751742110929,8.0
Storybook,frontend,2024-04,mid-senior,2783,9,9,4949682,0.32339202299676606,0.001818298630093812,9.0
Storybook,frontend,2024-04,unknown,853,1,2,1010770,0.11723329425556857,0.0019786895139349207,9.0
Storybook,frontend,2026-03,associate,114,1,4,208062,0.8771929824561403,0.019225038690390366,4.0
Storybook,frontend,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Storybook,frontend,2026-03,entry,561,0,0,1182047,0.0,0.0,9.0
Storybook,frontend,2026-03,mid-senior,3353,10,14,8511831,0.29824038174768863,0.0016447694978906418,10.0
Storybook,frontend,2026-03,unknown,264,1,2,772203,0.3787878787878788,0.002589992527871557,6.0
Svelte,frontend,2024-01,associate,1292,0,0,1818618,0.0,0.0,9.0
Svelte,frontend,2024-01,director,86,0,0,218445,0.0,0.0,4.0
Svelte,frontend,2024-01,entry,121,0,0,158075,0.0,0.0,5.0
Svelte,frontend,2024-01,mid-senior,20544,17,22,33010694,0.08274922118380063,0.0006664506962501303,12.0
Svelte,frontend,2024-04,associate,210,0,0,363992,0.0,0.0,7.0
Svelte,frontend,2024-04,director,20,0,0,37210,0.0,0.0,3.0
Svelte,frontend,2024-04,entry,773,0,0,1412080,0.0,0.0,9.0
Svelte,frontend,2024-04,mid-senior,2783,5,6,4949682,0.17966223499820336,0.001212199086729208,10.0
Svelte,frontend,2024-04,unknown,853,0,0,1010770,0.0,0.0,10.0
Svelte,frontend,2026-03,associate,114,0,0,208062,0.0,0.0,5.0
Svelte,frontend,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Svelte,frontend,2026-03,entry,561,0,0,1182047,0.0,0.0,9.0
Svelte,frontend,2026-03,mid-senior,3353,1,1,8511831,0.029824038174768867,0.00011748353556361727,11.0
Svelte,frontend,2026-03,unknown,264,0,0,772203,0.0,0.0,7.0
Swift,languages,2024-01,associate,1292,0,0,1818618,0.0,0.0,16.0
Swift,languages,2024-01,director,86,0,0,218445,0.0,0.0,9.0
Swift,languages,2024-01,entry,121,0,0,158075,0.0,0.0,10.0
Swift,languages,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,16.0
Swift,languages,2024-04,associate,210,0,0,363992,0.0,0.0,11.0
Swift,languages,2024-04,director,20,0,0,37210,0.0,0.0,5.0
Swift,languages,2024-04,entry,773,0,0,1412080,0.0,0.0,14.0
Swift,languages,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,16.0
Swift,languages,2024-04,unknown,853,0,0,1010770,0.0,0.0,15.0
Swift,languages,2026-03,associate,114,0,0,208062,0.0,0.0,9.0
Swift,languages,2026-03,director,26,0,0,79018,0.0,0.0,5.0
Swift,languages,2026-03,entry,561,0,0,1182047,0.0,0.0,13.0
Swift,languages,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,17.0
Swift,languages,2026-03,unknown,264,0,0,772203,0.0,0.0,12.0
TDD,testing_practices,2024-01,associate,1292,19,21,1818618,1.4705882352941175,0.011547229819566285,4.0
TDD,testing_practices,2024-01,director,86,0,0,218445,0.0,0.0,3.0
TDD,testing_practices,2024-01,entry,121,0,0,158075,0.0,0.0,4.0
TDD,testing_practices,2024-01,mid-senior,20544,344,459,33010694,1.674454828660436,0.013904584980854992,3.0
TDD,testing_practices,2024-04,associate,210,4,4,363992,1.9047619047619049,0.010989252511044198,2.0
TDD,testing_practices,2024-04,director,20,0,0,37210,0.0,0.0,3.0
TDD,testing_practices,2024-04,entry,773,10,11,1412080,1.29366106080207,0.007789926916322022,5.0
TDD,testing_practices,2024-04,mid-senior,2783,58,66,4949682,2.084081925979159,0.013334189954021289,4.0
TDD,testing_practices,2024-04,unknown,853,14,16,1010770,1.6412661195779603,0.015829516111479366,5.0
TDD,testing_practices,2026-03,associate,114,2,2,208062,1.7543859649122806,0.009612519345195183,5.0
TDD,testing_practices,2026-03,director,26,4,4,79018,15.384615384615385,0.05062137740767926,1.0
TDD,testing_practices,2026-03,entry,561,6,6,1182047,1.06951871657754,0.005075940296790229,5.0
TDD,testing_practices,2026-03,mid-senior,3353,114,120,8511831,3.3999403519236506,0.014098024267634074,3.0
TDD,testing_practices,2026-03,unknown,264,1,1,772203,0.3787878787878788,0.0012949962639357785,5.0
Tableau,data,2024-01,associate,1292,13,15,1818618,1.0061919504643964,0.008248021299690204,7.0
Tableau,data,2024-01,director,86,0,0,218445,0.0,0.0,4.0
Tableau,data,2024-01,entry,121,0,0,158075,0.0,0.0,6.0
Tableau,data,2024-01,mid-senior,20544,201,265,33010694,0.9783878504672896,0.00802770156846748,8.0
Tableau,data,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,7.0
Tableau,data,2024-04,director,20,1,2,37210,5.0,0.05374899220639613,3.0
Tableau,data,2024-04,entry,773,13,14,1412080,1.6817593790426906,0.0099144524389553,6.0
Tableau,data,2024-04,mid-senior,2783,40,45,4949682,1.4372978799856269,0.00909149315046906,7.0
Tableau,data,2024-04,unknown,853,7,11,1010770,0.8206330597889802,0.010882792326642065,8.0
Tableau,data,2026-03,associate,114,2,2,208062,1.7543859649122806,0.009612519345195183,5.0
Tableau,data,2026-03,director,26,0,0,79018,0.0,0.0,3.0
Tableau,data,2026-03,entry,561,8,25,1182047,1.4260249554367201,0.021149751236625953,8.0
Tableau,data,2026-03,mid-senior,3353,51,75,8511831,1.5210259469132121,0.008811265167271296,11.0
Tableau,data,2026-03,unknown,264,4,4,772203,1.5151515151515151,0.005179985055743114,7.0
Tabnine,ai_tools,2024-01,associate,1292,0,0,1818618,0.0,0.0,1.0
Tabnine,ai_tools,2024-01,director,86,0,0,218445,0.0,0.0,1.0
Tabnine,ai_tools,2024-01,entry,121,0,0,158075,0.0,0.0,2.0
Tabnine,ai_tools,2024-01,mid-senior,20544,0,0,33010694,0.0,0.0,5.0
Tabnine,ai_tools,2024-04,associate,210,0,0,363992,0.0,0.0,2.0
Tabnine,ai_tools,2024-04,director,20,0,0,37210,0.0,0.0,1.0
Tabnine,ai_tools,2024-04,entry,773,0,0,1412080,0.0,0.0,2.0
Tabnine,ai_tools,2024-04,mid-senior,2783,0,0,4949682,0.0,0.0,3.0
Tabnine,ai_tools,2024-04,unknown,853,0,0,1010770,0.0,0.0,2.0
Tabnine,ai_tools,2026-03,associate,114,0,0,208062,0.0,0.0,3.0
Tabnine,ai_tools,2026-03,director,26,0,0,79018,0.0,0.0,1.0
Tabnine,ai_tools,2026-03,entry,561,0,0,1182047,0.0,0.0,6.0
Tabnine,ai_tools,2026-03,mid-senior,3353,0,0,8511831,0.0,0.0,6.0
Tabnine,ai_tools,2026-03,unknown,264,0,0,772203,0.0,0.0,6.0
Tailwind CSS,frontend,2024-01,associate,1292,1,1,1818618,0.07739938080495357,0.0005498680866460136,8.0
Tailwind CSS,frontend,2024-01,director,86,0,0,218445,0.0,0.0,4.0
Tailwind CSS,frontend,2024-01,entry,121,0,0,158075,0.0,0.0,5.0
Tailwind CSS,frontend,2024-01,mid-senior,20544,31,33,33010694,0.15089563862928349,0.0009996760443751955,10.0
Tailwind CSS,frontend,2024-04,associate,210,0,0,363992,0.0,0.0,7.0
Tailwind CSS,frontend,2024-04,director,20,0,0,37210,0.0,0.0,3.0
Tailwind CSS,frontend,2024-04,entry,773,1,1,1412080,0.129366106080207,0.0007081751742110929,8.0
Tailwind CSS,frontend,2024-04,mid-senior,2783,9,11,4949682,0.32339202299676606,0.002222364992336881,9.0
Tailwind CSS,frontend,2024-04,unknown,853,2,2,1010770,0.23446658851113714,0.0019786895139349207,8.0
Tailwind CSS,frontend,2026-03,associate,114,2,2,208062,1.7543859649122806,0.009612519345195183,3.0
Tailwind CSS,frontend,2026-03,director,26,1,1,79018,3.8461538461538463,0.012655344351919815,2.0
Tailwind CSS,frontend,2026-03,entry,561,1,1,1182047,0.17825311942959002,0.0008459900494650382,8.0
Tailwind CSS,frontend,2026-03,mid-senior,3353,31,38,8511831,0.9245451834178348,0.004464374351417457,6.0
Tailwind CSS,frontend,2026-03,unknown,264,0,0,772203,0.0,0.0,7.0
TensorFlow,ai_ml_traditional,2024-01,associate,1292,22,22,1818618,1.7027863777089782,0.0120970979062123,1.0
TensorFlow,ai_ml_traditional,2024-01,director,86,1,1,218445,1.1627906976744187,0.004577811348394333,1.0
TensorFlow,ai_ml_traditional,2024-01,entry,121,0,0,158075,0.0,0.0,3.0
TensorFlow,ai_ml_traditional,2024-01,mid-senior,20544,462,489,33010694,2.2488317757009346,0.014813381384832442,1.0
TensorFlow,ai_ml_traditional,2024-04,associate,210,1,1,363992,0.4761904761904762,0.0027473131277610495,2.0
TensorFlow,ai_ml_traditional,2024-04,director,20,0,0,37210,0.0,0.0,2.0
TensorFlow,ai_ml_traditional,2024-04,entry,773,9,9,1412080,1.1642949547218628,0.006373576567899835,2.0
TensorFlow,ai_ml_traditional,2024-04,mid-senior,2783,71,81,4949682,2.5512037369744878,0.016364687670844306,2.0
TensorFlow,ai_ml_traditional,2024-04,unknown,853,13,13,1010770,1.5240328253223916,0.012861481840576986,1.0
TensorFlow,ai_ml_traditional,2026-03,associate,114,1,1,208062,0.8771929824561403,0.0048062596725975916,1.0
TensorFlow,ai_ml_traditional,2026-03,director,26,2,2,79018,7.6923076923076925,0.02531068870383963,1.0
TensorFlow,ai_ml_traditional,2026-03,entry,561,20,21,1182047,3.5650623885918007,0.017765791038765803,2.0
TensorFlow,ai_ml_traditional,2026-03,mid-senior,3353,125,135,8511831,3.728004771846108,0.015860277301088334,2.0
TensorFlow,ai_ml_traditional,2026-03,unknown,264,14,17,772203,5.303030303030303,0.022014936486908235,2.0
Terraform,cloud_devops,2024-01,associate,1292,53,61,1818618,4.102167182662539,0.033541953285406836,7.0
Terraform,cloud_devops,2024-01,director,86,1,1,218445,1.1627906976744187,0.004577811348394333,5.0
Terraform,cloud_devops,2024-01,entry,121,2,2,158075,1.6528925619834711,0.012652222046496915,8.0
Terraform,cloud_devops,2024-01,mid-senior,20544,1318,1592,33010694,6.415498442367601,0.0482267958377367,7.0
