period,n,token,count,rate,n_titles_in_period
2026-03,3,software engineer iii,72,0.06990291262135923,1030
2026-03,3,machine learning engineer,36,0.03495145631067961,1030
2026-03,3,senior software engineer,29,0.02815533980582524,1030
2026-03,3,software development engineer,20,0.019417475728155338,1030
2026-03,3,full stack software,19,0.018446601941747572,1030
2026-03,3,embedded software engineer,18,0.017475728155339806,1030
2026-03,3,stack software engineer,17,0.01650485436893204,1030
2026-03,3,full stack developer,13,0.01262135922330097,1030
2026-03,3,site reliability engineer,13,0.01262135922330097,1030
2026-03,3,security software engineer,13,0.01262135922330097,1030
2026-03,3,engineer iii ai/ml,12,0.011650485436893204,1030
2026-03,3,software engineer full,10,0.009708737864077669,1030
2026-03,3,engineer full stack,10,0.009708737864077669,1030
2026-03,3,engineer in test,10,0.009708737864077669,1030
2026-03,3,engineer iii infrastructure,10,0.009708737864077669,1030
2026-03,3,java software engineer,10,0.009708737864077669,1030
2026-03,3,software engineer c,9,0.008737864077669903,1030
2026-03,3,staff software engineer,9,0.008737864077669903,1030
2026-03,3,software engineer starlink,9,0.008737864077669903,1030
2026-03,3,software engineer ai,8,0.007766990291262136,1030
2026-03,3,iii infrastructure google,8,0.007766990291262136,1030
2026-03,3,infrastructure google cloud,8,0.007766990291262136,1030
2026-03,3,full stack engineer,7,0.006796116504854369,1030
2026-03,3,engineer iii google,7,0.006796116504854369,1030
2026-03,3,engineer iii full,7,0.006796116504854369,1030
2026-03,3,iii full stack,7,0.006796116504854369,1030
2026-03,3,engineer iii mobile,7,0.006796116504854369,1030
2026-03,3,lead ai engineer,7,0.006796116504854369,1030
2026-03,3,software test engineer,7,0.006796116504854369,1030
2026-03,3,systems software engineer,6,0.005825242718446602,1030
2026-03,3,applied ai engineer,6,0.005825242718446602,1030
2026-03,3,software engineer platform,6,0.005825242718446602,1030
2026-03,3,software engineer in,6,0.005825242718446602,1030
2026-03,3,senior machine learning,6,0.005825242718446602,1030
2026-03,3,iii ai/ml google,6,0.005825242718446602,1030
2026-03,3,quality assurance engineer,6,0.005825242718446602,1030
2026-03,3,software engineer data,6,0.005825242718446602,1030
2026-03,3,software engineer cloud,6,0.005825242718446602,1030
2026-03,3,iii google cloud,5,0.0048543689320388345,1030
2026-03,3,software engineer mid,5,0.0048543689320388345,1030
2026-03,3,full stack google,5,0.0048543689320388345,1030
2026-03,3,software engineer level,5,0.0048543689320388345,1030
2026-03,3,backend software engineer,5,0.0048543689320388345,1030
2026-03,3,intermediate software engineer,5,0.0048543689320388345,1030
2026-03,3,software engineer systems,4,0.003883495145631068,1030
2026-03,3,software engineer backend,4,0.003883495145631068,1030
2026-03,3,full time united,4,0.003883495145631068,1030
2026-03,3,time united states,4,0.003883495145631068,1030
2026-03,3,google cloud storage,4,0.003883495145631068,1030
2026-03,3,software engineer hybrid,4,0.003883495145631068,1030
2026-04,3,software engineer iii,88,0.07426160337552742,1185
2026-04,3,machine learning engineer,36,0.030379746835443037,1185
2026-04,3,embedded software engineer,29,0.024472573839662448,1185
2026-04,3,senior software engineer,27,0.02278481012658228,1185
2026-04,3,site reliability engineer,22,0.018565400843881856,1185
2026-04,3,software development engineer,20,0.016877637130801686,1185
2026-04,3,full stack engineer,18,0.015189873417721518,1185
2026-04,3,engineer iii infrastructure,15,0.012658227848101266,1185
2026-04,3,full stack developer,13,0.010970464135021098,1185
2026-04,3,full stack software,12,0.010126582278481013,1185
2026-04,3,stack software engineer,11,0.009282700421940928,1185
2026-04,3,engineer in test,10,0.008438818565400843,1185
2026-04,3,software engineer backend,9,0.007594936708860759,1185
2026-04,3,software engineer ai,9,0.007594936708860759,1185
2026-04,3,engineer iii google,9,0.007594936708860759,1185
2026-04,3,engineer iii ai/ml,9,0.007594936708860759,1185
2026-04,3,staff software engineer,8,0.006751054852320675,1185
2026-04,3,iii infrastructure google,8,0.006751054852320675,1185
2026-04,3,software engineer starlink,7,0.00590717299578059,1185
2026-04,3,backend software engineer,7,0.00590717299578059,1185
2026-04,3,development engineer in,7,0.00590717299578059,1185
2026-04,3,engineer top secret,6,0.005063291139240506,1185
2026-04,3,artificial intelligence engineer,6,0.005063291139240506,1185
2026-04,3,iii google cloud,6,0.005063291139240506,1185
2026-04,3,engineer embedded software,6,0.005063291139240506,1185
2026-04,3,engineer level 2,5,0.004219409282700422,1185
2026-04,3,top secret clearance,5,0.004219409282700422,1185
2026-04,3,engineer iii full,5,0.004219409282700422,1185
2026-04,3,iii full stack,5,0.004219409282700422,1185
2026-04,3,senior site reliability,5,0.004219409282700422,1185
2026-04,3,software engineer starshield,5,0.004219409282700422,1185
2026-04,3,mid-level software engineer,5,0.004219409282700422,1185
2026-04,3,engineer iii mobile,5,0.004219409282700422,1185
2026-04,3,quality assurance engineer,5,0.004219409282700422,1185
2026-04,3,software engineer ai/ml,5,0.004219409282700422,1185
2026-04,3,software engineer java,5,0.004219409282700422,1185
2026-04,3,software engineer frontend,4,0.0033755274261603376,1185
2026-04,3,software engineer test,4,0.0033755274261603376,1185
2026-04,3,software engineer level,4,0.0033755274261603376,1185
2026-04,3,software engineer hardware,4,0.0033755274261603376,1185
2026-04,3,software engineer ios,4,0.0033755274261603376,1185
2026-04,3,senior machine learning,4,0.0033755274261603376,1185
2026-04,3,field application engineer,4,0.0033755274261603376,1185
2026-04,3,usa senior software,4,0.0033755274261603376,1185
2026-04,3,engineer iii android,4,0.0033755274261603376,1185
2026-04,3,software engineer embedded,4,0.0033755274261603376,1185
2026-04,3,full-stack software engineer,4,0.0033755274261603376,1185
2026-04,3,systems engineer mid,4,0.0033755274261603376,1185
2026-04,3,security software engineer,4,0.0033755274261603376,1185
2026-04,3,software engineer machine,4,0.0033755274261603376,1185
