term,count_a,count_b,freq_a,freq_b,z_score,abs_z,category,favors
practice,278,2965,0.00013719059326542234,0.0017018575215214664,-40.17024648450918,40.17024648450918,,Control 2026 (scraped)
engineer,5856,1785,0.002889885302742134,0.0010245584067169705,38.4229748721949,38.4229748721949,,SWE 2026 (scraped)
electrical,663,2964,0.00032718476019775187,0.0017012835392207846,-38.40604249418247,38.40604249418247,,Control 2026 (scraped)
reporting,465,2717,0.00022947347434683953,0.001559509910952386,-38.21136217483871,38.21136217483871,,Control 2026 (scraped)
building,4953,1355,0.002444262620300852,0.0007777460174238067,37.405667335936435,37.405667335936435,,SWE 2026 (scraped)
using,4539,1145,0.0022399572044307626,0.0006572097342806338,37.12657039117727,37.12657039117727,,SWE 2026 (scraped)
education,1792,4344,0.0008843364860850247,0.002493379114161636,-36.97715285223751,36.97715285223751,,Control 2026 (scraped)
finance,387,2377,0.00019098114961769227,0.001364355928720582,-35.89214595378014,35.89214595378014,,Control 2026 (scraped)
platforms,3127,218,0.0015431474285646607,0.00012512814154862722,35.884324296869885,35.884324296869885,,SWE 2026 (scraped)
professional,2079,4589,0.0010259685014345793,0.002634004777828671,-35.72522217852638,35.72522217852638,,Control 2026 (scraped)
center,425,2384,0.00020973382063958453,0.0013683738048253543,-35.64211148865042,35.64211148865042,,Control 2026 (scraped)
science,3241,514,0.0015994054416303375,0.000295026902550433,35.63060286573816,35.63060286573816,,SWE 2026 (scraped)
hospital,128,2678,6.316689186321605e-05,0.0015371246012257965,-35.29549299352495,35.29549299352495,,Control 2026 (scraped)
production,3257,567,0.0016073013031132396,0.0003254479644865671,35.125906730315215,35.125906730315215,,SWE 2026 (scraped)
architecture,3584,121,0.0017686729721700493,6.945185838249492e-05,35.04360333868687,35.04360333868687,System Design,SWE 2026 (scraped)
department,377,2237,0.0001860462361908785,0.0012839984066251333,-34.71711582694436,34.71711582694436,,Control 2026 (scraped)
scale,3106,512,0.0015327841103683518,0.0002938789379490694,34.65405765031827,34.65405765031827,,SWE 2026 (scraped)
teams,6010,2181,0.002965882969515066,0.0012518553977869538,34.57397262058361,34.57397262058361,,SWE 2026 (scraped)
procedures,542,2408,0.0002674723077333054,0.0013821493800417171,-34.568583668654036,34.568583668654036,,Control 2026 (scraped)
appropriate,444,2279,0.00021911015615053066,0.0013081056632537678,-34.46417608309342,34.46417608309342,,Control 2026 (scraped)
