company_name_canonical,n_2024,req_share_t13_2024,req_share_simple_2024,req_chars_t13_2024,req_chars_simple_2024,j3_share_2024,desc_len_2024,n_2026,req_share_t13_2026,req_share_simple_2026,req_chars_t13_2026,req_chars_simple_2026,j3_share_2026,desc_len_2026,d_req_share_t13,d_req_share_simple,d_req_chars_t13,d_req_chars_simple,d_j3_share,d_desc_len
Axiom Space,5,0.582393530584109,0.582393530584109,3158.6,3158.6,0.0,5369.0,12,0.5091316746484873,0.5182163405953567,3159.1666666666665,3220.6666666666665,0.2,6253.0,-0.07326185593562173,-0.06417718998875233,0.566666666666606,62.066666666666606,0.2,884.0
"BAE Systems, Inc.",52,0.1483634879307761,0.012911903160726294,1072.9615384615386,96.0,0.10638297872340426,7156.0192307692305,140,0.18399105879424907,0.015052505056275908,1196.4142857142858,115.42142857142858,0.10666666666666667,6486.7,0.03562757086347296,0.0021406018955496143,123.45274725274726,19.421428571428578,0.0002836879432624173,-669.3192307692307
BCforward,13,0.19945093559594623,0.24753013918210234,424.7692307692308,561.8461538461538,0.0,2797.0,47,0.2883332963422598,0.1337566118154961,980.0851063829788,435.6170212765957,0.0,3509.659574468085,0.08888236074631356,-0.11377352736660623,555.315875613748,-126.22913256955809,0.0,712.6595744680849
BLUE ORIGIN,106,0.13330536879798915,0.31260015586604084,985.7830188679245,2281.0943396226417,0.16129032258064516,7305.3490566037735,91,0.10733194282345898,0.38892809744264717,943.1538461538462,3372.1098901098903,0.11363636363636363,8683.648351648351,-0.025973425974530173,0.07632794157660633,-42.62917271407832,1091.0155504872487,-0.047653958944281524,1378.2992950445778
Bank of America,5,0.2583854801987404,0.32732506187865906,1392.2,1759.0,0.0,5504.8,13,0.2469606392924728,0.2623578213402519,1380.076923076923,1503.6153846153845,0.0,5648.846153846154,-0.011424840906267608,-0.06496724053840719,-12.123076923076951,-255.38461538461547,0.0,144.04615384615408
Base-2 Solutions,7,0.43196065510656634,0.327736787555373,2029.7142857142858,1663.2857142857142,0.0,4565.571428571428,30,0.4498221057098591,0.22879298090000955,2352.9,1228.3,0.058823529411764705,5101.2,0.01786145060329275,-0.09894380665536345,323.1857142857143,-434.98571428571427,0.058823529411764705,535.6285714285714
Baxter International Inc.,5,0.20255835905995503,0.5092716970061372,1427.6,3447.2,0.2,6783.6,7,0.2592261134157586,0.5951348729066808,2254.8571428571427,4799.142857142857,0.2,8150.142857142857,0.05666775435580354,0.0858631759005436,827.2571428571428,1351.942857142857,0.0,1366.5428571428565
Belay Technologies,52,0.04921084561246184,0.005011762871717588,214.3653846153846,14.423076923076923,0.020833333333333332,4972.096153846154,12,0.02238339582922176,0.0,113.41666666666667,0.0,0.125,4715.333333333333,-0.02682744978324008,-0.005011762871717588,-100.94871794871794,-14.423076923076923,0.10416666666666667,-256.76282051282124
Belcan,21,0.25091022647591366,0.33633181861927436,883.2380952380952,1225.6190476190477,0.058823529411764705,3149.6666666666665,5,0.2558360019469708,0.17320381968174298,636.8,648.4,0.0,2514.2,0.004925775471057159,-0.16312799893753138,-246.43809523809523,-577.2190476190477,-0.058823529411764705,-635.4666666666667
BioSpace,25,0.20975481625373862,0.2388209418981976,1154.28,1246.4,0.24,5355.64,37,0.23841760376345475,0.3800523998502428,1541.837837837838,2524.3513513513512,0.28,6656.783783783784,0.028662787509716126,0.1412314579520452,387.55783783783795,1277.9513513513511,0.040000000000000036,1301.1437837837839
Blizzard Entertainment,10,0.26069714700296276,0.5479850164637193,1745.0,3640.2,0.0,6680.3,10,0.3363370819170372,0.2630591556870631,2710.5,2160.9,0.0,8204.3,0.07563993491407445,-0.2849258607766562,965.5,-1479.2999999999997,0.0,1523.999999999999
Boeing,9,0.24706056488159117,0.18704767091555216,1462.111111111111,1265.0,0.25,6504.555555555556,93,0.14307166365814183,0.11273879392511067,1023.258064516129,803.9032258064516,0.23728813559322035,7192.698924731183,-0.10398890122344934,-0.07430887699044149,-438.85304659498206,-461.0967741935484,-0.012711864406779655,688.1433691756274
Booz Allen Hamilton,10,0.0,0.0,0.0,0.0,0.0,6442.9,338,0.0005749555484303495,0.0008139738245839041,2.334319526627219,3.304733727810651,0.2430939226519337,5683.056213017751,0.0005749555484303495,0.0008139738245839041,2.334319526627219,3.304733727810651,0.2430939226519337,-759.8437869822483
Bose Corporation,8,0.47616737058428044,0.5790433016055498,2433.625,2933.375,0.0,5195.0,5,0.23354234636409293,0.3356703943816443,1472.0,2118.2,,6172.2,-0.2426250242201875,-0.24337290722390553,-961.625,-815.1750000000002,,977.1999999999998
Bowman Williams,51,0.007060437343661745,0.010536862207159957,20.58823529411765,30.725490196078432,0.06666666666666667,2740.4901960784314,5,0.22595149497075134,0.29706260608186247,370.2,511.0,0.0,1754.0,0.2188910576270896,0.28652574387470253,349.61176470588236,480.27450980392155,-0.06666666666666667,-986.4901960784314
Bristol Myers Squibb,8,0.4287906286727166,0.0,3993.5,0.0,0.14285714285714285,9406.625,9,0.1571478427995478,0.46068906358826656,1682.111111111111,4783.666666666667,0.42857142857142855,10628.0,-0.2716427858731688,0.46068906358826656,-2311.3888888888887,4783.666666666667,0.2857142857142857,1221.375
Broadcom,6,0.134457634705029,0.20567593628234002,536.8333333333334,988.0,0.3333333333333333,4700.166666666667,34,0.21276434588667206,0.17417078356426208,843.0,681.7352941176471,0.0,4072.764705882353,0.07830671118164306,-0.03150515271807794,306.16666666666663,-306.2647058823529,-0.3333333333333333,-627.4019607843138
Brooksource,29,0.3433795112424899,0.2449477083719007,1082.8620689655172,753.3793103448276,0.08333333333333333,3078.655172413793,49,0.26070102478488816,0.2917406434824675,983.0,1190.530612244898,0.1111111111111111,3999.1020408163267,-0.08267848645760173,0.046792935110566786,-99.86206896551721,437.1513019000705,0.027777777777777776,920.4468684025337
ByteDance,44,0.2159569941360547,0.5116011297292157,1145.659090909091,2702.340909090909,0.2608695652173913,5262.409090909091,124,0.09444078451315949,0.7206915884986056,671.4435483870968,5053.612903225807,0.5714285714285714,7069.1612903225805,-0.12151620962289522,0.20909045876938992,-474.21554252199417,2351.271994134898,0.3105590062111801,1806.7521994134895
CACI International Inc,52,0.3192639559061179,0.08872356245908944,1391.7115384615386,362.8269230769231,0.06818181818181818,4581.711538461538,92,0.3886897060440728,0.3894566580382482,2278.1739130434785,2276.3260869565215,0.25,5868.880434782609,0.06942575013795493,0.3007330955791587,886.4623745819399,1913.4991638795984,0.18181818181818182,1287.1688963210709
CAE,8,0.18592335536903948,0.0,1239.375,0.0,0.0,6704.75,6,0.1347623147718993,0.0,1005.3333333333334,0.0,0.0,7427.666666666667,-0.05116104059714019,0.0,-234.04166666666663,0.0,0.0,722.916666666667
CBTS,5,0.26214546947944684,0.2778341163840647,953.6,1031.4,0.0,3706.2,6,0.6663684927836369,0.6997243802434711,923.6666666666666,979.8333333333334,0.0,1446.8333333333333,0.40422302330419,0.42189026385940637,-29.933333333333394,-51.56666666666672,0.0,-2259.366666666667
CGI,23,0.2661751657052445,0.07065940562999225,2022.4782608695652,549.304347826087,0.0,7528.869565217391,88,0.23223835961546116,0.10405063537879845,1901.2613636363637,821.3522727272727,0.023255813953488372,8207.636363636364,-0.03393680608978336,0.033391229748806206,-121.21689723320151,272.04792490118575,0.023255813953488372,678.7667984189729
CVS Health,22,0.1072260197285363,0.1695953024595563,733.1818181818181,1251.5454545454545,0.09090909090909091,6872.090909090909,60,0.15311198009212604,0.25182987133379314,896.85,1533.1833333333334,0.043478260869565216,5919.233333333334,0.04588596036358973,0.08223456887423683,163.6681818181819,281.6378787878789,-0.047430830039525695,-952.8575757575754
Capgemini,23,0.5113764863389606,0.3990866037723762,2239.913043478261,1853.5652173913043,0.0,3890.608695652174,143,0.22120526105203145,0.15696376716123986,1440.1608391608393,1041.3776223776224,0.03773584905660377,6935.846153846154,-0.2901712252869292,-0.24212283661113634,-799.7522043174217,-812.1875950136819,0.03773584905660377,3045.2374581939803
Capgemini Engineering,17,0.20022139139977344,0.25360046333899483,1221.9411764705883,1518.1176470588234,0.14285714285714285,5622.529411764706,7,0.3572297505169547,0.0,2603.1428571428573,0.0,0.0,7460.0,0.15700835911718128,-0.25360046333899483,1381.201680672269,-1518.1176470588234,-0.14285714285714285,1837.4705882352937
Capital One,710,0.1261274121424948,0.2592073198922249,547.1774647887324,1489.9211267605633,0.021216407355021217,4854.832394366197,247,0.04659379750581444,0.3792410209872873,311.11336032388664,2515.7854251012145,0.053691275167785234,6551.1255060728745,-0.07953361463668035,0.1200337010950624,-236.0641044648458,1025.8642983406512,0.03247486781276401,1696.2931117066773
Captivation,41,0.39387415726929026,0.4464135641659672,755.1219512195122,852.9024390243902,0.0,1945.3902439024391,23,0.44738915182694966,0.4952070167782559,1013.304347826087,1148.3478260869565,0.0,2282.0434782608695,0.0535149945576594,0.04879345261228868,258.1823966065748,295.4453870625663,0.0,336.6532343584304
Carrier,9,0.050507563724774364,0.3657739123944493,208.88888888888889,1505.888888888889,0.0,4120.777777777777,9,0.03300134926498208,0.11658329685159435,191.0,675.2222222222222,0.5,5783.444444444444,-0.017506214459792287,-0.24919061554285493,-17.888888888888886,-830.6666666666667,0.5,1662.666666666667
Centraprise,17,0.03146094484745811,0.01427939596891388,50.470588235294116,26.58823529411765,0.0,1106.8235294117646,28,0.06533594616949905,0.029638411381149973,52.07142857142857,21.428571428571427,0.0,1178.75,0.03387500132204094,0.015359015412236093,1.6008403361344534,-5.1596638655462215,0.0,71.92647058823536
CesiumAstro,8,0.21266255654318092,0.0,935.625,0.0,0.125,4435.0,23,0.18205865375735847,0.0,1083.0869565217392,0.0,0.07142857142857142,5945.478260869565,-0.03060390278582245,0.0,147.46195652173924,0.0,-0.053571428571428575,1510.478260869565
Cisco,6,0.29070994016239765,0.656202748431475,997.0,2911.8333333333335,0.2,4388.333333333333,85,0.1614409133762012,0.7218598580479698,1231.4470588235295,5583.011764705882,0.23809523809523808,7793.611764705883,-0.12926902678619645,0.06565710961649485,234.44705882352946,2671.178431372549,0.03809523809523807,3405.2784313725497
Cloudflare,26,0.0781701425116453,0.06287388477765903,609.6923076923077,518.4230769230769,0.0,7826.076923076923,38,0.11047606878872337,0.111812801528905,949.1578947368421,871.7105263157895,0.17647058823529413,8395.894736842105,0.03230592627707808,0.04893891675124598,339.46558704453435,353.2874493927126,0.17647058823529413,569.8178137651821
Clover,10,0.06638911122621809,0.06222186649591804,474.0,388.7,0.0,6721.5,5,0.0,0.0,0.0,0.0,,6138.2,-0.06638911122621809,-0.06222186649591804,-474.0,-388.7,,-583.3000000000002
Cognizant,20,0.30187120078413265,0.22184371785876128,1610.35,1271.75,0.0,4623.75,61,0.10438865453925907,0.049505380191755766,387.24590163934425,167.39344262295083,0.0,3784.3606557377047,-0.1974825462448736,-0.17233833766700551,-1223.1040983606556,-1104.3565573770493,0.0,-839.3893442622953
Collabera,18,0.41848223652924815,0.4164343332467617,345.27777777777777,322.22222222222223,0.0,961.4444444444445,26,0.2911217740990665,0.23269559517298302,673.5,558.5384615384615,0.0,2319.8846153846152,-0.12736046243018168,-0.1837387380737787,328.22222222222223,236.31623931623932,0.0,1358.440170940171
Collins Aerospace,71,0.265752028741638,0.3288791861835022,1963.3239436619717,2227.7464788732395,0.0,7546.183098591549,55,0.17342231006279202,0.002328394845270448,1493.4,24.145454545454545,0.37037037037037035,8608.036363636364,-0.09232971867884598,-0.3265507913382318,-469.92394366197163,-2203.601024327785,0.37037037037037035,1061.8532650448142
Compunnel Inc.,48,0.17363715156218343,0.15479465610175153,404.8125,348.4791666666667,0.05714285714285714,1800.3125,43,0.2208949484521615,0.11971810245472207,414.3255813953488,189.88372093023256,0.0,1822.8837209302326,0.04725779688997808,-0.035076553647029454,9.51308139534882,-158.59544573643413,-0.05714285714285714,22.571220930232585
"Conch Technologies, Inc",68,0.34184782062717317,0.21901589095426632,454.0147058823529,320.75,0.0,1280.4411764705883,16,0.09345425535430629,0.14033007388226884,179.6875,249.625,0.0,1583.25,-0.24839356527286688,-0.07868581707199748,-274.3272058823529,-71.125,0.0,302.8088235294117
Confidential,10,0.35680977144272114,0.28413842296842146,947.7,843.8,0.0,2404.1,8,0.2756914354702441,0.2896833395359222,756.75,619.25,0.0,2505.875,-0.08111833597247703,0.005544916567500724,-190.95000000000005,-224.54999999999995,0.0,101.77500000000009
Cox Automotive Inc.,7,0.24984151029477683,0.36456027261444823,1728.2857142857142,2230.4285714285716,0.2857142857142857,6320.0,12,0.21159648055405803,0.1754557628709784,1063.5833333333333,907.1666666666666,0.75,5021.416666666667,-0.038245029740718806,-0.18910450974346985,-664.702380952381,-1323.261904761905,0.4642857142857143,-1298.583333333333
Crusoe,8,0.03903725527466261,0.04060539821326744,205.375,213.625,0.0,4695.75,26,0.17733769551795545,0.0,1058.8846153846155,0.0,0.16666666666666666,5934.461538461538,0.13830044024329283,-0.04060539821326744,853.5096153846155,-213.625,0.16666666666666666,1238.711538461538
Curtiss-Wright Corporation,10,0.07253452596052054,0.46375231794134714,343.8,2008.8,0.0,4213.4,9,0.0490255899270316,0.42240175291399507,248.88888888888889,2307.6666666666665,0.3333333333333333,5320.111111111111,-0.023508936033488942,-0.04135056502735207,-94.91111111111113,298.86666666666656,0.3333333333333333,1106.7111111111117
CyberCoders,97,0.09913420924423229,0.130388585197298,319.02061855670104,410.62886597938143,0.02702702702702703,3132.4845360824743,136,0.26540071601167703,0.34570321909324975,1147.7426470588234,1531.0882352941176,0.015625,4428.764705882353,0.16626650676744475,0.21531463389595173,828.7220285021224,1120.4593693147363,-0.011402027027027029,1296.2801697998789
Cypress HCM,9,0.35846236986900404,0.17972719998883185,667.6666666666666,335.6666666666667,0.0,1969.4444444444443,17,0.32444626805643045,0.2810367788940602,736.8823529411765,598.5294117647059,0.125,2438.470588235294,-0.034016101812573585,0.10130957890522835,69.21568627450984,262.86274509803917,0.125,469.0261437908498
DRW,7,0.13650355253533983,0.0,421.42857142857144,0.0,0.2,3264.0,18,0.3076445205419915,0.3383699306549104,1268.0555555555557,1398.1666666666667,0.5555555555555556,4242.333333333333,0.17114096800665166,0.3383699306549104,846.6269841269842,1398.1666666666667,0.35555555555555557,978.333333333333
Damco Solutions,12,0.316273622006329,0.14292099705336678,600.4166666666666,117.91666666666667,0.0,1502.3333333333333,5,0.21406820383189648,0.15068964057406548,1113.0,463.0,0.0,4534.6,-0.10220541817443254,0.007768643520698698,512.5833333333334,345.0833333333333,0.0,3032.2666666666673
DataAnnotation,8,0.20887773331477053,0.20887773331477053,304.75,304.75,,1448.375,71,0.26137173698985555,0.29336451219497434,616.7183098591549,710.5211267605633,,2475.7323943661972,0.05249400367508503,0.08448677888020381,311.96830985915494,405.77112676056333,,1027.3573943661972
Databricks,14,0.0,0.0,0.0,0.0,0.16666666666666666,5205.5,60,0.008458125321630813,0.014932756470341708,49.983333333333334,86.0,0.029411764705882353,5679.9,0.008458125321630813,0.014932756470341708,49.983333333333334,86.0,-0.1372549019607843,474.39999999999964
Datadog,7,0.15465982152129104,0.7419914276056868,719.1428571428571,3366.285714285714,0.0,4564.714285714285,14,0.1757020147523311,0.7055604613071788,1077.5714285714287,4283.928571428572,0.0,6097.857142857143,0.021042193231040063,-0.03643096629850806,358.42857142857156,917.6428571428573,0.0,1533.1428571428578
Deloitte,22,0.3772052161399113,0.1513784735542161,1585.7727272727273,558.0909090909091,0.0,3980.090909090909,62,0.37650449586630036,0.39421618195595165,2135.548387096774,2320.516129032258,0.2222222222222222,5709.193548387097,-0.0007007202736109552,0.24283770840173555,549.7756598240469,1762.425219941349,0.2222222222222222,1729.1026392961876
Dexian,12,0.19805872730172736,0.23435467701826304,623.4166666666666,866.0,0.1111111111111111,2809.6666666666665,41,0.22189777198690394,0.23314762241137388,633.439024390244,600.0243902439024,0.0,2662.9268292682927,0.023839044685176586,-0.001207054606889163,10.02235772357733,-265.9756097560976,-0.1111111111111111,-146.73983739837377
DivIHN Integration Inc,7,0.18205175597665077,0.14749079717770633,778.8571428571429,793.1428571428571,0.0,4264.857142857143,11,0.2416193969645975,0.25502490156493707,999.5454545454545,1237.8181818181818,0.4,4573.454545454545,0.05956764098794673,0.10753410438723074,220.68831168831161,444.67532467532465,0.4,308.5974025974019
"Donato Technologies, Inc.",24,0.21503562973609672,0.18487963073301258,517.5,373.2083333333333,0.0,1767.5416666666667,5,0.4226672485704478,0.18657674625313633,1128.4,292.8,0.0,2649.8,0.20763161883435108,0.0016971155201237487,610.9000000000001,-80.4083333333333,0.0,882.2583333333334
Draper,17,0.2345343062258458,0.30598307181756146,1042.0,1374.1176470588234,0.06666666666666667,4385.882352941177,22,0.06118107257482964,0.021920551908312005,392.8636363636364,161.1818181818182,0.125,6043.181818181818,-0.17335323365101618,-0.28406251990924947,-649.1363636363636,-1212.9358288770052,0.058333333333333334,1657.2994652406414
ECS,7,0.28402129143673627,0.512622576413112,988.2857142857143,1765.0,0.14285714285714285,3473.0,28,0.19810031853397023,0.5042732007762487,841.1428571428571,1937.4642857142858,0.4,3971.6785714285716,-0.08592097290276604,-0.008349375636863332,-147.14285714285722,172.46428571428578,0.2571428571428572,498.67857142857156
ELEVI Associates,5,0.34164585503588274,0.15561877667140825,883.0,328.2,0.0,3097.2,12,0.029613333710388778,0.0,116.0,0.0,0.0,4539.333333333333,-0.31203252132549397,-0.15561877667140825,-767.0,-328.2,0.0,1442.1333333333332
