column,scope,kaggle_arshkon_nonnull,kaggle_arshkon_n,kaggle_arshkon_rate,kaggle_asaniczka_nonnull,kaggle_asaniczka_n,kaggle_asaniczka_rate,scraped_nonnull,scraped_n,scraped_rate,kaggle_arshkon_distinct,kaggle_asaniczka_distinct,scraped_distinct
company_size,linkedin_all,108693,110360,0.9848948894527002,0,847526,0.0,0,253626,0.0,5090,0,0
company_size_raw,linkedin_all,108693,110360,0.9848948894527002,0,847526,0.0,0,253626,0.0,5090,0,0
company_size_category,linkedin_all,104351,110360,0.9455509242479159,0,847526,0.0,0,253626,0.0,7,0,0
search_query,linkedin_all,0,110360,0.0,847526,847526,1.0,253621,253626,0.9999802859328303,0,1872,28
query_tier,linkedin_all,0,110360,0.0,0,847526,0.0,253621,253626,0.9999802859328303,0,0,3
search_metro_id,linkedin_all,0,110360,0.0,0,847526,0.0,236764,253626,0.9335162798766687,0,0,26
search_metro_name,linkedin_all,0,110360,0.0,812168,847526,0.9582809258948988,236764,253626,0.9335162798766687,0,849,26
search_metro_region,linkedin_all,0,110360,0.0,0,847526,0.0,236764,253626,0.9335162798766687,0,0,5
search_location,linkedin_all,0,110360,0.0,0,847526,0.0,236764,253626,0.9335162798766687,0,0,26
work_type,linkedin_all,110360,110360,1.0,0,847526,0.0,253626,253626,1.0,7,0,7
is_remote,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,1,2,2
job_url,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,110360,847526,253626
skills_raw,linkedin_all,2097,110360,0.01900144980065241,845537,847526,0.9976531693422974,0,253626,0.0,1956,842121,0
asaniczka_skills,linkedin_all,0,110360,0.0,845537,847526,0.9976531693422974,0,253626,0.0,0,842121,0
company_id_kaggle,linkedin_all,108694,110360,0.9849039507067778,0,847526,0.0,0,253626,0.0,24419,0,0
posting_age_days,linkedin_all,0,110360,0.0,0,847526,0.0,3477,253626,0.013709162309857822,0,0,2
is_aggregator,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
real_employer,linkedin_all,317,110360,0.0028724175425878943,16263,847526,0.01918879184827368,8796,253626,0.03468098696505879,224,1081,2055
company_name_effective,linkedin_all,108692,110360,0.9848858281986227,847520,847526,0.9999929205711683,253626,253626,1.0,24545,68551,34580
company_name_canonical,linkedin_all,108692,110360,0.9848858281986227,847520,847526,0.9999929205711683,253626,253626,1.0,24428,67833,34117
company_name_canonical_method,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,4,4,4
is_multi_location,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
is_swe,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
is_swe_adjacent,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
swe_confidence,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,10554,45520,37282
swe_classification_tier,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,5,5,5
is_control,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
seniority_final,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,5,5,5
seniority_final_source,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,4,4,4
seniority_3level,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,4,4,4
yoe_extracted,linkedin_all,49530,110360,0.4488039144617615,393364,847526,0.46413207382428384,148127,253626,0.5840371255312942,20,20,20
yoe_min_extracted,linkedin_all,49530,110360,0.4488039144617615,393364,847526,0.46413207382428384,148127,253626,0.5840371255312942,20,20,20
yoe_max_extracted,linkedin_all,49530,110360,0.4488039144617615,393364,847526,0.46413207382428384,148127,253626,0.5840371255312942,20,20,20
yoe_match_count,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,21,29,25
yoe_resolution_rule,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,11,12,12
yoe_all_mentions_json,linkedin_all,62821,110360,0.5692370424066691,467396,847526,0.5514827863687958,174951,253626,0.6897991530836743,54164,298562,131683
yoe_seniority_contradiction,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
city_extracted,linkedin_all,99333,110360,0.9000815512866981,832552,847526,0.9823321054457327,243461,253626,0.9599213014438582,6106,12039,3425
state_normalized,linkedin_all,94563,110360,0.8568593693367162,794843,847526,0.9378390751434175,226067,253626,0.8913400045736636,51,51,34
country_extracted,linkedin_all,102963,110360,0.9329739035882566,800407,847526,0.9444040654799971,227065,253626,0.8952749323807496,29,63,4
is_remote_inferred,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,1,1,1
metro_area,linkedin_all,62651,110360,0.5676966292134832,500380,847526,0.5904007664661615,200737,253626,0.7914685402916105,88,86,26
metro_source,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,4,4,3
metro_confidence,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,3,3,2
period,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,1,1,2
scrape_week,linkedin_all,0,110360,0.0,0,847526,0.0,253626,253626,1.0,0,0,5
date_flag,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,1,1,1
is_english,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,1,1,1
description_hash,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,107363,792345,246435
ghost_job_risk,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,3,3,3
description_quality_flag,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
preprocessing_version,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,1,1,1
dedup_method,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,1,1,1
analysis_group,linkedin_all,15701,110360,0.1422707502718376,132890,847526,0.1567975495737004,94263,253626,0.3716614227247995,3,3,3
selection_date_bin,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,12,6,26
analysis_in_scope,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
eligible_for_extraction,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
llm_text_skip_reason,linkedin_all,116,110360,0.001051105472997463,130,847526,0.0001533876246864403,21,253626,8.279908211303258e-05,1,1,1
description_core_llm,linkedin_all,15580,110360,0.14117433852845235,46765,847526,0.0551782482189337,32787,253626,0.1292730240590476,14898,45700,32504
extraction_input_hash,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,110360,847526,253626
selected_for_llm_frame,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
selected_for_control_cohort,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
llm_extraction_sample_tier,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,3,3
llm_extraction_reason,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,3,3,3
llm_extraction_coverage,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,4,4,4
llm_extraction_resolution,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,5,5,5
needs_llm_classification,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,2,2
classification_input_hash,linkedin_all,106078,110360,0.9611997100398695,814964,847526,0.9615799397304625,222704,253626,0.8780803229952765,105820,814612,222609
llm_classification_sample_tier,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,2,3,3
llm_classification_reason,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,3,3,3
swe_classification_llm,linkedin_all,11511,110360,0.10430409568684305,18121,847526,0.021381054976484497,21853,253626,0.08616230197219528,3,3,3
ghost_assessment_llm,linkedin_all,11511,110360,0.10430409568684305,18121,847526,0.021381054976484497,21853,253626,0.08616230197219528,3,3,3
yoe_min_years_llm,linkedin_all,6926,110360,0.06275824574121058,12631,847526,0.014903377595495596,15899,253626,0.06268679078643356,19,20,20
llm_model_classification,linkedin_all,11511,110360,0.10430409568684305,18121,847526,0.021381054976484497,21853,253626,0.08616230197219528,1,1,1
llm_prompt_version_classification,linkedin_all,11511,110360,0.10430409568684305,18121,847526,0.021381054976484497,21853,253626,0.08616230197219528,1,1,1
llm_classification_coverage,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,4,4,4
llm_classification_resolution,linkedin_all,110360,110360,1.0,847526,847526,1.0,253626,253626,1.0,5,5,5
