profile,pattern,period,uid,seniority_final,snippet
people_mgmt,people_management,2024,asaniczka_dac698277dbfc8a2,mid-senior,"zure, another cloud service 4+ years experience open source frameworks 1+ years people management experience 2+ years experience Agile practices value diversity inclusion workpl"
people_mgmt,people_management,2024,asaniczka_190b10a556a18337,director,s Degree least 9 years experience software development least 7 years experience people management least 5 years experience AWS least 3 years experience Site Reliability Engineer
people_mgmt,people_management,2024,asaniczka_35d8e620554f631d,mid-senior,"zure, another cloud service 4+ years experience open source frameworks 1+ years people management experience 2+ years experience Agile practices"
people_mgmt,people_management,2024,arshkon_3902364158,mid-senior,"nce software engineering, network engineering, systems administration. 7+ years people management experience. 5+ years experience starting coordinating complex projects across m"
people_mgmt,people_management,2024,asaniczka_77c448fd050ca7d5,mid-senior,"zure, another cloud service 4+ years experience open source frameworks 1+ years people management experience 2+ years experience Agile practices"
people_mgmt,people_management,2024,asaniczka_3094fcfd9ffc34ce,mid-senior,"zure, another cloud service 4+ years experience open source frameworks 1+ years people management experience 2+ years experience Agile practices"
people_mgmt,people_management,2024,asaniczka_042fc54b703e403b,mid-senior,"l stack systems create solutions help meet regulatory needs company Grow skills people management opportunity lead manage small Agile team Share passion staying top tech trends,"
people_mgmt,people_management,2024,asaniczka_f13c4db414d7f480,mid-senior,"lar, Node, TypeScript, Java 4+ years experience open source frameworks 1+ years people management experience 2+ years experience Agile practices"
people_mgmt,people_management,2024,asaniczka_84457bb94eb7994b,mid-senior,"zure, another cloud service 4+ years experience open source frameworks 1+ years people management experience 2+ years experience Agile practices"
people_mgmt,people_management,2024,asaniczka_6ad64542ef86ef54,mid-senior,"r experience cloud computing (AWS, Microsoft Azure, Google Cloud) least 4 years people management experience Preferred Qualifications: | Master’s Degree 9+ years experience leas"
people_mgmt,people_management,2024,asaniczka_847b2372c5ff7d14,mid-senior,"r experience cloud computing (AWS, Microsoft Azure, Google Cloud) least 4 years people management experience Preferred Qualifications: | Master’s Degree 9+ years experience leas"
people_mgmt,people_management,2024,asaniczka_aadc35d8980fd489,mid-senior,"r experience cloud computing (AWS, Microsoft Azure, Google Cloud) least 4 years people management experience Preferred Qualifications: | Master's Degree 9+ years experience leas"
people_mgmt,people_management,2024,asaniczka_4042b51863a82f20,mid-senior,"zure, another cloud service 4+ years experience open source frameworks 1+ years people management experience 2+ years experience Agile practices"
people_mgmt,people_management,2024,asaniczka_30df3899c85cf34c,mid-senior,"r experience cloud computing (AWS, Microsoft Azure, Google Cloud) least 2 years people management experience Preferred Qualifications: | Master's Degree 7+ years experience leas"
people_mgmt,people_management,2024,asaniczka_c412910c4480b804,mid-senior,"zure, another cloud service 4+ years experience open source frameworks 1+ years people management experience 2+ years experience Agile practices time, sponsor new applicant empl"
people_mgmt,people_management,2024,asaniczka_c0f1e82608c6419f,mid-senior,"zure, another cloud service 4+ years experience open source frameworks 1+ years people management experience 2+ years experience Agile practices Please note any position posted "
people_mgmt,people_management,2024,asaniczka_a84f385c2824d962,mid-senior,"zure, another cloud service 4+ years experience open source frameworks 1+ years people management experience 2+ years experience Agile practices Salary Information:"
people_mgmt,direct_reports,2024,asaniczka_0acd7a361406ee6e,mid-senior,"ystems, etc.) equivalent experience. Management Responsibilities | position any direct reports. Working hours Monday Friday, 8:00 a.m. Occasional after-hours coverage may nec"
people_mgmt,direct_reports,2024,asaniczka_a467b2cc181eefed,mid-senior,"s, including managing mentoring less-experienced engineers. May include leading direct reports. Lead definition, analysis allocation software requirements, along developing m"
people_mgmt,direct_reports,2024,asaniczka_5453864ccf21b1ea,mid-senior,"t cause analysis outcomes deliver sustainable excellence. Mentor, coach support direct reports excel team deliverables. Ensure data engineering design deliverables adhere reg"
people_mgmt,direct_reports,2024,asaniczka_1a6193282b5a3082,mid-senior,"ocumentation architecture, design, verification plans technical leadership role direct reports Education & Experience | Bachelor’s Degree computer science related field 15+ y"
people_mgmt,direct_reports,2024,asaniczka_ab7545a7a75d748a,mid-senior,tives across multiple disciplines. Duties Required Supervisory Responsibilities Direct Reports | position supervisory responsibilities direct reports Indirect Reports | direc
people_mgmt,direct_reports,2024,asaniczka_ed62334e08ff15c0,mid-senior,"code review testing using state art quality control testing processes. position direct reports supervise work any employees. Master’s degree Computer Science, Information Tec"
people_mgmt,direct_reports,2024,arshkon_3904361394,mid-senior,", position provides direction project plans, schedules, methodologies. position direct reports. Responsibilities: Coordinating internal projects includes technical developmen"
people_mgmt,direct_reports,2024,asaniczka_7bc62b9b5cba5f6e,mid-senior,"ata ecosystem analytics, data lakes, warehouses, MDM platforms, tools. position direct report reports supervisory organization. expected grow build data analytics practice. "
people_mgmt,direct_reports,2024,asaniczka_39e5cd3f6f0f944f,mid-senior,"borate cross-functionally lead influence. Whether guiding team project managing direct reports, research development team responsible influencing others achieve results. moti"
people_mgmt,direct_reports,2024,asaniczka_5d262f49a2d48f61,mid-senior,"ata-related technical issues. Develop timelines, delegate tasks, set priorities direct reports. Requirements: | Bachelor’s degree data science related field; equivalent exper"
people_mgmt,direct_reports,2024,asaniczka_0633ffb638265d5d,mid-senior,"acturing plants encouraged travel necessary, ensure proper completion projects. Direct Reports | direct reports involved position though collaboration, training mentoring les"
people_mgmt,direct_reports,2024,asaniczka_29755eb9bb0a1355,mid-senior," solution discussions, provide technical leadership, mentor engineers. role may direct reports. Responsibilities | technical oversight projects covering broad subject matter "
people_mgmt,direct_reports,2024,asaniczka_ffaf20644839728e,mid-senior,"s. position serves material manufacturing automated processes advisory capacity direct reports. Serves coach production maintenance employees, plant management. Primary respo"
people_mgmt,direct_reports,2024,asaniczka_be89666c60802c1e,mid-senior,teractions optimizations using ORM-driven SQL native ad-hoc queries. Ensure any direct reports understand apply Customer Commitment customer service standards daily responsib
people_mgmt,direct_reports,2024,asaniczka_558db06a5f82c583,mid-senior,"ous education, reading, workshops, and/or groups. Train new software engineers. Direct Reports | position supervisory responsibilities direct reports Indirect Reports | May d"
people_mgmt,direct_reports,2024,asaniczka_a955fa3bfe549d98,mid-senior,trong development background ability coach mentor junior associates. | position direct reports.
people_mgmt,direct_reports,2024,asaniczka_77d84d3d4404b519,mid-senior, skills within collaborative teamwork environment accomplish necessary results. direct reports position. role responsible engineering development execution multi-year project
people_mgmt,direct_reports,2024,asaniczka_376bd7419ba2b6ac,mid-senior,echnologies. Establish Firmware / Software best practice within team. Supervise direct reports overseeing daily engineering workflow staffing needs. Contribute develop mainta
people_mgmt,direct_reports,2024,asaniczka_9ace524596e1ac60,mid-senior,"am. individual report directly CEO, functioning hands-on manager overseeing two direct reports - Help Desk Admin System Admin well taking ownership entire department includin"
people_mgmt,direct_reports,2024,asaniczka_8af76546cf86cd04,mid-senior," solution discussions, provide technical leadership, mentor engineers. role may direct reports. Responsibilities | technical oversight projects covering broad subject matter "
people_mgmt,direct_reports,2024,asaniczka_ef5dd9d7b0708eaa,mid-senior,"AI. candidate start independent contributor alongside developers, potential add direct reports team scales. Core Responsibilities | Contributing Python code Django applicatio"
people_mgmt,direct_reports,2024,asaniczka_c3e835aa2dfa832b,mid-senior,"ssential Functions | position reports into Senior Manager Business Applications direct reports role requires 20% travel internationally domestically, including overnight stay"
people_mgmt,direct_reports,2024,asaniczka_3928a43c1434f38c,mid-senior," described within process. Responsibilities | Managing day day responsibilities direct reports, including design team, engineer Manager Validation Engineering. Responsible en"
people_mgmt,direct_reports,2024,asaniczka_84177bfd3942e80f,mid-senior,"ware Engineer Requirements: | skilled Embedded Linux, C++/C ability lead manage direct reports software engineering team looking add lead member manage 2 direct reports. spec"
people_mgmt,direct_reports,2024,asaniczka_4b1a508877e855d6,mid-senior,"gies. Managerial responsibilities include hiring, managing, coaching developing direct reports. Manage govern associated vendors service providers. Establish digital workplac"
people_mgmt,performance_review,2024,asaniczka_8bdc0d528a7f03d1,mid-senior,rinciples Leads development multiple projects one time Conducts security system performance reviews ensures best practices followed Reviews overall security systems determine stat
people_mgmt,performance_review,2024,arshkon_3903871463,mid-senior,", resource allocation, delivery timelines.Mentor develop team members coaching, performance reviews, identifying opportunities growth training.Collaborate product managers, design"
people_mgmt,performance_review,2024,asaniczka_f3957bf0ccff0471,mid-senior,"eam, successful completion projects schedule within budget. responsible hiring, performance reviews, fostering personnel development members software engineering group. mentor mem"
people_mgmt,performance_review,2024,asaniczka_131c024aeadceff6,mid-senior,"infrastructure meet strategic objectives, 3) supervise technical staff, conduct performance reviews, mentor engineering team members, 4) develop applications Swift, Objective-C, J"
people_mgmt,performance_review,2024,asaniczka_566e3e611a987628,mid-senior,"engineers leadership, coaching, mentorship. Conduct regular one-on-one meetings performance reviews Ensure adherence development processes adjust promote code quality efficiency P"
people_mgmt,performance_review,2024,asaniczka_8eecc4d749392393,mid-senior,"g techniques Implement associate development tools, including objective setting performance review process Facilitates personal development, positive employee relations work envi"
people_mgmt,performance_review,2024,asaniczka_8d2c4da1b344f61a,mid-senior,ass Non-D.O.T. Drug Test position. Employees MSD must meets expectations recent performance review.
people_mgmt,performance_review,2024,asaniczka_b80e783a20e7c8c3,mid-senior,"ngs, maintaining Jira board, supervising small team, timesheet review approval, performance reviews, etc. ideal candidate least 4+ years relevant hands-on work experience web serv"
people_mgmt,performance_review,2024,asaniczka_3ab67d05ed51c8cc,mid-senior,"load forecasting, hire/develop new engineering talent. Prepare, manage, conduct performance reviews. Manage department budget support compensation planning. Manage, mentor guide t"
people_mgmt,performance_review,2024,asaniczka_d4558a1653ea3fce,mid-senior," Asses financial impact projects. May supervise developers | Participate annual performance reviews, provide feedback, conduct quarterly goal reviews needed. Conduct project lesso"
people_mgmt,performance_review,2024,asaniczka_c65643547a1497a5,mid-senior,"ablish agreed upon requirements. Provides input people processes (e.g., Quality Performance Review [QPR], Career Development, Training, Staffing, etc.) provide detailed performan"
people_mgmt,performance_review,2024,asaniczka_207f8a6584fcf241,mid-senior,"iews Work customers gather product requirements understand problems Participate performance reviews Experience/Technologies: Bachelor's degree Computer Science, Information Techno"
people_mgmt,performance_review,2024,asaniczka_a47c1454eff05ef9,mid-senior,"eam, successful completion projects schedule within budget. responsible hiring, performance reviews, fostering personnel development members software engineering group. mentor mem"
people_mgmt,performance_review,2024,asaniczka_0f7a867ce648174b,mid-senior,"lan; · Provide communication company policies, notices, conducting oral written performance reviews equitable assignment work team members; · Fulfills commitment ensure safe healt"
people_mgmt,performance_review,2024,asaniczka_a2d5de9aebe55aea,mid-senior,"rs stakeholders ensure solutions created meet needs customers. role responsible performance reviews, salary reviews career-growth recommendations direct reports Management executi"
people_mgmt,performance_review,2024,arshkon_3905337487,mid-senior,"ding Python scientific stackTop-level college, GPA scores, regular high-scoring performance reviews Experience Distributed systemsProfessional experience top tech financial techno"
people_mgmt,performance_review,2024,asaniczka_e3c684b0801f2527,mid-senior,"st employees making improvements performance coaching, mentoring, administering performance reviews. Recommend, plan and/or implement employee training skill development activitie"
people_mgmt,performance_review,2024,asaniczka_3c296276f213cc95,mid-senior,"tion provide technical guidance engineering team. Conduct regular system audits performance reviews, implement corrective actions necessary. Stay abreast latest developments syste"
people_mgmt,performance_review,2024,asaniczka_9ad5c406f5b7819d,mid-senior,"iticism; Isn’t defensive; receptive talking shortcomings; Participates balanced performance reviews career decisions. Physical demands: | sit, stand walk short distances 10 hours "
people_mgmt,performance_review,2024,asaniczka_595d1e9b1c98270e,mid-senior,"establishing tracking goals objectives, team assignment, training, facilitating performance review process Provide facilitate clear concise communication team, peers, managers in"
people_mgmt,performance_review,2024,asaniczka_41784c36825fc862,mid-senior,pdate professional development plan grow individual. Complete administer annual performance reviews. Serve sponsors Communities Practice coach functional areas definition standard
people_mgmt,performance_review,2024,asaniczka_d15f14398c860620,mid-senior,"esion software teams. Manage training development software teams. annual formal performance reviews personnel, importantly maintain continual performance evaluations. Responsible "
people_mgmt,performance_review,2024,asaniczka_6bc772d7c2d4ac54,mid-senior, workshops. Considers consequences/options patents legislation. Conducts formal performance reviews people group least year sets achievable objectives following year. Conducts reg
people_mgmt,performance_review,2024,asaniczka_9c5aebb24841c552,mid-senior,"opment departmental budget. Assist manager developing employee goals delivering performance reviews. Demonstrated, expert-level knowledge statistical analysis techniques Fault Tre"
people_mgmt,performance_review,2024,asaniczka_32f4883bf03a7a74,mid-senior,"ing skill gaps, making, executing plans address Manages team performance annual performance reviews, well sharing observations suggestions greater effectiveness individual team ba"
people_mgmt,headcount,2024,asaniczka_566e3e611a987628,mid-senior," innovation, continuous improvement, growth Collaborate functional stakeholders headcount planning hiring Basic Qualifications | 10+ years experience software developmen"
people_mgmt,headcount,2024,asaniczka_29540e777e30ddaf,mid-senior,"Upon Award Contract: New Position: Yes Labor Category: Technologist Funded: Yes Headcount/how many looking hire: 2 qualified individual disability disabled veteran, righ"
people_mgmt,headcount,2024,asaniczka_e706cb9be0472c64,mid-senior, top-performing hedge funds world. firm experienced tremendous growth expanding headcount within New York office year. Joining team brilliant minds within hedge fund spa
people_mgmt,headcount,2024,asaniczka_2d8a2d4f5e3d0073,mid-senior,"ts. incredibly streamlined efficient operation managing assets rivals, fraction headcount. Role: work tandem technology teams, traders stakeholders revolutionise risk pl"
people_mgmt,lead_team_of,2024,asaniczka_53e2fa8d57f7207d,mid-senior,"requirements write complex functional system design meet business requirements. Lead team of, provide direction to, less experienced developers projects, work various techn"
people_mgmt,lead_team_of,2024,asaniczka_0dfbf7c0a4530d27,mid-senior,"requirements write complex functional system design meet business requirements. Lead team of, provide direction to, less experienced developers projects, work various techn"
people_mgmt,hire_engineers,2024,asaniczka_733141826480f18f,mid-senior,"ate building scalable web applications. excited bring full stack engineer, open hiring engineers strong focus front-end, data architecture, and/or DevOps. role , opportunity in"
people_mgmt,hire_engineers,2024,asaniczka_ec8cbc81393f8f14,mid-senior,"unity learning career growth massive. looking place cutting edge, come join us. hire engineers passionate work want part company feels way. Design develop new features mobile"
people_mgmt,hire_engineers,2024,asaniczka_daa1edc57d92042b,mid-senior,"ch number languages technologies, (primarily Java, JavaScript, C#, AWS Azure ), hire developers talented problem solvers, regardless development language. expertise comes numb"
people_mgmt,hire_engineers,2024,asaniczka_aac4123976fee98d,mid-senior,growing fast we're hiring engineer that's interested writing code also wants lead team technical strategy. We're l
people_mgmt,team_building,2024,asaniczka_8bbf3885698ed19d,mid-senior,"ong-term implications interdependencies Excellent interpersonal, collaborative, team building, communication skills ensure effective collaborations within matrix teams. Demo"
people_mgmt,team_building,2024,asaniczka_0a4fea2bc2249ae1,director,"using code quality, automation testability. Collaborate global cross functional team building customer-centric products Contribute vision, understand product roadmap contrib"
people_mgmt,team_building,2024,asaniczka_c118395b8a3a7e0e,mid-senior,"end development, TypeScript, Node.js, Cloud technologies, rare opportunity join team building future trillions dollars investment capital allocated, integrated visualized. b"
people_mgmt,team_building,2024,asaniczka_01aee1881389fac3,mid-senior,"end development, TypeScript, Node.js, Cloud technologies, rare opportunity join team building future trillions dollars investment capital allocated, integrated visualized. b"
people_mgmt,team_building,2024,asaniczka_f2a5b49041fa3590,mid-senior,"We’re driven R&D team building best database world data warehousing: innovate areas software stack, operating "
people_mgmt,team_building,2024,asaniczka_3afe4412fc9e3df2,mid-senior,"end development, TypeScript, Node.js, Cloud technologies, rare opportunity join team building future trillions dollars investment capital allocated, integrated visualized. b"
people_mgmt,team_building,2024,asaniczka_f389f21fd6161e1f,mid-senior,"end development, TypeScript, Node.js, Cloud technologies, rare opportunity join team building future trillions dollars investment capital allocated, integrated visualized. b"
people_mgmt,team_building,2024,asaniczka_02e9453d2bd836e2,mid-senior,Position Summary... do... Team: Philanthropy Philanthropic engineering team building Next Generation products. Senior Software Engineer (Front-End) needed join team
people_mgmt,team_building,2024,asaniczka_27f9250366668c05,mid-senior,"end development, TypeScript, Node.js, Cloud technologies, rare opportunity join team building future trillions dollars investment capital allocated, integrated visualized. b"
people_mgmt,team_building,2024,asaniczka_cfeb84e9a1b2fa72,mid-senior,ent effective loading techniques move data into target data systems. Leadership Team Building: | Act technical leader subject matter expert Python ELT processes. Lead future
people_mgmt,team_building,2024,asaniczka_98661faf1fafa710,mid-senior,"end development, TypeScript, Node.js, Cloud technologies, rare opportunity join team building future trillions dollars investment capital allocated, integrated visualized. b"
people_mgmt,team_building,2024,arshkon_3884805078,mid-senior,"ava Spring Boot, well technologies RabbitMQ Redis. great opportunity work small team building enterprise level applications true ownership code. permanent role follow hybrid"
people_mgmt,team_building,2024,asaniczka_049f9cb80765ca62,mid-senior,"abase. Knowledge Agile, TFS & DNA platform. seeking .Net Developer join dynamic team building web services REST APIs DNA platform. ideal team member would strive continuousl"
people_mgmt,team_building,2024,asaniczka_3b17524d07ba6b05,mid-senior,"end development, TypeScript, Node.js, Cloud technologies, rare opportunity join team building future trillions dollars investment capital allocated, integrated visualized. b"
people_mgmt,team_building,2024,asaniczka_a54b6a506ee558eb,mid-senior,"end development, TypeScript, Node.js, Cloud technologies, rare opportunity join team building future trillions dollars investment capital allocated, integrated visualized. b"
people_mgmt,team_building,2024,arshkon_3904385472,mid-senior,"Cash Commerce team building ways customers take money further. part Cash Commerce team, Afterpay transformi"
people_mgmt,team_building,2024,arshkon_3885832533,mid-senior,"ts, holding green card, considered. part Cloud Services Big Data Team. Big Data team building next-generation platform collects, stores provides real-time access large amoun"
people_mgmt,team_building,2024,asaniczka_6094ae81eaaf6b11,mid-senior,", ensure platform works intended. Senior Software Engineer strong communication team building skills embrace modern development processes techniques improve product quality "
people_mgmt,team_building,2024,asaniczka_d7cae0b193e29de0,mid-senior,"end development, TypeScript, Node.js, Cloud technologies, rare opportunity join team building future trillions dollars investment capital allocated, integrated visualized. b"
people_mgmt,team_building,2024,asaniczka_7c8d187e7e30c63a,mid-senior,"looking passionate, skilled, experienced DevOps engineers join ’ dynamic team building geospatial cloud database future, cloud platform, control plane. DevOps Cloud I"
people_mgmt,team_building,2024,asaniczka_52b11212e841f029,mid-senior,"ining business operations improving overall user experience. join small, expert team building server-side front-end software systems run marketplace.The ideal candidate pass"
people_mgmt,team_building,2024,asaniczka_1239b95fc8e04ac4,mid-senior,u’ll opportunity forefront driving major transformation within . FS Data Govern team building centralized platform executing controls ensuring data handling processes adheri
people_mgmt,team_building,2024,asaniczka_8a6973393413f623,mid-senior," Spinnaker Argo would advantage Proven experience leading agile delivery teams, team building, team management providing leadership guiding team meet expectations Experience"
people_mgmt,team_building,2024,asaniczka_32c90c354e2a3833,mid-senior, Systems Engineering languages (SysML/UML) concepts Excellent technical writing team building skills Understanding Software development principles U.S. Citizenship required 
people_mgmt,team_building,2024,arshkon_3895546825,mid-senior,"ng CI pipelines, local staging environments, helpful CLI tools. also assist SRE team building monitoring observability pipelinesBuilding infrastructure services used product"
people_mgmt,people_manager,2026,linkedin_li-4367513192,mid-senior,"s perception, analytics, operational insights. dual role serve technical leader people manager, guiding team cloud engineers contributing hands-on architecture, design, imple"
people_mgmt,people_manager,2026,linkedin_li-4387985631,mid-senior,"hands-on coding, systems thinking, prototyping. act technical multiplier rather people manager. hybrid position reports CEO expected work downtown San Francisco office 2 3 da"
people_mgmt,people_manager,2026,linkedin_li-4383826509,mid-senior,"** technical lead team six engineers building operating robotics data platform. people manager — lead architecture decisions, code review, design mentorship, setting bar engi"
people_mgmt,people_manager,2026,linkedin_li-4390661259,mid-senior,"deployment velocity, system reliability, developer experience. * leader trusted people manager hands-on technical authority. also provide reasonable accommodation qualified i"
people_mgmt,people_manager,2026,linkedin_li-4366637854,director,", design reviews, code reviews * Raises bar engineering quality without needing people manager **Nice Have** * Experience B2B SaaS products scale (multi-tenant, enterprise, g"
people_mgmt,people_manager,2026,linkedin_li-4384284624,mid-senior,"ta engineering, high-stakes product leadership. TLM, deep technical contributor people manager, guiding high-performing team ML Backend engineers solve ""technical moat"" high-"
people_mgmt,people_manager,2026,linkedin_li-4397060795,mid-senior,", you’ll support HID’s success by:** * Managing team: Assuming responsibilities people manager, especially setting goals, evaluating performance, planning training skills dev"
people_mgmt,people_manager,2026,linkedin_li-4386170746,mid-senior,"* **Implementation-focused** , support-only * **Hands-on senior contributor** , people manager * Strong emphasis **ownership, design responsibility, delivery impact** * Best "
people_mgmt,people_manager,2026,linkedin_li-4380812170,mid-senior,loyees within outside function organization. * Utilizes people skills available people manager tools critically impact growth individual within company career. * individual m
people_mgmt,people_manager,2026,linkedin_li-4298131124,mid-senior,"y operations next-generation AI applications. role report Director Engineering. people manager role, serve technical leader team, mentoring junior engineers, raising bar engi"
people_mgmt,people_manager,2026,linkedin_li-4392951675,mid-senior," + Willingness take initiative accountability + Prior experience technical lead people manager **Bonus points** * Familiarity technologies use including GraphQL, gRPC, Postgr"
people_mgmt,people_manager,2026,linkedin_li-4388732382,mid-senior,"uality. * Provides technical guidance junior engineers without acting architect people manager. * Clear written communication, strong ownership, bias toward shipping well‑tes"
people_mgmt,people_manager,2026,linkedin_li-4383648762,mid-senior,ated field required minimum 8 years related experience least 2 years experience people manager required.
people_mgmt,people_manager,2026,linkedin_li-4389094178,mid-senior,"entication products **Qualifications** * Current ""hands development"" experience People Manager Software Engineers and/or Security Engineering professionals. * Current Experie"
people_mgmt,people_manager,2026,linkedin_li-4379041745,mid-senior,ary Senior SRE Manager lead grow newly built Site Reliability Engineering team. people manager tech lead; strategic leader responsible architecting reliability roadmap. build
people_mgmt,people_manager,2026,linkedin_li-4362017206,mid-senior,"ts technical authority, day-to-day responsibilities include essential functions people manager. definitive technical team leader critical domain X platform. responsible deliv"
people_mgmt,people_manager,2026,linkedin_li-4386164949,mid-senior,"* **Implementation-focused** , support-only * **Hands-on senior contributor** , people manager * Strong emphasis **ownership, design responsibility, delivery impact** * Best "
people_mgmt,people_manager,2026,linkedin_li-4389780134,director,"development, including minimum 10 years design experience. * Minimum 10\+ years people manager experience. * MSEE, MSME, MS Biomedical Engineering highly preferred. **Special"
people_mgmt,people_management,2026,linkedin_li-4391158676,mid-senior,"ewing critical designs, guiding teams complex technical decisions. role include people management; impact comes technical leadership, sound judgment, ability turn ambiguity into"
people_mgmt,people_management,2026,linkedin_li-4312227391,mid-senior,ogies **What you’ll bring role** * 6\+ years experience technical leadership \& people management * Extensive experience using Agile DevOps methodologies build product infrastru
people_mgmt,people_management,2026,linkedin_li-4391718561,mid-senior,"eworks like LangChain, CrewAI, AutoGPT) automate complex workflows. * 1\+ years people management experience * 2\+ years experience Agile practices ***At time, sponsor new appli"
people_mgmt,people_management,2026,linkedin_li-4393077334,mid-senior, cost performance. * Scope \& Expectations * 100% hands-on engineering role (no people management) * Deliver production-quality code deployments * Work within existing architect
people_mgmt,people_management,2026,linkedin_li-4388705992,mid-senior,"another cloud service * 4\+ years experience open source frameworks * 1\+ years people management experience * 2\+ years experience Agile practices ***At time, sponsor new appli"
people_mgmt,people_management,2026,linkedin_li-4395209909,mid-senior,"ng tech track. , advance recognized technical expert without transitioning into people management. value deep technical expertise much leadership established clear career paths "
people_mgmt,people_management,2026,linkedin_li-4363602123,mid-senior,"or role** strong emphasis technical depth, system design, product impact rather people management. *Note: role part ML infrastructure engineering team involve applying machine l"
people_mgmt,people_management,2026,linkedin_li-4390496225,mid-senior,"another cloud service * 4\+ years experience open source frameworks * 1\+ years people management experience * 2\+ years experience Agile practices **At time, Capital One sponso"
people_mgmt,people_management,2026,linkedin_li-4392075691,mid-senior,"another cloud service * 4\+ years experience open source frameworks * 1\+ years people management experience * 2\+ years experience Agile practices ***At time, sponsor new appli"
people_mgmt,people_management,2026,linkedin_li-4380324424,mid-senior,"another cloud service * 4\+ years experience open source frameworks * 1\+ years people management experience * 2\+ years experience Agile practices ***At time, sponsor new appli"
people_mgmt,people_management,2026,linkedin_li-4389448936,mid-senior,"on SQL daily, pipelines end‑to‑end, operate strong individual contributor. role people management, delivery management, high‑level architecture — we’re looking someone enjoys bu"
people_mgmt,people_management,2026,linkedin_li-4375082574,mid-senior,"ructure making changes improvements **Supervisory Responsibilities** Supervisor/people management (\~15% time). Supervise team approximately 4-6 employees (e.g., bi-weekly 1:1 m"
people_mgmt,people_management,2026,linkedin_li-4397459491,mid-senior,"on, owns architecture decisions, leads complex development efforts. traditional people management role. Instead, it’s ideal someone leads technical expertise, strong decision-ma"
people_mgmt,people_management,2026,linkedin_li-4389966465,mid-senior,"another cloud service * 4\+ years experience open source frameworks * 1\+ years people management experience * 2\+ years experience Agile practices ***At time, sponsor new appli"
people_mgmt,people_management,2026,linkedin_li-4384168575,mid-senior,"another cloud service * 4\+ years experience open source frameworks * 1\+ years people management experience * 2\+ years experience Agile practices ***At time, sponsor new appli"
people_mgmt,people_management,2026,linkedin_li-4387534509,mid-senior,"on SQL daily, pipelines end-to-end, operate strong individual contributor. role people management, delivery management, high-level architecture - we're looking someone enjoys bu"
people_mgmt,people_management,2026,linkedin_li-4392088447,mid-senior,"another cloud service * 4\+ years experience open source frameworks * 1\+ years people management experience * 2\+ years experience Agile practices ***At time, sponsor new appli"
people_mgmt,people_management,2026,linkedin_li-4394239121,mid-senior,another cloud service * 4\+ years experience open source frameworks * 1\+ years people management experience * 2\+ years experience Agile practices
people_mgmt,people_management,2026,linkedin_li-4388741402,mid-senior,"another cloud service * 4\+ years experience open source frameworks * 1\+ years people management experience * 2\+ years experience Agile practices ***At time, sponsor new appli"
people_mgmt,people_management,2026,linkedin_li-4385890236,mid-senior,"experience cloud computing (AWS, Microsoft Azure, Google Cloud) * least 4 years people management experience **Preferred Qualifications:** * Master’s Degree * 9\+ years experien"
people_mgmt,people_management,2026,linkedin_li-4397310856,mid-senior,"on code, shipping features, solving technical problems end-to-end. role include people management responsibilities. work across mobile, web, backend, data systems, partnering cl"
people_mgmt,people_management,2026,linkedin_li-4379988233,mid-senior,road architectural influence across multiple engineering teams — without direct people management responsibilities. directly shape security foundation next-generation software-d
