company_name_canonical,n,source,share
Global Guardian,10,kaggle_asaniczka,0.00045365875788232093
Kellton,10,kaggle_asaniczka,0.00045365875788232093
"Kelly Science, Engineering, Technology & Telecom",10,kaggle_asaniczka,0.00045365875788232093
Kiewit,10,kaggle_asaniczka,0.00045365875788232093
KG Invicta Services (KGiS),10,kaggle_asaniczka,0.00045365875788232093
Curtiss-Wright Corporation,10,kaggle_asaniczka,0.00045365875788232093
Truveta,10,kaggle_asaniczka,0.00045365875788232093
Clover,10,kaggle_asaniczka,0.00045365875788232093
Northwest Bank,10,kaggle_asaniczka,0.00045365875788232093
LTI - Larsen & Toubro Infotech,10,kaggle_asaniczka,0.00045365875788232093
Atlassian,10,kaggle_asaniczka,0.00045365875788232093
QuantumBricks,10,kaggle_asaniczka,0.00045365875788232093
GA-CCRi,10,kaggle_asaniczka,0.00045365875788232093
RICEFW Technologies Inc,10,kaggle_asaniczka,0.00045365875788232093
TekSynap,10,kaggle_asaniczka,0.00045365875788232093
Damco Solutions,10,kaggle_asaniczka,0.00045365875788232093
Rocket Lab,10,kaggle_asaniczka,0.00045365875788232093
RoviSys,9,kaggle_asaniczka,0.00040829288209408884
Amentum,9,kaggle_asaniczka,0.00040829288209408884
Cardinal Health,9,kaggle_asaniczka,0.00040829288209408884
CLA (CliftonLarsonAllen),9,kaggle_asaniczka,0.00040829288209408884
Carrier,9,kaggle_asaniczka,0.00040829288209408884
"Logic20/20, Inc.",9,kaggle_asaniczka,0.00040829288209408884
Lumicity,9,kaggle_asaniczka,0.00040829288209408884
Genpact,9,kaggle_asaniczka,0.00040829288209408884
GRAIL,9,kaggle_asaniczka,0.00040829288209408884
"RIT Solutions, Inc.",9,kaggle_asaniczka,0.00040829288209408884
Accenture,9,kaggle_asaniczka,0.00040829288209408884
"QTC Management, Inc.",9,kaggle_asaniczka,0.00040829288209408884
Fusion Technology LLC,9,kaggle_asaniczka,0.00040829288209408884
Dollar General,9,kaggle_asaniczka,0.00040829288209408884
Revature,9,kaggle_asaniczka,0.00040829288209408884
Fiserv,9,kaggle_asaniczka,0.00040829288209408884
AbbVie,9,kaggle_asaniczka,0.00040829288209408884
Warner Bros. Discovery,9,kaggle_asaniczka,0.00040829288209408884
H-E-B,9,kaggle_asaniczka,0.00040829288209408884
VIR Consultant LLC,9,kaggle_asaniczka,0.00040829288209408884
ConsultAdd Inc,9,kaggle_asaniczka,0.00040829288209408884
INSPYR Solutions,9,kaggle_asaniczka,0.00040829288209408884
Trispoke Managed Services Pvt. Ltd.,9,kaggle_asaniczka,0.00040829288209408884
"Software Guidance & Assistance, Inc. (SGA, Inc.)",9,kaggle_asaniczka,0.00040829288209408884
Orion Innovation,9,kaggle_asaniczka,0.00040829288209408884
Hexaware Technologies,9,kaggle_asaniczka,0.00040829288209408884
Guidehouse,9,kaggle_asaniczka,0.00040829288209408884
"Ursus, Inc.",9,kaggle_asaniczka,0.00040829288209408884
Trane Technologies,9,kaggle_asaniczka,0.00040829288209408884
JBC,9,kaggle_asaniczka,0.00040829288209408884
By Light Professional IT Services,9,kaggle_asaniczka,0.00040829288209408884
OSO Ventures Inc,9,kaggle_asaniczka,0.00040829288209408884
CesiumAstro,9,kaggle_asaniczka,0.00040829288209408884
NICE,9,kaggle_asaniczka,0.00040829288209408884
CENTSTONE SERVICES LLC,9,kaggle_asaniczka,0.00040829288209408884
Stellar Professionals,9,kaggle_asaniczka,0.00040829288209408884
Terran Orbital Corporation,9,kaggle_asaniczka,0.00040829288209408884
GE Aerospace,9,kaggle_asaniczka,0.00040829288209408884
Cymertek Corporation,9,kaggle_asaniczka,0.00040829288209408884
Verdant Infotech Solutions,9,kaggle_asaniczka,0.00040829288209408884
HTC Global Services,9,kaggle_asaniczka,0.00040829288209408884
FinTech LLC,8,kaggle_asaniczka,0.00036292700630585675
Experient Group,8,kaggle_asaniczka,0.00036292700630585675
"3 Key Consulting, Inc.",8,kaggle_asaniczka,0.00036292700630585675
FTI - Frontier Technology Inc,8,kaggle_asaniczka,0.00036292700630585675
Sanmina,8,kaggle_asaniczka,0.00036292700630585675
Piper Companies,8,kaggle_asaniczka,0.00036292700630585675
Protingent,8,kaggle_asaniczka,0.00036292700630585675
Adroit Software Inc.,8,kaggle_asaniczka,0.00036292700630585675
GlobalPoint Inc,8,kaggle_asaniczka,0.00036292700630585675
Pinecone,8,kaggle_asaniczka,0.00036292700630585675
Radiance Technologies,8,kaggle_asaniczka,0.00036292700630585675
Cypress HCM,8,kaggle_asaniczka,0.00036292700630585675
TMS,8,kaggle_asaniczka,0.00036292700630585675
Amtec Inc.,8,kaggle_asaniczka,0.00036292700630585675
Milwaukee Tool,8,kaggle_asaniczka,0.00036292700630585675
Mastech Digital,8,kaggle_asaniczka,0.00036292700630585675
SEACORP,8,kaggle_asaniczka,0.00036292700630585675
Synapse,8,kaggle_asaniczka,0.00036292700630585675
"Synectic Solutions, Inc.",8,kaggle_asaniczka,0.00036292700630585675
TEKsystems,8,kaggle_asaniczka,0.00036292700630585675
Avid Technology Professionals,8,kaggle_asaniczka,0.00036292700630585675
eStaffing Inc.,8,kaggle_asaniczka,0.00036292700630585675
MRINetwork,8,kaggle_asaniczka,0.00036292700630585675
Teledyne Technologies Incorporated,8,kaggle_asaniczka,0.00036292700630585675
ExaTech Inc,8,kaggle_asaniczka,0.00036292700630585675
Eversource Energy,8,kaggle_asaniczka,0.00036292700630585675
Addepar,8,kaggle_asaniczka,0.00036292700630585675
Global Placement Firm,8,kaggle_asaniczka,0.00036292700630585675
Rockwell Automation,8,kaggle_asaniczka,0.00036292700630585675
SRC,8,kaggle_asaniczka,0.00036292700630585675
Phaxis,8,kaggle_asaniczka,0.00036292700630585675
Pi Square Technologies,8,kaggle_asaniczka,0.00036292700630585675
OneTrust,8,kaggle_asaniczka,0.00036292700630585675
Orange Quarter,8,kaggle_asaniczka,0.00036292700630585675
Oak Ridge National Laboratory,8,kaggle_asaniczka,0.00036292700630585675
Cohere Technology Group,8,kaggle_asaniczka,0.00036292700630585675
Rapid Consulting Services,8,kaggle_asaniczka,0.00036292700630585675
Aurora,8,kaggle_asaniczka,0.00036292700630585675
Barrington James,8,kaggle_asaniczka,0.00036292700630585675
Crusoe,8,kaggle_asaniczka,0.00036292700630585675
GEICO,8,kaggle_asaniczka,0.00036292700630585675
QinetiQ US,8,kaggle_asaniczka,0.00036292700630585675
Qualis Corporation,8,kaggle_asaniczka,0.00036292700630585675
"SciTec, Inc.",8,kaggle_asaniczka,0.00036292700630585675
Varian,8,kaggle_asaniczka,0.00036292700630585675
HII,8,kaggle_asaniczka,0.00036292700630585675
PepsiCo,8,kaggle_asaniczka,0.00036292700630585675
CAE,8,kaggle_asaniczka,0.00036292700630585675
The Hartford,8,kaggle_asaniczka,0.00036292700630585675
"IDR, Inc.",8,kaggle_asaniczka,0.00036292700630585675
Spectrum,8,kaggle_asaniczka,0.00036292700630585675
Stack AV,8,kaggle_asaniczka,0.00036292700630585675
"Intelliforce-IT Solutions Group, LLC.",8,kaggle_asaniczka,0.00036292700630585675
JANUS Research Group,8,kaggle_asaniczka,0.00036292700630585675
City of New York,8,kaggle_asaniczka,0.00036292700630585675
NextGen Federal Systems,8,kaggle_asaniczka,0.00036292700630585675
"Newport News Shipbuilding, A Division of HII",8,kaggle_asaniczka,0.00036292700630585675
Ledgent Technology,8,kaggle_asaniczka,0.00036292700630585675
CERES Group,8,kaggle_asaniczka,0.00036292700630585675
"Changing Technologies, Inc.",8,kaggle_asaniczka,0.00036292700630585675
Generac Power Systems,8,kaggle_asaniczka,0.00036292700630585675
Anyscale,7,kaggle_asaniczka,0.00031756113051762465
"Modern Technology Solutions, Inc. (MTSI)",7,kaggle_asaniczka,0.00031756113051762465
Lennar,7,kaggle_asaniczka,0.00031756113051762465
"Anveta, Inc",7,kaggle_asaniczka,0.00031756113051762465
Surge Technology Solutions Inc,7,kaggle_asaniczka,0.00031756113051762465
MACOM,7,kaggle_asaniczka,0.00031756113051762465
Lotus Technology Group Inc,7,kaggle_asaniczka,0.00031756113051762465
Axient,7,kaggle_asaniczka,0.00031756113051762465
Ampstek,7,kaggle_asaniczka,0.00031756113051762465
Diversity Resource Staffing Inc.,7,kaggle_asaniczka,0.00031756113051762465
DivIHN Integration Inc,7,kaggle_asaniczka,0.00031756113051762465
Amtex Systems Inc.,7,kaggle_asaniczka,0.00031756113051762465
bp,7,kaggle_asaniczka,0.00031756113051762465
#twiceasnice Recruiting,7,kaggle_asaniczka,0.00031756113051762465
Russell Tobin,7,kaggle_asaniczka,0.00031756113051762465
"Leo Tech, LLC",7,kaggle_asaniczka,0.00031756113051762465
The AI Institute,7,kaggle_asaniczka,0.00031756113051762465
"Kaygen, Inc.",7,kaggle_asaniczka,0.00031756113051762465
"Chiron Technology Services, Inc.",7,kaggle_asaniczka,0.00031756113051762465
Allegion,7,kaggle_asaniczka,0.00031756113051762465
Lawrence Livermore National Laboratory,7,kaggle_asaniczka,0.00031756113051762465
Apexon,7,kaggle_asaniczka,0.00031756113051762465
Tencent,7,kaggle_asaniczka,0.00031756113051762465
"The Computer Merchant, LTD (TCM)",7,kaggle_asaniczka,0.00031756113051762465
Two Six Technologies,7,kaggle_asaniczka,0.00031756113051762465
"True North Consulting, LLC(Kansas City)",7,kaggle_asaniczka,0.00031756113051762465
"IndraSoft, Inc. An ECS Company",7,kaggle_asaniczka,0.00031756113051762465
Huntington National Bank,7,kaggle_asaniczka,0.00031756113051762465
The Hill,7,kaggle_asaniczka,0.00031756113051762465
State of Nevada Division of Human Resource Management,7,kaggle_asaniczka,0.00031756113051762465
Node.Digital LLC,7,kaggle_asaniczka,0.00031756113051762465
Pacific Life,7,kaggle_asaniczka,0.00031756113051762465
Bose Corporation,7,kaggle_asaniczka,0.00031756113051762465
PSRTEK,7,kaggle_asaniczka,0.00031756113051762465
Outcomes®,7,kaggle_asaniczka,0.00031756113051762465
Park Place Technologies,7,kaggle_asaniczka,0.00031756113051762465
"PeopleSERVE, Inc.",7,kaggle_asaniczka,0.00031756113051762465
US Tech Solutions,7,kaggle_asaniczka,0.00031756113051762465
Afton Consulting Group,7,kaggle_asaniczka,0.00031756113051762465
Software Resources,7,kaggle_asaniczka,0.00031756113051762465
Goodwin Recruiting,7,kaggle_asaniczka,0.00031756113051762465
Prime Video & Amazon Studios,7,kaggle_asaniczka,0.00031756113051762465
Gap,7,kaggle_asaniczka,0.00031756113051762465
W3Global,7,kaggle_asaniczka,0.00031756113051762465
GM Financial,7,kaggle_asaniczka,0.00031756113051762465
Crystal Equation Corporation,7,kaggle_asaniczka,0.00031756113051762465
ProSearch,7,kaggle_asaniczka,0.00031756113051762465
DRW,7,kaggle_asaniczka,0.00031756113051762465
DLM Professional,7,kaggle_asaniczka,0.00031756113051762465
Base-2 Solutions,7,kaggle_asaniczka,0.00031756113051762465
Barry-Wehmiller Design Group,7,kaggle_asaniczka,0.00031756113051762465
Five Cubes,7,kaggle_asaniczka,0.00031756113051762465
"RecruitTalent, LLC.",7,kaggle_asaniczka,0.00031756113051762465
STERIS,7,kaggle_asaniczka,0.00031756113051762465
Freeform,7,kaggle_asaniczka,0.00031756113051762465
Datadog,7,kaggle_asaniczka,0.00031756113051762465
AMERICAN SYSTEMS,7,kaggle_asaniczka,0.00031756113051762465
York Space Systems LLC,7,kaggle_asaniczka,0.00031756113051762465
Exelon,7,kaggle_asaniczka,0.00031756113051762465
ANSER,7,kaggle_asaniczka,0.00031756113051762465
SIPE Education,7,kaggle_asaniczka,0.00031756113051762465
Republic National Distributing Company,7,kaggle_asaniczka,0.00031756113051762465
Retail Options,7,kaggle_asaniczka,0.00031756113051762465
A2Zxperts,6,kaggle_asaniczka,0.00027219525472939256
RouteOne,6,kaggle_asaniczka,0.00027219525472939256
84.51˚,6,kaggle_asaniczka,0.00027219525472939256
Eliassen Group,6,kaggle_asaniczka,0.00027219525472939256
"ACES, Incorporated",6,kaggle_asaniczka,0.00027219525472939256
"Rite-Solutions, Inc.",6,kaggle_asaniczka,0.00027219525472939256
