column,source,platform,total,non_null,non_null_pct
company_size_category,scraped,linkedin,145583,0,0.0
search_query,kaggle_arshkon,linkedin,118100,0,0.0
search_query,kaggle_asaniczka,linkedin,1058779,1058779,100.0
search_query,scraped,indeed,73328,73323,99.99
search_query,scraped,linkedin,145583,145578,100.0
query_tier,kaggle_arshkon,linkedin,118100,0,0.0
query_tier,kaggle_asaniczka,linkedin,1058779,0,0.0
query_tier,scraped,indeed,73328,73323,99.99
query_tier,scraped,linkedin,145583,145578,100.0
search_metro_id,kaggle_arshkon,linkedin,118100,0,0.0
search_metro_id,kaggle_asaniczka,linkedin,1058779,0,0.0
search_metro_id,scraped,indeed,73328,73323,99.99
search_metro_id,scraped,linkedin,145583,145578,100.0
search_metro_name,kaggle_arshkon,linkedin,118100,0,0.0
search_metro_name,kaggle_asaniczka,linkedin,1058779,1058779,100.0
search_metro_name,scraped,indeed,73328,73323,99.99
search_metro_name,scraped,linkedin,145583,145578,100.0
search_metro_region,kaggle_arshkon,linkedin,118100,0,0.0
search_metro_region,kaggle_asaniczka,linkedin,1058779,0,0.0
search_metro_region,scraped,indeed,73328,73323,99.99
search_metro_region,scraped,linkedin,145583,145578,100.0
search_location,kaggle_arshkon,linkedin,118100,0,0.0
search_location,kaggle_asaniczka,linkedin,1058779,0,0.0
search_location,scraped,indeed,73328,73323,99.99
search_location,scraped,linkedin,145583,145578,100.0
work_type,kaggle_arshkon,linkedin,118100,118100,100.0
work_type,kaggle_asaniczka,linkedin,1058779,0,0.0
work_type,scraped,indeed,73328,59390,80.99
work_type,scraped,linkedin,145583,145580,100.0
is_remote,kaggle_arshkon,linkedin,118100,118100,100.0
is_remote,kaggle_asaniczka,linkedin,1058779,1058779,100.0
is_remote,scraped,indeed,73328,73328,100.0
is_remote,scraped,linkedin,145583,145583,100.0
job_url,kaggle_arshkon,linkedin,118100,118100,100.0
job_url,kaggle_asaniczka,linkedin,1058779,1058779,100.0
job_url,scraped,indeed,73328,73328,100.0
job_url,scraped,linkedin,145583,145583,100.0
skills_raw,kaggle_arshkon,linkedin,118100,2167,1.83
skills_raw,kaggle_asaniczka,linkedin,1058779,1013269,95.7
skills_raw,scraped,indeed,73328,0,0.0
skills_raw,scraped,linkedin,145583,0,0.0
asaniczka_skills,kaggle_arshkon,linkedin,118100,0,0.0
asaniczka_skills,kaggle_asaniczka,linkedin,1058779,1013269,95.7
asaniczka_skills,scraped,indeed,73328,0,0.0
asaniczka_skills,scraped,linkedin,145583,0,0.0
company_id_kaggle,kaggle_arshkon,linkedin,118100,116390,98.55
company_id_kaggle,kaggle_asaniczka,linkedin,1058779,0,0.0
company_id_kaggle,scraped,indeed,73328,0,0.0
company_id_kaggle,scraped,linkedin,145583,0,0.0
posting_age_days,kaggle_arshkon,linkedin,118100,0,0.0
posting_age_days,kaggle_asaniczka,linkedin,1058779,0,0.0
posting_age_days,scraped,indeed,73328,73328,100.0
posting_age_days,scraped,linkedin,145583,1972,1.35
is_aggregator,kaggle_arshkon,linkedin,118100,118100,100.0
is_aggregator,kaggle_asaniczka,linkedin,1058779,1058779,100.0
is_aggregator,scraped,indeed,73328,73328,100.0
is_aggregator,scraped,linkedin,145583,145583,100.0
real_employer,kaggle_arshkon,linkedin,118100,322,0.27
real_employer,kaggle_asaniczka,linkedin,1058779,21362,2.02
real_employer,scraped,indeed,73328,0,0.0
real_employer,scraped,linkedin,145583,5957,4.09
company_name_effective,kaggle_arshkon,linkedin,118100,116388,98.55
company_name_effective,kaggle_asaniczka,linkedin,1058779,1058773,100.0
company_name_effective,scraped,indeed,73328,69707,95.06
company_name_effective,scraped,linkedin,145583,145583,100.0
description_core,kaggle_arshkon,linkedin,118100,118100,100.0
description_core,kaggle_asaniczka,linkedin,1058779,1058779,100.0
description_core,scraped,indeed,73328,73328,100.0
description_core,scraped,linkedin,145583,145583,100.0
core_length,kaggle_arshkon,linkedin,118100,118100,100.0
core_length,kaggle_asaniczka,linkedin,1058779,1058779,100.0
core_length,scraped,indeed,73328,73328,100.0
core_length,scraped,linkedin,145583,145583,100.0
boilerplate_flag,kaggle_arshkon,linkedin,118100,118100,100.0
boilerplate_flag,kaggle_asaniczka,linkedin,1058779,1058779,100.0
boilerplate_flag,scraped,indeed,73328,73328,100.0
boilerplate_flag,scraped,linkedin,145583,145583,100.0
company_name_canonical,kaggle_arshkon,linkedin,118100,116388,98.55
company_name_canonical,kaggle_asaniczka,linkedin,1058779,1058773,100.0
company_name_canonical,scraped,indeed,73328,69707,95.06
company_name_canonical,scraped,linkedin,145583,145583,100.0
company_name_canonical_method,kaggle_arshkon,linkedin,118100,118100,100.0
company_name_canonical_method,kaggle_asaniczka,linkedin,1058779,1058779,100.0
company_name_canonical_method,scraped,indeed,73328,73328,100.0
company_name_canonical_method,scraped,linkedin,145583,145583,100.0
is_multi_location,kaggle_arshkon,linkedin,118100,118100,100.0
is_multi_location,kaggle_asaniczka,linkedin,1058779,1058779,100.0
is_multi_location,scraped,indeed,73328,73328,100.0
is_multi_location,scraped,linkedin,145583,145583,100.0
is_swe,kaggle_arshkon,linkedin,118100,118100,100.0
is_swe,kaggle_asaniczka,linkedin,1058779,1058779,100.0
is_swe,scraped,indeed,73328,73328,100.0
is_swe,scraped,linkedin,145583,145583,100.0
is_swe_adjacent,kaggle_arshkon,linkedin,118100,118100,100.0
is_swe_adjacent,kaggle_asaniczka,linkedin,1058779,1058779,100.0
is_swe_adjacent,scraped,indeed,73328,73328,100.0
is_swe_adjacent,scraped,linkedin,145583,145583,100.0
swe_confidence,kaggle_arshkon,linkedin,118100,118100,100.0
swe_confidence,kaggle_asaniczka,linkedin,1058779,1058779,100.0
swe_confidence,scraped,indeed,73328,73328,100.0
swe_confidence,scraped,linkedin,145583,145583,100.0
swe_classification_tier,kaggle_arshkon,linkedin,118100,118100,100.0
swe_classification_tier,kaggle_asaniczka,linkedin,1058779,1058779,100.0
swe_classification_tier,scraped,indeed,73328,73328,100.0
swe_classification_tier,scraped,linkedin,145583,145583,100.0
is_control,kaggle_arshkon,linkedin,118100,118100,100.0
is_control,kaggle_asaniczka,linkedin,1058779,1058779,100.0
is_control,scraped,indeed,73328,73328,100.0
is_control,scraped,linkedin,145583,145583,100.0
seniority_imputed,kaggle_arshkon,linkedin,118100,118100,100.0
seniority_imputed,kaggle_asaniczka,linkedin,1058779,1058779,100.0
seniority_imputed,scraped,indeed,73328,73328,100.0
seniority_imputed,scraped,linkedin,145583,145583,100.0
seniority_source,kaggle_arshkon,linkedin,118100,118100,100.0
seniority_source,kaggle_asaniczka,linkedin,1058779,1058779,100.0
seniority_source,scraped,indeed,73328,73328,100.0
seniority_source,scraped,linkedin,145583,145583,100.0
seniority_confidence,kaggle_arshkon,linkedin,118100,118100,100.0
seniority_confidence,kaggle_asaniczka,linkedin,1058779,1058779,100.0
seniority_confidence,scraped,indeed,73328,73328,100.0
seniority_confidence,scraped,linkedin,145583,145583,100.0
seniority_final,kaggle_arshkon,linkedin,118100,118100,100.0
seniority_final,kaggle_asaniczka,linkedin,1058779,1058779,100.0
seniority_final,scraped,indeed,73328,73328,100.0
seniority_final,scraped,linkedin,145583,145583,100.0
seniority_final_source,kaggle_arshkon,linkedin,118100,118100,100.0
seniority_final_source,kaggle_asaniczka,linkedin,1058779,1058779,100.0
seniority_final_source,scraped,indeed,73328,73328,100.0
seniority_final_source,scraped,linkedin,145583,145583,100.0
seniority_final_confidence,kaggle_arshkon,linkedin,118100,118100,100.0
seniority_final_confidence,kaggle_asaniczka,linkedin,1058779,1058779,100.0
seniority_final_confidence,scraped,indeed,73328,73328,100.0
seniority_final_confidence,scraped,linkedin,145583,145583,100.0
yoe_extracted,kaggle_arshkon,linkedin,118100,52117,44.13
yoe_extracted,kaggle_asaniczka,linkedin,1058779,456626,43.13
yoe_extracted,scraped,indeed,73328,39668,54.1
yoe_extracted,scraped,linkedin,145583,85798,58.93
yoe_min_extracted,kaggle_arshkon,linkedin,118100,52117,44.13
yoe_min_extracted,kaggle_asaniczka,linkedin,1058779,456626,43.13
yoe_min_extracted,scraped,indeed,73328,39668,54.1
yoe_min_extracted,scraped,linkedin,145583,85798,58.93
yoe_max_extracted,kaggle_arshkon,linkedin,118100,52117,44.13
yoe_max_extracted,kaggle_asaniczka,linkedin,1058779,456626,43.13
yoe_max_extracted,scraped,indeed,73328,39668,54.1
yoe_max_extracted,scraped,linkedin,145583,85798,58.93
yoe_match_count,kaggle_arshkon,linkedin,118100,118100,100.0
yoe_match_count,kaggle_asaniczka,linkedin,1058779,1058779,100.0
yoe_match_count,scraped,indeed,73328,73328,100.0
yoe_match_count,scraped,linkedin,145583,145583,100.0
yoe_resolution_rule,kaggle_arshkon,linkedin,118100,118100,100.0
yoe_resolution_rule,kaggle_asaniczka,linkedin,1058779,1058779,100.0
yoe_resolution_rule,scraped,indeed,73328,73328,100.0
yoe_resolution_rule,scraped,linkedin,145583,145583,100.0
yoe_all_mentions_json,kaggle_arshkon,linkedin,118100,66213,56.07
yoe_all_mentions_json,kaggle_asaniczka,linkedin,1058779,544404,51.42
yoe_all_mentions_json,scraped,indeed,73328,47024,64.13
yoe_all_mentions_json,scraped,linkedin,145583,100916,69.32
yoe_seniority_contradiction,kaggle_arshkon,linkedin,118100,118100,100.0
yoe_seniority_contradiction,kaggle_asaniczka,linkedin,1058779,1058779,100.0
yoe_seniority_contradiction,scraped,indeed,73328,73328,100.0
yoe_seniority_contradiction,scraped,linkedin,145583,145583,100.0
seniority_cross_check,kaggle_arshkon,linkedin,118100,118100,100.0
seniority_cross_check,kaggle_asaniczka,linkedin,1058779,1058779,100.0
seniority_cross_check,scraped,indeed,73328,73328,100.0
seniority_cross_check,scraped,linkedin,145583,145583,100.0
seniority_3level,kaggle_arshkon,linkedin,118100,118100,100.0
seniority_3level,kaggle_asaniczka,linkedin,1058779,1058779,100.0
seniority_3level,scraped,indeed,73328,73328,100.0
seniority_3level,scraped,linkedin,145583,145583,100.0
city_extracted,kaggle_arshkon,linkedin,118100,106649,90.3
city_extracted,kaggle_asaniczka,linkedin,1058779,1039514,98.18
city_extracted,scraped,indeed,73328,73327,100.0
city_extracted,scraped,linkedin,145583,140216,96.31
state_normalized,kaggle_arshkon,linkedin,118100,104600,88.57
state_normalized,kaggle_asaniczka,linkedin,1058779,1037673,98.01
state_normalized,scraped,indeed,73328,73122,99.72
state_normalized,scraped,linkedin,145583,140059,96.21
country_extracted,kaggle_arshkon,linkedin,118100,113139,95.8
country_extracted,kaggle_asaniczka,linkedin,1058779,1044799,98.68
country_extracted,scraped,indeed,73328,73328,100.0
country_extracted,scraped,linkedin,145583,140589,96.57
is_remote_inferred,kaggle_arshkon,linkedin,118100,118100,100.0
is_remote_inferred,kaggle_asaniczka,linkedin,1058779,1058779,100.0
is_remote_inferred,scraped,indeed,73328,73328,100.0
is_remote_inferred,scraped,linkedin,145583,145583,100.0
metro_area,kaggle_arshkon,linkedin,118100,68654,58.13
metro_area,kaggle_asaniczka,linkedin,1058779,635512,60.02
metro_area,scraped,indeed,73328,61564,83.96
metro_area,scraped,linkedin,145583,120296,82.63
metro_source,kaggle_arshkon,linkedin,118100,118100,100.0
metro_source,kaggle_asaniczka,linkedin,1058779,1058779,100.0
metro_source,scraped,indeed,73328,73328,100.0
metro_source,scraped,linkedin,145583,145583,100.0
metro_confidence,kaggle_arshkon,linkedin,118100,118100,100.0
metro_confidence,kaggle_asaniczka,linkedin,1058779,1058779,100.0
metro_confidence,scraped,indeed,73328,73328,100.0
metro_confidence,scraped,linkedin,145583,145583,100.0
period,kaggle_arshkon,linkedin,118100,118100,100.0
period,kaggle_asaniczka,linkedin,1058779,1058779,100.0
period,scraped,indeed,73328,73328,100.0
period,scraped,linkedin,145583,145583,100.0
scrape_week,kaggle_arshkon,linkedin,118100,0,0.0
scrape_week,kaggle_asaniczka,linkedin,1058779,0,0.0
scrape_week,scraped,indeed,73328,73328,100.0
scrape_week,scraped,linkedin,145583,145583,100.0
date_flag,kaggle_arshkon,linkedin,118100,118100,100.0
date_flag,kaggle_asaniczka,linkedin,1058779,1058779,100.0
date_flag,scraped,indeed,73328,73328,100.0
date_flag,scraped,linkedin,145583,145583,100.0
is_english,kaggle_arshkon,linkedin,118100,118100,100.0
is_english,kaggle_asaniczka,linkedin,1058779,1058779,100.0
is_english,scraped,indeed,73328,73328,100.0
is_english,scraped,linkedin,145583,145583,100.0
description_hash,kaggle_arshkon,linkedin,118100,118093,99.99
description_hash,kaggle_asaniczka,linkedin,1058779,1015671,95.93
description_hash,scraped,indeed,73328,73328,100.0
description_hash,scraped,linkedin,145583,145580,100.0
ghost_job_risk,kaggle_arshkon,linkedin,118100,118100,100.0
ghost_job_risk,kaggle_asaniczka,linkedin,1058779,1058779,100.0
ghost_job_risk,scraped,indeed,73328,73328,100.0
ghost_job_risk,scraped,linkedin,145583,145583,100.0
description_quality_flag,kaggle_arshkon,linkedin,118100,118100,100.0
description_quality_flag,kaggle_asaniczka,linkedin,1058779,1058779,100.0
description_quality_flag,scraped,indeed,73328,73328,100.0
description_quality_flag,scraped,linkedin,145583,145583,100.0
preprocessing_version,kaggle_arshkon,linkedin,118100,118100,100.0
preprocessing_version,kaggle_asaniczka,linkedin,1058779,1058779,100.0
preprocessing_version,scraped,indeed,73328,73328,100.0
preprocessing_version,scraped,linkedin,145583,145583,100.0
dedup_method,kaggle_arshkon,linkedin,118100,118100,100.0
dedup_method,kaggle_asaniczka,linkedin,1058779,1058779,100.0
dedup_method,scraped,indeed,73328,73328,100.0
dedup_method,scraped,linkedin,145583,145583,100.0
boilerplate_removed,kaggle_arshkon,linkedin,118100,118100,100.0
boilerplate_removed,kaggle_asaniczka,linkedin,1058779,1058779,100.0
boilerplate_removed,scraped,indeed,73328,73328,100.0
boilerplate_removed,scraped,linkedin,145583,145583,100.0
control_bucket,kaggle_arshkon,linkedin,118100,118100,100.0
control_bucket,kaggle_asaniczka,linkedin,1058779,1058779,100.0
control_bucket,scraped,indeed,73328,73328,100.0
control_bucket,scraped,linkedin,145583,145583,100.0
eligible_control_unit,kaggle_arshkon,linkedin,118100,118100,100.0
eligible_control_unit,kaggle_asaniczka,linkedin,1058779,1058779,100.0
eligible_control_unit,scraped,indeed,73328,73328,100.0
eligible_control_unit,scraped,linkedin,145583,145583,100.0
eligible_for_extraction,kaggle_arshkon,linkedin,118100,118100,100.0
eligible_for_extraction,kaggle_asaniczka,linkedin,1058779,1058779,100.0
eligible_for_extraction,scraped,indeed,73328,73328,100.0
eligible_for_extraction,scraped,linkedin,145583,145583,100.0
llm_text_skip_reason,kaggle_arshkon,linkedin,118100,155,0.13
llm_text_skip_reason,kaggle_asaniczka,linkedin,1058779,43250,4.08
llm_text_skip_reason,scraped,indeed,73328,13,0.02
llm_text_skip_reason,scraped,linkedin,145583,18,0.01
description_core_llm,kaggle_arshkon,linkedin,118100,12603,10.67
description_core_llm,kaggle_asaniczka,linkedin,1058779,43628,4.12
description_core_llm,scraped,indeed,73328,5,0.01
description_core_llm,scraped,linkedin,145583,0,0.0
extraction_input_hash,kaggle_arshkon,linkedin,118100,118093,99.99
extraction_input_hash,kaggle_asaniczka,linkedin,1058779,1015671,95.93
extraction_input_hash,scraped,indeed,73328,73328,100.0
extraction_input_hash,scraped,linkedin,145583,145580,100.0
selected_for_control_cohort,kaggle_arshkon,linkedin,118100,118100,100.0
selected_for_control_cohort,kaggle_asaniczka,linkedin,1058779,1058779,100.0
selected_for_control_cohort,scraped,indeed,73328,73328,100.0
selected_for_control_cohort,scraped,linkedin,145583,145583,100.0
llm_extraction_reason,kaggle_arshkon,linkedin,118100,118100,100.0
llm_extraction_reason,kaggle_asaniczka,linkedin,1058779,1058779,100.0
llm_extraction_reason,scraped,indeed,73328,73328,100.0
llm_extraction_reason,scraped,linkedin,145583,145583,100.0
llm_extraction_coverage,kaggle_arshkon,linkedin,118100,118100,100.0
llm_extraction_coverage,kaggle_asaniczka,linkedin,1058779,1058779,100.0
llm_extraction_coverage,scraped,indeed,73328,73328,100.0
llm_extraction_coverage,scraped,linkedin,145583,145583,100.0
needs_llm_classification,kaggle_arshkon,linkedin,118100,118100,100.0
needs_llm_classification,kaggle_asaniczka,linkedin,1058779,1058779,100.0
needs_llm_classification,scraped,indeed,73328,73328,100.0
needs_llm_classification,scraped,linkedin,145583,145583,100.0
classification_input_hash,kaggle_arshkon,linkedin,118100,8940,7.57
classification_input_hash,kaggle_asaniczka,linkedin,1058779,32124,3.03
classification_input_hash,scraped,indeed,73328,0,0.0
classification_input_hash,scraped,linkedin,145583,33502,23.01
llm_classification_reason,kaggle_arshkon,linkedin,118100,118100,100.0
llm_classification_reason,kaggle_asaniczka,linkedin,1058779,1058779,100.0
llm_classification_reason,scraped,indeed,73328,73328,100.0
llm_classification_reason,scraped,linkedin,145583,145583,100.0
swe_classification_llm,kaggle_arshkon,linkedin,118100,0,0.0
swe_classification_llm,kaggle_asaniczka,linkedin,1058779,0,0.0
swe_classification_llm,scraped,indeed,73328,0,0.0
swe_classification_llm,scraped,linkedin,145583,0,0.0
seniority_llm,kaggle_arshkon,linkedin,118100,0,0.0
seniority_llm,kaggle_asaniczka,linkedin,1058779,0,0.0
seniority_llm,scraped,indeed,73328,0,0.0
seniority_llm,scraped,linkedin,145583,0,0.0
ghost_assessment_llm,kaggle_arshkon,linkedin,118100,0,0.0
ghost_assessment_llm,kaggle_asaniczka,linkedin,1058779,0,0.0
ghost_assessment_llm,scraped,indeed,73328,0,0.0
ghost_assessment_llm,scraped,linkedin,145583,0,0.0
yoe_min_years_llm,kaggle_arshkon,linkedin,118100,0,0.0
yoe_min_years_llm,kaggle_asaniczka,linkedin,1058779,0,0.0
yoe_min_years_llm,scraped,indeed,73328,0,0.0
yoe_min_years_llm,scraped,linkedin,145583,0,0.0
llm_model_classification,kaggle_arshkon,linkedin,118100,0,0.0
llm_model_classification,kaggle_asaniczka,linkedin,1058779,0,0.0
llm_model_classification,scraped,indeed,73328,0,0.0
llm_model_classification,scraped,linkedin,145583,0,0.0
llm_prompt_version_classification,kaggle_arshkon,linkedin,118100,0,0.0
llm_prompt_version_classification,kaggle_asaniczka,linkedin,1058779,0,0.0
llm_prompt_version_classification,scraped,indeed,73328,0,0.0
llm_prompt_version_classification,scraped,linkedin,145583,0,0.0
llm_classification_coverage,kaggle_arshkon,linkedin,118100,118100,100.0
llm_classification_coverage,kaggle_asaniczka,linkedin,1058779,1058779,100.0
llm_classification_coverage,scraped,indeed,73328,73328,100.0
llm_classification_coverage,scraped,linkedin,145583,145583,100.0
