column,dtype,source,subset,n_rows,non_null_n,non_null_rate,null_rate,distinct_n,top_5_values
description_hash,VARCHAR,scraped,swe,4318,4318,1.0,0.0,3581,"[""8445592fda14b02b7d47a7b6bd93030c8988fef3e7efa69295da4cdbb33f5533 (57)"", ""59b1651c5f614989a64b93de583d1f0651ebe138dbb34ca1a78ffce97c6569c6 (34)"", ""3a1a0384b5d42c372b496b1afecaae4d96ea99e0e1f85d74f636d9b28bd4f0f5 (28)"", ""2bee7d5e3dbcfc7f210ac69b83b944b8b33aa760bd2c7be3caad6cac14178f0d (26)"", ""95ece3939b3baa9c64f526f522e146bd78cf090ef76d337c36cf8fb502870e52 (26)""]"
ghost_job_risk,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,3,"[""low (117327)"", ""high (170)"", ""medium (147)""]"
ghost_job_risk,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,3,"[""low (4478)"", ""high (93)"", ""medium (68)""]"
ghost_job_risk,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,3,"[""low (1012025)"", ""medium (135)"", ""high (33)""]"
ghost_job_risk,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,3,"[""low (22031)"", ""medium (10)"", ""high (2)""]"
ghost_job_risk,VARCHAR,scraped,all,26544,26544,1.0,0.0,3,"[""low (26515)"", ""medium (17)"", ""high (12)""]"
ghost_job_risk,VARCHAR,scraped,swe,4318,4318,1.0,0.0,3,"[""low (4305)"", ""medium (8)"", ""high (5)""]"
description_quality_flag,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,2,"[""ok (117396)"", ""too_short (248)""]"
description_quality_flag,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,2,"[""ok (4635)"", ""too_short (4)""]"
description_quality_flag,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,2,"[""ok (1011835)"", ""too_short (358)""]"
description_quality_flag,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,2,"[""ok (22024)"", ""too_short (19)""]"
description_quality_flag,VARCHAR,scraped,all,26544,26544,1.0,0.0,2,"[""ok (26543)"", ""too_short (1)""]"
description_quality_flag,VARCHAR,scraped,swe,4318,4318,1.0,0.0,1,"[""ok (4318)""]"
preprocessing_version,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,1,"[""3.0 (117644)""]"
preprocessing_version,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""3.0 (4639)""]"
preprocessing_version,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,1,"[""3.0 (1012193)""]"
preprocessing_version,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,1,"[""3.0 (22043)""]"
preprocessing_version,VARCHAR,scraped,all,26544,26544,1.0,0.0,1,"[""3.0 (26544)""]"
preprocessing_version,VARCHAR,scraped,swe,4318,4318,1.0,0.0,1,"[""3.0 (4318)""]"
dedup_method,VARCHAR,kaggle_arshkon,all,117644,117644,1.0,0.0,1,"[""stage4_title_company_deduplicated (117644)""]"
dedup_method,VARCHAR,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""stage4_title_company_deduplicated (4639)""]"
dedup_method,VARCHAR,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,1,"[""stage4_title_company_deduplicated (1012193)""]"
dedup_method,VARCHAR,kaggle_asaniczka,swe,22043,22043,1.0,0.0,1,"[""stage4_title_company_deduplicated (22043)""]"
dedup_method,VARCHAR,scraped,all,26544,26544,1.0,0.0,1,"[""stage4_title_company_deduplicated (26544)""]"
dedup_method,VARCHAR,scraped,swe,4318,4318,1.0,0.0,1,"[""stage4_title_company_deduplicated (4318)""]"
boilerplate_removed,BOOLEAN,kaggle_arshkon,all,117644,117644,1.0,0.0,1,"[""true (117644)""]"
boilerplate_removed,BOOLEAN,kaggle_arshkon,swe,4639,4639,1.0,0.0,1,"[""true (4639)""]"
boilerplate_removed,BOOLEAN,kaggle_asaniczka,all,1012193,1012193,1.0,0.0,1,"[""true (1012193)""]"
boilerplate_removed,BOOLEAN,kaggle_asaniczka,swe,22043,22043,1.0,0.0,1,"[""true (22043)""]"
boilerplate_removed,BOOLEAN,scraped,all,26544,26544,1.0,0.0,1,"[""true (26544)""]"
boilerplate_removed,BOOLEAN,scraped,swe,4318,4318,1.0,0.0,1,"[""true (4318)""]"
