period_group,source,target,source_label,target_label,phi,co_mentions_cap50,co_mention_companies,n_cap50
2026,kubernetes,helm,Kubernetes,Helm,0.27175050106341975,699,472,31589
2026,kubernetes,ansible,Kubernetes,Ansible,0.24521043228134018,1046,627,31589
2026,kubernetes,ci_cd,Kubernetes,CI/CD,0.3070731888387121,4364,2084,31589
2026,kubernetes,jenkins,Kubernetes,Jenkins,0.22035929961847583,1510,867,31589
2026,kubernetes,argo_cd,Kubernetes,Argo CD,0.1872309880718656,343,250,31589
2026,kubernetes,gitlab,Kubernetes,GitLab,0.21269313789036345,1115,665,31589
2026,kubernetes,postgresql,Kubernetes,PostgreSQL,0.1517338968035214,1380,842,31589
2026,kubernetes,kafka,Kubernetes,Kafka,0.22385292801692527,1516,806,31589
2026,kubernetes,grafana,Kubernetes,Grafana,0.27882098909525116,1055,701,31589
2026,kubernetes,sre,Kubernetes,SRE,0.19813146462918155,739,509,31589
2026,kubernetes,observability,Kubernetes,Observability,0.2350381116582117,2123,1246,31589
2026,docker,terraform,Docker,Terraform,0.25965002533439246,1884,1162,31589
2026,docker,ansible,Docker,Ansible,0.18735152366508995,802,520,31589
2026,docker,ci_cd,Docker,CI/CD,0.32828220418088383,4034,2038,31589
2026,docker,jenkins,Docker,Jenkins,0.26217326068257335,1520,872,31589
2026,docker,git,Docker,Git,0.1739174633236724,1798,1065,31589
2026,docker,gitlab,Docker,GitLab,0.2257393670033235,1054,634,31589
2026,docker,postgresql,Docker,PostgreSQL,0.18675615956346892,1372,885,31589
2026,docker,kafka,Docker,Kafka,0.15904576929450379,1140,655,31589
2026,docker,grafana,Docker,Grafana,0.1818792184527855,724,514,31589
2026,terraform,helm,Terraform,Helm,0.25507516724437357,504,370,31589
2026,terraform,ansible,Terraform,Ansible,0.39506440858318137,1117,689,31589
2026,terraform,ci_cd,Terraform,CI/CD,0.2991599909565241,2955,1638,31589
2026,terraform,jenkins,Terraform,Jenkins,0.2107988834790376,1047,672,31589
2026,terraform,argo_cd,Terraform,Argo CD,0.20380598845537892,279,208,31589
2026,terraform,gitlab,Terraform,GitLab,0.22996347003095932,851,544,31589
2026,terraform,grafana,Terraform,Grafana,0.28190735087777213,794,569,31589
2026,terraform,sre,Terraform,SRE,0.2591203324589055,664,483,31589
2026,terraform,observability,Terraform,Observability,0.24190006545120243,1518,983,31589
2026,helm,ansible,Helm,Ansible,0.1716449298713033,212,157,31589
2026,helm,argo_cd,Helm,Argo CD,0.23520167786441254,127,105,31589
2026,helm,grafana,Helm,Grafana,0.2175562970900848,242,188,31589
2026,ansible,ci_cd,Ansible,CI/CD,0.15798584388630774,1053,641,31589
2026,ansible,jenkins,Ansible,Jenkins,0.24420157072488996,634,436,31589
2026,ansible,linux,Ansible,Linux,0.248316738930513,834,522,31589
2026,ansible,gitlab,Ansible,GitLab,0.22100479217256325,462,298,31589
2026,ansible,grafana,Ansible,Grafana,0.22747447362421142,385,293,31589
2026,ansible,sre,Ansible,SRE,0.17279549502977437,276,219,31589
2026,ci_cd,jenkins,CI/CD,Jenkins,0.3083967667089266,2382,1220,31589
2026,ci_cd,gitlab_ci,CI/CD,GitLab CI,0.15619239444795724,432,280,31589
2026,ci_cd,git,CI/CD,Git,0.24125257904596556,3147,1716,31589
2026,ci_cd,gitlab,CI/CD,GitLab,0.2565279207093365,1612,870,31589
2026,ci_cd,grafana,CI/CD,Grafana,0.17267667089645308,1005,689,31589
2026,ci_cd,observability,CI/CD,Observability,0.21435984395728838,2736,1573,31589
2026,ci_cd,api_design,CI/CD,API design,0.18636060861014775,4522,2236,31589
2026,jenkins,git,Jenkins,Git,0.2067378201698473,1197,687,31589
2026,jenkins,gitlab,Jenkins,GitLab,0.30657323854566015,868,551,31589
2026,jenkins,bitbucket,Jenkins,Bitbucket,0.1874250581765243,284,186,31589
2026,jenkins,grafana,Jenkins,Grafana,0.1731616672618695,455,325,31589
2026,jenkins,junit,Jenkins,JUnit,0.18659297905694433,306,195,31589
2026,jenkins,selenium,Jenkins,Selenium,0.15924822886911552,284,204,31589
2026,gitlab_ci,gitlab,GitLab CI,GitLab,0.4650538819518726,447,295,31589
2026,argo_cd,grafana,Argo CD,Grafana,0.23368010389728897,176,136,31589
2026,argo_cd,sre,Argo CD,SRE,0.1613077935799569,114,88,31589
2026,linux,unix,Linux,Unix,0.3102355212065033,778,481,31589
2026,git,bitbucket,Git,Bitbucket,0.17864954688965037,373,249,31589
2026,git,jira,Git,Jira,0.20836850267349286,960,539,31589
2026,git,scrum,Git,Scrum,0.1761165586279226,998,595,31589
2026,gitlab,grafana,GitLab,Grafana,0.15642275595667185,329,254,31589
2026,bitbucket,jira,Bitbucket,Jira,0.21627830633637557,266,168,31589
2026,jira,selenium,Jira,Selenium,0.15517142028932912,229,148,31589
2026,sql,kafka,SQL,Kafka,0.1562982187936463,1406,796,31589
2026,sql,spark,SQL,Spark,0.1761233965793782,616,435,31589
2026,sql,dbt,SQL,dbt,0.17742964715737294,503,387,31589
2026,sql,airflow,SQL,Airflow,0.19271232484634973,866,635,31589
2026,sql,tableau,SQL,Tableau,0.15706621224561024,381,311,31589
2026,postgresql,mysql,PostgreSQL,MySQL,0.348903578335705,903,628,31589
2026,postgresql,redis,PostgreSQL,Redis,0.26104288311752233,596,408,31589
2026,postgresql,kafka,PostgreSQL,Kafka,0.17033209582753336,804,489,31589
2026,redis,kafka,Redis,Kafka,0.22034332213228067,481,308,31589
2026,redis,elasticsearch,Redis,Elasticsearch,0.1775239604310571,171,125,31589
2026,kafka,cassandra,Kafka,Cassandra,0.19915821466038827,240,141,31589
2026,kafka,airflow,Kafka,Airflow,0.15801392866093905,407,292,31589
2026,kafka,flink,Kafka,Flink,0.2772355235613449,325,208,31589
2026,kafka,rabbitmq,Kafka,RabbitMQ,0.28328853014736854,384,256,31589
2026,spark,redshift,Spark,Redshift,0.1998176122472004,153,118,31589
2026,spark,airflow,Spark,Airflow,0.19543741759324748,231,180,31589
2026,dbt,bigquery,dbt,BigQuery,0.20740731846632576,135,114,31589
2026,dbt,redshift,dbt,Redshift,0.2145529535442177,138,112,31589
2026,dbt,airflow,dbt,Airflow,0.42139623715878194,389,294,31589
2026,bigquery,redshift,BigQuery,Redshift,0.23269284758604375,146,117,31589
2026,bigquery,airflow,BigQuery,Airflow,0.23527626086731165,224,168,31589
2026,redshift,airflow,Redshift,Airflow,0.23534481762054804,222,177,31589
2026,grafana,splunk,Grafana,Splunk,0.2655575045907753,281,208,31589
2026,grafana,sre,Grafana,SRE,0.26805711481540306,371,284,31589
2026,grafana,observability,Grafana,Observability,0.3045831466296382,894,622,31589
2026,tensorflow,pytorch,TensorFlow,PyTorch,0.8083858603138651,1070,701,31589
2026,tensorflow,scikit_learn,TensorFlow,scikit-learn,0.48123938939470184,365,275,31589
2026,tensorflow,pandas,TensorFlow,Pandas,0.1752579478760319,154,118,31589
2026,tensorflow,numpy,TensorFlow,NumPy,0.15652979151516458,115,93,31589
2026,tensorflow,hugging_face,TensorFlow,Hugging Face,0.20344814077534135,148,113,31589
2026,tensorflow,fine_tuning,TensorFlow,Fine-tuning,0.2307870607222187,270,218,31589
2026,tensorflow,llm,TensorFlow,LLM,0.1903885720561899,537,390,31589
2026,tensorflow,generative_ai,TensorFlow,Generative AI,0.19030095023706298,374,280,31589
2026,tensorflow,mlops,TensorFlow,MLOps,0.2911640094218375,354,287,31589
2026,pytorch,scikit_learn,PyTorch,scikit-learn,0.4430161543411449,382,293,31589
2026,pytorch,pandas,PyTorch,Pandas,0.17507852357151726,176,137,31589
2026,pytorch,numpy,PyTorch,NumPy,0.1752229737711307,145,115,31589
2026,pytorch,rag,PyTorch,RAG,0.1542857148516184,324,251,31589
2026,pytorch,hugging_face,PyTorch,Hugging Face,0.24325877278780456,198,148,31589
2026,pytorch,fine_tuning,PyTorch,Fine-tuning,0.2902602270444866,377,281,31589
2026,pytorch,llm,PyTorch,LLM,0.2295669431586509,716,493,31589
2026,pytorch,generative_ai,PyTorch,Generative AI,0.19367902683593421,439,315,31589
2026,pytorch,mlops,PyTorch,MLOps,0.292742758025599,406,321,31589
2026,scikit_learn,pandas,scikit-learn,Pandas,0.3591520266555968,186,141,31589
2026,scikit_learn,numpy,scikit-learn,NumPy,0.3240781926290135,141,112,31589
2026,scikit_learn,mlops,scikit-learn,MLOps,0.2533403367244806,193,156,31589
2026,pandas,numpy,Pandas,NumPy,0.7233715075861734,327,243,31589
2026,rag,hugging_face,RAG,Hugging Face,0.2832041315803533,252,194,31589
2026,rag,fine_tuning,RAG,Fine-tuning,0.34172301285073364,484,358,31589
2026,rag,mcp,RAG,MCP,0.2982096335913793,358,263,31589
2026,rag,llm,RAG,LLM,0.5116371158731934,1511,999,31589
2026,rag,generative_ai,RAG,Generative AI,0.3235196906624996,740,507,31589
2026,rag,mlops,RAG,MLOps,0.24255567476447515,385,292,31589
2026,rag,agents,RAG,Agents,0.25423724982303686,345,262,31589
2026,rag,evals,RAG,Evals,0.19416517656525695,162,136,31589
2026,hugging_face,fine_tuning,Hugging Face,Fine-tuning,0.19582373343117548,129,106,31589
2026,hugging_face,mcp,Hugging Face,MCP,0.15225557475175308,86,68,31589
2026,hugging_face,llm,Hugging Face,LLM,0.2367132920758312,332,244,31589
2026,hugging_face,generative_ai,Hugging Face,Generative AI,0.1679698667034244,179,135,31589
2026,fine_tuning,llm,Fine-tuning,LLM,0.311523577931311,698,497,31589
2026,fine_tuning,generative_ai,Fine-tuning,Generative AI,0.22727248022253407,385,275,31589
2026,fine_tuning,mlops,Fine-tuning,MLOps,0.20472122847863608,234,184,31589
2026,mcp,llm,MCP,LLM,0.25577258151817683,490,360,31589
2026,mcp,claude,MCP,Claude,0.15168295018056321,163,121,31589
2026,mcp,agents,MCP,Agents,0.2027299058828201,167,130,31589
2026,llm,generative_ai,LLM,Generative AI,0.3602342205638435,1292,773,31589
2026,llm,mlops,LLM,MLOps,0.22922679495527168,589,439,31589
2026,llm,claude,LLM,Claude,0.18857287900088385,558,418,31589
2026,llm,agents,LLM,Agents,0.2769612634063638,583,424,31589
2026,llm,evals,LLM,Evals,0.20216932101502536,261,208,31589
2026,llm,api_design,LLM,API design,0.17006132772336263,2072,1320,31589
2026,generative_ai,mlops,Generative AI,MLOps,0.24547796567500157,440,327,31589
2026,cursor,claude,Cursor,Claude,0.48044893782163495,481,331,31589
2026,jest,playwright,Jest,Playwright,0.19830929683950418,102,83,31589
2026,junit,selenium,JUnit,Selenium,0.2803663286094421,201,116,31589
2026,selenium,playwright,Selenium,Playwright,0.33795853504041945,214,186,31589
2026,selenium,bdd,Selenium,BDD,0.21157014901479587,105,81,31589
2026,tdd,bdd,TDD,BDD,0.37677191858810327,163,105,31589
2026,agile,scrum,Agile,Scrum,0.5861972702543827,1082,686,31589
2026,scrum,kanban,Scrum,Kanban,0.3095919035476431,323,226,31589
2026,devops,sre,DevOps,SRE,0.18105628632509474,146,120,31589
2026,sre,observability,SRE,Observability,0.24643594378805206,678,497,31589
