period_group,seniority_3level,technology,label,category,denominator,mentions,mention_rate
2024,junior,serverless,Serverless,architecture,379,3,0.0079155672823219
2024,junior,ansible,Ansible,cloud,379,14,0.036939313984168866
2024,junior,aws,AWS,cloud,379,61,0.16094986807387862
2024,junior,azure,Azure,cloud,379,45,0.11873350923482849
2024,junior,docker,Docker,cloud,379,38,0.10026385224274406
2024,junior,gcp,GCP,cloud,379,8,0.021108179419525065
2024,junior,helm,Helm,cloud,379,3,0.0079155672823219
2024,junior,kubernetes,Kubernetes,cloud,379,24,0.0633245382585752
2024,junior,terraform,Terraform,cloud,379,9,0.023746701846965697
2024,junior,airflow,Airflow,data,379,4,0.010554089709762533
2024,junior,bigquery,BigQuery,data,379,3,0.0079155672823219
2024,junior,cassandra,Cassandra,data,379,4,0.010554089709762533
2024,junior,databricks,Databricks,data,379,0,0.0
2024,junior,dbt,dbt,data,379,3,0.0079155672823219
2024,junior,dynamodb,DynamoDB,data,379,3,0.0079155672823219
2024,junior,elasticsearch,Elasticsearch,data,379,2,0.005277044854881266
2024,junior,flink,Flink,data,379,2,0.005277044854881266
2024,junior,hadoop,Hadoop,data,379,7,0.018469656992084433
2024,junior,kafka,Kafka,data,379,11,0.029023746701846966
2024,junior,mongodb,MongoDB,data,379,0,0.0
2024,junior,mysql,MySQL,data,379,14,0.036939313984168866
2024,junior,opensearch,OpenSearch,data,379,2,0.005277044854881266
2024,junior,oracle,Oracle,data,379,0,0.0
2024,junior,postgresql,PostgreSQL,data,379,19,0.05013192612137203
2024,junior,power_bi,Power BI,data,379,0,0.0
2024,junior,rabbitmq,RabbitMQ,data,379,2,0.005277044854881266
2024,junior,redis,Redis,data,379,2,0.005277044854881266
2024,junior,redshift,Redshift,data,379,3,0.0079155672823219
2024,junior,snowflake,Snowflake,data,379,1,0.002638522427440633
2024,junior,spark,Spark,data,379,3,0.0079155672823219
2024,junior,sql,SQL,data,379,114,0.3007915567282322
2024,junior,sql_server,SQL Server,data,379,2,0.005277044854881266
2024,junior,tableau,Tableau,data,379,8,0.021108179419525065
2024,junior,argo_cd,Argo CD,devops,379,0,0.0
2024,junior,buildkite,Buildkite,devops,379,0,0.0
2024,junior,ci_cd,CI/CD,devops,379,34,0.08970976253298153
2024,junior,circleci,CircleCI,devops,379,1,0.002638522427440633
2024,junior,github_actions,GitHub Actions,devops,379,0,0.0
2024,junior,gitlab_ci,GitLab CI,devops,379,2,0.005277044854881266
2024,junior,jenkins,Jenkins,devops,379,33,0.0870712401055409
2024,junior,angular,Angular,framework,379,33,0.0870712401055409
2024,junior,aspnet,ASP.NET,framework,379,8,0.021108179419525065
2024,junior,django,Django,framework,379,6,0.0158311345646438
2024,junior,dotnet,.NET,framework,379,35,0.09234828496042216
2024,junior,express,Express,framework,379,0,0.0
2024,junior,fastapi,FastAPI,framework,379,1,0.002638522427440633
2024,junior,flask,Flask,framework,379,9,0.023746701846965697
2024,junior,graphql,GraphQL,framework,379,4,0.010554089709762533
2024,junior,grpc,gRPC,framework,379,0,0.0
2024,junior,nextjs,Next.js,framework,379,11,0.029023746701846966
2024,junior,nodejs,Node.js,framework,379,28,0.07387862796833773
2024,junior,rails,Rails,framework,379,1,0.002638522427440633
2024,junior,react,React,framework,379,54,0.1424802110817942
2024,junior,rest_api,REST API,framework,379,17,0.044854881266490766
2024,junior,spring,Spring,framework,379,1,0.002638522427440633
2024,junior,vue,Vue,framework,379,8,0.021108179419525065
2024,junior,bash_shell,Bash/Shell,language,379,15,0.0395778364116095
2024,junior,c_language,C,language,379,2,0.005277044854881266
2024,junior,cpp,C++,language,379,97,0.2559366754617414
2024,junior,csharp,C#,language,379,53,0.13984168865435356
2024,junior,css,CSS,language,379,8,0.021108179419525065
2024,junior,dart,Dart,language,379,1,0.002638522427440633
2024,junior,elixir,Elixir,language,379,1,0.002638522427440633
2024,junior,erlang,Erlang,language,379,0,0.0
2024,junior,go,Go,language,379,7,0.018469656992084433
2024,junior,html,HTML,language,379,52,0.13720316622691292
2024,junior,java,Java,language,379,126,0.3324538258575198
2024,junior,javascript,JavaScript,language,379,92,0.24274406332453827
2024,junior,kotlin,Kotlin,language,379,5,0.013192612137203167
2024,junior,matlab,MATLAB,language,379,15,0.0395778364116095
2024,junior,objective_c,Objective-C,language,379,3,0.0079155672823219
2024,junior,perl,Perl,language,379,7,0.018469656992084433
2024,junior,php,PHP,language,379,8,0.021108179419525065
2024,junior,powershell,PowerShell,language,379,8,0.021108179419525065
2024,junior,python,Python,language,379,148,0.39050131926121373
2024,junior,r_language,R,language,379,1,0.002638522427440633
2024,junior,ruby,Ruby,language,379,8,0.021108179419525065
2024,junior,rust,Rust,language,379,4,0.010554089709762533
2024,junior,scala,Scala,language,379,6,0.0158311345646438
2024,junior,swift,Swift,language,379,0,0.0
2024,junior,typescript,TypeScript,language,379,37,0.09762532981530343
2024,junior,grafana,Grafana,ops,379,1,0.002638522427440633
2024,junior,linux,Linux,ops,379,49,0.12928759894459102
2024,junior,prometheus,Prometheus,ops,379,1,0.002638522427440633
2024,junior,splunk,Splunk,ops,379,3,0.0079155672823219
2024,junior,unix,Unix,ops,379,8,0.021108179419525065
2024,junior,agile,Agile,practice,379,6,0.0158311345646438
2024,junior,api_design,API design,practice,379,44,0.11609498680738786
2024,junior,bdd,BDD,practice,379,1,0.002638522427440633
2024,junior,devops,DevOps,practice,379,2,0.005277044854881266
2024,junior,kanban,Kanban,practice,379,5,0.013192612137203167
2024,junior,observability,Observability,practice,379,1,0.002638522427440633
2024,junior,scrum,Scrum,practice,379,30,0.079155672823219
2024,junior,security,Security,practice,379,1,0.002638522427440633
2024,junior,sre,SRE,practice,379,6,0.0158311345646438
2024,junior,tdd,TDD,practice,379,7,0.018469656992084433
2024,junior,oauth,OAuth,security,379,2,0.005277044854881266
2024,junior,cypress,Cypress,testing,379,0,0.0
2024,junior,integration_testing,Integration testing,testing,379,0,0.0
2024,junior,jest,Jest,testing,379,1,0.002638522427440633
2024,junior,junit,JUnit,testing,379,7,0.018469656992084433
2024,junior,mocha,Mocha,testing,379,0,0.0
2024,junior,playwright,Playwright,testing,379,1,0.002638522427440633
2024,junior,pytest,Pytest,testing,379,2,0.005277044854881266
2024,junior,selenium,Selenium,testing,379,3,0.0079155672823219
2024,junior,unit_testing,Unit testing,testing,379,0,0.0
2024,junior,bitbucket,Bitbucket,tooling,379,4,0.010554089709762533
2024,junior,confluence,Confluence,tooling,379,1,0.002638522427440633
2024,junior,git,Git,tooling,379,65,0.17150395778364116
2024,junior,github,GitHub,tooling,379,2,0.005277044854881266
2024,junior,gitlab,GitLab,tooling,379,11,0.029023746701846966
2024,junior,jira,Jira,tooling,379,17,0.044854881266490766
2024,mid,chroma,Chroma,ai_ml,39,0,0.0
2024,mid,computer_vision,Computer vision,ai_ml,39,0,0.0
2024,mid,deep_learning,Deep learning,ai_ml,39,0,0.0
2024,mid,hugging_face,Hugging Face,ai_ml,39,0,0.0
2024,mid,langchain,LangChain,ai_ml,39,0,0.0
2024,mid,llamaindex,LlamaIndex,ai_ml,39,0,0.0
2024,mid,machine_learning,Machine learning,ai_ml,39,0,0.0
2024,mid,mlops,MLOps,ai_ml,39,0,0.0
2024,mid,nlp,NLP,ai_ml,39,0,0.0
2024,mid,numpy,NumPy,ai_ml,39,0,0.0
2024,mid,pandas,Pandas,ai_ml,39,0,0.0
2024,mid,pinecone,Pinecone,ai_ml,39,0,0.0
2024,mid,pytorch,PyTorch,ai_ml,39,0,0.0
2024,mid,rag,RAG,ai_ml,39,0,0.0
2024,mid,scikit_learn,scikit-learn,ai_ml,39,0,0.0
2024,mid,scipy,SciPy,ai_ml,39,0,0.0
2024,mid,tensorflow,TensorFlow,ai_ml,39,0,0.0
2024,mid,vector_databases,Vector databases,ai_ml,39,0,0.0
2024,mid,weaviate,Weaviate,ai_ml,39,0,0.0
2024,mid,agents,Agents,ai_tool,39,0,0.0
2024,mid,anthropic_api,Anthropic API,ai_tool,39,0,0.0
2024,mid,chatgpt,ChatGPT,ai_tool,39,0,0.0
2024,mid,claude,Claude,ai_tool,39,0,0.0
2024,mid,claude_api,Claude API,ai_tool,39,0,0.0
2024,mid,codex,Codex,ai_tool,39,0,0.0
2024,mid,copilot,Copilot,ai_tool,39,0,0.0
2024,mid,cursor,Cursor,ai_tool,39,0,0.0
2024,mid,evals,Evals,ai_tool,39,0,0.0
2024,mid,fine_tuning,Fine-tuning,ai_tool,39,1,0.02564102564102564
2024,mid,gemini,Gemini,ai_tool,39,0,0.0
2024,mid,generative_ai,Generative AI,ai_tool,39,1,0.02564102564102564
2024,mid,llm,LLM,ai_tool,39,1,0.02564102564102564
2024,mid,mcp,MCP,ai_tool,39,0,0.0
2024,mid,openai_api,OpenAI API,ai_tool,39,0,0.0
2024,mid,prompt_engineering,Prompt engineering,ai_tool,39,0,0.0
2024,mid,microservices,Microservices,architecture,39,3,0.07692307692307693
2024,mid,serverless,Serverless,architecture,39,0,0.0
2024,mid,ansible,Ansible,cloud,39,1,0.02564102564102564
2024,mid,aws,AWS,cloud,39,9,0.23076923076923078
2024,mid,azure,Azure,cloud,39,5,0.1282051282051282
2024,mid,docker,Docker,cloud,39,3,0.07692307692307693
2024,mid,gcp,GCP,cloud,39,3,0.07692307692307693
2024,mid,helm,Helm,cloud,39,0,0.0
2024,mid,kubernetes,Kubernetes,cloud,39,4,0.10256410256410256
2024,mid,terraform,Terraform,cloud,39,1,0.02564102564102564
2024,mid,airflow,Airflow,data,39,0,0.0
2024,mid,bigquery,BigQuery,data,39,0,0.0
2024,mid,cassandra,Cassandra,data,39,0,0.0
2024,mid,databricks,Databricks,data,39,0,0.0
2024,mid,dbt,dbt,data,39,0,0.0
2024,mid,dynamodb,DynamoDB,data,39,1,0.02564102564102564
2024,mid,elasticsearch,Elasticsearch,data,39,1,0.02564102564102564
2024,mid,flink,Flink,data,39,0,0.0
2024,mid,hadoop,Hadoop,data,39,2,0.05128205128205128
2024,mid,kafka,Kafka,data,39,1,0.02564102564102564
2024,mid,mongodb,MongoDB,data,39,0,0.0
2024,mid,mysql,MySQL,data,39,1,0.02564102564102564
2024,mid,opensearch,OpenSearch,data,39,0,0.0
2024,mid,oracle,Oracle,data,39,0,0.0
2024,mid,postgresql,PostgreSQL,data,39,1,0.02564102564102564
2024,mid,power_bi,Power BI,data,39,0,0.0
2024,mid,rabbitmq,RabbitMQ,data,39,0,0.0
2024,mid,redis,Redis,data,39,0,0.0
2024,mid,redshift,Redshift,data,39,0,0.0
2024,mid,snowflake,Snowflake,data,39,0,0.0
2024,mid,spark,Spark,data,39,1,0.02564102564102564
2024,mid,sql,SQL,data,39,12,0.3076923076923077
2024,mid,sql_server,SQL Server,data,39,0,0.0
2024,mid,tableau,Tableau,data,39,2,0.05128205128205128
2024,mid,argo_cd,Argo CD,devops,39,0,0.0
2024,mid,buildkite,Buildkite,devops,39,0,0.0
2024,mid,ci_cd,CI/CD,devops,39,5,0.1282051282051282
2024,mid,circleci,CircleCI,devops,39,0,0.0
2024,mid,github_actions,GitHub Actions,devops,39,0,0.0
2024,mid,gitlab_ci,GitLab CI,devops,39,1,0.02564102564102564
2024,mid,jenkins,Jenkins,devops,39,2,0.05128205128205128
2024,mid,angular,Angular,framework,39,4,0.10256410256410256
2024,mid,aspnet,ASP.NET,framework,39,0,0.0
2024,mid,django,Django,framework,39,0,0.0
2024,mid,dotnet,.NET,framework,39,3,0.07692307692307693
2024,mid,express,Express,framework,39,0,0.0
2024,mid,fastapi,FastAPI,framework,39,0,0.0
2024,mid,flask,Flask,framework,39,0,0.0
2024,mid,graphql,GraphQL,framework,39,0,0.0
2024,mid,grpc,gRPC,framework,39,0,0.0
2024,mid,nextjs,Next.js,framework,39,0,0.0
2024,mid,nodejs,Node.js,framework,39,1,0.02564102564102564
2024,mid,rails,Rails,framework,39,1,0.02564102564102564
2024,mid,react,React,framework,39,5,0.1282051282051282
2024,mid,rest_api,REST API,framework,39,2,0.05128205128205128
2024,mid,spring,Spring,framework,39,0,0.0
2024,mid,vue,Vue,framework,39,0,0.0
2024,mid,bash_shell,Bash/Shell,language,39,2,0.05128205128205128
2024,mid,c_language,C,language,39,0,0.0
2024,mid,cpp,C++,language,39,5,0.1282051282051282
2024,mid,csharp,C#,language,39,2,0.05128205128205128
2024,mid,css,CSS,language,39,0,0.0
2024,mid,dart,Dart,language,39,1,0.02564102564102564
2024,mid,elixir,Elixir,language,39,0,0.0
2024,mid,erlang,Erlang,language,39,0,0.0
2024,mid,go,Go,language,39,0,0.0
2024,mid,html,HTML,language,39,2,0.05128205128205128
2024,mid,java,Java,language,39,16,0.41025641025641024
2024,mid,javascript,JavaScript,language,39,6,0.15384615384615385
2024,mid,kotlin,Kotlin,language,39,0,0.0
2024,mid,matlab,MATLAB,language,39,1,0.02564102564102564
2024,mid,objective_c,Objective-C,language,39,0,0.0
2024,mid,perl,Perl,language,39,2,0.05128205128205128
2024,mid,php,PHP,language,39,0,0.0
2024,mid,powershell,PowerShell,language,39,4,0.10256410256410256
2024,mid,python,Python,language,39,12,0.3076923076923077
2024,mid,r_language,R,language,39,0,0.0
2024,mid,ruby,Ruby,language,39,1,0.02564102564102564
2024,mid,rust,Rust,language,39,0,0.0
2024,mid,scala,Scala,language,39,3,0.07692307692307693
2024,mid,swift,Swift,language,39,0,0.0
2024,mid,typescript,TypeScript,language,39,5,0.1282051282051282
2024,mid,grafana,Grafana,ops,39,1,0.02564102564102564
2024,mid,linux,Linux,ops,39,5,0.1282051282051282
2024,mid,prometheus,Prometheus,ops,39,0,0.0
2024,mid,splunk,Splunk,ops,39,0,0.0
2024,mid,unix,Unix,ops,39,4,0.10256410256410256
2024,mid,agile,Agile,practice,39,0,0.0
2024,mid,api_design,API design,practice,39,1,0.02564102564102564
2024,mid,bdd,BDD,practice,39,1,0.02564102564102564
2024,mid,devops,DevOps,practice,39,0,0.0
2024,mid,kanban,Kanban,practice,39,0,0.0
2024,mid,observability,Observability,practice,39,0,0.0
2024,mid,scrum,Scrum,practice,39,3,0.07692307692307693
2024,mid,security,Security,practice,39,0,0.0
2024,mid,sre,SRE,practice,39,1,0.02564102564102564
2024,mid,tdd,TDD,practice,39,1,0.02564102564102564
2024,mid,oauth,OAuth,security,39,0,0.0
2024,mid,cypress,Cypress,testing,39,0,0.0
2024,mid,integration_testing,Integration testing,testing,39,0,0.0
2024,mid,jest,Jest,testing,39,0,0.0
2024,mid,junit,JUnit,testing,39,1,0.02564102564102564
2024,mid,mocha,Mocha,testing,39,0,0.0
2024,mid,playwright,Playwright,testing,39,0,0.0
2024,mid,pytest,Pytest,testing,39,0,0.0
2024,mid,selenium,Selenium,testing,39,3,0.07692307692307693
2024,mid,unit_testing,Unit testing,testing,39,0,0.0
2024,mid,bitbucket,Bitbucket,tooling,39,1,0.02564102564102564
2024,mid,confluence,Confluence,tooling,39,0,0.0
2024,mid,git,Git,tooling,39,4,0.10256410256410256
2024,mid,github,GitHub,tooling,39,0,0.0
2024,mid,gitlab,GitLab,tooling,39,3,0.07692307692307693
2024,mid,jira,Jira,tooling,39,4,0.10256410256410256
2024,senior,chroma,Chroma,ai_ml,13595,0,0.0
2024,senior,computer_vision,Computer vision,ai_ml,13595,0,0.0
2024,senior,deep_learning,Deep learning,ai_ml,13595,0,0.0
2024,senior,hugging_face,Hugging Face,ai_ml,13595,10,0.000735564545788893
2024,senior,langchain,LangChain,ai_ml,13595,0,0.0
2024,senior,llamaindex,LlamaIndex,ai_ml,13595,0,0.0
2024,senior,machine_learning,Machine learning,ai_ml,13595,15,0.0011033468186833395
2024,senior,mlops,MLOps,ai_ml,13595,81,0.005958072820890033
2024,senior,nlp,NLP,ai_ml,13595,7,0.0005148951820522251
2024,senior,numpy,NumPy,ai_ml,13595,74,0.005443177638837808
2024,senior,pandas,Pandas,ai_ml,13595,89,0.0065465244575211474
2024,senior,pinecone,Pinecone,ai_ml,13595,0,0.0
2024,senior,pytorch,PyTorch,ai_ml,13595,210,0.015446855461566752
2024,senior,rag,RAG,ai_ml,13595,14,0.0010297903641044502
2024,senior,scikit_learn,scikit-learn,ai_ml,13595,89,0.0065465244575211474
2024,senior,scipy,SciPy,ai_ml,13595,14,0.0010297903641044502
2024,senior,tensorflow,TensorFlow,ai_ml,13595,228,0.01677087164398676
2024,senior,vector_databases,Vector databases,ai_ml,13595,1,7.35564545788893e-05
2024,senior,weaviate,Weaviate,ai_ml,13595,1,7.35564545788893e-05
2024,senior,agents,Agents,ai_tool,13595,2,0.0001471129091577786
2024,senior,anthropic_api,Anthropic API,ai_tool,13595,0,0.0
2024,senior,chatgpt,ChatGPT,ai_tool,13595,2,0.0001471129091577786
2024,senior,claude,Claude,ai_tool,13595,0,0.0
2024,senior,claude_api,Claude API,ai_tool,13595,0,0.0
2024,senior,codex,Codex,ai_tool,13595,1,7.35564545788893e-05
2024,senior,copilot,Copilot,ai_tool,13595,1,7.35564545788893e-05
2024,senior,cursor,Cursor,ai_tool,13595,1,7.35564545788893e-05
2024,senior,evals,Evals,ai_tool,13595,1,7.35564545788893e-05
2024,senior,fine_tuning,Fine-tuning,ai_tool,13595,131,0.009635895549834498
2024,senior,gemini,Gemini,ai_tool,13595,0,0.0
2024,senior,generative_ai,Generative AI,ai_tool,13595,126,0.009268113276940052
2024,senior,llm,LLM,ai_tool,13595,137,0.010077234277307834
2024,senior,mcp,MCP,ai_tool,13595,12,0.0008826774549466716
2024,senior,openai_api,OpenAI API,ai_tool,13595,1,7.35564545788893e-05
2024,senior,prompt_engineering,Prompt engineering,ai_tool,13595,1,7.35564545788893e-05
2024,senior,microservices,Microservices,architecture,13595,1656,0.12180948878264068
2024,senior,serverless,Serverless,architecture,13595,267,0.019639573372563442
2024,senior,ansible,Ansible,cloud,13595,693,0.05097462302317028
2024,senior,aws,AWS,cloud,13595,3852,0.2833394630378816
2024,senior,azure,Azure,cloud,13595,3030,0.22287605737403457
2024,senior,docker,Docker,cloud,13595,1925,0.1415961750643619
2024,senior,gcp,GCP,cloud,13595,1141,0.08392791467451269
2024,senior,helm,Helm,cloud,13595,167,0.012283927914674513
2024,senior,kubernetes,Kubernetes,cloud,13595,2014,0.14814269952188305
2024,senior,terraform,Terraform,cloud,13595,891,0.06553880102979036
2024,senior,airflow,Airflow,data,13595,245,0.01802133137182788
2024,senior,bigquery,BigQuery,data,13595,83,0.006105185730047812
2024,senior,cassandra,Cassandra,data,13595,276,0.020301581463773446
2024,senior,databricks,Databricks,data,13595,10,0.000735564545788893
2024,senior,dbt,dbt,data,13595,83,0.006105185730047812
2024,senior,dynamodb,DynamoDB,data,13595,247,0.018168444280985657
2024,senior,elasticsearch,Elasticsearch,data,13595,238,0.017506436189775654
2024,senior,flink,Flink,data,13595,80,0.005884516366311144
2024,senior,hadoop,Hadoop,data,13595,361,0.026553880102979037
2024,senior,kafka,Kafka,data,13595,928,0.06826038984920926
2024,senior,mongodb,MongoDB,data,13595,54,0.003972048547260022
2024,senior,mysql,MySQL,data,13595,676,0.049724163295329166
2024,senior,opensearch,OpenSearch,data,13595,32,0.0023538065465244576
2024,senior,oracle,Oracle,data,13595,42,0.0030893710923133506
2024,senior,postgresql,PostgreSQL,data,13595,877,0.06450901066568591
2024,senior,power_bi,Power BI,data,13595,0,0.0
2024,senior,rabbitmq,RabbitMQ,data,13595,142,0.010445016550202281
2024,senior,redis,Redis,data,13595,318,0.023390952556086798
2024,senior,redshift,Redshift,data,13595,286,0.02103714600956234
2024,senior,snowflake,Snowflake,data,13595,11,0.0008091210003677823
2024,senior,spark,Spark,data,13595,156,0.01147480691430673
2024,senior,sql,SQL,data,13595,3879,0.2853254873115116
2024,senior,sql_server,SQL Server,data,13595,107,0.007870540639941154
2024,senior,tableau,Tableau,data,13595,172,0.012651710187568959
2024,senior,argo_cd,Argo CD,devops,13595,48,0.0035307098197866864
2024,senior,buildkite,Buildkite,devops,13595,5,0.0003677822728944465
2024,senior,ci_cd,CI/CD,devops,13595,2244,0.16506068407502758
2024,senior,circleci,CircleCI,devops,13595,4,0.0002942258183155572
2024,senior,github_actions,GitHub Actions,devops,13595,5,0.0003677822728944465
2024,senior,gitlab_ci,GitLab CI,devops,13595,68,0.005001838911364472
2024,senior,jenkins,Jenkins,devops,13595,1249,0.09187201176903273
2024,senior,angular,Angular,framework,13595,1442,0.10606840750275837
2024,senior,aspnet,ASP.NET,framework,13595,368,0.027068775285031262
2024,senior,django,Django,framework,13595,185,0.01360794409709452
2024,senior,dotnet,.NET,framework,13595,1315,0.09672673777123943
2024,senior,express,Express,framework,13595,61,0.004486943729312247
2024,senior,fastapi,FastAPI,framework,13595,27,0.001986024273630011
2024,senior,flask,Flask,framework,13595,113,0.00831187936741449
2024,senior,graphql,GraphQL,framework,13595,299,0.0219933799190879
2024,senior,grpc,gRPC,framework,13595,103,0.007576314821625598
2024,senior,nextjs,Next.js,framework,13595,356,0.02618609783008459
2024,senior,nodejs,Node.js,framework,13595,1360,0.10003677822728944
2024,senior,rails,Rails,framework,13595,128,0.00941522618609783
2024,senior,react,React,framework,13595,1871,0.13762412651710187
2024,senior,rest_api,REST API,framework,13595,738,0.0542846634792203
2024,senior,spring,Spring,framework,13595,37,0.002721588819418904
2024,senior,vue,Vue,framework,13595,315,0.02317028319235013
2024,senior,bash_shell,Bash/Shell,language,13595,626,0.0460463405663847
2024,senior,c_language,C,language,13595,11,0.0008091210003677823
2024,senior,cpp,C++,language,13595,2267,0.16675248253034203
2024,senior,csharp,C#,language,13595,1591,0.11702831923501288
2024,senior,css,CSS,language,13595,615,0.045237219566016916
2024,senior,dart,Dart,language,13595,17,0.001250459727841118
2024,senior,elixir,Elixir,language,13595,12,0.0008826774549466716
2024,senior,erlang,Erlang,language,13595,4,0.0002942258183155572
2024,senior,go,Go,language,13595,392,0.028834130194924604
2024,senior,html,HTML,language,13595,1585,0.11658698050753953
2024,senior,java,Java,language,13595,4125,0.30342037513791836
2024,senior,javascript,JavaScript,language,13595,2908,0.21390216991541008
2024,senior,kotlin,Kotlin,language,13595,285,0.02096358955498345
2024,senior,matlab,MATLAB,language,13595,476,0.03501287237955131
2024,senior,objective_c,Objective-C,language,13595,51,0.003751379183523354
2024,senior,perl,Perl,language,13595,321,0.023611621919823463
2024,senior,php,PHP,language,13595,248,0.018242000735564545
2024,senior,powershell,PowerShell,language,13595,495,0.036410445016550205
2024,senior,python,Python,language,13595,4773,0.3510849577050386
2024,senior,r_language,R,language,13595,4,0.0002942258183155572
2024,senior,ruby,Ruby,language,13595,409,0.030084589922765723
2024,senior,rust,Rust,language,13595,195,0.014343508642883413
2024,senior,scala,Scala,language,13595,727,0.05347554247885252
2024,senior,swift,Swift,language,13595,16,0.0011769032732622288
2024,senior,typescript,TypeScript,language,13595,2108,0.15505700625229865
2024,senior,grafana,Grafana,ops,13595,186,0.01368150055167341
2024,senior,linux,Linux,ops,13595,2434,0.17903641044501656
2024,senior,prometheus,Prometheus,ops,13595,5,0.0003677822728944465
2024,senior,splunk,Splunk,ops,13595,237,0.017432879735196763
2024,senior,unix,Unix,ops,13595,690,0.050753953659433616
2024,senior,agile,Agile,practice,13595,401,0.029496138286134607
2024,senior,api_design,API design,practice,13595,1916,0.1409341669731519
2024,senior,bdd,BDD,practice,13595,143,0.01051857300478117
2024,senior,devops,DevOps,practice,13595,156,0.01147480691430673
2024,senior,kanban,Kanban,practice,13595,193,0.014196395733725635
2024,senior,observability,Observability,practice,13595,326,0.02397940419271791
2024,senior,scrum,Scrum,practice,13595,1346,0.099006987863185
2024,senior,security,Security,practice,13595,24,0.0017653549098933432
2024,senior,sre,SRE,practice,13595,209,0.015373299006987863
2024,senior,tdd,TDD,practice,13595,292,0.021478484737035675
2024,senior,oauth,OAuth,security,13595,194,0.014269952188304524
2024,senior,cypress,Cypress,testing,13595,5,0.0003677822728944465
2024,senior,integration_testing,Integration testing,testing,13595,14,0.0010297903641044502
2024,senior,jest,Jest,testing,13595,124,0.009121000367782272
2024,senior,junit,JUnit,testing,13595,298,0.02191982346450901
2024,senior,mocha,Mocha,testing,13595,45,0.0033100404560500183
2024,senior,playwright,Playwright,testing,13595,26,0.0019124678190511218
2024,senior,pytest,Pytest,testing,13595,31,0.002280250091945568
2024,senior,selenium,Selenium,testing,13595,274,0.020154468554615668
2024,senior,unit_testing,Unit testing,testing,13595,0,0.0
2024,senior,bitbucket,Bitbucket,tooling,13595,374,0.027510114012504597
2024,senior,confluence,Confluence,tooling,13595,36,0.002648032364840015
2024,senior,git,Git,tooling,13595,1886,0.13872747333578522
2024,senior,github,GitHub,tooling,13595,83,0.006105185730047812
2024,senior,gitlab,GitLab,tooling,13595,495,0.036410445016550205
2024,senior,jira,Jira,tooling,13595,1142,0.08400147112909158
2024,unknown,chroma,Chroma,ai_ml,8807,0,0.0
2024,unknown,computer_vision,Computer vision,ai_ml,8807,0,0.0
2024,unknown,deep_learning,Deep learning,ai_ml,8807,0,0.0
2024,unknown,hugging_face,Hugging Face,ai_ml,8807,9,0.001021914386283638
2024,unknown,langchain,LangChain,ai_ml,8807,0,0.0
2024,unknown,llamaindex,LlamaIndex,ai_ml,8807,2,0.00022709208584080845
2024,unknown,machine_learning,Machine learning,ai_ml,8807,8,0.0009083683433632338
2024,unknown,mlops,MLOps,ai_ml,8807,46,0.005223117974338594
2024,unknown,nlp,NLP,ai_ml,8807,7,0.0007948223004428296
