company_name_canonical,mean_sig_2024,mean_sig_2026,n_2024,n_2026,sig_delta
Goliath Partners,0.1221001221001221,0.2595320782587065,7.0,37.0,0.1374319561585844
GliaCell Technologies,0.009079683300646473,0.14625591835488477,26.0,10.0,0.1371762350542383
Bank of America,0.04531037607612142,0.17836333147533875,5.0,13.0,0.13305295539921733
Lennar,0.9689051006098279,1.1010415757555345,8.0,17.0,0.1321364751457066
"VMC Soft Technologies, Inc",0.05034486230680158,0.1717158016845475,6.0,15.0,0.12137093937774593
Blizzard Entertainment,0.29364264792747885,0.4149532285937996,10.0,10.0,0.12131058066632072
Rockstar Games,0.060479685714600634,0.173851086639746,8.0,12.0,0.11337140092514536
"LanceSoft, Inc.",0.04810459540693901,0.16029642507745773,15.0,13.0,0.11219182967051872
Databricks,0.5515488879837483,0.663700531580565,14.0,60.0,0.11215164359681662
Adyen,0.221625533056717,0.33246595934702455,5.0,7.0,0.11084042629030755
State Farm,0.3557456926471523,0.4622368536520474,5.0,12.0,0.10649116100489514
Siemens,0.3440369954826811,0.44825622393592657,10.0,19.0,0.1042192284532455
Intel,0.49940317643700843,0.6031454469806259,5.0,34.0,0.10374227054361745
Two Six Technologies,0.21689084909316794,0.3203618435598091,7.0,14.0,0.10347099446664118
"Modern Technology Solutions, Inc. (MTSI)",0.1548870974655925,0.2537621613035798,8.0,19.0,0.0988750638379873
Tesla,0.31400827184513,0.4114226774036814,79.0,22.0,0.09741440555855135
Addison Group,0.10516962612919413,0.19975852439912817,8.0,16.0,0.09458889826993404
Labcorp,0.38649193564812373,0.4804089825778415,5.0,6.0,0.09391704692971775
General Motors,0.5398018387300499,0.6279936703392162,14.0,191.0,0.08819183160916622
TEKsystems,0.09014114234570253,0.17805998349021518,31.0,120.0,0.08791884114451265
Fanatics,0.30473105300900316,0.3913255009645886,5.0,36.0,0.08659444795558546
Truveta,0.39528327144129505,0.48119296999214073,10.0,6.0,0.08590969855084568
Brooksource,0.2342416451155753,0.31933747242477073,29.0,49.0,0.08509582730919543
FOTOMILL STUDIOS LIMITED,0.3240445898415393,0.407884414285255,5.0,5.0,0.08383982444371574
HCA Healthcare,0.27004711697657996,0.35295359803519444,11.0,17.0,0.08290648105861448
EPITEC,0.15013303018315957,0.23190805046805563,16.0,37.0,0.08177502028489606
IntePros,0.5921105874423378,0.6735450824871879,9.0,12.0,0.08143449504485012
Quantum World Technologies Inc.,0.0145298151807509,0.09508789270694033,14.0,12.0,0.08055807752618943
Rivian,0.3525637468975095,0.43293078046588607,34.0,36.0,0.08036703356837654
ByteDance,0.24781184059807249,0.32670241395265154,44.0,124.0,0.07889057335457905
Adobe,0.5328075549942267,0.6070102488474466,18.0,138.0,0.07420269385321987
Google,0.25424817321954835,0.3267274045371395,33.0,820.0,0.07247923131759115
Robert Half,0.32900536246442513,0.40012616881015456,54.0,98.0,0.07112080634572943
Agility Partners,0.21161709026135542,0.281757283670543,6.0,8.0,0.07014019340918756
Ampcus Inc,0.0554016620498615,0.1249956061910843,5.0,21.0,0.0695939441412228
Booz Allen Hamilton,0.29099404502858006,0.35844041622668316,10.0,338.0,0.0674463711981031
Flex,0.4925268697584242,0.5592085575465254,6.0,8.0,0.06668168778810124
Supermicro,0.3753220575918808,0.44192245629044297,6.0,24.0,0.06660039869856216
"V-Soft Consulting Group, Inc.",0.062039609295806784,0.1280221982245791,19.0,11.0,0.06598258892877232
DivIHN Integration Inc,0.1049075662504707,0.1688203192621083,7.0,11.0,0.06391275301163761
KPMG US,0.5730251588077161,0.6365376976507459,63.0,23.0,0.06351253884302976
EVONA,0.3782088096711369,0.43979060878020343,26.0,23.0,0.061581799109066526
InfoVision Inc.,0.06965848062517035,0.1296762779358133,8.0,19.0,0.06001779731064294
ECS,0.1284594569660003,0.18747506235958675,7.0,28.0,0.05901560539358644
Nityo Infotech,0.17590149516270887,0.23452199171680208,5.0,7.0,0.05862049655409321
VDart,0.13359237948121344,0.1914591428985853,9.0,25.0,0.05786676341737185
Cloudflare,0.11182943242854096,0.16898507786294797,26.0,38.0,0.057155645434407015
Uber,0.2669303429544609,0.3230955206395314,9.0,201.0,0.05616517768507051
Axiom Space,0.7232099690365466,0.7790499796353818,5.0,12.0,0.055840010598835255
Datadog,0.30527803799288483,0.3587524489612063,7.0,14.0,0.05347441096832145
Lockheed Martin,0.6483105901944919,0.7014958900397633,86.0,191.0,0.05318529984527143
BioSpace,0.37078352531283537,0.42363034176542297,25.0,37.0,0.0528468164525876
Infosys,0.3475153424623852,0.39950894119401553,42.0,50.0,0.05199359873163034
"Pyramid Consulting, Inc",0.0,0.05044870452698759,8.0,25.0,0.05044870452698759
Mastech Digital,0.16764203944700107,0.21652506984188408,16.0,31.0,0.04888303039488301
"American Unit, Inc",0.21894662964909195,0.2668528755190352,9.0,8.0,0.04790624586994324
Peterson Technology Partners,0.5541353308958472,0.5999092406794152,6.0,6.0,0.04577390978356799
Akkodis,0.16780033475871228,0.2134884242281035,44.0,76.0,0.04568808946939121
Orion Innovation,0.18534551718820308,0.23053659810817598,8.0,6.0,0.0451910809199729
TekSynap,0.5212233565609503,0.5641596484314191,10.0,8.0,0.04293629187046877
US Tech Solutions,0.11678304920241081,0.15920698267400324,7.0,28.0,0.04242393347159243
Leonardo DRS,0.3529596662732839,0.3948630725665692,19.0,16.0,0.04190340629328532
Cox Automotive Inc.,0.2683225454308277,0.3078252563646898,7.0,12.0,0.03950271093386215
TALENT Software Services,0.09954016682517021,0.138736631757181,14.0,15.0,0.0391964649320108
PepsiCo,0.4515451087664798,0.4902309644384056,10.0,8.0,0.038685855671925784
"Miracle Software Systems, Inc",0.1554001554001554,0.19379999303005263,6.0,7.0,0.03839983762989724
Captivation,0.02087656292663042,0.05892347120642559,41.0,23.0,0.03804690827979517
Moog Inc.,0.19753856442881432,0.23311105289418288,6.0,10.0,0.03557248846536856
Entegee,0.0,0.03546099290780142,7.0,10.0,0.03546099290780142
Fiserv,0.16739995151662232,0.20102653951285818,9.0,15.0,0.03362658799623586
Pacific Life,0.3615254336090472,0.39420115044689613,7.0,19.0,0.03267571683784892
The Walt Disney Company,0.2907273239111371,0.3224514261064154,51.0,69.0,0.031724102195278325
Bose Corporation,0.32764130489856724,0.35914648880803207,8.0,5.0,0.03150518390946483
Abbott,0.1245492101384314,0.15602865296414192,55.0,33.0,0.031479442825710524
SPAR Information Systems LLC,0.11963600127804253,0.150095727067311,8.0,9.0,0.030459725789268477
CAE,0.41745104395145866,0.44507246796274186,8.0,6.0,0.027621424011283202
Randstad Digital Americas,0.5328055421617376,0.5600719889107082,7.0,117.0,0.027266446748970607
Anduril Industries,0.6042298349490903,0.631232392040012,52.0,271.0,0.027002557090921697
CGI,0.24771260777590046,0.2727586084395969,23.0,88.0,0.025046000663696416
AllSTEM Connections,0.19773029549570617,0.22043198615044324,11.0,9.0,0.022701690654737067
Schneider Electric,0.2706246877702551,0.291784093307481,35.0,11.0,0.021159405537225895
Empower Professionals,0.10515247108307044,0.12592119744790123,10.0,14.0,0.020768726364830792
Russell Tobin,0.6078787171280634,0.6284987923114685,12.0,17.0,0.02062007518340514
Guidehouse,0.24525770478683165,0.2654642279702667,13.0,20.0,0.02020652318343505
OneTrust,0.3437781566007877,0.3620459477905824,8.0,8.0,0.018267791189794713
Oracle,0.337518573693545,0.35277709995155526,30.0,47.0,0.015258526258010274
Apex Systems,0.31316353703876565,0.32648498144245386,78.0,201.0,0.01332144440368821
Jobs via eFinancialCareers,0.41183442781867863,0.4246310767098434,22.0,31.0,0.012796648891164775
SynergisticIT,0.0,0.012716013275517858,6.0,19.0,0.012716013275517858
The Judge Group,0.15966025245284554,0.170103971216608,39.0,17.0,0.01044371876376246
Vanguard,0.1068627057114553,0.11630024946019375,19.0,18.0,0.009437543748738453
Base-2 Solutions,0.0360932649967516,0.043158088443790196,7.0,30.0,0.0070648234470385984
Intellectt Inc,0.13095390410713895,0.13760909549020148,90.0,24.0,0.006655191383062531
GM Financial,0.6666776865644887,0.6727553868268463,6.0,20.0,0.006077700262357655
"Syms Strategic Group, LLC (SSG)",0.0,0.0,118.0,32.0,0.0
Verizon,0.2726265637875382,0.26956486303048055,8.0,11.0,-0.0030617007570576393
"Zodiac Solutions, Inc",0.08999280057595392,0.0863707030575229,8.0,7.0,-0.003622097518431025
Saragossa,0.3375947985755288,0.33377940652191235,6.0,15.0,-0.003815392053616473
Ledgent Technology,0.1626322182429757,0.1567131104994035,17.0,37.0,-0.005919107743572183
Lawrence Harvey,0.3296263701096088,0.32262011653626177,7.0,7.0,-0.007006253573347054
"Kelly Science, Engineering, Technology & Telecom",0.030875632950475487,0.023543815039789032,12.0,6.0,-0.007331817910686454
MITRE,0.25738035772448803,0.24733015276949893,7.0,14.0,-0.010050204954989095
ICE,0.405246620895737,0.39505417215681893,26.0,52.0,-0.010192448738918058
Synechron,0.7615323023107038,0.7495663966547083,29.0,68.0,-0.011965905655995535
MongoDB,0.2556323803049487,0.24280834745401048,5.0,23.0,-0.01282403285093825
Mitchell Martin Inc.,0.2894356005788712,0.27590826132296176,5.0,19.0,-0.013527339255909432
World Wide Technology,0.3124984526820574,0.2967675777470827,24.0,9.0,-0.015730874934974715
Renesas Electronics,0.7135014801003526,0.6969590983983822,7.0,13.0,-0.01654238170197042
SpaceX,0.4316150597849969,0.41420203793203414,40.0,159.0,-0.017413021852962784
Walmart,0.6114076034559682,0.5932180008664221,172.0,245.0,-0.01818960258954616
"BAE Systems, Inc.",0.23286705805900437,0.2130599098196628,52.0,140.0,-0.01980714823934157
U.S. Bank,0.5028945698321845,0.4828601577294078,10.0,37.0,-0.020034412102776678
Harnham,0.44889410164351073,0.42774109682672884,18.0,47.0,-0.021153004816781895
Raas Infotek,0.20187783706965837,0.17635829779988435,9.0,33.0,-0.025519539269774016
Trane Technologies,0.6048516678907684,0.579310834431866,9.0,10.0,-0.025540833458902346
Raytheon,0.17990869061155845,0.1543039321696073,146.0,126.0,-0.025604758441951148
Leidos,0.21425901882938045,0.18746342293460042,69.0,258.0,-0.026795595894780033
FastTek Global,0.15828854690824254,0.12908236427697223,9.0,28.0,-0.02920618263127031
Navy Federal Credit Union,0.26674380847979257,0.23590808144964354,6.0,5.0,-0.03083572703014903
L3Harris Technologies,0.15318897951890417,0.12087657722307533,70.0,60.0,-0.03231240229582884
Capital One,0.4877565386188412,0.45458547731073823,710.0,247.0,-0.03317106130810299
Stripe,0.3525709397419758,0.31906045648840686,23.0,25.0,-0.03351048325356892
Prudential Financial,0.2394870384154043,0.2058842904667053,11.0,14.0,-0.033602747948699
Selby Jennings,0.5037726281672683,0.46669319557768635,33.0,19.0,-0.03707943258958196
Stellent IT,0.18745311575481102,0.15023163807177015,49.0,13.0,-0.03722147768304088
AMD,0.2747817451705251,0.23715335571644622,25.0,88.0,-0.0376283894540789
"Conch Technologies, Inc",0.10425055299199627,0.06653214159087537,68.0,16.0,-0.03771841140112091
Info Way Solutions,0.14190435646374344,0.10339590221471522,6.0,13.0,-0.038508454249028226
Primary Talent Partners,0.2752979313516259,0.23641521664629728,5.0,12.0,-0.038882714705328614
Confidential,0.26991474220434386,0.2278749188092858,10.0,8.0,-0.042039823395058074
Kforce Inc,0.48400536817948486,0.44166265444336184,99.0,165.0,-0.04234271373612303
Aditi Consulting,0.18150306883338177,0.13913042171316609,28.0,36.0,-0.042372647120215684
General Atomics,0.07228258485574951,0.029786856521835558,9.0,20.0,-0.04249572833391395
Qualcomm,0.2499617363699529,0.20514369863820983,5.0,174.0,-0.04481803773174306
Cisco,0.2893527038287125,0.24353000788955492,6.0,85.0,-0.045822695939157554
"Sunrise Systems, Inc.",0.10425566124278954,0.05613562366677893,21.0,6.0,-0.048120037576010605
LHH,0.5364877195814095,0.4874595402828025,14.0,8.0,-0.04902817929860703
Eliassen Group,0.2636269094207314,0.21205894581842935,18.0,39.0,-0.051567963602302064
ASRC Federal,0.17603768925076227,0.1224568164318251,18.0,11.0,-0.05358087281893717
Curtiss-Wright Corporation,0.15401547357877574,0.09959758883836502,10.0,9.0,-0.05441788474041072
NVIDIA,0.6209061375659284,0.5655018170389619,57.0,195.0,-0.05540432052696653
Boeing,0.3902860660045179,0.33425299650799384,9.0,93.0,-0.056033069496524035
TikTok,0.44285707042901906,0.38545669018008605,15.0,161.0,-0.057400380248933014
BLUE ORIGIN,0.3670094700095764,0.30644981648274383,106.0,91.0,-0.06055965352683257
CesiumAstro,0.3253057387334235,0.2632912552452278,8.0,23.0,-0.062014483488195715
"Zillion Technologies, Inc.",0.3048111460870105,0.24249712985950905,5.0,7.0,-0.062314016227501434
Garmin,0.12354991256931937,0.06042260361802986,16.0,32.0,-0.06312730895128951
Microsoft,0.5776793903115652,0.5140265088062094,20.0,418.0,-0.06365288150535586
myGwork - LGBTQ+ Business Community,0.5054968056408639,0.44009247048421224,12.0,128.0,-0.06540433515665162
Franklin Fitch,0.19015487436540068,0.1231246573474915,10.0,19.0,-0.06703021701790918
Compunnel Inc.,0.18567045909968263,0.11833224267708553,48.0,43.0,-0.0673382164225971
First Soft Solutions LLC,0.26866964406550276,0.20010005002501252,6.0,5.0,-0.06856959404049023
Innova Solutions,0.13142062572559607,0.0627889049973449,6.0,19.0,-0.06863172072825117
Fidelity Investments,0.42868998794148,0.3565416546003337,29.0,54.0,-0.07214833334114629
Sev1Tech LLC,0.3755882923507378,0.3031110267864657,6.0,7.0,-0.07247726556427214
Visa,0.5840368218289222,0.5079804836402584,17.0,73.0,-0.07605633818866386
Acro Service Corp,0.440261446076224,0.35731415034514663,8.0,14.0,-0.08294729573107734
INSPYR Solutions,0.5559851398987631,0.4680868276965787,14.0,23.0,-0.08789831220218436
System One,0.18568758000667585,0.09714758472850246,8.0,45.0,-0.08853999527817338
Northrop Grumman,0.5564306449492017,0.4677356438617673,309.0,115.0,-0.08869500108743439
Archer,0.3479018778505451,0.25786433104597006,5.0,19.0,-0.09003754680457504
General Dynamics Information Technology,0.5739551437676547,0.48041300603276893,21.0,80.0,-0.09354213773488573
Textron Systems,0.38033621373832743,0.2853230181881759,6.0,5.0,-0.09501319555015153
Aurora,0.40319295349079565,0.30384600392290745,8.0,23.0,-0.0993469495678882
Jobot,0.6187831575507553,0.5167354957940665,70.0,97.0,-0.10204766175668878
"TalentBurst, an Inc 5000 company",0.7556553635339641,0.6520368501591726,6.0,23.0,-0.10361851337479155
Luxoft,0.3377080617556814,0.23182932629574593,17.0,11.0,-0.10587873545993548
Prohires,0.22394865368997358,0.11461959728235353,5.0,8.0,-0.10932905640762004
Unisys,0.4403660002616114,0.3261456456856246,5.0,20.0,-0.11422035457598678
Ford Motor Company,0.42555834387213104,0.30445840532696444,14.0,52.0,-0.1210999385451666
Keylent Inc,0.1277860235176022,0.0,44.0,6.0,-0.1277860235176022
Signify Technology,0.3835643551354335,0.25452346797671904,6.0,21.0,-0.12904088715871448
Amtex Systems Inc.,0.38866578821186226,0.258441128983062,13.0,19.0,-0.13022465922880028
Georgia Tech Research Institute,0.6039338246101419,0.4729958637339095,8.0,5.0,-0.13093796087623238
Belcan,0.17485250364478805,0.04287245444801714,21.0,5.0,-0.13198004919677092
Fannie Mae,0.48611663558031026,0.3508045715543692,8.0,5.0,-0.13531206402594104
Equifax,0.28979960495180085,0.14784037813498688,5.0,30.0,-0.14195922681681397
System Soft Technologies,0.1475796930342385,0.0,8.0,6.0,-0.1475796930342385
Snap Inc.,0.6672491154485287,0.5160885359114069,7.0,17.0,-0.1511605795371218
SPECTRAFORCE,0.41630904459105766,0.25895614590703797,25.0,17.0,-0.1573528986840197
Robinhood,0.34050825850621735,0.18162630432951174,9.0,24.0,-0.15888195417670561
General Dynamics Mission Systems,0.6758950613612958,0.5160466004111297,18.0,70.0,-0.15984846095016614
Stealth Startup,0.7570897684079638,0.5957615852693752,5.0,44.0,-0.16132818313858865
Matlen Silver,0.1988074856228876,0.036968402376838315,12.0,29.0,-0.1618390832460493
Textron,0.3408479618854655,0.17881995221393734,5.0,6.0,-0.16202800967152817
Collins Aerospace,0.4219506170292307,0.2572978379004395,71.0,55.0,-0.16465277912879123
KLA,0.4482800927940263,0.2821308314136452,24.0,22.0,-0.1661492613803811
Themesoft Inc.,0.33981429413478403,0.17209301081906075,5.0,13.0,-0.16772128331572328
CBTS,0.28563259419178333,0.11574074074074074,5.0,6.0,-0.16989185345104257
Harvey Nash,0.3059076245364299,0.13403475987233052,5.0,6.0,-0.17187286466409937
Intuitive,0.4715377129725764,0.2941785596454642,17.0,20.0,-0.17735915332711222
Ampstek,0.27949215876930933,0.09978561409315204,16.0,40.0,-0.1797065446761573
HCLTech,0.2817418129990331,0.09863220822391694,17.0,19.0,-0.18310960477511617
AMERICAN SYSTEMS,0.7305988677229844,0.5384426239524088,10.0,9.0,-0.1921562437705756
Photon,0.25971628349585896,0.06540083527102267,50.0,18.0,-0.1943154482248363
