uid,cluster,period_bucket,seniority_final,source
arshkon_3886883057,1,2024,mid-senior,kaggle_arshkon
arshkon_3886883337,2,2024,mid-senior,kaggle_arshkon
arshkon_3886884056,1,2024,mid-senior,kaggle_arshkon
arshkon_3886885021,1,2024,mid-senior,kaggle_arshkon
arshkon_3886892330,1,2024,mid-senior,kaggle_arshkon
arshkon_3886892712,1,2024,mid-senior,kaggle_arshkon
arshkon_3886894401,0,2024,mid-senior,kaggle_arshkon
arshkon_3886896689,1,2024,mid-senior,kaggle_arshkon
arshkon_3886897818,0,2024,mid-senior,kaggle_arshkon
arshkon_3886897827,0,2024,mid-senior,kaggle_arshkon
arshkon_3886898093,1,2024,mid-senior,kaggle_arshkon
arshkon_3886898526,0,2024,mid-senior,kaggle_arshkon
arshkon_3887100114,1,2024,mid-senior,kaggle_arshkon
arshkon_3887101070,1,2024,mid-senior,kaggle_arshkon
arshkon_3887101348,1,2024,mid-senior,kaggle_arshkon
arshkon_3887101757,1,2024,mid-senior,kaggle_arshkon
arshkon_3887101881,1,2024,mid-senior,kaggle_arshkon
arshkon_3887102462,1,2024,mid-senior,kaggle_arshkon
arshkon_3887102746,1,2024,mid-senior,kaggle_arshkon
arshkon_3887104313,1,2024,mid-senior,kaggle_arshkon
arshkon_3887106363,1,2024,mid-senior,kaggle_arshkon
arshkon_3887433387,1,2024,mid-senior,kaggle_arshkon
arshkon_3887473383,3,2024,mid-senior,kaggle_arshkon
arshkon_3887475434,1,2024,mid-senior,kaggle_arshkon
arshkon_3887480763,1,2024,mid-senior,kaggle_arshkon
arshkon_3887484442,3,2024,mid-senior,kaggle_arshkon
arshkon_3887489778,2,2024,mid-senior,kaggle_arshkon
arshkon_3887499730,3,2024,mid-senior,kaggle_arshkon
arshkon_3887571898,0,2024,mid-senior,kaggle_arshkon
arshkon_3887571966,1,2024,mid-senior,kaggle_arshkon
arshkon_3887572685,1,2024,mid-senior,kaggle_arshkon
arshkon_3887573499,1,2024,mid-senior,kaggle_arshkon
arshkon_3887573896,3,2024,mid-senior,kaggle_arshkon
arshkon_3887576383,1,2024,mid-senior,kaggle_arshkon
arshkon_3887577224,1,2024,mid-senior,kaggle_arshkon
arshkon_3887577327,1,2024,mid-senior,kaggle_arshkon
arshkon_3887578042,1,2024,mid-senior,kaggle_arshkon
arshkon_3887578123,1,2024,mid-senior,kaggle_arshkon
arshkon_3887578127,1,2024,mid-senior,kaggle_arshkon
arshkon_3887700528,1,2024,mid-senior,kaggle_arshkon
arshkon_3887701756,3,2024,mid-senior,kaggle_arshkon
arshkon_3887704073,0,2024,mid-senior,kaggle_arshkon
arshkon_3887704948,0,2024,mid-senior,kaggle_arshkon
arshkon_3887706104,1,2024,mid-senior,kaggle_arshkon
arshkon_3887706972,0,2024,mid-senior,kaggle_arshkon
arshkon_3887707892,1,2024,mid-senior,kaggle_arshkon
arshkon_3887709931,1,2024,mid-senior,kaggle_arshkon
arshkon_3887711661,0,2024,mid-senior,kaggle_arshkon
arshkon_3887713606,1,2024,mid-senior,kaggle_arshkon
arshkon_3887714495,0,2024,mid-senior,kaggle_arshkon
arshkon_3887716431,1,2024,mid-senior,kaggle_arshkon
arshkon_3887716855,1,2024,mid-senior,kaggle_arshkon
arshkon_3887718001,1,2024,mid-senior,kaggle_arshkon
arshkon_3887719171,1,2024,mid-senior,kaggle_arshkon
arshkon_3887719344,1,2024,mid-senior,kaggle_arshkon
arshkon_3887719476,3,2024,mid-senior,kaggle_arshkon
arshkon_3887721080,1,2024,mid-senior,kaggle_arshkon
arshkon_3887721081,1,2024,mid-senior,kaggle_arshkon
arshkon_3887721293,1,2024,mid-senior,kaggle_arshkon
arshkon_3887725011,0,2024,mid-senior,kaggle_arshkon
arshkon_3887833834,1,2024,mid-senior,kaggle_arshkon
arshkon_3887835767,1,2024,mid-senior,kaggle_arshkon
arshkon_3887869894,0,2024,mid-senior,kaggle_arshkon
arshkon_3887871221,0,2024,mid-senior,kaggle_arshkon
arshkon_3887873078,1,2024,mid-senior,kaggle_arshkon
arshkon_3887880255,1,2024,mid-senior,kaggle_arshkon
arshkon_3887885428,1,2024,mid-senior,kaggle_arshkon
arshkon_3887887378,1,2024,mid-senior,kaggle_arshkon
arshkon_3887895007,1,2024,mid-senior,kaggle_arshkon
arshkon_3887895158,0,2024,mid-senior,kaggle_arshkon
arshkon_3887909405,3,2024,mid-senior,kaggle_arshkon
arshkon_3887911260,0,2024,mid-senior,kaggle_arshkon
arshkon_3887991216,1,2024,mid-senior,kaggle_arshkon
arshkon_3888007837,1,2024,mid-senior,kaggle_arshkon
arshkon_3888011542,1,2024,mid-senior,kaggle_arshkon
arshkon_3888013170,1,2024,mid-senior,kaggle_arshkon
arshkon_3888023939,1,2024,mid-senior,kaggle_arshkon
arshkon_3888023985,1,2024,mid-senior,kaggle_arshkon
arshkon_3888024635,1,2024,mid-senior,kaggle_arshkon
arshkon_3888027766,0,2024,mid-senior,kaggle_arshkon
arshkon_3888029802,1,2024,mid-senior,kaggle_arshkon
arshkon_3888032364,1,2024,mid-senior,kaggle_arshkon
arshkon_3888036142,0,2024,mid-senior,kaggle_arshkon
arshkon_3888038057,1,2024,mid-senior,kaggle_arshkon
arshkon_3888404626,1,2024,mid-senior,kaggle_arshkon
arshkon_3888408042,1,2024,mid-senior,kaggle_arshkon
arshkon_3888412446,1,2024,mid-senior,kaggle_arshkon
arshkon_3888476634,0,2024,mid-senior,kaggle_arshkon
arshkon_3888484681,1,2024,mid-senior,kaggle_arshkon
arshkon_3888802684,3,2024,mid-senior,kaggle_arshkon
arshkon_3888822744,1,2024,mid-senior,kaggle_arshkon
arshkon_3888931915,3,2024,mid-senior,kaggle_arshkon
arshkon_3888933855,1,2024,mid-senior,kaggle_arshkon
arshkon_3888933902,3,2024,mid-senior,kaggle_arshkon
arshkon_3888937323,1,2024,mid-senior,kaggle_arshkon
arshkon_3888937998,1,2024,mid-senior,kaggle_arshkon
arshkon_3888940734,0,2024,mid-senior,kaggle_arshkon
arshkon_3888940794,1,2024,mid-senior,kaggle_arshkon
arshkon_3888941778,1,2024,mid-senior,kaggle_arshkon
arshkon_3888943472,1,2024,mid-senior,kaggle_arshkon
arshkon_3888944876,1,2024,mid-senior,kaggle_arshkon
arshkon_3888947582,3,2024,mid-senior,kaggle_arshkon
arshkon_3888957480,1,2024,mid-senior,kaggle_arshkon
arshkon_3888963744,3,2024,mid-senior,kaggle_arshkon
arshkon_3888966179,3,2024,mid-senior,kaggle_arshkon
arshkon_3888972238,0,2024,mid-senior,kaggle_arshkon
arshkon_3888979689,0,2024,mid-senior,kaggle_arshkon
arshkon_3888996307,3,2024,mid-senior,kaggle_arshkon
arshkon_3889104208,1,2024,mid-senior,kaggle_arshkon
arshkon_3889106665,1,2024,mid-senior,kaggle_arshkon
arshkon_3889107491,0,2024,mid-senior,kaggle_arshkon
arshkon_3889108423,1,2024,mid-senior,kaggle_arshkon
arshkon_3889112103,1,2024,director,kaggle_arshkon
arshkon_3889114267,1,2024,mid-senior,kaggle_arshkon
arshkon_3889121407,0,2024,mid-senior,kaggle_arshkon
arshkon_3889121579,1,2024,mid-senior,kaggle_arshkon
arshkon_3889121966,1,2024,mid-senior,kaggle_arshkon
arshkon_3889124543,1,2024,mid-senior,kaggle_arshkon
arshkon_3889173190,3,2024,mid-senior,kaggle_arshkon
arshkon_3889287268,1,2024,mid-senior,kaggle_arshkon
arshkon_3889287646,0,2024,mid-senior,kaggle_arshkon
arshkon_3889295749,1,2024,mid-senior,kaggle_arshkon
arshkon_3889411966,1,2024,mid-senior,kaggle_arshkon
arshkon_3889412897,1,2024,mid-senior,kaggle_arshkon
arshkon_3889414948,1,2024,mid-senior,kaggle_arshkon
arshkon_3889414961,1,2024,mid-senior,kaggle_arshkon
arshkon_3889414992,1,2024,mid-senior,kaggle_arshkon
arshkon_3889415667,3,2024,mid-senior,kaggle_arshkon
arshkon_3889419583,1,2024,mid-senior,kaggle_arshkon
arshkon_3889424445,0,2024,mid-senior,kaggle_arshkon
arshkon_3889448390,1,2024,mid-senior,kaggle_arshkon
arshkon_3889485951,1,2024,mid-senior,kaggle_arshkon
arshkon_3889485953,1,2024,mid-senior,kaggle_arshkon
arshkon_3889489650,0,2024,mid-senior,kaggle_arshkon
arshkon_3889489651,1,2024,mid-senior,kaggle_arshkon
arshkon_3889490260,1,2024,mid-senior,kaggle_arshkon
arshkon_3889490368,1,2024,mid-senior,kaggle_arshkon
arshkon_3889492145,1,2024,mid-senior,kaggle_arshkon
arshkon_3889721024,1,2024,mid-senior,kaggle_arshkon
arshkon_3889722886,1,2024,mid-senior,kaggle_arshkon
arshkon_3889729945,1,2024,mid-senior,kaggle_arshkon
arshkon_3889731701,1,2024,mid-senior,kaggle_arshkon
arshkon_3889741080,0,2024,mid-senior,kaggle_arshkon
arshkon_3889743515,1,2024,mid-senior,kaggle_arshkon
arshkon_3889746831,1,2024,mid-senior,kaggle_arshkon
arshkon_3889756220,1,2024,mid-senior,kaggle_arshkon
arshkon_3889756859,0,2024,mid-senior,kaggle_arshkon
arshkon_3889757540,1,2024,mid-senior,kaggle_arshkon
arshkon_3889760312,0,2024,mid-senior,kaggle_arshkon
arshkon_3889761307,1,2024,mid-senior,kaggle_arshkon
arshkon_3889765984,3,2024,mid-senior,kaggle_arshkon
arshkon_3889767506,0,2024,mid-senior,kaggle_arshkon
arshkon_3889767931,1,2024,mid-senior,kaggle_arshkon
arshkon_3889771351,1,2024,mid-senior,kaggle_arshkon
arshkon_3889771499,1,2024,mid-senior,kaggle_arshkon
arshkon_3889774140,1,2024,mid-senior,kaggle_arshkon
arshkon_3889780399,1,2024,mid-senior,kaggle_arshkon
arshkon_3890853792,1,2024,mid-senior,kaggle_arshkon
arshkon_3890861573,1,2024,mid-senior,kaggle_arshkon
arshkon_3890891574,1,2024,mid-senior,kaggle_arshkon
arshkon_3890891579,1,2024,mid-senior,kaggle_arshkon
arshkon_3890891602,1,2024,mid-senior,kaggle_arshkon
arshkon_3890891604,0,2024,mid-senior,kaggle_arshkon
arshkon_3890891674,1,2024,mid-senior,kaggle_arshkon
arshkon_3890892489,1,2024,mid-senior,kaggle_arshkon
arshkon_3890892497,1,2024,mid-senior,kaggle_arshkon
arshkon_3890892607,3,2024,mid-senior,kaggle_arshkon
arshkon_3890893450,1,2024,mid-senior,kaggle_arshkon
arshkon_3890894276,1,2024,mid-senior,kaggle_arshkon
arshkon_3890894358,1,2024,mid-senior,kaggle_arshkon
arshkon_3890894365,1,2024,mid-senior,kaggle_arshkon
arshkon_3890894462,1,2024,mid-senior,kaggle_arshkon
arshkon_3890895278,1,2024,mid-senior,kaggle_arshkon
arshkon_3890895337,1,2024,mid-senior,kaggle_arshkon
arshkon_3890895340,3,2024,mid-senior,kaggle_arshkon
arshkon_3890895356,3,2024,mid-senior,kaggle_arshkon
arshkon_3890896017,3,2024,mid-senior,kaggle_arshkon
arshkon_3890896137,1,2024,mid-senior,kaggle_arshkon
arshkon_3890899775,1,2024,mid-senior,kaggle_arshkon
arshkon_3891008324,1,2024,mid-senior,kaggle_arshkon
arshkon_3891009926,1,2024,mid-senior,kaggle_arshkon
arshkon_3891019134,1,2024,mid-senior,kaggle_arshkon
arshkon_3891019418,1,2024,mid-senior,kaggle_arshkon
arshkon_3891030914,1,2024,mid-senior,kaggle_arshkon
arshkon_3891065934,1,2024,mid-senior,kaggle_arshkon
arshkon_3891070631,1,2024,mid-senior,kaggle_arshkon
arshkon_3891070705,1,2024,mid-senior,kaggle_arshkon
arshkon_3891070878,1,2024,mid-senior,kaggle_arshkon
arshkon_3891071118,0,2024,mid-senior,kaggle_arshkon
arshkon_3891071414,1,2024,mid-senior,kaggle_arshkon
arshkon_3891071531,1,2024,mid-senior,kaggle_arshkon
arshkon_3891072475,3,2024,mid-senior,kaggle_arshkon
arshkon_3891072752,1,2024,mid-senior,kaggle_arshkon
arshkon_3891073263,1,2024,mid-senior,kaggle_arshkon
arshkon_3891073276,0,2024,mid-senior,kaggle_arshkon
arshkon_3891073422,3,2024,mid-senior,kaggle_arshkon
arshkon_3891073508,0,2024,mid-senior,kaggle_arshkon
arshkon_3891074303,0,2024,mid-senior,kaggle_arshkon
arshkon_3891074328,1,2024,mid-senior,kaggle_arshkon
arshkon_3891074385,0,2024,mid-senior,kaggle_arshkon
arshkon_3891076130,0,2024,mid-senior,kaggle_arshkon
arshkon_3891077020,1,2024,mid-senior,kaggle_arshkon
arshkon_3891077798,1,2024,mid-senior,kaggle_arshkon
arshkon_3891078515,1,2024,mid-senior,kaggle_arshkon
arshkon_3891079139,3,2024,mid-senior,kaggle_arshkon
arshkon_3891088945,3,2024,mid-senior,kaggle_arshkon
arshkon_3891089761,0,2024,mid-senior,kaggle_arshkon
arshkon_3891091655,1,2024,mid-senior,kaggle_arshkon
arshkon_3891098097,1,2024,mid-senior,kaggle_arshkon
arshkon_3891098173,1,2024,mid-senior,kaggle_arshkon
arshkon_3891245996,1,2024,mid-senior,kaggle_arshkon
arshkon_3891251524,1,2024,mid-senior,kaggle_arshkon
arshkon_3891252366,1,2024,mid-senior,kaggle_arshkon
arshkon_3891252410,3,2024,mid-senior,kaggle_arshkon
arshkon_3891262915,1,2024,mid-senior,kaggle_arshkon
arshkon_3891267064,1,2024,mid-senior,kaggle_arshkon
arshkon_3891269635,0,2024,mid-senior,kaggle_arshkon
arshkon_3891274408,1,2024,mid-senior,kaggle_arshkon
arshkon_3891274723,1,2024,mid-senior,kaggle_arshkon
arshkon_3891278283,1,2024,mid-senior,kaggle_arshkon
arshkon_3891278287,1,2024,mid-senior,kaggle_arshkon
arshkon_3891282224,1,2024,mid-senior,kaggle_arshkon
arshkon_3891283506,1,2024,mid-senior,kaggle_arshkon
arshkon_3891289505,0,2024,mid-senior,kaggle_arshkon
arshkon_3891297952,1,2024,mid-senior,kaggle_arshkon
arshkon_3891800373,1,2024,mid-senior,kaggle_arshkon
arshkon_3891809965,1,2024,mid-senior,kaggle_arshkon
arshkon_3891818219,3,2024,mid-senior,kaggle_arshkon
arshkon_3891819692,1,2024,mid-senior,kaggle_arshkon
arshkon_3891833364,3,2024,mid-senior,kaggle_arshkon
arshkon_3893246261,1,2024,mid-senior,kaggle_arshkon
arshkon_3894204729,1,2024,mid-senior,kaggle_arshkon
arshkon_3894211568,1,2024,mid-senior,kaggle_arshkon
arshkon_3894228387,1,2024,mid-senior,kaggle_arshkon
arshkon_3894277549,3,2024,mid-senior,kaggle_arshkon
arshkon_3894285197,3,2024,mid-senior,kaggle_arshkon
arshkon_3894285746,1,2024,mid-senior,kaggle_arshkon
arshkon_3894286619,3,2024,mid-senior,kaggle_arshkon
arshkon_3894286621,1,2024,mid-senior,kaggle_arshkon
arshkon_3894286624,1,2024,mid-senior,kaggle_arshkon
arshkon_3894287200,0,2024,mid-senior,kaggle_arshkon
arshkon_3894290062,1,2024,mid-senior,kaggle_arshkon
arshkon_3894290293,1,2024,mid-senior,kaggle_arshkon
arshkon_3894291104,3,2024,mid-senior,kaggle_arshkon
arshkon_3894291324,0,2024,mid-senior,kaggle_arshkon
arshkon_3894292046,1,2024,mid-senior,kaggle_arshkon
arshkon_3894295124,0,2024,mid-senior,kaggle_arshkon
arshkon_3894299533,3,2024,mid-senior,kaggle_arshkon
arshkon_3894401497,1,2024,mid-senior,kaggle_arshkon
arshkon_3894411812,3,2024,mid-senior,kaggle_arshkon
arshkon_3894412791,1,2024,mid-senior,kaggle_arshkon
arshkon_3894417070,1,2024,mid-senior,kaggle_arshkon
arshkon_3894539991,1,2024,mid-senior,kaggle_arshkon
arshkon_3894541964,1,2024,mid-senior,kaggle_arshkon
arshkon_3894542787,1,2024,mid-senior,kaggle_arshkon
arshkon_3894543916,1,2024,mid-senior,kaggle_arshkon
arshkon_3894543947,1,2024,mid-senior,kaggle_arshkon
arshkon_3894546433,1,2024,mid-senior,kaggle_arshkon
arshkon_3894547452,1,2024,mid-senior,kaggle_arshkon
arshkon_3894548569,1,2024,mid-senior,kaggle_arshkon
arshkon_3894550439,1,2024,mid-senior,kaggle_arshkon
arshkon_3894553092,1,2024,mid-senior,kaggle_arshkon
arshkon_3894554918,1,2024,mid-senior,kaggle_arshkon
arshkon_3894560012,1,2024,mid-senior,kaggle_arshkon
arshkon_3894560181,1,2024,mid-senior,kaggle_arshkon
