uid,source,period,doc_len,has_core_section,core_chars,boilerplate_chars,parsed_chars,core_share,boilerplate_share
arshkon_3884437568,kaggle_arshkon,2024-04,3543,False,0,2866,2866,0.0,0.8089189952018063
arshkon_3886896689,kaggle_arshkon,2024-04,5183,False,0,0,4584,0.0,0.0
arshkon_3886897592,kaggle_arshkon,2024-04,3623,False,0,0,3470,0.0,0.0
arshkon_3898163066,kaggle_arshkon,2024-04,2931,False,0,0,2645,0.0,0.0
arshkon_3898171523,kaggle_arshkon,2024-04,3610,False,0,0,3401,0.0,0.0
arshkon_3902787237,kaggle_arshkon,2024-04,5578,False,0,0,5326,0.0,0.0
arshkon_3901676244,kaggle_arshkon,2024-04,3903,False,0,0,3844,0.0,0.0
arshkon_3904088118,kaggle_arshkon,2024-04,1362,False,0,0,926,0.0,0.0
arshkon_3904090106,kaggle_arshkon,2024-04,1352,False,0,0,926,0.0,0.0
arshkon_3905309124,kaggle_arshkon,2024-04,6040,True,2811,0,2811,0.4653973509933775,0.0
arshkon_3889104208,kaggle_arshkon,2024-04,1407,False,0,0,1346,0.0,0.0
arshkon_3889104215,kaggle_arshkon,2024-04,2006,True,1426,0,1426,0.7108673978065803,0.0
arshkon_3906252228,kaggle_arshkon,2024-04,1417,False,0,0,1207,0.0,0.0
arshkon_3902752755,kaggle_arshkon,2024-04,3674,False,0,0,3514,0.0,0.0
arshkon_3900066300,kaggle_arshkon,2024-04,7523,False,0,0,3899,0.0,0.0
arshkon_3887895158,kaggle_arshkon,2024-04,6232,True,3797,0,3797,0.6092747111681643,0.0
arshkon_3904363580,kaggle_arshkon,2024-04,8704,False,0,0,4252,0.0,0.0
arshkon_3903455403,kaggle_arshkon,2024-04,2649,False,0,0,1684,0.0,0.0
arshkon_3903459097,kaggle_arshkon,2024-04,2653,False,0,0,1676,0.0,0.0
arshkon_3902363195,kaggle_arshkon,2024-04,1051,False,0,0,1048,0.0,0.0
arshkon_3905247934,kaggle_arshkon,2024-04,1491,False,0,0,948,0.0,0.0
arshkon_3894849266,kaggle_arshkon,2024-04,3590,False,0,0,2611,0.0,0.0
arshkon_3902927061,kaggle_arshkon,2024-04,4080,False,0,0,1521,0.0,0.0
arshkon_3905865142,kaggle_arshkon,2024-04,4480,False,0,0,1558,0.0,0.0
arshkon_3901346537,kaggle_arshkon,2024-04,2525,False,0,0,2317,0.0,0.0
arshkon_3902828827,kaggle_arshkon,2024-04,2630,False,0,0,2366,0.0,0.0
arshkon_3905296658,kaggle_arshkon,2024-04,3266,False,0,0,2171,0.0,0.0
arshkon_3900975697,kaggle_arshkon,2024-04,2142,False,0,0,2023,0.0,0.0
arshkon_3894959926,kaggle_arshkon,2024-04,1024,False,0,0,938,0.0,0.0
arshkon_3903812998,kaggle_arshkon,2024-04,3997,False,0,0,1753,0.0,0.0
arshkon_3904362449,kaggle_arshkon,2024-04,2511,False,0,0,1321,0.0,0.0
arshkon_3906226174,kaggle_arshkon,2024-04,5932,False,0,0,3209,0.0,0.0
arshkon_3884989874,kaggle_arshkon,2024-04,3465,True,1394,0,1394,0.4023088023088023,0.0
arshkon_3884993199,kaggle_arshkon,2024-04,3809,False,0,0,1932,0.0,0.0
arshkon_3884996017,kaggle_arshkon,2024-04,2706,False,0,0,1247,0.0,0.0
arshkon_3902758886,kaggle_arshkon,2024-04,2526,False,0,0,599,0.0,0.0
arshkon_3902758923,kaggle_arshkon,2024-04,5205,False,0,0,2716,0.0,0.0
arshkon_3902760706,kaggle_arshkon,2024-04,4181,False,0,0,1208,0.0,0.0
arshkon_3902761493,kaggle_arshkon,2024-04,2019,True,219,0,219,0.10846953937592868,0.0
arshkon_3902762458,kaggle_arshkon,2024-04,4840,False,0,0,1765,0.0,0.0
arshkon_3902762474,kaggle_arshkon,2024-04,2025,True,219,0,219,0.10814814814814815,0.0
arshkon_3902763238,kaggle_arshkon,2024-04,4965,False,0,0,2178,0.0,0.0
arshkon_3902764108,kaggle_arshkon,2024-04,4489,False,0,0,2629,0.0,0.0
arshkon_3902765105,kaggle_arshkon,2024-04,2025,True,219,0,219,0.10814814814814815,0.0
arshkon_3902765108,kaggle_arshkon,2024-04,2019,True,219,0,219,0.10846953937592868,0.0
arshkon_3903486650,kaggle_arshkon,2024-04,6795,False,0,0,2069,0.0,0.0
arshkon_3903487386,kaggle_arshkon,2024-04,4149,False,0,0,2567,0.0,0.0
arshkon_3903849429,kaggle_arshkon,2024-04,5030,False,0,0,1618,0.0,0.0
arshkon_3903849462,kaggle_arshkon,2024-04,3156,False,0,0,851,0.0,0.0
arshkon_3903851052,kaggle_arshkon,2024-04,5938,False,0,0,2826,0.0,0.0
arshkon_3903852011,kaggle_arshkon,2024-04,3329,False,0,0,2005,0.0,0.0
arshkon_3904084737,kaggle_arshkon,2024-04,4570,False,0,0,1315,0.0,0.0
arshkon_3904086111,kaggle_arshkon,2024-04,4008,False,0,0,1633,0.0,0.0
arshkon_3904089059,kaggle_arshkon,2024-04,3903,False,0,0,2380,0.0,0.0
arshkon_3904089081,kaggle_arshkon,2024-04,5580,False,0,0,2378,0.0,0.0
