source,period,seniority_final,metric,n,mean,median,p25,p75
kaggle_asaniczka,2024-01,director,management_broad_count,42,0.6666666666666666,0.5,0.0,1.0
kaggle_asaniczka,2024-01,entry,management_broad_count,113,0.45132743362831856,0.0,0.0,1.0
kaggle_asaniczka,2024-01,mid-senior,management_broad_count,6263,0.5625099792431743,0.0,0.0,1.0
kaggle_asaniczka,2024-01,unknown,management_broad_count,4705,0.45887353878852283,0.0,0.0,1.0
scraped,2026-03,associate,management_broad_count,11,0.6363636363636364,1.0,0.0,1.0
scraped,2026-03,director,management_broad_count,30,0.6333333333333333,0.0,0.0,1.0
scraped,2026-03,entry,management_broad_count,132,0.5151515151515151,0.0,0.0,1.0
scraped,2026-03,mid-senior,management_broad_count,1284,0.6526479750778816,1.0,0.0,1.0
scraped,2026-03,unknown,management_broad_count,1135,0.4845814977973568,0.0,0.0,1.0
scraped,2026-04,associate,management_broad_count,10,0.3,0.0,0.0,0.75
scraped,2026-04,director,management_broad_count,14,0.7857142857142857,1.0,0.0,1.0
scraped,2026-04,entry,management_broad_count,57,0.7017543859649122,1.0,0.0,1.0
scraped,2026-04,mid-senior,management_broad_count,751,0.6697736351531292,0.0,0.0,1.0
scraped,2026-04,unknown,management_broad_count,606,0.5412541254125413,0.0,0.0,1.0
kaggle_arshkon,2024-04,associate,education_flag,14,0.07142857142857142,0.0,0.0,0.0
kaggle_arshkon,2024-04,director,education_flag,12,0.08333333333333333,0.0,0.0,0.0
kaggle_arshkon,2024-04,entry,education_flag,162,0.08024691358024691,0.0,0.0,0.0
kaggle_arshkon,2024-04,mid-senior,education_flag,1859,0.0914470145239376,0.0,0.0,0.0
kaggle_arshkon,2024-04,unknown,education_flag,2138,0.06735266604303088,0.0,0.0,0.0
kaggle_asaniczka,2024-01,associate,education_flag,7,0.14285714285714285,0.0,0.0,0.0
kaggle_asaniczka,2024-01,director,education_flag,42,0.14285714285714285,0.0,0.0,0.0
kaggle_asaniczka,2024-01,entry,education_flag,113,0.08849557522123894,0.0,0.0,0.0
kaggle_asaniczka,2024-01,mid-senior,education_flag,6263,0.11320453456809836,0.0,0.0,0.0
kaggle_asaniczka,2024-01,unknown,education_flag,4705,0.1073326248671626,0.0,0.0,0.0
scraped,2026-03,associate,education_flag,11,0.09090909090909091,0.0,0.0,0.0
scraped,2026-03,director,education_flag,30,0.06666666666666667,0.0,0.0,0.0
scraped,2026-03,entry,education_flag,132,0.11363636363636363,0.0,0.0,0.0
scraped,2026-03,mid-senior,education_flag,1284,0.07476635514018691,0.0,0.0,0.0
scraped,2026-03,unknown,education_flag,1135,0.050220264317180616,0.0,0.0,0.0
scraped,2026-04,associate,education_flag,10,0.1,0.0,0.0,0.0
scraped,2026-04,director,education_flag,14,0.2857142857142857,0.0,0.0,0.75
scraped,2026-04,entry,education_flag,57,0.05263157894736842,0.0,0.0,0.0
scraped,2026-04,mid-senior,education_flag,751,0.09986684420772303,0.0,0.0,0.0
scraped,2026-04,unknown,education_flag,606,0.09405940594059406,0.0,0.0,0.0
kaggle_arshkon,2024-04,associate,yoe_flag,14,0.7142857142857143,1.0,0.25,1.0
kaggle_arshkon,2024-04,director,yoe_flag,12,1.0,1.0,1.0,1.0
kaggle_arshkon,2024-04,entry,yoe_flag,162,0.36419753086419754,0.0,0.0,1.0
kaggle_arshkon,2024-04,mid-senior,yoe_flag,1859,0.6804733727810651,1.0,0.0,1.0
kaggle_arshkon,2024-04,unknown,yoe_flag,2138,0.5940130963517306,1.0,0.0,1.0
kaggle_asaniczka,2024-01,associate,yoe_flag,7,0.5714285714285714,1.0,0.0,1.0
kaggle_asaniczka,2024-01,director,yoe_flag,42,0.8571428571428571,1.0,1.0,1.0
kaggle_asaniczka,2024-01,entry,yoe_flag,113,0.4690265486725664,0.0,0.0,1.0
kaggle_asaniczka,2024-01,mid-senior,yoe_flag,6263,0.7688008941401884,1.0,1.0,1.0
kaggle_asaniczka,2024-01,unknown,yoe_flag,4705,0.6558979808714134,1.0,0.0,1.0
scraped,2026-03,associate,yoe_flag,11,0.7272727272727273,1.0,0.5,1.0
scraped,2026-03,director,yoe_flag,30,0.8333333333333334,1.0,1.0,1.0
scraped,2026-03,entry,yoe_flag,132,0.21212121212121213,0.0,0.0,0.0
scraped,2026-03,mid-senior,yoe_flag,1284,0.7593457943925234,1.0,1.0,1.0
scraped,2026-03,unknown,yoe_flag,1135,0.6405286343612335,1.0,0.0,1.0
scraped,2026-04,associate,yoe_flag,10,0.7,1.0,0.25,1.0
scraped,2026-04,director,yoe_flag,14,0.7142857142857143,1.0,0.25,1.0
scraped,2026-04,entry,yoe_flag,57,0.15789473684210525,0.0,0.0,0.0
scraped,2026-04,mid-senior,yoe_flag,751,0.7776298268974701,1.0,1.0,1.0
scraped,2026-04,unknown,yoe_flag,606,0.6666666666666666,1.0,0.0,1.0
kaggle_arshkon,2024-04,associate,requirement_breadth,14,3.4285714285714284,3.5,2.0,5.0
kaggle_arshkon,2024-04,director,requirement_breadth,12,5.0,5.5,2.0,6.25
kaggle_arshkon,2024-04,entry,requirement_breadth,162,3.611111111111111,3.0,1.0,5.0
kaggle_arshkon,2024-04,mid-senior,requirement_breadth,1859,4.979020979020979,5.0,3.0,7.0
kaggle_arshkon,2024-04,unknown,requirement_breadth,2138,4.094948550046773,3.0,2.0,6.0
kaggle_asaniczka,2024-01,associate,requirement_breadth,7,3.7142857142857144,4.0,1.5,5.5
kaggle_asaniczka,2024-01,director,requirement_breadth,42,3.5238095238095237,2.0,2.0,5.0
kaggle_asaniczka,2024-01,entry,requirement_breadth,113,3.814159292035398,3.0,2.0,5.0
kaggle_asaniczka,2024-01,mid-senior,requirement_breadth,6263,4.536005109372505,4.0,2.0,6.0
kaggle_asaniczka,2024-01,unknown,requirement_breadth,4705,3.8695005313496282,3.0,2.0,5.0
scraped,2026-03,associate,requirement_breadth,11,6.454545454545454,7.0,4.0,8.0
scraped,2026-03,director,requirement_breadth,30,6.8,7.0,5.25,9.0
scraped,2026-03,entry,requirement_breadth,132,4.166666666666667,3.0,2.0,6.25
scraped,2026-03,mid-senior,requirement_breadth,1284,5.896417445482866,5.0,3.0,8.0
scraped,2026-03,unknown,requirement_breadth,1135,4.980616740088106,4.0,3.0,7.0
scraped,2026-04,associate,requirement_breadth,10,5.2,5.5,4.0,6.75
scraped,2026-04,director,requirement_breadth,14,9.285714285714286,6.0,4.25,15.75
scraped,2026-04,entry,requirement_breadth,57,4.245614035087719,4.0,2.0,6.0
scraped,2026-04,mid-senior,requirement_breadth,751,5.826897470039947,5.0,3.0,8.0
scraped,2026-04,unknown,requirement_breadth,606,4.749174917491749,4.0,2.0,6.0
kaggle_arshkon,2024-04,associate,credential_stack_depth,14,2.142857142857143,2.0,2.0,3.0
kaggle_arshkon,2024-04,director,credential_stack_depth,12,2.6666666666666665,2.5,2.0,3.0
kaggle_arshkon,2024-04,entry,credential_stack_depth,162,1.8148148148148149,2.0,1.0,2.0
kaggle_arshkon,2024-04,mid-senior,credential_stack_depth,1859,2.427111350188273,2.0,2.0,3.0
kaggle_arshkon,2024-04,unknown,credential_stack_depth,2138,2.0743685687558466,2.0,1.0,3.0
kaggle_asaniczka,2024-01,associate,credential_stack_depth,7,2.5714285714285716,2.0,1.5,4.0
kaggle_asaniczka,2024-01,director,credential_stack_depth,42,2.261904761904762,2.0,2.0,3.0
kaggle_asaniczka,2024-01,entry,credential_stack_depth,113,1.920353982300885,2.0,1.0,2.0
kaggle_asaniczka,2024-01,mid-senior,credential_stack_depth,6263,2.3560593964553727,2.0,2.0,3.0
kaggle_asaniczka,2024-01,unknown,credential_stack_depth,4705,2.0646121147715197,2.0,1.0,3.0
scraped,2026-03,associate,credential_stack_depth,11,2.5454545454545454,3.0,2.0,3.0
scraped,2026-03,director,credential_stack_depth,30,3.1,3.0,2.0,4.0
scraped,2026-03,entry,credential_stack_depth,132,2.0303030303030303,2.0,1.0,3.0
scraped,2026-03,mid-senior,credential_stack_depth,1284,2.8169781931464173,3.0,2.0,4.0
scraped,2026-03,unknown,credential_stack_depth,1135,2.515418502202643,2.0,2.0,3.0
scraped,2026-04,associate,credential_stack_depth,10,2.5,2.0,2.0,3.0
scraped,2026-04,director,credential_stack_depth,14,3.642857142857143,3.5,3.0,4.75
scraped,2026-04,entry,credential_stack_depth,57,2.0701754385964914,2.0,1.0,3.0
scraped,2026-04,mid-senior,credential_stack_depth,751,2.829560585885486,3.0,2.0,4.0
scraped,2026-04,unknown,credential_stack_depth,606,2.4455445544554455,2.0,2.0,3.0
kaggle_arshkon,2024-04,associate,text_len,14,855.5,637.0,404.5,1258.5
kaggle_arshkon,2024-04,director,text_len,12,887.5833333333334,753.0,607.5,1080.25
kaggle_arshkon,2024-04,entry,text_len,162,639.8765432098766,635.0,390.25,861.75
kaggle_arshkon,2024-04,mid-senior,text_len,1859,724.9150080688543,668.0,444.0,953.0
kaggle_arshkon,2024-04,unknown,text_len,2138,626.6847521047708,569.0,329.0,858.0
kaggle_asaniczka,2024-01,associate,text_len,7,605.0,547.0,366.5,821.5
kaggle_asaniczka,2024-01,director,text_len,42,734.2857142857143,741.5,562.5,924.75
kaggle_asaniczka,2024-01,entry,text_len,113,558.3274336283185,495.0,329.0,748.0
kaggle_asaniczka,2024-01,mid-senior,text_len,6263,717.2570653041673,653.0,442.5,925.5
kaggle_asaniczka,2024-01,unknown,text_len,4705,629.3054197662061,568.0,351.0,813.0
scraped,2026-03,associate,text_len,11,890.2727272727273,811.0,593.5,1116.0
scraped,2026-03,director,text_len,30,1012.9,956.0,796.5,1320.75
scraped,2026-03,entry,text_len,132,712.7878787878788,637.0,431.0,905.75
scraped,2026-03,mid-senior,text_len,1284,950.202492211838,892.0,631.0,1188.0
scraped,2026-03,unknown,text_len,1135,818.6651982378854,773.0,528.0,1042.0
scraped,2026-04,associate,text_len,10,856.1,848.0,608.75,962.5
scraped,2026-04,director,text_len,14,1383.857142857143,1242.5,858.0,1959.25
scraped,2026-04,entry,text_len,57,742.7894736842105,699.0,534.0,892.0
scraped,2026-04,mid-senior,text_len,751,932.7390146471372,849.0,634.0,1169.0
scraped,2026-04,unknown,text_len,606,839.0577557755776,784.0,531.25,1072.25
kaggle_arshkon,2024-04,associate,tech_density,14,2.5526200977532776,1.1837082647814212,0.0,2.0982973156195106
kaggle_arshkon,2024-04,director,tech_density,12,3.613600503456137,2.8200825506398077,1.882556433014187,4.837086912777649
kaggle_arshkon,2024-04,entry,tech_density,162,3.6875697681640522,2.9622620537960245,1.1068324266792808,5.590569561157797
kaggle_arshkon,2024-04,mid-senior,tech_density,1859,5.472224467490808,3.9787798408488064,1.5910909035674865,7.336085907214154
kaggle_arshkon,2024-04,unknown,tech_density,2138,5.543777994321816,3.6529710831476265,0.7054994851082677,7.633587786259541
kaggle_asaniczka,2024-01,associate,tech_density,7,4.264606649145635,3.9564787339268057,1.370539241740096,6.314186768569382
kaggle_asaniczka,2024-01,director,tech_density,42,2.7323831523261486,1.116368512313016,0.0,4.970219664128812
kaggle_asaniczka,2024-01,entry,tech_density,113,5.716216736444985,4.444444444444445,1.3531799729364005,8.080808080808081
kaggle_asaniczka,2024-01,mid-senior,tech_density,6263,5.178586132311836,3.4071550255536627,0.8639581299393028,7.352941176470589
kaggle_asaniczka,2024-01,unknown,tech_density,4705,5.497246814754018,3.0627871362940273,0.0,7.575757575757575
scraped,2026-03,associate,tech_density,11,5.378361197519698,5.253940455341506,3.4409467164290644,7.2795162975523695
scraped,2026-03,director,tech_density,30,4.083319292052827,3.5700883490945605,1.602257127350509,6.110026747632473
scraped,2026-03,entry,tech_density,132,3.873774472490244,2.524212046555093,0.0,5.897537094485378
scraped,2026-03,mid-senior,tech_density,1284,4.153302640891656,3.2254641394693326,1.134758602978942,6.0
scraped,2026-03,unknown,tech_density,1135,4.200631073166565,2.8490028490028494,0.8350743791509647,5.925938932101909
scraped,2026-04,associate,tech_density,10,4.355566588874782,4.274571658951224,2.0129078703908356,5.60311760819997
scraped,2026-04,director,tech_density,14,3.9146779935736538,3.9117167962924726,1.2226975795978574,5.34487358627173
scraped,2026-04,entry,tech_density,57,3.1741481334823782,2.4533856722276743,0.0,5.313496280552604
scraped,2026-04,mid-senior,tech_density,751,3.9843221222744365,3.138731952291274,1.1173533083645444,5.794368466996442
scraped,2026-04,unknown,tech_density,606,3.7052439408638604,2.46153939371906,0.0,5.35771419430034
kaggle_arshkon,2024-04,associate,scope_density,14,0.5945193826180072,0.0,0.0,0.5613772455089819
kaggle_arshkon,2024-04,director,scope_density,12,0.28113422855603215,0.0,0.0,0.18261504747991233
kaggle_arshkon,2024-04,entry,scope_density,162,0.22904814206361238,0.0,0.0,0.0
kaggle_arshkon,2024-04,mid-senior,scope_density,1859,0.45373001395099705,0.0,0.0,0.8399833485031292
kaggle_arshkon,2024-04,unknown,scope_density,2138,0.326305994014185,0.0,0.0,0.0
kaggle_asaniczka,2024-01,associate,scope_density,7,0.8151572593653105,0.0,0.0,0.4945598417408507
kaggle_asaniczka,2024-01,director,scope_density,42,0.32364421280669714,0.0,0.0,0.0
kaggle_asaniczka,2024-01,entry,scope_density,113,0.28640994337001113,0.0,0.0,0.0
kaggle_asaniczka,2024-01,mid-senior,scope_density,6263,0.41988430615470956,0.0,0.0,0.41869043937867284
kaggle_asaniczka,2024-01,unknown,scope_density,4705,0.32116167463577194,0.0,0.0,0.0
scraped,2026-03,associate,scope_density,11,0.10614021121902031,0.0,0.0,0.0
scraped,2026-03,director,scope_density,30,0.5313844493431313,0.0,0.0,0.9312705972188731
scraped,2026-03,entry,scope_density,132,0.4618648417235063,0.0,0.0,0.8640411412149516
scraped,2026-03,mid-senior,scope_density,1284,0.7095597245336625,0.0,0.0,1.2123049782237167
scraped,2026-03,unknown,scope_density,1135,0.6550526876207157,0.0,0.0,1.125492759351027
scraped,2026-04,associate,scope_density,10,0.3861983884524213,0.0,0.0,0.9367651370344867
scraped,2026-04,director,scope_density,14,0.6719072136127465,0.5957710109959244,0.0,1.0687254655080882
scraped,2026-04,entry,scope_density,57,0.585796561500694,0.0,0.0,1.2019230769230769
scraped,2026-04,mid-senior,scope_density,751,0.6830818515393372,0.0,0.0,1.2422379418046243
scraped,2026-04,unknown,scope_density,606,0.5321278232192089,0.0,0.0,0.9816037518436579
