source,period,seniority_3level,n,tech,category,share
kaggle_arshkon,2024-04,junior,175,aws,cloud_devops,0.13714285714285715
kaggle_arshkon,2024-04,junior,175,azure,cloud_devops,0.011428571428571429
kaggle_arshkon,2024-04,junior,175,gcp,cloud_devops,0.011428571428571429
kaggle_arshkon,2024-04,junior,175,kubernetes,cloud_devops,0.06285714285714286
kaggle_arshkon,2024-04,junior,175,docker,cloud_devops,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,terraform,cloud_devops,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,ansible,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,helm,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,jenkins,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,github_actions,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,gitlab_ci,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,circleci,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,argo_cd,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,openshift,cloud_devops,0.011428571428571429
kaggle_arshkon,2024-04,junior,175,nomad,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,prometheus,cloud_devops,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,grafana,cloud_devops,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,datadog,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,new_relic,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,splunk,cloud_devops,0.011428571428571429
kaggle_arshkon,2024-04,junior,175,opentelemetry,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,linux,cloud_devops,0.011428571428571429
kaggle_arshkon,2024-04,junior,175,bash,cloud_devops,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,git,cloud_devops,0.022857142857142857
kaggle_arshkon,2024-04,junior,175,serverless,cloud_devops,0.011428571428571429
kaggle_arshkon,2024-04,junior,175,cloudformation,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,pulumi,cloud_devops,0.0
kaggle_arshkon,2024-04,junior,175,junit,method_testing,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,pytest,method_testing,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,jest,method_testing,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,mocha,method_testing,0.0
kaggle_arshkon,2024-04,junior,175,chai,method_testing,0.0
kaggle_arshkon,2024-04,junior,175,selenium,method_testing,0.0
kaggle_arshkon,2024-04,junior,175,cypress,method_testing,0.0
kaggle_arshkon,2024-04,junior,175,playwright,method_testing,0.0
kaggle_arshkon,2024-04,junior,175,tdd,method_testing,0.02857142857142857
kaggle_arshkon,2024-04,junior,175,agile,method_testing,0.017142857142857144
kaggle_arshkon,2024-04,junior,175,scrum,method_testing,0.08
kaggle_arshkon,2024-04,junior,175,kanban,method_testing,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,ci_cd,method_testing,0.05142857142857143
kaggle_arshkon,2024-04,junior,175,code_review,method_testing,0.0
kaggle_arshkon,2024-04,junior,175,pair_programming,method_testing,0.0
kaggle_arshkon,2024-04,junior,175,unit_testing,method_testing,0.0
kaggle_arshkon,2024-04,junior,175,integration_testing,method_testing,0.0
kaggle_arshkon,2024-04,junior,175,bdd,method_testing,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,qa,method_testing,0.06285714285714286
kaggle_arshkon,2024-04,junior,175,machine_learning,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,deep_learning,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,data_science,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,statistics,ai_domain,0.02857142857142857
kaggle_arshkon,2024-04,junior,175,nlp,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,computer_vision,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,generative_ai,ai_domain,0.017142857142857144
kaggle_arshkon,2024-04,junior,175,tensorflow,ai_domain,0.02857142857142857
kaggle_arshkon,2024-04,junior,175,pytorch,ai_domain,0.04
kaggle_arshkon,2024-04,junior,175,scikit_learn,ai_domain,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,pandas,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,numpy,ai_domain,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,jupyter,ai_domain,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,xgboost,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,lightgbm,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,catboost,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,mlflow,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,kubeflow,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,ray,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,hugging_face,ai_domain,0.0
kaggle_arshkon,2024-04,junior,175,openai_api,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,anthropic_api,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,claude_api,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,gemini_api,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,langchain,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,langgraph,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,llamaindex,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,rag,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,vector_db,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,pinecone,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,weaviate,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,chroma,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,milvus,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,faiss,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,prompt_engineering,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,fine_tuning,ai_tool,0.005714285714285714
kaggle_arshkon,2024-04,junior,175,mcp,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,llm,ai_tool,0.022857142857142857
kaggle_arshkon,2024-04,junior,175,copilot,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,cursor,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,chatgpt,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,claude,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,gemini,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,codex,ai_tool,0.0
kaggle_arshkon,2024-04,junior,175,agent,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,python,language,0.0
kaggle_arshkon,2024-04,mid,15,java,language,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,javascript,language,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,typescript,language,0.0
kaggle_arshkon,2024-04,mid,15,go,language,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,rust,language,0.0
kaggle_arshkon,2024-04,mid,15,c_plus_plus,language,0.13333333333333333
kaggle_arshkon,2024-04,mid,15,c_sharp,language,0.0
kaggle_arshkon,2024-04,mid,15,ruby,language,0.0
kaggle_arshkon,2024-04,mid,15,kotlin,language,0.0
kaggle_arshkon,2024-04,mid,15,swift,language,0.0
kaggle_arshkon,2024-04,mid,15,scala,language,0.13333333333333333
kaggle_arshkon,2024-04,mid,15,php,language,0.0
kaggle_arshkon,2024-04,mid,15,perl,language,0.0
kaggle_arshkon,2024-04,mid,15,dart,language,0.0
kaggle_arshkon,2024-04,mid,15,lua,language,0.0
kaggle_arshkon,2024-04,mid,15,haskell,language,0.0
kaggle_arshkon,2024-04,mid,15,clojure,language,0.0
kaggle_arshkon,2024-04,mid,15,elixir,language,0.0
kaggle_arshkon,2024-04,mid,15,erlang,language,0.0
kaggle_arshkon,2024-04,mid,15,julia,language,0.0
kaggle_arshkon,2024-04,mid,15,matlab,language,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,r_language,language,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,html,other,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,css,other,0.0
kaggle_arshkon,2024-04,mid,15,sass,other,0.0
kaggle_arshkon,2024-04,mid,15,less,other,0.0
kaggle_arshkon,2024-04,mid,15,react,frontend,0.0
kaggle_arshkon,2024-04,mid,15,react_native,frontend,0.0
kaggle_arshkon,2024-04,mid,15,angular,frontend,0.13333333333333333
kaggle_arshkon,2024-04,mid,15,vue,frontend,0.0
kaggle_arshkon,2024-04,mid,15,nextjs,frontend,0.0
kaggle_arshkon,2024-04,mid,15,svelte,frontend,0.0
kaggle_arshkon,2024-04,mid,15,redux,frontend,0.0
kaggle_arshkon,2024-04,mid,15,webpack,frontend,0.0
kaggle_arshkon,2024-04,mid,15,vite,frontend,0.0
kaggle_arshkon,2024-04,mid,15,storybook,frontend,0.0
kaggle_arshkon,2024-04,mid,15,tailwind,frontend,0.0
kaggle_arshkon,2024-04,mid,15,bootstrap,frontend,0.0
kaggle_arshkon,2024-04,mid,15,material_ui,frontend,0.0
kaggle_arshkon,2024-04,mid,15,nodejs,backend,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,express,backend,0.0
kaggle_arshkon,2024-04,mid,15,nestjs,backend,0.0
kaggle_arshkon,2024-04,mid,15,django,backend,0.0
kaggle_arshkon,2024-04,mid,15,django_rest_framework,backend,0.0
kaggle_arshkon,2024-04,mid,15,flask,backend,0.0
kaggle_arshkon,2024-04,mid,15,spring,backend,0.0
kaggle_arshkon,2024-04,mid,15,spring_boot,backend,0.0
kaggle_arshkon,2024-04,mid,15,dotnet,backend,0.0
kaggle_arshkon,2024-04,mid,15,aspnet,backend,0.0
kaggle_arshkon,2024-04,mid,15,rails,backend,0.0
kaggle_arshkon,2024-04,mid,15,laravel,backend,0.0
kaggle_arshkon,2024-04,mid,15,fastapi,backend,0.0
kaggle_arshkon,2024-04,mid,15,phoenix,backend,0.0
kaggle_arshkon,2024-04,mid,15,tornado,backend,0.0
kaggle_arshkon,2024-04,mid,15,bottle,backend,0.0
kaggle_arshkon,2024-04,mid,15,grpc,backend,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,graphql,backend,0.0
kaggle_arshkon,2024-04,mid,15,rest_api,backend,0.0
kaggle_arshkon,2024-04,mid,15,microservices,backend,0.0
kaggle_arshkon,2024-04,mid,15,event_driven,backend,0.0
kaggle_arshkon,2024-04,mid,15,oauth,backend,0.0
kaggle_arshkon,2024-04,mid,15,sql,data,0.2
kaggle_arshkon,2024-04,mid,15,postgresql,data,0.0
kaggle_arshkon,2024-04,mid,15,mysql,data,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,sqlite,data,0.0
kaggle_arshkon,2024-04,mid,15,mongodb,data,0.0
kaggle_arshkon,2024-04,mid,15,redis,data,0.0
kaggle_arshkon,2024-04,mid,15,cassandra,data,0.0
kaggle_arshkon,2024-04,mid,15,kafka,data,0.0
kaggle_arshkon,2024-04,mid,15,spark,data,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,hadoop,data,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,hive,data,0.0
kaggle_arshkon,2024-04,mid,15,presto,data,0.0
kaggle_arshkon,2024-04,mid,15,trino,data,0.0
kaggle_arshkon,2024-04,mid,15,snowflake,data,0.0
kaggle_arshkon,2024-04,mid,15,databricks,data,0.0
kaggle_arshkon,2024-04,mid,15,dbt,data,0.0
kaggle_arshkon,2024-04,mid,15,elasticsearch,data,0.0
kaggle_arshkon,2024-04,mid,15,airflow,data,0.0
kaggle_arshkon,2024-04,mid,15,luigi,data,0.0
kaggle_arshkon,2024-04,mid,15,airbyte,data,0.0
kaggle_arshkon,2024-04,mid,15,delta_lake,data,0.0
kaggle_arshkon,2024-04,mid,15,tableau,data,0.0
kaggle_arshkon,2024-04,mid,15,powerbi,data,0.0
kaggle_arshkon,2024-04,mid,15,looker,data,0.0
kaggle_arshkon,2024-04,mid,15,superset,data,0.0
kaggle_arshkon,2024-04,mid,15,metabase,data,0.0
kaggle_arshkon,2024-04,mid,15,bigquery,data,0.0
kaggle_arshkon,2024-04,mid,15,redshift,data,0.0
kaggle_arshkon,2024-04,mid,15,aws,cloud_devops,0.13333333333333333
kaggle_arshkon,2024-04,mid,15,azure,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,gcp,cloud_devops,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,kubernetes,cloud_devops,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,docker,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,terraform,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,ansible,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,helm,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,jenkins,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,github_actions,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,gitlab_ci,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,circleci,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,argo_cd,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,openshift,cloud_devops,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,nomad,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,prometheus,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,grafana,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,datadog,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,new_relic,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,splunk,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,opentelemetry,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,linux,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,bash,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,git,cloud_devops,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,serverless,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,cloudformation,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,pulumi,cloud_devops,0.0
kaggle_arshkon,2024-04,mid,15,junit,method_testing,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,pytest,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,jest,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,mocha,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,chai,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,selenium,method_testing,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,cypress,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,playwright,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,tdd,method_testing,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,agile,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,scrum,method_testing,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,kanban,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,ci_cd,method_testing,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,code_review,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,pair_programming,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,unit_testing,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,integration_testing,method_testing,0.0
kaggle_arshkon,2024-04,mid,15,bdd,method_testing,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,qa,method_testing,0.06666666666666667
kaggle_arshkon,2024-04,mid,15,machine_learning,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,deep_learning,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,data_science,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,statistics,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,nlp,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,computer_vision,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,generative_ai,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,tensorflow,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,pytorch,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,scikit_learn,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,pandas,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,numpy,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,jupyter,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,xgboost,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,lightgbm,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,catboost,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,mlflow,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,kubeflow,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,ray,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,hugging_face,ai_domain,0.0
kaggle_arshkon,2024-04,mid,15,openai_api,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,anthropic_api,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,claude_api,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,gemini_api,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,langchain,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,langgraph,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,llamaindex,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,rag,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,vector_db,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,pinecone,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,weaviate,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,chroma,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,milvus,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,faiss,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,prompt_engineering,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,fine_tuning,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,mcp,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,llm,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,copilot,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,cursor,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,chatgpt,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,claude,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,gemini,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,codex,ai_tool,0.0
kaggle_arshkon,2024-04,mid,15,agent,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,python,language,0.04092441020702937
kaggle_arshkon,2024-04,senior,2077,java,language,0.046701974000962924
kaggle_arshkon,2024-04,senior,2077,javascript,language,0.2103996148290804
kaggle_arshkon,2024-04,senior,2077,typescript,language,0.111218103033221
kaggle_arshkon,2024-04,senior,2077,go,language,0.10688493018777083
kaggle_arshkon,2024-04,senior,2077,rust,language,0.002407318247472316
kaggle_arshkon,2024-04,senior,2077,c_plus_plus,language,0.09581126624939817
kaggle_arshkon,2024-04,senior,2077,c_sharp,language,0.130958112662494
kaggle_arshkon,2024-04,senior,2077,ruby,language,0.003370245546461242
kaggle_arshkon,2024-04,senior,2077,kotlin,language,0.021665864227250843
kaggle_arshkon,2024-04,senior,2077,swift,language,0.003370245546461242
kaggle_arshkon,2024-04,senior,2077,scala,language,0.0495907558979297
kaggle_arshkon,2024-04,senior,2077,php,language,0.004333172845450169
kaggle_arshkon,2024-04,senior,2077,perl,language,0.011555127587867116
kaggle_arshkon,2024-04,senior,2077,dart,language,0.0
kaggle_arshkon,2024-04,senior,2077,lua,language,0.0
kaggle_arshkon,2024-04,senior,2077,haskell,language,0.0
kaggle_arshkon,2024-04,senior,2077,clojure,language,0.002407318247472316
kaggle_arshkon,2024-04,senior,2077,elixir,language,0.0
kaggle_arshkon,2024-04,senior,2077,erlang,language,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,julia,language,0.0
kaggle_arshkon,2024-04,senior,2077,matlab,language,0.009629272989889264
kaggle_arshkon,2024-04,senior,2077,r_language,language,0.025517573423206548
kaggle_arshkon,2024-04,senior,2077,html,other,0.07992296581608088
kaggle_arshkon,2024-04,senior,2077,css,other,0.028406355320173327
kaggle_arshkon,2024-04,senior,2077,sass,other,0.01059220028887819
kaggle_arshkon,2024-04,senior,2077,less,other,0.007221954742416947
kaggle_arshkon,2024-04,senior,2077,react,frontend,0.043331728454501686
kaggle_arshkon,2024-04,senior,2077,react_native,frontend,0.0
kaggle_arshkon,2024-04,senior,2077,angular,frontend,0.11314395763119885
kaggle_arshkon,2024-04,senior,2077,vue,frontend,0.016851227732306212
kaggle_arshkon,2024-04,senior,2077,nextjs,frontend,0.008666345690900338
kaggle_arshkon,2024-04,senior,2077,svelte,frontend,0.0014443909484833895
kaggle_arshkon,2024-04,senior,2077,redux,frontend,0.004814636494944632
kaggle_arshkon,2024-04,senior,2077,webpack,frontend,0.011555127587867116
kaggle_arshkon,2024-04,senior,2077,vite,frontend,0.0014443909484833895
kaggle_arshkon,2024-04,senior,2077,storybook,frontend,0.004333172845450169
kaggle_arshkon,2024-04,senior,2077,tailwind,frontend,0.0009629272989889263
kaggle_arshkon,2024-04,senior,2077,bootstrap,frontend,0.01781415503129514
kaggle_arshkon,2024-04,senior,2077,material_ui,frontend,0.0009629272989889263
kaggle_arshkon,2024-04,senior,2077,nodejs,backend,0.08810784785748677
kaggle_arshkon,2024-04,senior,2077,express,backend,0.010110736639383727
kaggle_arshkon,2024-04,senior,2077,nestjs,backend,0.0019258545979778526
kaggle_arshkon,2024-04,senior,2077,django,backend,0.013480982185844969
kaggle_arshkon,2024-04,senior,2077,django_rest_framework,backend,0.0
kaggle_arshkon,2024-04,senior,2077,flask,backend,0.0077034183919114105
