period,uid,source,title,matched_sub,context_200c
2024,asaniczka_8bbf3885698ed19d,kaggle_asaniczka,"Principal Data Engineer, MS&T Robustness & Digital Strategies",teams,aops workflow apache airflow etc software principles definition tests tests setting ci/cd pipelines teams containers kubernetes developing interacting apis validation principles libraries like great-expect
2024,asaniczka_7bcc80aedb535845,kaggle_asaniczka,Senior Systems Engineer,teams,ts company goals proficient customer interfacing relationships centered around objectives competent teams powerpoint word visio closely multiple disciplines software management management bachelor degree m
2026,linkedin_li-4397886360,scraped,"Software Engineer II, Data Platform",teams,g availability supporting playstation users looking someone passionate millions users collaborating teams opportunity technologies helping architectural goals responsibilities contribute deployment high-qu
2026,linkedin_li-4399104352,scraped,Systems Engineer - Network,teams,rotary systems seeking participate moorestown teams primarily designer architect role participate activities including following deployment qualificati
2026,linkedin_li-4400236301,scraped,Staff Software Engineer (Datagrid),teams, roadmap use typescript distributed systems expertise high-impact architectural influence thousands teams today position reports manager supporting datagrid hybrid position require days week looking someon
2026,linkedin_li-4390470969,scraped,Chemical Data Engineer,teams,g/alerts hardware/embedded read/write flow-rate setpoints valves/actuators safely chemistry/process teams kpis existing models pump/valve control-oriented minimum qualifications bachelor degree math statis
2026,linkedin_li-4393496010,scraped,AI Tech Lead,teams,ent qualifications required delivering software domains involving ai/ml genai technologies managing teams hands-on delivering production-grade prototypes designing delivering solutions azure full-stack app
2026,linkedin_li-4398002604,scraped,Senior Data Engineer,teams,nal use assigned domains implementing validation checks reconciliation monitoring/alerting maintain teams e.g azure gcp pipelines queries tuning partitioning compute cross-functionally analysts scientists 
2026,linkedin_li-4391720178,scraped,"Software Development Engineer, Amazon",team,ities workflow robust multiple systems ensuring stakeholders translate requirements solutions cross-team initiatives architectural operational alerting continuous improvement sde-iiis execution year yap t
2026,linkedin_li-4388173988,scraped,"Senior Cloud Engineer @ Charlotte, NC - Hybrid",teams,ized environments candidate excels understands architectures communicates effectively non-technical teams alike hands-on role position plays upcoming migration day-to-day responsibilities teams determine a
2026,linkedin_li-4399788059,scraped,AI Developer,teams,ion governance define capabilities meaningfully outcomes contributions serve implementation systems teams creation reusable services frameworks teams translate challenges well-defined ai-enabled features w
2026,linkedin_li-4347111496,scraped,"Firmware Engineer, SPX",teams,firmware ami spx-based firmware gb200 cross-functional teams firmware modules large-scale deployments responsibilities maintain contribute implementation firmwa
2026,linkedin_li-4397375518,scraped,Software Engineer - 2,teams,dels predict measure consequences implement database repository interfaces/queries oversee software teams ensure completed accordance constraints software used particular implement algorithms requiring adh
2026,linkedin_li-4389805846,scraped,Software Engineer,teams,ware ability debug software systems ability independently multiple simultaneously member functional teams must display can-do attitude sets example others proficient use software software excellent written
2026,linkedin_li-4355304529,scraped,"Staff Software Engineer, AI Data Foundry",teams,summary vital company expansive teams rely architect operate services necessary transform petabytes raw actionable role contributor initi
2026,linkedin_li-4379260862,scraped,"Security Software Engineer, Applied Computing (Starshield)",teams,m attack adversary flexible communicating clearly establishing maintaining productive relationships teams passionate challenges outsmarting adversaries want inter-planetary responsibilities security-critic
2026,linkedin_li-4389467312,scraped,Senior Software Development Engineer,teams,tems software closely continuously evolving deliver maintain software cutting-edge systems talented teams implement devsecops continuous integration/continuous techniques use software lifecycle practices b
