company_name_canonical,n_2024_arshkon,n_2024_asaniczka,n_2026_scraped,is_aggregator,breadth_resid_mean_2024,breadth_resid_mean_2026,ai_strict_mean_2024,ai_strict_mean_2026,mgmt_mean_2024,mgmt_mean_2026,mentor_on_s1_rate_2024,mentor_on_s1_rate_2026,desc_len_median_2024,desc_len_median_2026,yoe_llm_median_2024,yoe_llm_median_2026,yoe_rule_median_2024,yoe_rule_median_2026,tech_count_mean_2024,tech_count_mean_2026,scope_mean_2024,scope_mean_2026,credstack_mean_2024,credstack_mean_2026,breadth_resid_mean_delta,ai_strict_mean_delta,mgmt_mean_delta,mentor_on_s1_rate_delta,desc_len_median_delta,yoe_llm_median_delta,yoe_rule_median_delta,tech_count_mean_delta,scope_mean_delta,credstack_mean_delta,vol_2024_arshkon_daily,vol_2024_asaniczka_daily,vol_2024,vol_2026,vol_log_ratio,cmax,cavg,size_class,archetype_name,is_tech_giant
AMERICAN SYSTEMS,3.0,7.0,9.0,False,-4.57334178264,-2.891783683962723,0.0,0.0,0.0,0.0,0.0,0.0,3455.0,3243.0,9.0,8.0,9.0,4.5,2.3,4.555555555555555,0.4,0.3333333333333333,4.2,4.222222222222222,1.681558098677277,0.0,0.0,0.0,-212.0,-1.0,-4.5,2.2555555555555555,-0.06666666666666671,0.022222222222222143,0.1875,1.1666666666666667,0.6770833333333334,0.3,-0.8050650967639308,1964.0,1964.0,mid,software/requirements/degree,False
CesiumAstro,0.0,8.0,23.0,False,-5.807054173931338,-4.147753263561612,0.0,0.0,0.0,0.0,0.0,0.0,4658.5,5728.0,6.0,6.0,6.0,6.0,2.375,3.4782608695652173,0.125,0.6521739130434783,4.5,4.826086956521739,1.6593009103697254,0.0,0.0,0.0,1069.5,0.0,0.0,1.1032608695652173,0.5271739130434783,0.32608695652173925,0.0,1.3333333333333333,0.6666666666666666,0.7666666666666667,0.11545861156482831,,,unknown,us/software/export,False
Mastech Digital,7.0,9.0,31.0,True,-0.3337053654448172,1.5590107979457013,0.0,0.03225806451612903,0.0,0.0967741935483871,0.0,0.0,1006.0,1648.0,5.5,6.0,5.0,5.0,4.1875,7.645161290322581,0.25,0.3870967741935484,2.75,3.2903225806451615,1.8927161633905185,0.03225806451612903,0.0967741935483871,0.0,642.0,0.5,0.0,3.457661290322581,0.13709677419354838,0.5403225806451615,0.4375,1.5,0.96875,1.0333333333333334,0.04879016416943205,1056.0,1056.0,mid,java/boot/microservices,False
Apexon,4.0,5.0,10.0,True,-1.5498648051266193,4.287497767149432,0.0,0.0,0.0,0.0,0.0,0.0,2337.0,2323.5,8.0,5.5,5.0,5.0,5.444444444444445,11.4,0.1111111111111111,0.2,2.6666666666666665,3.2,5.837362572276051,0.0,0.0,0.0,-13.5,-2.5,0.0,5.955555555555556,0.0888888888888889,0.5333333333333337,0.25,0.8333333333333334,0.5416666666666667,0.3333333333333333,-0.49280711826331247,3526.0,3526.0,mid,kubernetes/terraform/cicd,False
NLB Services,9.0,0.0,29.0,False,1.08461447781545,3.8200329262818813,0.0,0.13793103448275862,0.0,0.0,0.0,0.0,1553.0,1429.0,5.0,7.0,5.0,5.0,7.777777777777778,9.827586206896552,0.1111111111111111,0.5517241379310345,2.4444444444444446,3.1724137931034484,2.7354184484664312,0.13793103448275862,0.0,0.0,-124.0,2.0,0.0,2.049808429118774,0.44061302681992337,0.7279693486590038,0.5625,0.0,0.28125,0.9666666666666667,1.1463436914892997,2054.0,2054.0,mid,java/boot/microservices,False
"Zodiac Solutions, Inc",8.0,0.0,7.0,True,0.34287760285532265,-1.9602379296343382,0.0,0.0,0.0,0.0,0.0,0.0,553.0,641.0,10.0,8.0,8.0,8.0,4.25,4.285714285714286,0.25,0.0,2.375,1.5714285714285714,-2.303115532489661,0.0,0.0,0.0,88.0,-2.0,0.0,0.03571428571428559,-0.25,-0.8035714285714286,0.5,0.0,0.25,0.23333333333333334,-0.11778303565638351,235.0,235.0,small,models/systems/llm,False
Dexian,7.0,5.0,41.0,False,0.18686785280589202,1.002921225192773,0.0,0.07317073170731707,0.08333333333333333,0.04878048780487805,0.125,0.15384615384615385,2363.5,2614.0,7.0,6.0,6.0,6.0,6.75,8.170731707317072,0.16666666666666666,0.36585365853658536,3.5,3.5853658536585367,0.816053372386881,0.07317073170731707,-0.03455284552845528,0.028846153846153855,250.5,-1.0,0.0,1.4207317073170724,0.1991869918699187,0.08536585365853666,0.4375,0.8333333333333334,0.6354166666666667,1.3666666666666667,0.7299611536826615,3690.0,3690.0,mid,java/boot/microservices,False
"Metasys Technologies, Inc.",6.0,0.0,7.0,True,-3.0482235380922074,-0.023404999852237398,0.0,0.0,0.0,0.0,0.0,0.0,1266.0,2305.0,7.0,7.0,4.0,5.0,3.8333333333333335,7.285714285714286,0.16666666666666666,0.42857142857142855,2.6666666666666665,3.0,3.02481853823997,0.0,0.0,0.0,1039.0,0.0,1.0,3.452380952380952,0.26190476190476186,0.3333333333333335,0.375,0.0,0.1875,0.23333333333333334,0.13353139262452257,203.0,203.0,small,kubernetes/terraform/cicd,False
Russell Tobin,5.0,7.0,17.0,False,1.106912823137846,-2.176477104348925,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,2289.5,4341.0,5.0,6.5,5.0,8.0,6.5,5.294117647058823,0.4166666666666667,0.7058823529411765,3.8333333333333335,4.294117647058823,-3.2833899274867706,0.11764705882352941,0.0,0.0,2051.5,1.5,3.0,-1.2058823529411766,0.28921568627450983,0.4607843137254899,0.3125,1.1666666666666667,0.7395833333333334,0.5666666666666667,-0.2787134024690205,600.0,600.0,small,azure/sql/solutions,False
Aditi Consulting,8.0,20.0,36.0,True,-1.3050292382748363,-2.1565652320572664,0.03571428571428571,0.1388888888888889,0.0,0.0,0.0,0.0,2070.0,4888.5,4.5,5.0,4.0,5.0,4.857142857142857,5.666666666666667,0.35714285714285715,0.4166666666666667,3.4285714285714284,4.027777777777778,-0.8515359937824301,0.10317460317460318,0.0,0.0,2818.5,0.5,1.0,0.8095238095238102,0.059523809523809534,0.5992063492063493,0.5,3.3333333333333335,1.9166666666666667,1.2,-0.4706455464604601,948.0,948.0,small,software/requirements/degree,False
VySystems,5.0,1.0,15.0,False,-1.4229762111745636,0.32883799694443616,0.0,0.2,0.0,0.06666666666666667,0.0,0.0,1708.5,1667.0,5.0,6.0,5.0,4.5,3.3333333333333335,7.4,0.3333333333333333,0.3333333333333333,3.3333333333333335,2.933333333333333,1.7518142081189998,0.2,0.06666666666666667,0.0,-41.5,1.0,-0.5,4.066666666666666,0.0,-0.40000000000000036,0.3125,0.16666666666666666,0.23958333333333331,0.5,0.6458942957093999,524.0,524.0,small,java/boot/microservices,False
Eclaro,2.0,5.0,10.0,False,-3.4327960464178866,3.744280934095498,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,4492.0,3671.5,5.0,4.5,5.0,5.0,3.7142857142857144,7.4,1.0,0.7,4.571428571428571,4.6,7.177076980513385,0.0,-0.14285714285714285,-0.14285714285714285,-820.5,-0.5,0.0,3.685714285714286,-0.30000000000000004,0.02857142857142847,0.125,0.8333333333333334,0.4791666666666667,0.3333333333333333,-0.3772942311414682,1042.0,1042.0,mid,azure/pipelines/solutions,False
NiCE,1.0,8.0,9.0,False,0.6032381064850247,4.86281409832224,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,3535.0,4435.0,5.5,3.0,6.0,5.0,7.0,9.777777777777779,0.2222222222222222,0.7777777777777778,4.666666666666667,4.888888888888889,4.259575991837216,0.2222222222222222,0.1111111111111111,0.0,900.0,-2.5,-1.0,2.7777777777777786,0.5555555555555556,0.22222222222222232,0.0625,1.3333333333333333,0.6979166666666666,0.3,-0.834052633637183,11413.0,11413.0,large,software/solutions/technology,False
Navy Federal Credit Union,3.0,3.0,5.0,True,-1.448537576803971,-1.4718246405116369,0.0,0.0,0.16666666666666666,0.0,,0.0,5517.5,7780.0,1.0,5.0,2.0,5.0,4.833333333333333,6.8,0.8333333333333334,1.0,4.833333333333333,4.4,-0.023287063707665867,0.0,-0.16666666666666666,,2262.5,4.0,3.0,1.9666666666666668,0.16666666666666663,-0.4333333333333327,0.1875,0.5,0.34375,0.16666666666666666,-0.7156200364120039,20061.0,20061.0,large,software/systems/requirements,False
State Street,6.0,0.0,11.0,False,-1.4462702631051716,2.0092878691909597,0.0,0.18181818181818182,0.16666666666666666,0.0,0.25,0.0,4888.0,5865.0,5.0,8.0,5.0,7.0,3.6666666666666665,8.363636363636363,0.0,0.5454545454545454,4.333333333333333,4.818181818181818,3.4555581322961313,0.18181818181818182,-0.16666666666666666,-0.25,977.0,3.0,2.0,4.696969696969697,0.5454545454545454,0.4848484848484853,0.375,0.0,0.1875,0.36666666666666664,0.5609754074514621,36866.0,36866.0,large,software/systems/requirements,False
"Software Guidance & Assistance, Inc. (SGA, Inc.)",0.0,9.0,22.0,False,0.26343714048090344,4.010387188383057,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,3347.0,3685.0,4.0,5.0,4.0,5.0,6.444444444444445,11.545454545454545,0.2222222222222222,0.5909090909090909,4.222222222222222,3.772727272727273,3.746950047902154,0.13636363636363635,0.0,0.0,338.0,1.0,1.0,5.1010101010101,0.36868686868686873,-0.4494949494949494,0.0,1.5,0.75,0.7333333333333333,-0.040821994520255166,,,unknown,java/boot/microservices,False
Cypress HCM,1.0,8.0,17.0,False,-2.838318342962532,0.2986333248910763,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,1785.0,2108.0,5.0,5.0,5.0,6.0,3.0,7.411764705882353,0.5555555555555556,0.5294117647058824,4.333333333333333,3.7058823529411766,3.1369516678536082,0.058823529411764705,0.0,0.0,323.0,0.0,1.0,4.411764705882353,-0.02614379084967322,-0.6274509803921564,0.0625,1.3333333333333333,0.6979166666666666,0.5666666666666667,-0.2231435513142097,145.0,145.0,small,models/systems/llm,False
Ring,1.0,4.0,8.0,False,-0.9104752897987047,-2.009793050773533,0.0,0.0,0.2,0.0,0.25,0.0,3688.0,4996.5,3.0,3.0,3.0,3.0,4.6,4.75,0.6,0.875,5.2,5.25,-1.0993177609748284,0.0,-0.2,-0.25,1308.5,0.0,0.0,0.15000000000000036,0.275,0.04999999999999982,0.0625,0.6666666666666666,0.3645833333333333,0.26666666666666666,-0.33436918642443414,1658.0,1658.0,mid,noninternship/software/including_standards,False
QinetiQ US,0.0,8.0,6.0,False,-3.872197284246129,-3.1290492624994948,0.0,0.0,0.0,0.0,0.0,0.0,3274.5,6422.0,10.0,10.0,10.0,7.5,4.75,3.1666666666666665,0.25,1.0,3.0,5.666666666666667,0.7431480217466344,0.0,0.0,0.0,3147.5,0.0,-2.5,-1.5833333333333335,0.75,2.666666666666667,0.0,1.3333333333333333,0.6666666666666666,0.2,-1.1697396326836937,,,unknown,systems/clearance/requirements,False
Moog Inc.,0.0,6.0,10.0,False,-5.703570065518343,-6.788799456724405,0.0,0.0,0.0,0.0,0.0,0.0,3365.0,6054.0,9.0,4.5,10.0,3.0,0.8333333333333334,1.4,0.16666666666666666,0.6,4.333333333333333,3.9,-1.0852293912060622,0.0,0.0,0.0,2689.0,-4.5,-7.0,0.5666666666666665,0.43333333333333335,-0.4333333333333331,0.0,1.0,0.5,0.3333333333333333,-0.41729956575516725,,,unknown,software/systems/linux,False
Futran Solutions,0.0,13.0,8.0,True,0.31473093407590425,1.2539605805653795,0.0,0.125,0.0,0.0,0.0,0.0,1086.0,1116.5,5.0,8.0,5.0,7.0,5.846153846153846,6.25,0.38461538461538464,0.25,3.4615384615384617,2.75,0.9392296464894753,0.125,0.0,0.0,30.5,3.0,2.0,0.4038461538461542,-0.13461538461538464,-0.7115384615384617,0.0,2.1666666666666665,1.0833333333333333,0.26666666666666666,-1.3696118611599546,,,unknown,kubernetes/terraform/cicd,False
Raytheon,3.0,143.0,126.0,False,-2.9823098964330756,-3.3087106049346433,0.0,0.0,0.0136986301369863,0.007936507936507936,0.014184397163120567,0.02040816326530612,5951.5,7532.0,5.0,5.0,5.0,5.0,4.486301369863014,5.76984126984127,0.3561643835616438,0.4523809523809524,4.424657534246576,3.9206349206349205,-0.32640070850156766,0.0,-0.0057621222004783645,0.006223766102185554,1580.5,0.0,0.0,1.2835398999782557,0.09621656881930857,-0.5040226136116552,0.1875,23.833333333333332,12.010416666666666,4.2,-1.0493279312590669,44200.0,44200.0,large,systems/clearance/requirements,False
Kforce Inc,0.0,99.0,165.0,True,-1.1903024366218087,0.5119407861301369,0.020202020202020204,0.09696969696969697,0.010101010101010102,0.006060606060606061,0.01639344262295082,0.017241379310344827,3283.0,3834.0,5.0,5.0,5.0,5.0,5.313131313131313,7.963636363636364,0.36363636363636365,0.5212121212121212,3.7676767676767677,3.9757575757575756,1.7022432227519455,0.07676767676767676,-0.004040404040404041,0.0008479366873940068,551.0,0.0,0.0,2.6505050505050507,0.1575757575757576,0.20808080808080787,0.0,16.5,8.25,5.5,-0.4062201100315335,,,unknown,pipelines/sql/etl,False
"Mission Technologies, a division of HII",4.0,64.0,35.0,False,-4.147919750956475,1.3568436869809948,0.0,0.11428571428571428,0.014705882352941176,0.05714285714285714,0.0196078431372549,0.1111111111111111,6077.5,6980.0,4.0,5.0,5.0,5.0,3.5441176470588234,9.457142857142857,0.20588235294117646,0.17142857142857143,4.382352941176471,4.514285714285714,5.50476343793747,0.11428571428571428,0.04243697478991597,0.0915032679738562,902.5,1.0,0.0,5.913025210084034,-0.03445378151260503,0.13193277310924323,0.25,10.666666666666666,5.458333333333333,1.1666666666666667,-1.5345170422543113,3760.0,3760.0,mid,systems/clearance/requirements,False
Sierra Space,0.0,23.0,11.0,False,-3.9553435516665743,0.5224039301117255,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,6381.0,7586.0,10.0,5.0,8.0,5.0,3.739130434782609,8.363636363636363,0.30434782608695654,0.2727272727272727,4.3478260869565215,4.7272727272727275,4.4777474817783,0.0,0.09090909090909091,0.0,1205.0,-5.0,-3.0,4.624505928853754,-0.031620553359683834,0.379446640316206,0.0,3.8333333333333335,1.9166666666666667,0.36666666666666664,-1.6256107716797015,,,unknown,systems/clearance/requirements,False
Lockheed Martin,0.0,86.0,191.0,True,-6.0624538991223265,-2.414171523203445,0.0,0.020942408376963352,0.0,0.03664921465968586,0.0,0.06666666666666667,2102.5,4089.0,5.0,4.5,5.0,3.0,0.9302325581395349,5.4188481675392675,0.12790697674418605,0.3769633507853403,1.9069767441860466,3.884816753926702,3.6482823759188814,0.020942408376963352,0.03664921465968586,0.06666666666666667,1986.5,-0.5,-2.0,4.488615609399733,0.24905637404115427,1.9778400097406552,0.0,14.333333333333334,7.166666666666667,6.366666666666666,-0.12010120534128843,,,unknown,systems/clearance/requirements,False
Zscaler,2.0,12.0,18.0,False,-1.2687173365237359,-1.0073865645718465,0.0,0.0,0.0,0.0,0.0,0.0,4860.5,7706.0,7.0,5.0,7.0,5.0,4.142857142857143,6.888888888888889,0.42857142857142855,0.7777777777777778,4.5,4.166666666666667,0.26133077195188936,0.0,0.0,0.0,2845.5,-2.0,-2.0,2.746031746031746,0.34920634920634924,-0.33333333333333304,0.125,2.0,1.0625,0.6,-0.5730388082675633,7896.0,7896.0,mid,linux/routing/systems,False
Capgemini,4.0,19.0,143.0,True,1.026774558980253,0.5026464908822166,0.043478260869565216,0.11888111888111888,0.0,0.006993006993006993,0.0,0.0196078431372549,4385.0,7211.0,7.0,5.0,6.5,5.0,6.956521739130435,8.552447552447552,0.17391304347826086,0.6993006993006993,3.5217391304347827,4.041958041958042,-0.5241280680980365,0.07540285801155366,0.006993006993006993,0.0196078431372549,2826.0,-2.0,-1.5,1.595925813317117,0.5253876558224384,0.5202189115232589,0.25,3.1666666666666665,1.7083333333333333,4.766666666666667,1.0114920325886017,296033.0,296033.0,large,pipelines/sql/etl,False
SPECTRAFORCE,1.0,24.0,17.0,False,-1.5598480286787884,1.4865306232510935,0.04,0.11764705882352941,0.0,0.17647058823529413,0.0,0.16666666666666666,4877.0,2307.0,6.0,6.0,5.0,6.0,5.2,7.588235294117647,0.52,0.6470588235294118,4.76,4.294117647058823,3.046378651929882,0.0776470588235294,0.17647058823529413,0.16666666666666666,-2570.0,0.0,1.0,2.3882352941176466,0.12705882352941178,-0.4658823529411764,0.0625,4.0,2.03125,0.5666666666666667,-1.2629153399593858,1795.0,1795.0,mid,software/systems/requirements,False
US Tech Solutions,0.0,7.0,28.0,False,-4.812249688806511,-1.1170350428680533,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.125,2916.0,2337.5,1.0,5.5,1.0,5.0,1.1428571428571428,6.071428571428571,0.42857142857142855,0.6071428571428571,4.285714285714286,3.2857142857142856,3.6952146459384574,0.07142857142857142,-0.07142857142857142,0.125,-578.5,4.5,4.0,4.928571428571429,0.17857142857142855,-1.0,0.0,1.1666666666666667,0.5833333333333334,0.9333333333333333,0.4355174531745663,,,unknown,failure/procedures/ability,False
Fidelity Investments,29.0,0.0,54.0,False,4.223136256287754,3.0125720874692012,0.0,0.018518518518518517,0.10344827586206896,0.018518518518518517,0.15,0.037037037037037035,6091.0,4525.0,5.0,6.0,6.0,6.0,10.96551724137931,9.74074074074074,0.2413793103448276,0.5740740740740741,4.241379310344827,4.574074074074074,-1.2105641688185527,0.018518518518518517,-0.08492975734355045,-0.11296296296296296,-1566.0,1.0,0.0,-1.2247765006385691,0.33269476372924645,0.332694763729247,1.8125,0.0,0.90625,1.8,0.6615418411446142,75676.0,75676.0,large,kubernetes/terraform/cicd,False
Precision Technologies,4.0,2.0,7.0,False,0.38006941341729156,5.117991095878158,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1948.0,2105.0,8.0,8.5,10.0,9.0,6.5,12.428571428571429,0.5,0.42857142857142855,4.0,2.7142857142857144,4.7379216824608665,0.14285714285714285,0.0,0.0,157.0,0.5,-1.0,5.928571428571429,-0.07142857142857145,-1.2857142857142856,0.25,0.3333333333333333,0.29166666666666663,0.23333333333333334,-0.2559333741372005,304.0,304.0,small,backend/systems/services,False
Qualcomm,5.0,0.0,174.0,False,-3.4617774991732744,-3.883145584192544,0.0,0.017241379310344827,0.0,0.011494252873563218,,0.0,4732.0,6349.0,2.0,2.5,2.0,2.0,3.2,4.373563218390805,0.6,0.4827586206896552,4.8,4.2988505747126435,-0.4213680850192696,0.017241379310344827,0.011494252873563218,,1617.0,0.5,0.0,1.1735632183908047,-0.11724137931034478,-0.5011494252873563,0.3125,0.0,0.15625,5.8,3.434703793551998,42618.0,42618.0,large,software/requirements/degree,False
Accenture,2.0,10.0,59.0,True,0.17787865942324702,-0.13102322141989384,0.08333333333333333,0.1694915254237288,0.0,0.05084745762711865,0.0,0.09523809523809523,6763.5,7979.0,5.0,5.0,5.5,5.0,5.75,8.915254237288135,0.16666666666666666,0.5932203389830508,4.0,4.11864406779661,-0.30890188084314085,0.08615819209039548,0.05084745762711865,0.09523809523809523,1215.5,0.0,-0.5,3.165254237288135,0.4265536723163842,0.11864406779660985,0.125,1.6666666666666667,0.8958333333333334,1.9666666666666666,0.7604907526251249,565191.0,565191.0,large,kubernetes/terraform/cicd,False
Uber,6.0,3.0,201.0,False,-3.581728837699721,0.19738641668706514,0.0,0.06467661691542288,0.1111111111111111,0.04477611940298507,0.125,0.07058823529411765,2866.0,3581.0,7.0,4.0,7.0,4.0,3.4444444444444446,5.45771144278607,0.6666666666666666,0.6766169154228856,4.111111111111111,4.388059701492537,3.7791152543867863,0.06467661691542288,-0.06633499170812604,-0.054411764705882354,715.0,-3.0,-3.0,2.013266998341625,0.009950248756218971,0.2769485903814264,0.375,0.5,0.4375,6.7,2.6622777014220986,95108.0,95108.0,large,models/systems/llm,False
ICE,26.0,0.0,52.0,False,0.9028903115819344,2.9357268956581923,0.0,0.3076923076923077,0.0,0.038461538461538464,0.0,0.0,3617.0,3359.5,5.0,5.0,5.0,5.0,7.923076923076923,9.057692307692308,0.5,0.5384615384615384,4.346153846153846,4.75,2.032836584076258,0.3076923076923077,0.038461538461538464,0.0,-257.5,0.0,0.0,1.134615384615385,0.038461538461538436,0.4038461538461542,1.625,0.0,0.8125,1.7333333333333334,0.7295148247308201,5948.0,5948.0,mid,java/boot/microservices,False
Signify Technology,1.0,5.0,21.0,False,-1.2088911988557218,0.8397849016097415,0.16666666666666666,0.047619047619047616,0.0,0.047619047619047616,0.0,0.1,1441.5,3080.0,5.0,5.0,6.0,5.0,4.0,7.095238095238095,0.3333333333333333,0.7619047619047619,3.6666666666666665,4.095238095238095,2.0486761004654634,-0.11904761904761904,0.047619047619047616,0.1,1638.5,0.0,-1.0,3.095238095238095,0.42857142857142855,0.4285714285714284,0.0625,0.8333333333333334,0.4479166666666667,0.7,0.402562348450203,58.0,58.0,small,kubernetes/terraform/cicd,False
Radley James,6.0,1.0,10.0,False,-4.223722874864419,-3.3456765495587155,0.0,0.1,0.0,0.0,0.0,0.0,1008.0,1581.5,2.0,3.0,2.5,3.0,2.0,3.0,0.14285714285714285,0.7,2.4285714285714284,3.4,0.8780463253057031,0.1,0.0,0.0,573.5,1.0,0.5,1.0,0.5571428571428572,0.9714285714285715,0.375,0.16666666666666666,0.2708333333333333,0.3333333333333333,0.14723023698268461,33.0,33.0,small,kubernetes/terraform/cicd,False
GliaCell Technologies,0.0,26.0,10.0,False,-0.9280040961090976,-1.7755319383666088,0.0,0.0,0.0,0.0,0.0,0.0,4006.0,5902.0,14.0,7.0,14.0,7.0,5.8076923076923075,8.5,0.038461538461538464,0.2,4.076923076923077,3.9,-0.8475278422575112,0.0,0.0,0.0,1896.0,-7.0,-7.0,2.6923076923076925,0.16153846153846155,-0.17692307692307674,0.0,4.333333333333333,2.1666666666666665,0.3333333333333333,-1.837332066506908,,,unknown,clearance/software/required,False
Fannie Mae,1.0,7.0,5.0,False,1.5582737591766511,4.644092854110453,0.0,0.0,0.0,0.2,0.0,0.3333333333333333,4363.5,6660.0,4.0,6.0,3.0,4.0,7.5,6.8,0.5,1.0,5.25,5.8,3.085819094933802,0.0,0.2,0.3333333333333333,2296.5,2.0,1.0,-0.7000000000000002,0.5,0.5499999999999998,0.0625,1.1666666666666667,0.6145833333333334,0.16666666666666666,-1.2592354830009855,12265.0,12265.0,large,software/solutions/technology,False
Cloudflare,7.0,19.0,38.0,False,-1.6662222274857208,-0.5530885623866002,0.0,0.05263157894736842,0.0,0.02631578947368421,0.0,0.0,7830.5,8233.0,5.0,4.0,4.0,4.5,7.115384615384615,8.789473684210526,0.19230769230769232,0.42105263157894735,2.8076923076923075,3.6578947368421053,1.1131336650991206,0.05263157894736842,0.02631578947368421,0.0,402.5,-1.0,0.5,1.6740890688259107,0.22874493927125503,0.8502024291497978,0.4375,3.1666666666666665,1.8020833333333333,1.2666666666666666,-0.35667494393873245,4297.0,4297.0,mid,backend/systems/services,False
Curtiss-Wright Corporation,0.0,10.0,9.0,False,-5.416657558591632,-7.110905286349647,0.0,0.0,0.4,0.0,0.25,0.0,4040.0,5077.0,5.0,4.0,5.0,5.0,1.8,0.8888888888888888,0.2,0.4444444444444444,3.8,3.6666666666666665,-1.6942477277580146,0.0,-0.4,-0.25,1037.0,-1.0,0.0,-0.9111111111111112,0.2444444444444444,-0.1333333333333333,0.0,1.6666666666666667,0.8333333333333334,0.3,-1.0043979993844219,,,unknown,failure/procedures/ability,False
First Soft Solutions LLC,1.0,5.0,5.0,False,2.0090983138140435,-0.9596009629743811,0.0,0.2,0.0,0.0,0.0,0.0,1511.5,2149.0,7.5,5.0,6.5,5.0,6.333333333333333,6.8,0.3333333333333333,0.6,3.0,3.6,-2.9686992767884246,0.2,0.0,0.0,637.5,-2.5,-1.5,0.4666666666666668,0.26666666666666666,0.6000000000000001,0.0625,0.8333333333333334,0.4479166666666667,0.16666666666666666,-0.960742494444989,23.0,23.0,small,java/boot/microservices,False
The Intersect Group,3.0,2.0,5.0,True,-3.520482911002574,3.2217785540377726,0.0,0.0,0.0,0.0,0.0,0.0,1312.0,2997.0,7.0,5.0,7.0,3.0,2.0,8.6,0.2,1.0,3.6,4.8,6.742261465040347,0.0,0.0,0.0,1685.0,-2.0,-4.0,6.6,0.8,1.1999999999999997,0.1875,0.3333333333333333,0.26041666666666663,0.16666666666666666,-0.46430560813109784,355.0,355.0,small,azure/pipelines/solutions,False
Belay Technologies,0.0,52.0,12.0,False,-2.0445700077507496,-0.7842143668944935,0.0,0.25,0.0,0.0,0.0,0.0,4411.0,4486.5,12.5,6.0,14.0,7.0,5.538461538461538,5.916666666666667,0.40384615384615385,0.5,4.423076923076923,4.666666666666667,1.2603556408562562,0.25,0.0,0.0,75.5,-6.5,-7.0,0.37820512820512864,0.09615384615384615,0.2435897435897436,0.0,8.666666666666666,4.333333333333333,0.4,-2.348991465808201,,,unknown,software/requirements/degree,False
Anduril Industries,4.0,48.0,271.0,False,-1.9265436559642726,-1.5676089857119135,0.0,0.014760147601476014,0.0,0.04059040590405904,0.0,0.009259259259259259,6118.0,8260.0,5.0,5.0,5.0,5.0,4.3076923076923075,5.601476014760148,0.5384615384615384,0.6494464944649446,4.711538461538462,4.376383763837638,0.35893467025235903,0.014760147601476014,0.04059040590405904,0.009259259259259259,2142.0,0.0,0.0,1.2937837070678402,0.11098495600340619,-0.3351546977008235,0.25,8.0,4.125,9.033333333333333,0.7781515322898076,2220.0,2220.0,mid,software/systems/requirements,False
Wise Skulls,0.0,30.0,13.0,True,0.2815225141481819,-0.030586967315377987,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,878.0,1423.0,7.0,7.0,7.0,5.0,4.5,5.6923076923076925,0.23333333333333334,0.6153846153846154,3.1333333333333333,3.230769230769231,-0.3121094814635599,-0.03333333333333333,-0.03333333333333333,0.0,545.0,0.0,-2.0,1.1923076923076925,0.3820512820512821,0.09743589743589753,0.0,5.0,2.5,0.43333333333333335,-1.7272209480904839,,,unknown,qa/selenium/manual,False
Wells Fargo,16.0,21.0,327.0,False,2.034893760084935,2.593500846111138,0.0,0.045871559633027525,0.0,0.021406727828746176,0.0,0.0,5549.0,6226.0,5.0,5.0,4.0,4.0,8.702702702702704,9.914373088685016,0.7837837837837838,0.8868501529051988,4.783783783783784,4.657492354740061,0.5586070860262033,0.045871559633027525,0.021406727828746176,0.0,677.0,0.0,0.0,1.2116703859823126,0.10306636912141498,-0.12629142904372337,1.0,3.5,2.25,10.9,1.5655671350644866,194312.0,194312.0,large,software/systems/requirements,False
PepsiCo,1.0,9.0,8.0,False,4.827694439688737,5.010432677704026,0.0,0.0,0.3,0.125,0.3333333333333333,0.3333333333333333,7565.0,5461.5,6.0,4.0,4.0,3.0,7.7,9.0,0.8,0.75,5.8,5.125,0.18273823801528888,0.0,-0.175,0.0,-2103.5,-2.0,-1.0,1.2999999999999998,-0.050000000000000044,-0.6749999999999998,0.0625,1.5,0.78125,0.26666666666666666,-1.05349185338764,118443.0,118443.0,large,azure/pipelines/solutions,False
HTC Global Services,7.0,14.0,24.0,False,1.7750182413826354,1.61615365691564,0.09523809523809523,0.041666666666666664,0.0,0.0,0.0,0.0,2558.0,3992.5,5.0,7.0,5.0,5.0,7.571428571428571,9.416666666666666,0.2857142857142857,0.7916666666666666,4.0,4.333333333333333,-0.15886458446699536,-0.05357142857142857,0.0,0.0,1434.5,2.0,0.0,1.845238095238095,0.5059523809523809,0.33333333333333304,0.4375,2.3333333333333335,1.3854166666666667,0.8,-0.5508309583796898,11689.0,11689.0,large,azure/pipelines/solutions,False
