company_name_canonical,n_2024_arshkon,n_2024_asaniczka,n_2026_scraped,is_aggregator,breadth_resid_mean_2024,breadth_resid_mean_2026,ai_strict_mean_2024,ai_strict_mean_2026,mgmt_mean_2024,mgmt_mean_2026,mentor_on_s1_rate_2024,mentor_on_s1_rate_2026,desc_len_median_2024,desc_len_median_2026,yoe_llm_median_2024,yoe_llm_median_2026,yoe_rule_median_2024,yoe_rule_median_2026,tech_count_mean_2024,tech_count_mean_2026,scope_mean_2024,scope_mean_2026,credstack_mean_2024,credstack_mean_2026,breadth_resid_mean_delta,ai_strict_mean_delta,mgmt_mean_delta,mentor_on_s1_rate_delta,desc_len_median_delta,yoe_llm_median_delta,yoe_rule_median_delta,tech_count_mean_delta,scope_mean_delta,credstack_mean_delta,vol_2024,vol_2026,vol_log_ratio,cmax,cavg,size_class,archetype_name,is_tech_giant
SAIC,10.0,36.0,32.0,True,-5.167205868913532,-0.6016155677238274,0.0,0.0,0.0,0.0,0.0,0.0,3578.0,3805.5,9.0,4.0,5.0,5.0,2.347826086956522,7.3125,0.32608695652173914,0.5,4.391304347826087,4.46875,4.5655903011897045,0.0,0.0,0.0,227.5,-5.0,0.0,4.9646739130434785,0.17391304347826086,0.07744565217391308,0.625,1.0666666666666667,0.5012561727498399,35929.0,35929.0,large,systems/clearance/requirements,False
Entegee,5.0,2.0,10.0,False,0.09406270899141386,-2.595242871482315,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,1627.0,7.0,5.0,5.0,5.0,3.0,2.0,0.0,0.3,2.857142857142857,3.0,-2.6893055804737287,0.0,0.0,0.0,214.0,-2.0,0.0,-1.0,0.3,0.1428571428571428,0.3125,0.3333333333333333,0.018018505502678212,410.0,334.4,small,software/systems/linux,False
ServiceNow,10.0,0.0,19.0,False,-2.048100314151651,2.84549622535609,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,6705.5,7824.0,4.0,5.5,4.5,6.0,5.6,9.157894736842104,0.3,0.631578947368421,4.0,5.473684210526316,4.893596539507741,0.42105263157894735,0.0,0.0,1118.5,1.5,1.5,3.5578947368421048,0.33157894736842103,1.473684210526316,0.625,0.6333333333333333,-0.009569451016150672,26473.0,26473.0,large,systems/agent/workflows,False
Amtex Systems Inc.,5.0,8.0,19.0,False,-0.3254039922889038,1.8712955666906066,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,902.0,1489.0,5.0,7.0,5.0,7.0,5.153846153846154,6.842105263157895,0.07692307692307693,0.47368421052631576,2.3846153846153846,3.4210526315789473,2.1966995589795104,0.10526315789473684,0.0,0.0,587.0,2.0,2.0,1.6882591093117405,0.39676113360323884,1.0364372469635628,0.3125,0.6333333333333333,0.6370577139089018,924.0,924.0,small,kubernetes/terraform/cicd,False
Franklin Fitch,7.0,3.0,19.0,True,-3.15419989482887,-2.4575922476662555,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,1207.5,1782.0,5.0,7.5,3.0,5.0,2.1,4.2105263157894735,0.1,0.8421052631578947,1.6,3.6842105263157894,0.6966076471626144,0.10526315789473684,0.0,0.0,574.5,2.5,2.0,2.1105263157894734,0.7421052631578947,2.0842105263157893,0.4375,0.6333333333333333,0.32690278560506225,76.0,76.0,small,azure/sql/solutions,False
Wells Fargo,16.0,21.0,327.0,False,2.034893760084935,2.593500846111138,0.0,0.045871559633027525,0.0,0.021406727828746176,0.0,0.0,5549.0,6226.0,5.0,5.0,4.0,4.0,8.702702702702704,9.914373088685016,0.7837837837837838,0.8868501529051988,4.783783783783784,4.657492354740061,0.5586070860262033,0.045871559633027525,0.021406727828746176,0.0,677.0,0.0,0.0,1.2116703859823126,0.10306636912141498,-0.12629142904372337,1.0,10.9,2.3595190147463976,194312.0,194312.0,large,software/systems/requirements,False
HTC Global Services,7.0,14.0,24.0,False,1.7750182413826354,1.61615365691564,0.09523809523809523,0.041666666666666664,0.0,0.0,0.0,0.0,2558.0,3992.5,5.0,7.0,5.0,5.0,7.571428571428571,9.416666666666666,0.2857142857142857,0.7916666666666666,4.0,4.333333333333333,-0.15886458446699536,-0.05357142857142857,0.0,0.0,1434.5,2.0,0.0,1.845238095238095,0.5059523809523809,0.33333333333333304,0.4375,0.8,0.5551614375860425,11689.0,11689.0,large,azure/pipelines/solutions,False
Centraprise,14.0,3.0,28.0,True,-1.444862679537622,-1.0088786539920658,0.0,0.0,0.0,0.0,0.0,0.0,1206.0,987.5,8.0,6.5,8.0,7.0,4.529411764705882,6.035714285714286,0.058823529411764705,0.07142857142857142,2.411764705882353,2.0357142857142856,0.43598402554555626,0.0,0.0,0.0,-218.5,-1.5,-1.0,1.5063025210084033,0.01260504201680672,-0.3760504201680672,0.875,0.9333333333333333,0.04714677842570208,283.0,283.0,small,java/boot/microservices,False
TekWissen ®,8.0,15.0,5.0,False,0.2139781779285046,-1.950691349211874,0.0,0.2,0.0,0.0,0.0,,2467.0,2550.0,4.0,2.0,4.0,2.0,6.434782608695652,5.6,0.5652173913043478,0.4,4.043478260869565,4.2,-2.1646695271403784,0.2,0.0,,83.0,-2.0,-2.0,-0.8347826086956527,-0.16521739130434776,0.15652173913043477,0.5,0.16666666666666666,-1.0639267306802196,768.0,768.0,small,software/requirements/degree,False
ApTask,7.0,0.0,5.0,True,-2.6359547866317423,7.130199376134767,0.0,0.4,0.0,0.0,0.0,0.0,1408.0,3284.0,8.0,5.0,,5.0,3.857142857142857,13.8,0.2857142857142857,0.8,2.2857142857142856,4.4,9.76615416276651,0.4,0.0,0.0,1876.0,-3.0,,9.942857142857143,0.5142857142857143,2.1142857142857148,0.4375,0.16666666666666666,-0.9387635877262137,326.0,326.0,small,java/boot/microservices,False
JPMorgan Chase & Co.,12.0,0.0,680.0,False,-0.5157325171315555,1.8085813162403452,0.08333333333333333,0.08088235294117647,0.0,0.029411764705882353,0.0,0.027855153203342618,4725.0,5702.5,4.0,5.0,5.0,5.0,8.416666666666666,10.313235294117646,0.08333333333333333,0.49264705882352944,3.6666666666666665,4.227941176470588,2.324313833371901,-0.002450980392156854,0.029411764705882353,0.027855153203342618,977.5,1.0,0.0,1.8965686274509803,0.4093137254901961,0.5612745098039214,0.75,22.666666666666668,3.368490518360891,295191.0,295191.0,large,software/solutions/technology,False
Selby Jennings,11.0,22.0,19.0,False,-2.471135519502487,-2.3300974328098745,0.0,0.0,0.0,0.0,0.0,0.0,1258.0,2112.0,5.0,4.0,5.0,3.0,3.3333333333333335,4.684210526315789,0.15151515151515152,0.42105263157894735,3.393939393939394,3.4210526315789473,0.14103808669261264,0.0,0.0,0.0,854.0,-1.0,-2.0,1.350877192982456,0.26953748006379585,0.02711323763955331,0.6875,0.6333333333333333,-0.1005412292218774,800.0,800.0,small,pipelines/sql/etl,False
EPITEC,11.0,5.0,37.0,False,-1.3184763145427625,0.26824911220946585,0.0,0.08108108108108109,0.0625,0.02702702702702703,0.0,0.0,3391.0,2594.0,3.0,6.0,4.5,5.0,3.9375,7.216216216216216,0.5,0.5135135135135135,4.875,4.1891891891891895,1.5867254267522284,0.08108108108108109,-0.03547297297297297,0.0,-797.0,3.0,0.5,3.278716216216216,0.013513513513513487,-0.6858108108108105,0.6875,1.2333333333333334,0.5533852381847866,556.0,556.0,small,software/requirements/degree,False
Macquarie Group,5.0,0.0,5.0,False,-4.026228423640854,2.027277197327849,0.0,0.6,0.0,0.0,0.0,0.0,4300.0,5296.0,2.0,5.0,2.0,5.0,2.4,9.6,0.8,0.6,4.0,3.8,6.053505620968703,0.6,0.0,0.0,996.0,3.0,3.0,7.199999999999999,-0.20000000000000007,-0.20000000000000018,0.3125,0.16666666666666666,-0.6286086594223742,21425.0,21425.0,large,features/backend/rails,False
Procore Technologies,8.0,0.0,22.0,False,3.54238322490884,3.33308047380586,0.0,0.0,0.0,0.0,0.0,0.0,4660.5,4336.5,7.0,3.0,7.0,4.5,9.75,7.454545454545454,0.75,0.9545454545454546,5.125,5.181818181818182,-0.2093027511029799,0.0,0.0,0.0,-324.0,-4.0,-2.5,-2.295454545454546,0.20454545454545459,0.05681818181818166,0.5,0.7333333333333333,0.3448404862917296,3979.0,3979.0,mid,features/backend/rails,False
"V-Soft Consulting Group, Inc.",6.0,13.0,11.0,True,-1.4205769136023125,-0.43915980350175104,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,3145.0,3263.0,5.0,8.0,5.0,4.0,4.7894736842105265,9.181818181818182,0.21052631578947367,0.2727272727272727,3.8421052631578947,3.090909090909091,0.9814171101005615,0.36363636363636365,0.0,0.0,118.0,3.0,-1.0,4.392344497607655,0.062200956937799035,-0.7511961722488039,0.375,0.36666666666666664,-0.058063800954761206,980.0,980.0,small,kubernetes/terraform/cicd,False
Honeywell,11.0,33.0,51.0,True,-3.5634950841275654,1.1793143148192373,0.0,0.23529411764705882,0.022727272727272728,0.0392156862745098,0.02857142857142857,0.07407407407407407,3621.5,5928.0,5.0,5.0,5.0,5.0,1.9545454545454546,7.509803921568627,0.5454545454545454,0.7450980392156863,4.590909090909091,5.019607843137255,4.742809398946803,0.23529411764705882,0.016488413547237075,0.0455026455026455,2306.5,0.0,0.0,5.555258467023172,0.19964349376114088,0.428698752228164,0.6875,1.7,0.8706261128781118,126219.0,126219.0,large,failure/procedures/ability,False
VDart,7.0,2.0,25.0,True,-2.177931337034946,3.7798444107469917,0.0,0.24,0.0,0.04,0.0,0.125,1735.0,2617.0,10.0,5.0,9.5,5.0,5.0,10.12,0.2222222222222222,0.72,2.888888888888889,4.24,5.9577757477819375,0.24,0.04,0.125,882.0,-5.0,-4.5,5.119999999999999,0.49777777777777776,1.3511111111111114,0.4375,0.8333333333333334,0.5951667721997417,1945.0,1945.0,mid,kubernetes/terraform/cicd,False
"American Unit, Inc",8.0,1.0,8.0,False,0.9032675854160909,-0.006284617050785979,0.2222222222222222,0.25,0.0,0.0,0.0,0.0,1749.0,2102.5,7.5,8.0,7.0,6.0,6.111111111111111,7.625,0.2222222222222222,0.625,3.888888888888889,3.75,-0.9095522024668768,0.02777777777777779,0.0,0.0,353.5,0.5,-1.0,1.5138888888888893,0.4027777777777778,-0.13888888888888884,0.5,0.26666666666666666,-0.6286086594223742,188.0,188.0,small,pipelines/sql/etl,False
AllSTEM Connections,6.0,5.0,9.0,False,3.61580515525267,-0.1474448595901493,0.0,0.0,0.18181818181818182,0.0,0.25,0.0,3610.0,4231.0,5.0,5.0,5.0,5.0,9.909090909090908,5.111111111111111,0.7272727272727273,0.8888888888888888,4.636363636363637,5.333333333333333,-3.7632500148428196,0.0,-0.18181818181818182,-0.25,621.0,0.0,0.0,-4.797979797979798,0.16161616161616155,0.6969696969696964,0.375,0.3,-0.2491190377174704,105.0,105.0,small,software/systems/requirements,False
Cognizant,8.0,12.0,61.0,True,-0.5689933516759738,2.3908400288910636,0.0,0.04918032786885246,0.0,0.03278688524590164,0.0,0.0,4661.5,3962.0,8.0,8.0,8.0,8.0,6.55,9.262295081967213,0.55,0.7540983606557377,3.5,4.032786885245901,2.959833380567037,0.04918032786885246,0.03278688524590164,0.0,-699.5,0.0,0.0,2.7122950819672136,0.2040983606557376,0.5327868852459012,0.5,2.033333333333333,1.3503623518938273,313972.0,313972.0,large,java/boot/microservices,False
Boeing,8.0,1.0,93.0,False,-4.0114493463044205,-1.1824318938256786,0.0,0.010752688172043012,0.0,0.010752688172043012,0.0,0.022222222222222223,6793.0,7131.0,5.0,5.0,5.0,5.0,4.777777777777778,7.333333333333333,0.2222222222222222,0.6129032258064516,4.666666666666667,4.817204301075269,2.829017452478742,0.010752688172043012,0.010752688172043012,0.022222222222222223,338.0,0.0,0.0,2.5555555555555554,0.3906810035842294,0.15053763440860202,0.5,3.1,1.7692866133759966,114567.0,114567.0,large,systems/clearance/requirements,False
SynergisticIT,5.0,1.0,19.0,False,-0.8265450674928333,3.6104558352748723,0.0,0.0,0.0,0.0,,,3644.0,4324.0,,,,,8.333333333333334,3.473684210526316,0.0,0.3684210526315789,3.0,1.9473684210526316,4.437000902767705,0.0,0.0,,680.0,,,-4.859649122807018,0.3684210526315789,-1.0526315789473684,0.3125,0.6333333333333333,0.6370577139089018,105.0,105.0,small,intern/internship/pursuing,False
