definition,side,period_source,n_of_all,n_of_known,share_of_all,share_of_known,mde_arshkon_vs_scraped,mde_pooled_vs_scraped,within_2024_effect,cross_period_effect,direction,within_2024_diff_known,cross_pooled_diff_known,mde_arshkon_vs_scraped_known,mde_pooled_vs_scraped_known
J6,junior,pooled_2024,22820,14013,0.016739702015775636,0.027260401056162134,0.008184458819701005,0.0029700687355274607,0.025887308792776332,0.016234051072456058,up,0.059571509613386295,0.04353791827156896,0.016613230948982798,0.005077789163403985
J6,junior,scraped_2026,40881,19040,0.032973753088231694,0.07079831932773109,0.008184458819701005,0.0029700687355274607,0.025887308792776332,0.016234051072456058,up,0.059571509613386295,0.04353791827156896,0.016613230948982798,0.005077789163403985
S1,senior,arshkon,4691,2267,0.44276273715625664,0.9161887957653286,0.021451863102441574,0.01136097332856354,-0.19257291290717765,-0.16246737795496774,down,-0.06440034096206793,-0.039865934063627595,0.01724841873042723,0.005304651666294743
S1,senior,asaniczka,18129,11746,0.6353356500634343,0.9805891367273966,0.021451863102441574,0.01136097332856354,-0.19257291290717765,-0.16246737795496774,down,-0.06440034096206793,-0.039865934063627595,0.01724841873042723,0.005304651666294743
S1,senior,pooled_2024,22820,14013,0.595749342681858,0.9701705559123671,0.021451863102441574,0.01136097332856354,-0.19257291290717765,-0.16246737795496774,down,-0.06440034096206793,-0.039865934063627595,0.01724841873042723,0.005304651666294743
S1,senior,scraped_2026,40881,19040,0.43328196472689023,0.9303046218487395,0.021451863102441574,0.01136097332856354,-0.19257291290717765,-0.16246737795496774,down,-0.06440034096206793,-0.039865934063627595,0.01724841873042723,0.005304651666294743
S2,senior,arshkon,4691,2267,0.002771264122788318,0.005734450816056462,0.002270365411568212,0.0015667285842706493,-0.0023034780030873506,0.002614839149331075,up,-0.0020980027851694866,0.008000655303868497,0.004700054241934893,0.002689094810633709
S2,senior,asaniczka,18129,11746,0.0050747421258756685,0.007832453601225949,0.002270365411568212,0.0015667285842706493,-0.0023034780030873506,0.002614839149331075,up,-0.0020980027851694866,0.008000655303868497,0.004700054241934893,0.002689094810633709
S2,senior,pooled_2024,22820,14013,0.004601226993865031,0.0074930421751231,0.002270365411568212,0.0015667285842706493,-0.0023034780030873506,0.002614839149331075,up,-0.0020980027851694866,0.008000655303868497,0.004700054241934893,0.002689094810633709
S2,senior,scraped_2026,40881,19040,0.007216066143196106,0.015493697478991597,0.002270365411568212,0.0015667285842706493,-0.0023034780030873506,0.002614839149331075,up,-0.0020980027851694866,0.008000655303868497,0.004700054241934893,0.002689094810633709
S3,senior,arshkon,4691,4691,0.38456619057770197,0.38456619057770197,0.02101046360716284,0.011470521366454304,-0.22975340785574722,-0.14417987321788017,down,-0.22975340785574722,-0.14417987321788017,0.02101046360716284,0.011470521366454304
S3,senior,asaniczka,18129,18129,0.6143195984334492,0.6143195984334492,0.02101046360716284,0.011470521366454304,-0.22975340785574722,-0.14417987321788017,down,-0.22975340785574722,-0.14417987321788017,0.02101046360716284,0.011470521366454304
S3,senior,pooled_2024,22820,22820,0.5670902716914987,0.5670902716914987,0.02101046360716284,0.011470521366454304,-0.22975340785574722,-0.14417987321788017,down,-0.22975340785574722,-0.14417987321788017,0.02101046360716284,0.011470521366454304
S3,senior,scraped_2026,40881,40881,0.42291039847361855,0.42291039847361855,0.02101046360716284,0.011470521366454304,-0.22975340785574722,-0.14417987321788017,down,-0.22975340785574722,-0.14417987321788017,0.02101046360716284,0.011470521366454304
S4,senior,arshkon,4691,2911,0.3732679599232573,0.6015115080728272,0.020888666450775164,0.011518190679768284,-0.09713857104921775,-0.06057495043275707,down,-0.06297345374733798,-0.07498060074653634,0.02673009782773444,0.01332199849008015
S4,senior,asaniczka,18129,12834,0.47040653097247503,0.6644849618201651,0.020888666450775164,0.011518190679768284,-0.09713857104921775,-0.06057495043275707,down,-0.06297345374733798,-0.07498060074653634,0.02673009782773444,0.01332199849008015
S4,senior,pooled_2024,22820,15745,0.4504382120946538,0.6528421721181328,0.020888666450775164,0.011518190679768284,-0.09713857104921775,-0.06057495043275707,down,-0.06297345374733798,-0.07498060074653634,0.02673009782773444,0.01332199849008015
S4,senior,scraped_2026,40881,27581,0.3898632616618967,0.5778615713715964,0.020888666450775164,0.011518190679768284,-0.09713857104921775,-0.06057495043275707,down,-0.06297345374733798,-0.07498060074653634,0.02673009782773444,0.01332199849008015
S5,senior,arshkon,4691,2911,0.1270518013216798,0.20474063895568534,0.014382820480412714,0.00859727684739377,-0.04802680202103077,-0.04348682365552517,down,-0.04257118900130391,-0.05902703925775646,0.022030639711526013,0.011941738850852231
S5,senior,asaniczka,18129,12834,0.17507860334271058,0.24731182795698925,0.014382820480412714,0.00859727684739377,-0.04802680202103077,-0.04348682365552517,down,-0.04257118900130391,-0.05902703925775646,0.022030639711526013,0.011941738850852231
S5,senior,pooled_2024,22820,15745,0.16520595968448729,0.239441092410289,0.014382820480412714,0.00859727684739377,-0.04802680202103077,-0.04348682365552517,down,-0.04257118900130391,-0.05902703925775646,0.022030639711526013,0.011941738850852231
S5,senior,scraped_2026,40881,27581,0.12171913602896212,0.18041405315253253,0.014382820480412714,0.00859727684739377,-0.04802680202103077,-0.04348682365552517,down,-0.04257118900130391,-0.05902703925775646,0.022030639711526013,0.011941738850852231
