company_name_canonical,n_postings,mean_pairwise_cosine,median_pairwise_cosine,flag_gt_08
ImpetusIT,3,0.2918325188001933,0.06808446031378854,False
Base-2 Solutions,4,0.2872815603677767,0.1770382853932354,False
Google,50,0.2837949630477024,0.22660796949002876,False
Amazon,42,0.28129232472881055,0.12854455207457188,False
RevSpring,4,0.28009619728165336,0.1663370397802152,False
SpaceX,23,0.2776712274488965,0.26024005477225776,False
General Atomics,5,0.2767201791804156,0.11183911565936161,False
Visa,7,0.27630428690989983,0.2910199421657065,False
SES Corporation,3,0.2759570720724878,0.23950540145753357,False
EVONA,6,0.2719694576817709,0.05570057476368878,False
CGI,7,0.2717572355475042,0.1115175058815512,False
Axon,3,0.2700538884647552,0.12565432732636064,False
PricewaterhouseCoopers,4,0.2667656085080224,0.13041854505855058,False
Apex Fintech Solutions,4,0.26260997178776846,0.17376845064712837,False
Cox Automotive Inc.,3,0.2586756536696715,0.25815834089035866,False
General Dynamics Mission Systems,10,0.24851864650099642,0.19238034864392997,False
Alignerr,8,0.24828602130830127,0.1709873111869966,False
ATEC Spine,3,0.24560559657324255,0.07067076061219707,False
TekSynap,3,0.24501041065915327,0.2530459859581764,False
HCA Healthcare,4,0.24497312632474522,0.16553595970240975,False
BeaconFire Inc.,3,0.24155857620437501,0.11972549397476298,False
SoFi,7,0.24044619947417492,0.19147684584461028,False
GM Financial,4,0.23466186232915628,0.10217850330435221,False
Insulet Corporation,7,0.2311094170585455,0.09478610283221708,False
L3Harris Technologies,14,0.2305311463673835,0.19160307011905017,False
First Citizens Bank,4,0.22988070398557356,0.17197923662610157,False
AssistRx,3,0.2281157112914315,0.06953563422610914,False
CyberArk,5,0.2275158235652067,0.20989408625567035,False
BLUE ORIGIN,10,0.22352235434579493,0.21702874783251014,False
Applied Materials,3,0.22241569153204435,0.24930292249510067,False
Reflexive Concepts,4,0.22210207102626603,0.10917760593402881,False
"Akina, Inc",4,0.2191981438797246,0.12077961955522343,False
Delta Electronics Americas,4,0.21486364473145844,0.06655268922870913,False
Saronic Technologies,4,0.21046326035229193,0.1985387054384876,False
Dminds Solutions Inc.,4,0.20056664486029296,0.044795503536024295,False
GovCIO,4,0.1984459933116055,0.08339040506866649,False
Electric Power Engineers,3,0.19678638025257889,0.1942072501309141,False
UnitedHealth Group,3,0.19446237938308678,0.15945013731282767,False
Boeing,8,0.19074731129901115,0.13768744033341662,False
Citigroup,9,0.1890513834859997,0.08455691445928604,False
"Mission Technologies, a division of HII",5,0.1885099507799864,0.21300211877767375,False
Northrop Grumman,8,0.18781472468060723,0.16360035758152142,False
WHOOP,5,0.18437493958604917,0.2072240431007435,False
Graphcore,3,0.18356337554469448,0.1201202906854547,False
Waltonen Engineering,3,0.17896852875776928,0.08232143809328055,False
Clearwater Analytics,6,0.17799977196922304,0.0748647699367375,False
Cloudflare,4,0.17763697774202847,0.19517003502718777,False
Draper,3,0.1773488861624807,0.1123435011651886,False
Intuit,22,0.1772840355994355,0.10087315557204832,False
Wells Fargo,30,0.1705957961842753,0.10551276248143975,False
"Infomatics, Inc",4,0.16942551406106973,0.027789359131453917,False
Early Warning®,5,0.1693164681453204,0.0417164852664575,False
LinkedIn,10,0.16791185914451906,0.11602146087210755,False
Eaton,7,0.16622134718858636,0.12079971432221331,False
Woven by Toyota,4,0.16577231106154436,0.16301379916764436,False
Veeva Systems,7,0.16317097466744637,0.06812196082815246,False
Kikoff,4,0.16221953346731816,0.020920873262637932,False
ManTech,12,0.16109731840563896,0.14520663176883825,False
Aditi Consulting,5,0.159534639427553,0.05984537368207403,False
Verisk,3,0.1586547809878918,0.06526205611965129,False
Expedia Group,6,0.15767703140048864,0.17606608316132039,False
Oracle,10,0.15499658751623763,0.05820406559858167,False
myGwork - LGBTQ+ Business Community,20,0.1523829938663066,0.0532620035979401,False
BlackRock,4,0.15161365513936562,0.13631800472189443,False
CyberCoders,20,0.14977827871577618,0.07316722364923223,False
Raytheon,20,0.14902848775110727,0.10549029486152917,False
TikTok USDS Joint Venture,6,0.14815878667458737,0.0630019252815078,False
Tier4 Group,3,0.1480323335845569,0.011858455234411315,False
SAIC,3,0.14759444792549148,0.17315893272151778,False
SciTec,4,0.1447653745476377,0.12645490767849482,False
Motorola Solutions,4,0.1446063256810902,0.1404370845819426,False
Rippling,11,0.14322582914754767,0.09225346717416284,False
Stripe,6,0.14125188383384776,0.078062639040466,False
"Barrow Wise Consulting, LLC",4,0.14086614637904446,0.12910866286371636,False
OpenAI,6,0.14039286880829213,0.13349563647923293,False
Crusoe,3,0.13912350131217086,0.13206237351396855,False
General Motors,11,0.13632753532668251,0.1286826438949072,False
Skild AI,3,0.13622072967873675,0.07432521100483086,False
Air Apps,4,0.133965172029546,0.08523407787322206,False
Esri,7,0.13235569621016785,0.1217349840844409,False
Collins Aerospace,5,0.13223546795828858,0.1562443672507658,False
Cboe Global Markets,3,0.13203218034168993,0.1290325996798301,False
Supermicro,5,0.1304991390163929,0.13474287431820192,False
Anthropic,17,0.12983065899880963,0.12008792696429103,False
TalentAlly,8,0.12948178899753218,0.0266105697577902,False
AMD,16,0.12825127548523033,0.08560120399914736,False
Honeywell,6,0.12796303351646304,0.085044750906293,False
Westinghouse Electric Company,5,0.12772296414735945,0.06892650566306342,False
Stefanini North America and APAC,3,0.12769153211408654,0.11203907238986567,False
NetApp,6,0.1269069325598831,0.09155807050598594,False
Bayside Solutions,3,0.12568132805879606,0.09328906383652509,False
Ford Motor Company,5,0.12392745978350919,0.10971818332966302,False
Applied Intuition,5,0.12151937631472325,0.11348919761235306,False
Lam Research,5,0.120818580708979,0.02498843540587548,False
Armada,3,0.12070058724629586,0.045673144172121774,False
Plaid,8,0.1206003831467943,0.07093163954348913,False
"Docker, Inc",3,0.11822298086141457,0.12448910661027265,False
Aircall,3,0.11701439223575645,0.11109076813309972,False
Photon,6,0.11689602601602496,0.055942984377596296,False
PayPal,23,0.11679023625770522,0.09011325020317142,False
Akkodis,5,0.11570184004177295,0.020322876227889322,False
Lockheed Martin,20,0.11432450796564766,0.08984351006929417,False
Onto Innovation,3,0.1142190146983899,0.11214187924231028,False
Ahold Delhaize USA,6,0.11212896682132226,0.04755583218015894,False
Red Hat,6,0.11145940641910933,0.09271031499297093,False
Akkodis Group Nordics,11,0.11113541287774675,0.08036896168906658,False
Vanguard,4,0.11072710386279544,0.08000786998542923,False
The RealReal,3,0.10947710611809429,0.08877201578159541,False
Riot Games,5,0.10919035437867994,0.05101511189329038,False
PTR Global,5,0.10617572816124472,0.0999625203355882,False
Guidewire Software,4,0.10523954908254236,0.0729545054837375,False
Acuity Inc.,3,0.10518790387907033,0.05297564357241047,False
Goliath Partners,3,0.10224316661227463,0.06804564188405207,False
Mercor,14,0.10215159464852196,0.05043525542024765,False
Clear Street,5,0.10037231011581098,0.06074146376677119,False
Synechron,13,0.10010963944807015,0.08044414156665791,False
Verkada,7,0.09939917572145243,0.0946280416586357,False
"The Swift Group, LLC",5,0.09544937311982539,0.09327698171503113,False
CVS Health,5,0.09495981052265298,0.0849779933701028,False
U.S. Bank,6,0.09447995413018388,0.05761037440466065,False
Perplexity,5,0.093233659570844,0.0779852563070747,False
GEICO,7,0.09251515237369058,0.07882749391833024,False
Capgemini,6,0.09071429535209502,0.013135001084934572,False
Huntington National Bank,3,0.0903711937260887,0.08198678504739705,False
Arm,3,0.0902448307526081,0.08535875107328672,False
DCode Talent,3,0.09023327459332187,0.09350297567645706,False
TikTok,28,0.08917539379832533,0.061569478070975396,False
Peraton,28,0.08828880194680262,0.06511151792118719,False
World Wide Technology,9,0.08801396009760289,0.050498664400031076,False
Inside Higher Ed,9,0.08739520885979453,0.04919767308356714,False
PayJoy,3,0.08695529448175508,0.0831421638712424,False
Apple,5,0.08691826570590014,0.084491950923555,False
"Modern Technology Solutions, Inc. (MTSI)",3,0.08638986133513481,0.07994591352334703,False
JPMorgan Chase & Co.,36,0.0859486869708934,0.07576058542845082,False
General Dynamics Information Technology,3,0.08557830429383284,0.07577135990929679,False
Goldman Sachs,8,0.08454284535041878,0.045419777066200165,False
Actalent,29,0.08445770210976043,0.07519822088344233,False
McKesson,4,0.0844072662974427,0.07763571647550792,False
Lensa,9,0.08199353558512283,0.034148053344232716,False
Anduril Industries,34,0.08150740117641554,0.06050770788612206,False
The Voleon Group,4,0.08076169607355592,0.07793142003009296,False
The Walt Disney Company,8,0.07963024120597066,0.0788553979250527,False
CACI International Inc,10,0.07957270949110498,0.06969608264117627,False
Horizontal Talent,4,0.07909723457652065,0.07648318419413465,False
Leidos,19,0.07876647048042666,0.0643343100152946,False
Randstad Digital Americas,12,0.07874063303338137,0.06909298546088687,False
Zoox,8,0.07855337913580461,0.04906798932908528,False
NTT DATA North America,5,0.07796803539826537,0.018525487575492224,False
Rivian,12,0.07705322085197767,0.04852763335604683,False
Deluxe,3,0.07688826397459216,0.034669713304852544,False
VBeyond Corporation,3,0.07670022813156518,0.04964024153587664,False
Ramp,3,0.07663287388671765,0.06781467703139088,False
Docusign,5,0.07645974659399778,0.06875304451543932,False
ByteDance,20,0.07634613381466629,0.05159228357607578,False
ICE,11,0.07443192226509686,0.06873768325135313,False
Cisco,15,0.07347136771570022,0.02738337235175431,False
Rivian and Volkswagen Group Technologies,4,0.0725743646483813,0.07296555401083973,False
Microchip Technology Inc.,3,0.07149419250215154,0.06062838203102022,False
Uber,24,0.07080946823137974,0.051013865856806534,False
Optum,11,0.07026032063666866,0.06471331437134152,False
Sony Interactive Entertainment,3,0.06908156240591215,0.06937219382292964,False
Eclaro,3,0.06824391938432879,0.059512931284767166,False
Recruiting from Scratch,5,0.06634962366684229,0.04914384154054914,False
Zoom,5,0.06420364107474294,0.058519242267540496,False
Adobe,9,0.06378778428491422,0.01641573084124196,False
Toyota North America,3,0.06364776665861688,0.06848698289663604,False
"BAE Systems, Inc.",20,0.06320635333242218,0.05333448049269105,False
Haystack,30,0.06315195092061603,0.05146755565055978,False
Deloitte,7,0.06267186153059981,0.04665506803022324,False
Palo Alto Networks,6,0.06257477213432903,0.06251372988407676,False
Cypress HCM,3,0.0601875113598247,0.05940846646110107,False
Saransh Inc,8,0.05960982326582339,0.022968923829874782,False
Vertiv,3,0.05937274273019951,0.05372669644341908,False
SoTalent,3,0.05907036752065611,0.04080156940956302,False
Aurora,4,0.058622184138416356,0.05262821266871173,False
Andiamo,4,0.0581058811889858,0.06449617046512315,False
Katalyst HealthCares & Life Sciences,5,0.057891009183797845,0.05257597620398265,False
Harnham,7,0.05771559317750203,0.055248422897465774,False
YO IT Consulting,8,0.05736355234174244,0.040880716363733804,False
Strategic Staffing Solutions,3,0.0568374528129138,0.05469852747573599,False
Dice,3,0.05587346630543932,0.05350375964894461,False
Vantor,5,0.05579566592530193,0.06137780609286034,False
IBM,5,0.05561216671365058,0.048391574174760435,False
Klaviyo,3,0.055261183347862196,0.014268757067368765,False
"Systems Planning and Analysis, Inc.",3,0.053919826322337626,0.05908692119355753,False
Piper Companies,14,0.053902605792949705,0.0356337199021498,False
Zachary Piper Solutions,3,0.05347215115137014,0.049899043969940986,False
PTC,3,0.05312562360085574,0.029005639106451007,False
Robert Half,4,0.051404150782789225,0.04851353469655293,False
BioSpace,3,0.051050453330697555,0.04739597944251003,False
AbbVie,6,0.050886922981839826,0.04495621750407709,False
WD,3,0.05042897552457262,0.049965284182788304,False
HCLTech,4,0.05024974251224098,0.027374662363304665,False
Charles Schwab,5,0.04744918529483892,0.044442661233980885,False
Luxoft,5,0.04731287355414528,0.03810006902004117,False
Abbott,5,0.04695715955844311,0.03803628853768801,False
Jobs via eFinancialCareers,5,0.04547965639037494,0.044898119013177695,False
Cadence Design Systems,3,0.04458898913568287,0.04722250402440022,False
SoCode US,3,0.04387305365250931,0.05057644522687761,False
Mitchell Martin Inc.,3,0.04347472282202039,0.04845219899455604,False
Jobs via Dice,29,0.04266737311974628,0.03394118534748902,False
Stealth Startup,3,0.042445831874065754,0.028007812417157687,False
hackajob,28,0.041627819589333766,0.03331072091194147,False
Kforce Inc,22,0.04139026100411425,0.03827814809170469,False
TALENT Software Services,3,0.04018297482533944,0.041708535548428696,False
American Express,4,0.03987223247778377,0.028298504283191125,False
Airwallex,3,0.038558971611434845,0.03762527162175697,False
Collabera,3,0.03740482991086209,0.013905130018625126,False
BCforward,3,0.0361464136303444,0.019973256969746757,False
Latitude Inc,3,0.03496871155683542,0.0327210122891006,False
Harrison Clarke,3,0.034512325503432924,0.02947714228699849,False
Stellent IT,5,0.03428774307960266,0.035558755606308,False
Eliassen Group,3,0.031766018131582724,0.03016192198810681,False
Intellectt Inc,3,0.030061364314540633,0.020059104597377524,False
Apex Systems,16,0.029934758480533417,0.02481968882683175,False
Genentech,3,0.029685177030966736,0.021565371475580214,False
Motion Recruitment,4,0.02876755044309459,0.03026990121534301,False
CCC Intelligent Solutions,3,0.02700571073298492,0.03521843311624194,False
Advance Auto Parts,3,0.02674194593517834,0.02364355801440724,False
The Phoenix Group,3,0.026687939585765694,0.005095078558092997,False
Siemens,3,0.024704241649239404,0.028994505370193536,False
Turnberry Solutions,3,0.024397977728430605,0.02312421895587216,False
Insight Global,7,0.02376294131775882,0.02252597164499257,False
Accord Technologies Inc,3,0.023267163918291034,0.0017396443389702694,False
Apexon,4,0.02289911997590401,0.0181909061964659,False
W3Global,3,0.022562202375359174,0.029915913369831112,False
Avride,3,0.015856426868394672,0.010115142025949729,False
Virtusa,3,0.01568193913519794,0.01174917946639172,False
Open Systems Technologies,13,0.015623516987670678,0.008612039697513642,False
Accenture,4,0.014354426175919125,0.008917061981302963,False
Boston Dynamics,3,0.014034579042881466,0.0034218932738582985,False
Ledgent Technology,3,0.01177136649849609,0.006244986017178078,False
