source,period,seniority_final,metric,n,mean,median,p25,p75
kaggle_arshkon,2024-04,director,soft_skill_count,13,0.46153846153846156,0.0,0.0,1.0
kaggle_arshkon,2024-04,entry,soft_skill_count,172,0.4127906976744186,0.0,0.0,1.0
kaggle_arshkon,2024-04,mid-senior,soft_skill_count,1992,0.3709839357429719,0.0,0.0,1.0
kaggle_arshkon,2024-04,unknown,soft_skill_count,2366,0.3617920540997464,0.0,0.0,1.0
kaggle_asaniczka,2024-01,associate,soft_skill_count,7,0.2857142857142857,0.0,0.0,0.5
kaggle_asaniczka,2024-01,director,soft_skill_count,46,0.30434782608695654,0.0,0.0,1.0
kaggle_asaniczka,2024-01,entry,soft_skill_count,118,0.3220338983050847,0.0,0.0,1.0
kaggle_asaniczka,2024-01,mid-senior,soft_skill_count,6690,0.3382660687593423,0.0,0.0,1.0
kaggle_asaniczka,2024-01,unknown,soft_skill_count,4984,0.3398876404494382,0.0,0.0,1.0
scraped,2026-03,associate,soft_skill_count,11,0.2727272727272727,0.0,0.0,0.5
scraped,2026-03,director,soft_skill_count,30,0.4666666666666667,0.0,0.0,1.0
scraped,2026-03,entry,soft_skill_count,161,0.5403726708074534,0.0,0.0,1.0
scraped,2026-03,mid-senior,soft_skill_count,1411,0.34585400425230334,0.0,0.0,1.0
scraped,2026-03,unknown,soft_skill_count,1334,0.39580209895052476,0.0,0.0,1.0
scraped,2026-04,associate,soft_skill_count,11,0.45454545454545453,0.0,0.0,1.0
scraped,2026-04,director,soft_skill_count,15,0.7333333333333333,1.0,0.0,1.0
scraped,2026-04,entry,soft_skill_count,58,0.5517241379310345,0.0,0.0,1.0
scraped,2026-04,mid-senior,soft_skill_count,819,0.3724053724053724,0.0,0.0,1.0
scraped,2026-04,unknown,soft_skill_count,716,0.3268156424581006,0.0,0.0,1.0
kaggle_arshkon,2024-04,associate,scope_count,15,0.26666666666666666,0.0,0.0,0.5
kaggle_arshkon,2024-04,director,scope_count,13,0.3076923076923077,0.0,0.0,0.0
kaggle_arshkon,2024-04,entry,scope_count,172,0.1511627906976744,0.0,0.0,0.0
kaggle_arshkon,2024-04,mid-senior,scope_count,1992,0.3318273092369478,0.0,0.0,1.0
kaggle_arshkon,2024-04,unknown,scope_count,2366,0.21132713440405748,0.0,0.0,0.0
kaggle_asaniczka,2024-01,associate,scope_count,7,0.2857142857142857,0.0,0.0,0.5
kaggle_asaniczka,2024-01,director,scope_count,46,0.21739130434782608,0.0,0.0,0.0
kaggle_asaniczka,2024-01,entry,scope_count,118,0.1694915254237288,0.0,0.0,0.0
kaggle_asaniczka,2024-01,mid-senior,scope_count,6690,0.2807174887892377,0.0,0.0,0.0
kaggle_asaniczka,2024-01,unknown,scope_count,4984,0.2030497592295345,0.0,0.0,0.0
scraped,2026-03,associate,scope_count,11,0.18181818181818182,0.0,0.0,0.0
scraped,2026-03,director,scope_count,30,0.5666666666666667,0.0,0.0,1.0
scraped,2026-03,entry,scope_count,161,0.30434782608695654,0.0,0.0,1.0
scraped,2026-03,mid-senior,scope_count,1411,0.6250885896527285,0.0,0.0,1.0
scraped,2026-03,unknown,scope_count,1334,0.4835082458770615,0.0,0.0,1.0
scraped,2026-04,associate,scope_count,11,0.36363636363636365,0.0,0.0,1.0
scraped,2026-04,director,scope_count,15,0.8666666666666667,1.0,0.0,1.5
scraped,2026-04,entry,scope_count,58,0.41379310344827586,0.0,0.0,1.0
scraped,2026-04,mid-senior,scope_count,819,0.5921855921855922,0.0,0.0,1.0
scraped,2026-04,unknown,scope_count,716,0.3840782122905028,0.0,0.0,1.0
kaggle_arshkon,2024-04,associate,management_strong_count,15,0.2,0.0,0.0,0.0
kaggle_arshkon,2024-04,director,management_strong_count,13,0.15384615384615385,0.0,0.0,0.0
kaggle_arshkon,2024-04,entry,management_strong_count,172,0.06395348837209303,0.0,0.0,0.0
kaggle_arshkon,2024-04,mid-senior,management_strong_count,1992,0.15060240963855423,0.0,0.0,0.0
kaggle_arshkon,2024-04,unknown,management_strong_count,2366,0.11031276415891801,0.0,0.0,0.0
kaggle_asaniczka,2024-01,associate,management_strong_count,7,0.2857142857142857,0.0,0.0,0.5
kaggle_asaniczka,2024-01,director,management_strong_count,46,0.08695652173913043,0.0,0.0,0.0
kaggle_asaniczka,2024-01,entry,management_strong_count,118,0.09322033898305085,0.0,0.0,0.0
kaggle_asaniczka,2024-01,mid-senior,management_strong_count,6690,0.13841554559043348,0.0,0.0,0.0
kaggle_asaniczka,2024-01,unknown,management_strong_count,4984,0.10272873194221509,0.0,0.0,0.0
scraped,2026-03,associate,management_strong_count,11,0.18181818181818182,0.0,0.0,0.0
scraped,2026-03,director,management_strong_count,30,0.23333333333333334,0.0,0.0,0.0
scraped,2026-03,entry,management_strong_count,161,0.13043478260869565,0.0,0.0,0.0
scraped,2026-03,mid-senior,management_strong_count,1411,0.16513111268603828,0.0,0.0,0.0
scraped,2026-03,unknown,management_strong_count,1334,0.08695652173913043,0.0,0.0,0.0
scraped,2026-04,associate,management_strong_count,11,0.0,0.0,0.0,0.0
scraped,2026-04,director,management_strong_count,15,0.2,0.0,0.0,0.0
scraped,2026-04,entry,management_strong_count,58,0.20689655172413793,0.0,0.0,0.0
scraped,2026-04,mid-senior,management_strong_count,819,0.1282051282051282,0.0,0.0,0.0
scraped,2026-04,unknown,management_strong_count,716,0.0824022346368715,0.0,0.0,0.0
kaggle_arshkon,2024-04,associate,management_broad_count,15,0.26666666666666666,0.0,0.0,0.0
kaggle_arshkon,2024-04,director,management_broad_count,13,1.0,1.0,1.0,1.0
kaggle_arshkon,2024-04,entry,management_broad_count,172,0.5,0.0,0.0,1.0
kaggle_arshkon,2024-04,mid-senior,management_broad_count,1992,0.6646586345381527,0.0,0.0,1.0
kaggle_arshkon,2024-04,unknown,management_broad_count,2366,0.47886728655959426,0.0,0.0,1.0
kaggle_asaniczka,2024-01,associate,management_broad_count,7,0.0,0.0,0.0,0.0
kaggle_asaniczka,2024-01,director,management_broad_count,46,0.6956521739130435,1.0,0.0,1.0
kaggle_asaniczka,2024-01,entry,management_broad_count,118,0.4576271186440678,0.0,0.0,1.0
kaggle_asaniczka,2024-01,mid-senior,management_broad_count,6690,0.5566517189835576,0.0,0.0,1.0
kaggle_asaniczka,2024-01,unknown,management_broad_count,4984,0.4606741573033708,0.0,0.0,1.0
scraped,2026-03,associate,management_broad_count,11,0.6363636363636364,1.0,0.0,1.0
scraped,2026-03,director,management_broad_count,30,0.6333333333333333,0.0,0.0,1.0
scraped,2026-03,entry,management_broad_count,161,0.4968944099378882,0.0,0.0,1.0
scraped,2026-03,mid-senior,management_broad_count,1411,0.6378454996456414,0.0,0.0,1.0
scraped,2026-03,unknown,management_broad_count,1334,0.46401799100449775,0.0,0.0,1.0
scraped,2026-04,associate,management_broad_count,11,0.36363636363636365,0.0,0.0,1.0
scraped,2026-04,director,management_broad_count,15,0.7333333333333333,1.0,0.0,1.0
scraped,2026-04,entry,management_broad_count,58,0.6896551724137931,1.0,0.0,1.0
scraped,2026-04,mid-senior,management_broad_count,819,0.6593406593406593,0.0,0.0,1.0
scraped,2026-04,unknown,management_broad_count,716,0.5293296089385475,0.0,0.0,1.0
kaggle_arshkon,2024-04,associate,education_flag,15,0.06666666666666667,0.0,0.0,0.0
kaggle_arshkon,2024-04,director,education_flag,13,0.15384615384615385,0.0,0.0,0.0
kaggle_arshkon,2024-04,entry,education_flag,172,0.08139534883720931,0.0,0.0,0.0
kaggle_arshkon,2024-04,mid-senior,education_flag,1992,0.09538152610441768,0.0,0.0,0.0
kaggle_arshkon,2024-04,unknown,education_flag,2366,0.07185122569737955,0.0,0.0,0.0
kaggle_asaniczka,2024-01,associate,education_flag,7,0.14285714285714285,0.0,0.0,0.0
kaggle_asaniczka,2024-01,director,education_flag,46,0.13043478260869565,0.0,0.0,0.0
kaggle_asaniczka,2024-01,entry,education_flag,118,0.0847457627118644,0.0,0.0,0.0
kaggle_asaniczka,2024-01,mid-senior,education_flag,6690,0.11136023916292975,0.0,0.0,0.0
kaggle_asaniczka,2024-01,unknown,education_flag,4984,0.10573836276083468,0.0,0.0,0.0
scraped,2026-03,associate,education_flag,11,0.09090909090909091,0.0,0.0,0.0
scraped,2026-03,director,education_flag,30,0.06666666666666667,0.0,0.0,0.0
scraped,2026-03,entry,education_flag,161,0.10559006211180125,0.0,0.0,0.0
scraped,2026-03,mid-senior,education_flag,1411,0.0744153082919915,0.0,0.0,0.0
scraped,2026-03,unknown,education_flag,1334,0.04872563718140929,0.0,0.0,0.0
scraped,2026-04,associate,education_flag,11,0.18181818181818182,0.0,0.0,0.0
scraped,2026-04,director,education_flag,15,0.26666666666666666,0.0,0.0,0.5
scraped,2026-04,entry,education_flag,58,0.06896551724137931,0.0,0.0,0.0
scraped,2026-04,mid-senior,education_flag,819,0.09768009768009768,0.0,0.0,0.0
scraped,2026-04,unknown,education_flag,716,0.08519553072625698,0.0,0.0,0.0
kaggle_arshkon,2024-04,associate,yoe_flag,15,0.7333333333333333,1.0,0.5,1.0
kaggle_arshkon,2024-04,director,yoe_flag,13,1.0,1.0,1.0,1.0
kaggle_arshkon,2024-04,entry,yoe_flag,172,0.37790697674418605,0.0,0.0,1.0
kaggle_arshkon,2024-04,mid-senior,yoe_flag,1992,0.6741967871485943,1.0,0.0,1.0
kaggle_arshkon,2024-04,unknown,yoe_flag,2366,0.5896027049873204,1.0,0.0,1.0
kaggle_asaniczka,2024-01,associate,yoe_flag,7,0.5714285714285714,1.0,0.0,1.0
kaggle_asaniczka,2024-01,director,yoe_flag,46,0.8043478260869565,1.0,1.0,1.0
kaggle_asaniczka,2024-01,entry,yoe_flag,118,0.4745762711864407,0.0,0.0,1.0
kaggle_asaniczka,2024-01,mid-senior,yoe_flag,6690,0.7639760837070254,1.0,1.0,1.0
kaggle_asaniczka,2024-01,unknown,yoe_flag,4984,0.6524879614767255,1.0,0.0,1.0
scraped,2026-03,associate,yoe_flag,11,0.7272727272727273,1.0,0.5,1.0
scraped,2026-03,director,yoe_flag,30,0.8333333333333334,1.0,1.0,1.0
scraped,2026-03,entry,yoe_flag,161,0.2484472049689441,0.0,0.0,0.0
scraped,2026-03,mid-senior,yoe_flag,1411,0.7462792345854005,1.0,0.0,1.0
scraped,2026-03,unknown,yoe_flag,1334,0.631184407796102,1.0,0.0,1.0
scraped,2026-04,associate,yoe_flag,11,0.6363636363636364,1.0,0.0,1.0
scraped,2026-04,director,yoe_flag,15,0.7333333333333333,1.0,0.5,1.0
scraped,2026-04,entry,yoe_flag,58,0.15517241379310345,0.0,0.0,0.0
scraped,2026-04,mid-senior,yoe_flag,819,0.7631257631257631,1.0,1.0,1.0
scraped,2026-04,unknown,yoe_flag,716,0.6438547486033519,1.0,0.0,1.0
kaggle_arshkon,2024-04,associate,requirement_breadth,15,3.466666666666667,4.0,2.0,5.0
kaggle_arshkon,2024-04,director,requirement_breadth,13,5.076923076923077,6.0,2.0,6.0
kaggle_arshkon,2024-04,entry,requirement_breadth,172,3.5988372093023258,3.0,1.0,5.0
kaggle_arshkon,2024-04,mid-senior,requirement_breadth,1992,4.9352409638554215,5.0,3.0,7.0
kaggle_arshkon,2024-04,unknown,requirement_breadth,2366,4.057058326289096,3.0,2.0,6.0
kaggle_asaniczka,2024-01,associate,requirement_breadth,7,3.7142857142857144,4.0,1.5,5.5
kaggle_asaniczka,2024-01,director,requirement_breadth,46,3.4565217391304346,2.0,2.0,5.0
kaggle_asaniczka,2024-01,entry,requirement_breadth,118,3.889830508474576,3.0,2.0,6.0
kaggle_asaniczka,2024-01,mid-senior,requirement_breadth,6690,4.559790732436472,4.0,2.0,6.0
kaggle_asaniczka,2024-01,unknown,requirement_breadth,4984,3.881219903691814,3.0,2.0,5.0
scraped,2026-03,associate,requirement_breadth,11,6.454545454545454,7.0,4.0,8.0
scraped,2026-03,director,requirement_breadth,30,6.8,7.0,5.25,9.0
scraped,2026-03,entry,requirement_breadth,161,4.248447204968944,4.0,2.0,6.0
scraped,2026-03,mid-senior,requirement_breadth,1411,5.900070871722183,5.0,3.0,8.0
scraped,2026-03,unknown,requirement_breadth,1334,4.9790104947526235,5.0,3.0,7.0
scraped,2026-04,associate,requirement_breadth,11,4.909090909090909,5.0,3.0,6.5
scraped,2026-04,director,requirement_breadth,15,9.133333333333333,6.0,4.5,15.5
scraped,2026-04,entry,requirement_breadth,58,4.224137931034483,4.0,2.0,6.0
scraped,2026-04,mid-senior,requirement_breadth,819,5.894993894993895,5.0,3.0,8.0
scraped,2026-04,unknown,requirement_breadth,716,4.793296089385475,4.0,2.0,6.0
kaggle_arshkon,2024-04,associate,credential_stack_depth,15,2.1333333333333333,2.0,2.0,3.0
kaggle_arshkon,2024-04,director,credential_stack_depth,13,2.769230769230769,3.0,2.0,3.0
kaggle_arshkon,2024-04,entry,credential_stack_depth,172,1.819767441860465,2.0,1.0,2.0
kaggle_arshkon,2024-04,mid-senior,credential_stack_depth,1992,2.4076305220883536,2.0,2.0,3.0
kaggle_arshkon,2024-04,unknown,credential_stack_depth,2366,2.0562130177514795,2.0,1.0,3.0
kaggle_asaniczka,2024-01,associate,credential_stack_depth,7,2.5714285714285716,2.0,1.5,4.0
kaggle_asaniczka,2024-01,director,credential_stack_depth,46,2.1956521739130435,2.0,2.0,3.0
kaggle_asaniczka,2024-01,entry,credential_stack_depth,118,1.9576271186440677,2.0,1.0,3.0
kaggle_asaniczka,2024-01,mid-senior,credential_stack_depth,6690,2.3423019431988044,2.0,2.0,3.0
kaggle_asaniczka,2024-01,unknown,credential_stack_depth,4984,2.0640048154093096,2.0,1.0,3.0
scraped,2026-03,associate,credential_stack_depth,11,2.5454545454545454,3.0,2.0,3.0
scraped,2026-03,director,credential_stack_depth,30,3.1,3.0,2.0,4.0
scraped,2026-03,entry,credential_stack_depth,161,2.1366459627329193,2.0,1.0,3.0
scraped,2026-03,mid-senior,credential_stack_depth,1411,2.809355067328136,3.0,2.0,4.0
scraped,2026-03,unknown,credential_stack_depth,1334,2.482008995502249,2.0,2.0,3.0
scraped,2026-04,associate,credential_stack_depth,11,2.4545454545454546,2.0,2.0,3.0
scraped,2026-04,director,credential_stack_depth,15,3.6666666666666665,4.0,3.0,4.5
scraped,2026-04,entry,credential_stack_depth,58,2.086206896551724,2.0,1.0,3.0
scraped,2026-04,mid-senior,credential_stack_depth,819,2.8119658119658117,3.0,2.0,4.0
scraped,2026-04,unknown,credential_stack_depth,716,2.403631284916201,2.0,2.0,3.0
kaggle_arshkon,2024-04,associate,text_len,15,813.2666666666667,568.0,358.5,1181.0
kaggle_arshkon,2024-04,director,text_len,13,910.6923076923077,798.0,678.0,1188.0
kaggle_arshkon,2024-04,entry,text_len,172,636.8604651162791,632.0,387.25,853.5
kaggle_arshkon,2024-04,mid-senior,text_len,1992,715.6074297188756,660.5,429.0,942.25
kaggle_arshkon,2024-04,unknown,text_len,2366,615.5688926458157,555.5,320.25,842.5
kaggle_asaniczka,2024-01,associate,text_len,7,605.0,547.0,366.5,821.5
kaggle_asaniczka,2024-01,director,text_len,46,702.8695652173913,716.5,543.75,903.0
kaggle_asaniczka,2024-01,entry,text_len,118,557.4830508474577,489.5,329.25,745.75
kaggle_asaniczka,2024-01,mid-senior,text_len,6690,708.0300448430494,644.0,433.0,916.0
kaggle_asaniczka,2024-01,unknown,text_len,4984,621.6133627608347,561.5,343.75,806.0
scraped,2026-03,associate,text_len,11,890.2727272727273,811.0,593.5,1116.0
scraped,2026-03,director,text_len,30,1012.9,956.0,796.5,1320.75
scraped,2026-03,entry,text_len,161,714.7080745341615,654.0,435.0,902.0
scraped,2026-03,mid-senior,text_len,1411,927.8639262934089,876.0,608.0,1170.0
scraped,2026-03,unknown,text_len,1334,795.1461769115442,744.5,497.0,1002.0
scraped,2026-04,associate,text_len,11,869.7272727272727,903.0,649.5,988.5
scraped,2026-04,director,text_len,15,1325.2,1180.0,854.5,1916.5
scraped,2026-04,entry,text_len,58,752.7241379310345,702.0,535.75,928.75
scraped,2026-04,mid-senior,text_len,819,916.2466422466423,836.0,624.5,1146.0
scraped,2026-04,unknown,text_len,716,804.5377094972067,753.0,512.5,1033.5
kaggle_arshkon,2024-04,associate,tech_density,15,3.2833463254706263,1.392757660167131,0.0,3.7457439105181263
kaggle_arshkon,2024-04,director,tech_density,13,3.5298814282097055,2.8169014084507045,2.032520325203252,4.566210045662101
kaggle_arshkon,2024-04,entry,tech_density,172,3.691499210378426,2.891042780748663,1.112991761274046,5.60617505429138
kaggle_arshkon,2024-04,mid-senior,tech_density,1992,5.590072376856475,4.02416116077212,1.6445115356885365,7.408932820794435
kaggle_arshkon,2024-04,unknown,tech_density,2366,5.649303929486685,3.661327998016013,0.7141588013466775,7.874015748031496
kaggle_asaniczka,2024-01,associate,tech_density,7,4.264606649145635,3.9564787339268057,1.370539241740096,6.314186768569382
kaggle_asaniczka,2024-01,director,tech_density,46,3.1513872018676206,1.3282247765006385,0.0,6.020833333333333
kaggle_asaniczka,2024-01,entry,tech_density,118,5.811077755058114,4.464374688589935,1.3616256177050743,8.264882716572107
kaggle_asaniczka,2024-01,mid-senior,tech_density,6690,5.371526430847777,3.5067224135104116,0.9174335134752264,7.563581558559665
kaggle_asaniczka,2024-01,unknown,tech_density,4984,5.618370002051285,3.1645569620253164,0.0,7.692307692307692
scraped,2026-03,associate,tech_density,11,5.378361197519698,5.253940455341506,3.4409467164290644,7.2795162975523695
scraped,2026-03,director,tech_density,30,4.083319292052827,3.5700883490945605,1.602257127350509,6.110026747632473
scraped,2026-03,entry,tech_density,161,3.866113102389748,2.6881720430107525,0.0,5.847953216374269
scraped,2026-03,mid-senior,tech_density,1411,4.307316365851371,3.367003367003367,1.2150686225875795,6.144394852089871
scraped,2026-03,unknown,tech_density,1334,4.576718246047474,3.1678986272439285,0.9766330431365524,6.436043222058153
scraped,2026-04,associate,tech_density,11,3.9596059898861657,4.11946446961895,1.9627557938856017,5.218211264304132
scraped,2026-04,director,tech_density,15,4.182799989769273,3.992015968063872,1.2839549733652853,6.12057873348823
scraped,2026-04,entry,tech_density,58,3.132492995210657,2.3477690692976934,0.0,5.166596690565681
scraped,2026-04,mid-senior,tech_density,819,4.212541302341601,3.3333333333333335,1.2202930490201918,6.166814242586924
scraped,2026-04,unknown,tech_density,716,4.210524192908775,2.7662728968386823,0.7500139598735287,5.807211390150483
kaggle_arshkon,2024-04,associate,scope_density,15,0.55488475711014,0.0,0.0,0.374251497005988
kaggle_arshkon,2024-04,director,scope_density,13,0.25950851866710656,0.0,0.0,0.0
kaggle_arshkon,2024-04,entry,scope_density,172,0.22375063580891158,0.0,0.0,0.0
kaggle_arshkon,2024-04,mid-senior,scope_density,1992,0.45016903996095753,0.0,0.0,0.8198576863558652
kaggle_arshkon,2024-04,unknown,scope_density,2366,0.3256761296741446,0.0,0.0,0.0
kaggle_asaniczka,2024-01,associate,scope_density,7,0.8151572593653105,0.0,0.0,0.4945598417408507
kaggle_asaniczka,2024-01,director,scope_density,46,0.3356844733341547,0.0,0.0,0.0
kaggle_asaniczka,2024-01,entry,scope_density,118,0.342193985819821,0.0,0.0,0.0
kaggle_asaniczka,2024-01,mid-senior,scope_density,6690,0.4127240160248572,0.0,0.0,0.0
kaggle_asaniczka,2024-01,unknown,scope_density,4984,0.3263328495649256,0.0,0.0,0.0
scraped,2026-03,associate,scope_density,11,0.10614021121902031,0.0,0.0,0.0
scraped,2026-03,director,scope_density,30,0.5313844493431313,0.0,0.0,0.9312705972188731
scraped,2026-03,entry,scope_density,161,0.4353736190371593,0.0,0.0,0.8291873963515755
scraped,2026-03,mid-senior,scope_density,1411,0.7332251246543802,0.0,0.0,1.2308069852272865
scraped,2026-03,unknown,scope_density,1334,0.6207762169915194,0.0,0.0,1.1095764272559854
scraped,2026-04,associate,scope_density,11,0.35108944404765574,0.0,0.0,0.843664156664236
scraped,2026-04,director,scope_density,15,0.7593885316470291,0.6920415224913494,0.0,1.1330041050966275
scraped,2026-04,entry,scope_density,58,0.5756966207851648,0.0,0.0,1.1966016937607846
scraped,2026-04,mid-senior,scope_density,819,0.6847603877323724,0.0,0.0,1.2602399458740046
scraped,2026-04,unknown,scope_density,716,0.5028613118765249,0.0,0.0,0.9105407703087744
