row_idx,uid,text_source,period,seniority_final,seniority_3level,is_aggregator,company_name_canonical,source,swe_classification_tier,yoe_extracted,period_bucket,emb_row,group,src_group,umap_x,umap_y,pca_x,pca_y
30543,linkedin_li-4393889578,llm,2026-04,unknown,unknown,True,DivIHN Integration Inc,scraped,title_lookup_llm,1.0,2026,30543,2026 / unknown,scraped|unknown,5.003155,7.8316393,0.22281164,0.108737275
18467,asaniczka_96c3db36c3df848d,llm,2024-01,mid-senior,senior,False,Snowflake,kaggle_asaniczka,regex,7.0,2024,18467,2024 / senior,kaggle_asaniczka|senior,9.879884,3.5234904,-0.07388453,-0.15571105
4848,asaniczka_4c1c71196c70d29e,llm,2024-01,unknown,unknown,True,Judge Group,kaggle_asaniczka,regex,9.0,2024,4848,2024 / unknown,kaggle_asaniczka|unknown,5.097858,8.3485365,0.38608944,0.05045791
42,arshkon_3884429809,llm,2024-04,mid-senior,senior,False,Johnson & Johnson,kaggle_arshkon,title_lookup_llm,4.0,2024,42,2024 / senior,kaggle_arshkon|senior,5.193164,8.500027,0.30397233,0.21554796
24937,linkedin_li-4376226309,llm,2026-03,entry,junior,False,Horizontal Talent,scraped,regex,4.0,2026,24937,2026 / junior,scraped|junior,10.108242,8.260132,-0.22278096,-0.34989408
33902,linkedin_li-4400973766,llm,2026-04,unknown,unknown,False,"Akina, Inc",scraped,regex,,2026,33902,2026 / unknown,scraped|unknown,11.735053,6.5186076,-0.15551688,-0.010824636
25277,linkedin_li-4378754012,llm,2026-03,unknown,unknown,False,Qumulo,scraped,regex,4.0,2026,25277,2026 / unknown,scraped|unknown,4.3582835,6.317267,0.21015647,0.026323423
10706,asaniczka_135ac6329e00de98,llm,2024-01,mid-senior,senior,True,Capital One,kaggle_asaniczka,regex,,2024,10706,2024 / senior,kaggle_asaniczka|senior,11.3162565,3.5175917,-0.35466385,-0.014161959
5317,asaniczka_fa654dbb365cd518,llm,2024-01,unknown,unknown,False,KPMG US,kaggle_asaniczka,regex,5.0,2024,5317,2024 / unknown,kaggle_asaniczka|unknown,4.98936,2.442433,-0.06675492,0.19042097
21184,asaniczka_ebbaf0064a2ce9ff,llm,2024-01,unknown,unknown,False,"Systemart, LLC",kaggle_asaniczka,regex,7.0,2024,21184,2024 / unknown,kaggle_asaniczka|unknown,5.084135,7.2619047,0.12689023,0.26991683
31600,linkedin_li-4395918780,llm,2026-04,mid-senior,senior,False,Uber Freight,scraped,regex,5.0,2026,31600,2026 / senior,scraped|senior,11.697682,4.996726,-0.06307304,-0.21015888
25771,linkedin_li-4382261057,llm,2026-04,unknown,unknown,False,Merget,scraped,regex,2.0,2026,25771,2026 / unknown,scraped|unknown,12.153396,5.2243366,0.00027182698,-0.30479103
29560,linkedin_li-4392037967,llm,2026-03,unknown,unknown,True,Actalent,scraped,regex,,2026,29560,2026 / unknown,scraped|unknown,7.1901565,4.1491966,-0.20384435,0.2226025
33184,linkedin_li-4399120542,llm,2026-04,mid-senior,senior,True,Jobs via Dice,scraped,regex,,2026,33184,2026 / senior,scraped|senior,7.307456,2.9456837,-0.31465614,0.35235947
24466,linkedin_li-4371942088,llm,2026-03,entry,junior,False,PayPal,scraped,regex,2.0,2026,24466,2026 / junior,scraped|junior,8.353284,8.008352,0.09511009,-0.14258721
21702,linkedin_li-4124620131,llm,2026-03,mid-senior,senior,False,Rilla,scraped,regex,,2026,21702,2026 / senior,scraped|senior,10.324646,7.523512,-0.25662905,-0.2234931
230,arshkon_3885808491,llm,2024-04,unknown,unknown,False,Capital One,kaggle_arshkon,regex,2.0,2024,230,2024 / unknown,kaggle_arshkon|unknown,9.2485075,4.1799507,-0.023373857,0.16046847
23571,linkedin_li-4361084641,llm,2026-03,unknown,unknown,False,DöhlerGroup,scraped,regex,3.0,2026,23571,2026 / unknown,scraped|unknown,5.401821,8.964437,0.14140439,-0.06378059
21684,linkedin_li-4082093508,llm,2026-04,mid-senior,senior,False,Axon,scraped,regex,6.0,2026,21684,2026 / senior,scraped|senior,8.406333,9.618633,-0.038150474,-0.1646322
21529,asaniczka_ec14d9ed89c2ff0c,llm,2024-01,mid-senior,senior,False,Capital One,kaggle_asaniczka,regex,4.0,2024,21529,2024 / senior,kaggle_asaniczka|senior,9.238101,4.454186,0.005757317,0.099741325
33052,linkedin_li-4398907305,llm,2026-04,unknown,unknown,False,Yield Engineering Systems,scraped,regex,4.0,2026,33052,2026 / unknown,scraped|unknown,7.0338783,8.875783,0.26818287,0.109116
24635,linkedin_li-4373413436,llm,2026-04,mid-senior,senior,False,Commerce,scraped,regex,5.0,2026,24635,2026 / senior,scraped|senior,10.102583,8.508871,-0.040874675,-0.2686637
2663,arshkon_3902761175,llm,2024-04,mid-senior,senior,False,Robotic Crew,kaggle_arshkon,title_lookup_llm,,2024,2663,2024 / senior,kaggle_arshkon|senior,5.4983296,6.2201624,0.20723459,-0.001914382
10508,asaniczka_a825bdcecbdf5a5e,llm,2024-01,unknown,unknown,False,Anyscale,kaggle_asaniczka,regex,,2024,10508,2024 / unknown,kaggle_asaniczka|unknown,11.0711355,4.7788563,-0.22354217,-0.13417017
25385,linkedin_li-4379477559,llm,2026-03,unknown,unknown,False,Solution Design Group,scraped,regex,5.0,2026,25385,2026 / unknown,scraped|unknown,9.227638,3.6265378,-0.1870222,-0.06736033
32620,linkedin_li-4398096342,llm,2026-04,unknown,unknown,True,Apex Systems,scraped,regex,2.0,2026,32620,2026 / unknown,scraped|unknown,7.5533333,3.4768808,-0.37509292,0.3149113
32714,linkedin_li-4398275432,llm,2026-04,entry,junior,False,"BrainChip, Inc.",scraped,regex,,2026,32714,2026 / junior,scraped|junior,11.477155,5.0133133,0.0062619895,-0.23184584
9294,asaniczka_ed280c3a4dfdab89,llm,2024-01,unknown,unknown,False,Agile Tech Labs,kaggle_asaniczka,title_lookup_llm,5.0,2024,9294,2024 / unknown,kaggle_asaniczka|unknown,8.297207,9.176773,-0.04840204,-0.10688569
20095,asaniczka_caa1fd6716052429,llm,2024-01,unknown,unknown,False,ETalentNetwork,kaggle_asaniczka,regex,10.0,2024,20095,2024 / unknown,kaggle_asaniczka|unknown,5.9619303,5.7376575,0.2285621,0.14864074
1786,arshkon_3901349539,llm,2024-04,mid-senior,senior,False,ChabezTech LLC,kaggle_arshkon,regex,,2024,1786,2024 / senior,kaggle_arshkon|senior,9.3791,3.1636138,-0.23785086,0.080641165
27374,linkedin_li-4388599429,llm,2026-03,mid-senior,senior,False,NVIDIA,scraped,regex,6.0,2026,27374,2026 / senior,scraped|senior,5.161487,5.3523326,0.02989117,-0.36292052
32857,linkedin_li-4398579052,llm,2026-04,unknown,unknown,False,Genesis10,scraped,regex,,2026,32857,2026 / unknown,scraped|unknown,5.8382654,8.500322,0.16049731,-0.036649793
313,arshkon_3886465317,llm,2024-04,entry,junior,False,Trane Technologies,kaggle_arshkon,regex,2.0,2024,313,2024 / junior,kaggle_arshkon|junior,7.5899487,8.619644,0.15485819,-0.107773334
22650,linkedin_li-4331528481,llm,2026-04,unknown,unknown,False,Anthropic,scraped,regex,7.0,2026,22650,2026 / unknown,scraped|unknown,11.522369,6.05733,0.12138885,-0.04543729
7564,asaniczka_b09e736c6a4f5937,llm,2024-01,unknown,unknown,False,HCLTech,kaggle_asaniczka,regex,,2024,7564,2024 / unknown,kaggle_asaniczka|unknown,7.539244,4.199955,-0.0701894,0.1253023
31452,linkedin_li-4395457731,llm,2026-04,mid-senior,senior,False,The Walt Disney Company,scraped,regex,5.0,2026,31452,2026 / senior,scraped|senior,9.741737,3.5011585,-0.048562616,0.073237464
28882,linkedin_li-4391144391,llm,2026-03,mid-senior,senior,False,Tekgence Inc,scraped,regex,5.0,2026,28882,2026 / senior,scraped|senior,5.9878564,7.76292,0.16948718,0.017268464
3172,arshkon_3903829456,llm,2024-04,entry,junior,False,CACI International Inc,kaggle_arshkon,regex,,2024,3172,2024 / junior,kaggle_arshkon|junior,6.348917,9.336675,0.3237111,0.010969624
4189,arshkon_3905334285,llm,2024-04,associate,mid,False,Deutsche Bank,kaggle_arshkon,regex,,2024,4189,2024 / mid,kaggle_arshkon|mid,8.639945,6.1851397,-0.30867583,0.037147865
25619,linkedin_li-4381213230,llm,2026-03,unknown,unknown,False,Eaton,scraped,regex,,2026,25619,2026 / unknown,scraped|unknown,5.0462337,8.71892,0.28195977,-0.0059536695
30570,linkedin_li-4393896059,llm,2026-04,unknown,unknown,False,Docusign,scraped,regex,5.0,2026,30570,2026 / unknown,scraped|unknown,8.103013,5.5599513,-0.25852525,0.09500365
13611,asaniczka_03594c9ccb474188,llm,2024-01,mid-senior,senior,True,Motion Recruitment,kaggle_asaniczka,regex,4.0,2024,13611,2024 / senior,kaggle_asaniczka|senior,8.037164,9.072862,-0.06394778,-0.25766966
29163,linkedin_li-4391656082,llm,2026-03,mid-senior,senior,False,GEICO,scraped,regex,,2026,29163,2026 / senior,scraped|senior,8.486287,6.3756285,-0.01152426,0.07042308
31040,linkedin_li-4394713432,llm,2026-04,unknown,unknown,True,Wipro,scraped,regex,,2026,31040,2026 / unknown,scraped|unknown,8.71875,6.7704196,-0.2807793,-0.04597251
33193,linkedin_li-4399148115,llm,2026-04,mid-senior,senior,False,Rivian,scraped,regex,8.0,2026,33193,2026 / senior,scraped|senior,4.734311,5.5516253,0.029655635,0.07334234
4396,arshkon_3905863790,llm,2024-04,unknown,unknown,False,Hectadata.in,kaggle_arshkon,regex,,2024,4396,2024 / unknown,kaggle_arshkon|unknown,9.217219,8.470174,0.028484195,-0.24655202
16639,asaniczka_b7a9a9643cc7ef2c,llm,2024-01,mid-senior,senior,True,ClearanceJobs,kaggle_asaniczka,regex,5.0,2024,16639,2024 / senior,kaggle_asaniczka|senior,6.500416,6.4258184,0.09805402,0.14708643
2437,arshkon_3902349232,llm,2024-04,unknown,unknown,False,Spruce InfoTech Inc.,kaggle_arshkon,regex,8.0,2024,2437,2024 / unknown,kaggle_arshkon|unknown,9.403762,4.010638,-0.27861995,-0.0116080195
6980,asaniczka_72812686917d2cda,llm,2024-01,mid-senior,senior,False,Katalyst HealthCares & Life Sciences,kaggle_asaniczka,title_lookup_llm,,2024,6980,2024 / senior,kaggle_asaniczka|senior,4.800326,8.265189,0.43159938,0.021725848
27590,linkedin_li-4388793259,llm,2026-03,entry,junior,False,National Security Agency,scraped,regex,3.0,2026,27590,2026 / junior,scraped|junior,6.5568876,5.479369,0.08568753,0.1846001
17716,asaniczka_a1d10b179b4b885d,llm,2024-01,mid-senior,senior,True,ClearanceJobs,kaggle_asaniczka,regex,,2024,17716,2024 / senior,kaggle_asaniczka|senior,3.9254801,7.801487,0.3835538,0.171605
29106,linkedin_li-4391637385,llm,2026-03,entry,junior,False,Arena,scraped,regex,,2026,29106,2026 / junior,scraped|junior,9.654001,9.298333,-0.03924033,-0.30936873
26676,linkedin_li-4386998726,llm,2026-04,unknown,unknown,False,IEHP,scraped,regex,,2026,26676,2026 / unknown,scraped|unknown,9.207593,3.2024543,-0.19945468,0.13849978
27869,linkedin_li-4389299105,llm,2026-03,unknown,unknown,False,VMD Corp,scraped,regex,,2026,27869,2026 / unknown,scraped|unknown,6.845165,7.051515,0.03489069,0.20053093
30162,linkedin_li-4393073975,llm,2026-04,mid-senior,senior,True,TalentAlly,scraped,regex,8.0,2026,30162,2026 / senior,scraped|senior,10.26426,4.8500233,-0.026642472,-0.07604818
3200,arshkon_3903844471,llm,2024-04,entry,junior,False,Nesco Resource,kaggle_arshkon,regex,2.0,2024,3200,2024 / junior,kaggle_arshkon|junior,5.381905,8.771424,0.43607783,0.016112506
33429,linkedin_li-4399698482,llm,2026-04,unknown,unknown,True,Rapsys Technologies,scraped,regex,,2026,33429,2026 / unknown,scraped|unknown,9.455019,6.4115233,-0.26154667,-0.25917938
8035,asaniczka_a445b68a1a4a517b,llm,2024-01,unknown,unknown,False,"RecruitTalent, LLC.",kaggle_asaniczka,regex,4.0,2024,8035,2024 / unknown,kaggle_asaniczka|unknown,8.16306,8.986604,0.03705296,0.089151695
22031,linkedin_li-4292025906,llm,2026-03,entry,junior,False,ByteDance,scraped,regex,,2026,22031,2026 / junior,scraped|junior,12.2041855,4.983123,0.20125538,-0.15064994
31681,linkedin_li-4396066083,llm,2026-04,mid-senior,senior,False,hackajob,scraped,regex,10.0,2026,31681,2026 / senior,scraped|senior,8.251086,6.4920106,-0.17613055,0.05049093
22189,linkedin_li-4309295956,llm,2026-03,unknown,unknown,False,Cloudflare,scraped,regex,,2026,22189,2026 / unknown,scraped|unknown,10.323307,8.833085,-0.0006158799,-0.2612148
21929,linkedin_li-4280884129,llm,2026-04,entry,junior,False,TikTok,scraped,regex,,2026,21929,2026 / junior,scraped|junior,13.019554,5.138323,0.16635333,-0.26068622
34052,linkedin_li-4401508188,llm,2026-04,mid-senior,senior,False,SoFi,scraped,regex,,2026,34052,2026 / senior,scraped|senior,8.198266,5.158998,-0.24803464,0.14522944
20320,asaniczka_900a2a97bdadaea9,llm,2024-01,mid-senior,senior,False,Industrial Data Labs,kaggle_asaniczka,regex,5.0,2024,20320,2024 / senior,kaggle_asaniczka|senior,10.089278,5.9556904,-0.29490477,-0.1177843
30988,linkedin_li-4394689116,llm,2026-04,unknown,unknown,False,Kodiak,scraped,regex,,2026,30988,2026 / unknown,scraped|unknown,4.508727,5.96264,0.30159172,-0.096283324
27002,linkedin_li-4388117933,llm,2026-03,mid-senior,senior,False,Northrop Grumman,scraped,regex,4.0,2026,27002,2026 / senior,scraped|senior,6.272861,6.4727316,0.096456975,0.19809859
903,arshkon_3891272573,llm,2024-04,entry,junior,False,MITRE,kaggle_arshkon,regex,,2024,903,2024 / junior,kaggle_arshkon|junior,4.7637677,7.3555846,0.25957674,0.07935898
23219,linkedin_li-4350442872,llm,2026-03,unknown,unknown,False,Delart,scraped,regex,2.0,2026,23219,2026 / unknown,scraped|unknown,3.8236737,6.8519435,0.30760822,-0.1242651
11439,asaniczka_d2e31987018d49bb,llm,2024-01,unknown,unknown,False,"Newport News Shipbuilding, A Division of HII",kaggle_asaniczka,embedding_high,7.0,2024,11439,2024 / unknown,kaggle_asaniczka|unknown,3.858321,7.6242166,0.31159738,0.046625897
4132,arshkon_3905310334,llm,2024-04,unknown,unknown,False,Radiansys Inc.,kaggle_arshkon,regex,,2024,4132,2024 / unknown,kaggle_arshkon|unknown,9.889508,5.6043396,-0.18860774,-0.2049507
1058,arshkon_3894859846,llm,2024-04,mid-senior,senior,False,"Core Techs, Inc",kaggle_arshkon,regex,2.0,2024,1058,2024 / senior,kaggle_arshkon|senior,9.759541,7.489786,-0.29031914,0.05202256
17253,asaniczka_52d432eaacaeefcf,llm,2024-01,unknown,unknown,False,Avery Dennison,kaggle_asaniczka,title_lookup_llm,5.0,2024,17253,2024 / unknown,kaggle_asaniczka|unknown,4.084364,6.3783126,0.3299731,0.021363184
31786,linkedin_li-4396370995,llm,2026-04,entry,junior,False,Nyla Technology Solutions,scraped,regex,,2026,31786,2026 / junior,scraped|junior,8.986972,5.2500186,-0.41084003,-0.07772212
23263,linkedin_li-4352452995,llm,2026-04,entry,junior,False,Woven by Toyota,scraped,regex,,2026,23263,2026 / junior,scraped|junior,11.577481,4.854424,0.10434981,-0.27362496
30397,linkedin_li-4393501490,llm,2026-03,unknown,unknown,False,Cisco,scraped,regex,8.0,2026,30397,2026 / unknown,scraped|unknown,10.118251,5.448322,-0.07254653,-0.09631261
23180,linkedin_li-4348462922,llm,2026-03,mid-senior,senior,False,"BAE Systems, Inc.",scraped,regex,14.0,2026,23180,2026 / senior,scraped|senior,9.838308,4.077526,-0.06596361,-0.022958517
3148,arshkon_3903814370,llm,2024-04,mid-senior,senior,False,Flock Safety,kaggle_arshkon,regex,,2024,3148,2024 / senior,kaggle_arshkon|senior,6.869801,3.7683048,-0.12345004,0.24795233
31910,linkedin_li-4396860264,llm,2026-04,unknown,unknown,False,myGwork - LGBTQ+ Business Community,scraped,regex,3.0,2026,31910,2026 / unknown,scraped|unknown,8.172141,4.2473626,-0.30056804,0.09523736
29257,linkedin_li-4391673777,llm,2026-03,mid-senior,senior,True,Jobs via Dice,scraped,regex,,2026,29257,2026 / senior,scraped|senior,4.4139795,7.877601,0.32860905,0.21588911
23070,linkedin_li-4344971308,llm,2026-04,mid-senior,senior,False,Harvey,scraped,regex,7.0,2026,23070,2026 / senior,scraped|senior,10.166392,6.671751,-0.18836184,-0.08325483
8324,asaniczka_057bea647945eb4d,llm,2024-01,mid-senior,senior,False,L3Harris Technologies,kaggle_asaniczka,regex,9.0,2024,8324,2024 / senior,kaggle_asaniczka|senior,3.8056183,7.9011607,0.4381644,0.19890307
18275,asaniczka_5135cd49c0480caa,llm,2024-01,mid-senior,senior,False,"BAE Systems, Inc.",kaggle_asaniczka,regex,10.0,2024,18275,2024 / senior,kaggle_asaniczka|senior,4.15401,7.643655,0.4285339,0.022136077
28650,linkedin_li-4390735588,llm,2026-03,unknown,unknown,True,Lorvenk Technologies LLC,scraped,regex,,2026,28650,2026 / unknown,scraped|unknown,9.248259,4.960285,-0.35462898,0.16809295
26853,linkedin_li-4387673707,llm,2026-04,mid-senior,senior,False,JPMorgan Chase & Co.,scraped,regex,5.0,2026,26853,2026 / senior,scraped|senior,7.2607374,6.619982,-0.044512108,0.25516707
10784,asaniczka_c28fd622bba9028b,llm,2024-01,unknown,unknown,False,Pi Square Technologies,kaggle_asaniczka,regex,,2024,10784,2024 / unknown,kaggle_asaniczka|unknown,4.473942,6.3609953,0.19800484,-0.19941267
12059,asaniczka_9caf7b3fb7e2c043,llm,2024-01,mid-senior,senior,False,Northrop Grumman,kaggle_asaniczka,regex,9.0,2024,12059,2024 / senior,kaggle_asaniczka|senior,6.190921,5.936214,0.08822538,0.121197894
12507,asaniczka_7d08016c988465d4,llm,2024-01,mid-senior,senior,False,"Alianza, Inc.",kaggle_asaniczka,regex,,2024,12507,2024 / senior,kaggle_asaniczka|senior,8.050071,6.251974,-0.14916041,0.058901653
4558,arshkon_3906227846,llm,2024-04,mid-senior,senior,False,Verizon,kaggle_arshkon,regex,4.0,2024,4558,2024 / senior,kaggle_arshkon|senior,6.802963,4.2727985,-0.16961463,0.14856969
3478,arshkon_3904393534,llm,2024-04,mid-senior,senior,False,Qualcomm,kaggle_arshkon,embedding_high,2.0,2024,3478,2024 / senior,kaggle_arshkon|senior,4.628329,5.959009,0.1959602,-0.018564656
4878,asaniczka_549834374ec76ef8,llm,2024-01,mid-senior,senior,False,WEG,kaggle_asaniczka,regex,,2024,4878,2024 / senior,kaggle_asaniczka|senior,4.664043,8.626727,0.3556317,0.095366076
13277,asaniczka_e5031d6595574685,llm,2024-01,unknown,unknown,False,Talint,kaggle_asaniczka,regex,3.0,2024,13277,2024 / unknown,kaggle_asaniczka|unknown,8.903467,7.3553786,-0.12451331,-0.03357038
13807,asaniczka_a61e9e1d771c78dd,llm,2024-01,unknown,unknown,False,Whitridge Associates,kaggle_asaniczka,regex,,2024,13807,2024 / unknown,kaggle_asaniczka|unknown,6.3142843,6.6603317,-0.0372608,-0.12965775
13920,asaniczka_97eb885cecf3b250,llm,2024-01,unknown,unknown,True,Insight Global,kaggle_asaniczka,regex,4.0,2024,13920,2024 / unknown,kaggle_asaniczka|unknown,10.499774,7.589339,-0.13841422,-0.2194733
4134,arshkon_3905311015,llm,2024-04,unknown,unknown,False,"Lowe's Companies, Inc.",kaggle_arshkon,regex,2.0,2024,4134,2024 / unknown,kaggle_arshkon|unknown,5.649687,7.634072,0.22811069,0.1762772
2864,arshkon_3902867193,llm,2024-04,mid-senior,senior,False,AMD,kaggle_arshkon,regex,10.0,2024,2864,2024 / senior,kaggle_arshkon|senior,7.338493,4.64299,-0.101265594,-0.05514592
25404,linkedin_li-4379635326,llm,2026-03,unknown,unknown,False,Formic,scraped,regex,5.0,2026,25404,2026 / unknown,scraped|unknown,7.4023123,4.8418093,-0.11046103,0.03690569
30704,linkedin_li-4394238477,llm,2026-04,unknown,unknown,False,Voyager Technologies,scraped,regex,3.0,2026,30704,2026 / unknown,scraped|unknown,9.643567,5.416061,-0.20777734,0.073718295
25726,linkedin_li-4382112642,llm,2026-04,mid-senior,senior,False,"Gardner Resources Consulting, LLC",scraped,regex,5.0,2026,25726,2026 / senior,scraped|senior,9.272939,3.5183666,-0.2527693,0.13070975
28672,linkedin_li-4390748244,llm,2026-03,unknown,unknown,True,SES,scraped,regex,,2026,28672,2026 / unknown,scraped|unknown,8.37382,4.4070797,-0.17392851,0.19627829
26256,linkedin_li-4385357299,llm,2026-04,mid-senior,senior,False,Capital One,scraped,regex,4.0,2026,26256,2026 / senior,scraped|senior,10.521001,3.504018,-0.3891756,0.039874896
29209,linkedin_li-4391663850,llm,2026-03,mid-senior,senior,True,Jobs via Dice,scraped,regex,1.0,2026,29209,2026 / senior,scraped|senior,6.1624045,4.7832217,-1.8693507e-05,0.06443839
25918,linkedin_li-4383207127,llm,2026-04,unknown,unknown,False,Suffolk Construction,scraped,regex,4.0,2026,25918,2026 / unknown,scraped|unknown,10.538975,5.5565815,-0.35225207,0.113888904
33954,linkedin_li-4401018629,llm,2026-04,entry,junior,False,TikTok USDS Joint Venture,scraped,regex,,2026,33954,2026 / junior,scraped|junior,13.071011,5.117066,0.013322011,-0.30875868
21306,asaniczka_9d51cae06673f543,llm,2024-01,mid-senior,senior,False,Rivian,kaggle_asaniczka,regex,5.0,2024,21306,2024 / senior,kaggle_asaniczka|senior,4.018771,7.4248953,0.4426881,-0.11961792
32724,linkedin_li-4398286368,llm,2026-04,mid-senior,senior,False,MetroStar,scraped,regex,5.0,2026,32724,2026 / senior,scraped|senior,8.611297,10.44066,-0.054019287,-0.014387682
12350,asaniczka_a149ae12dc70194e,llm,2024-01,unknown,unknown,False,Coalesce Management Consulting,kaggle_asaniczka,regex,8.0,2024,12350,2024 / unknown,kaggle_asaniczka|unknown,5.417946,5.207161,-0.12681861,-0.35734642
1373,arshkon_3898172195,llm,2024-04,unknown,unknown,False,Bryt Designs,kaggle_arshkon,regex,,2024,1373,2024 / unknown,kaggle_arshkon|unknown,10.429842,8.743747,-0.061041787,-0.39187342
33570,linkedin_li-4400285726,llm,2026-04,mid-senior,senior,False,Homebot,scraped,regex,,2026,33570,2026 / senior,scraped|senior,7.288788,3.2213118,-0.30582428,0.19866894
32275,linkedin_li-4397609919,llm,2026-04,unknown,unknown,False,Satellite Healthcare / WellBound,scraped,regex,,2026,32275,2026 / unknown,scraped|unknown,10.135889,8.778123,-0.008339219,-0.25882414
