scrape_date,n,ai_strict_prev,scope_prev,length_median,length_mean,tech_count_median,tech_count_mean,j3_yoe_llm_le2,s4_yoe_llm_ge5,entry_seniority_final,entry_seniority_native,j3_yoe_extracted_le2,n_yoe_llm_labeled,n_yoe_rule
2026-03-30,781,0.10627400768245839,0.6209987195902689,6113.0,6066.167733674776,4.0,4.2202304737516005,0.13620071684587814,0.6559139784946236,0.06402048655569782,0.14596670934699105,0.16075156576200417,558,479
2026-03-31,2113,0.14008518693800284,0.6497870326549929,4775.0,4783.81448177946,4.0,5.02508282063417,0.12131519274376418,0.6723356009070295,0.026975863700899196,0.0979649787032655,0.1694560669456067,882,1434
2026-04-01,2464,0.16599025974025974,0.6383928571428571,4808.5,4870.271103896104,4.0,4.85551948051948,0.1264236902050114,0.6002277904328018,0.021103896103896104,0.10957792207792208,0.18436754176610978,878,1676
2026-04-02,1448,0.1574585635359116,0.6602209944751382,5059.5,5041.2209944751385,4.0,4.901933701657459,0.14334470989761092,0.6234357224118316,0.028314917127071824,0.11187845303867404,0.17031872509960158,879,1004
2026-04-03,2137,0.14880673841834346,0.6471689284043051,4852.0,4882.6841366401495,4.0,4.772110435189518,0.14383561643835616,0.6472602739726028,0.022461394478240523,0.10809546092653252,0.16159567275185938,876,1479
2026-04-04,1981,0.14437152953054014,0.629984856133266,4962.0,4973.7334679454825,4.0,4.794043412417971,0.12933025404157045,0.6154734411085451,0.03785966683493185,0.12821807168096921,0.16814814814814816,866,1350
2026-04-05,888,0.12274774774774774,0.6644144144144144,5654.0,5684.806306306306,4.0,4.615990990990991,0.1272475795297372,0.6417704011065007,0.039414414414414414,0.09797297297297297,0.14603174603174604,723,630
2026-04-06,474,0.15611814345991562,0.6814345991561181,5221.0,5239.537974683544,3.0,4.282700421940929,0.0982367758186398,0.6851385390428212,0.05485232067510549,0.08438818565400844,0.12222222222222222,397,360
2026-04-07,1617,0.1471861471861472,0.6209029066171924,4288.0,4399.597402597403,4.0,4.7482993197278915,0.14454976303317535,0.6492890995260664,0.03339517625231911,0.13296227581941866,0.16399622997172478,844,1061
2026-04-08,2073,0.1485769416304872,0.6073323685479981,4612.0,4719.320308731308,4.0,4.602026049204052,0.12781065088757396,0.6792899408284023,0.03087313072841293,0.11143270622286541,0.16801768607221812,845,1357
2026-04-09,2180,0.19220183486238532,0.6422018348623854,4948.5,4841.422018348624,5.0,5.027064220183486,0.160188457008245,0.5948174322732627,0.030733944954128442,0.10733944954128441,0.18653198653198652,849,1485
2026-04-10,2059,0.15687226809130647,0.6532297231665857,4717.0,4866.203496843128,4.0,4.931034482758621,0.1423611111111111,0.6030092592592593,0.034968431277319086,0.1287032540067994,0.17381818181818182,864,1375
2026-04-11,1448,0.17955801104972377,0.6215469613259669,4802.0,4850.6139502762435,5.0,5.044889502762431,0.15254237288135594,0.6255778120184899,0.034530386740331494,0.1042817679558011,0.17714884696016772,649,954
2026-04-12,410,0.18536585365853658,0.5756097560975609,4641.5,4833.885365853658,4.0,4.7439024390243905,0.0728862973760933,0.6967930029154519,0.014634146341463415,0.07560975609756097,0.08480565371024736,343,283
2026-04-13,310,0.13870967741935483,0.632258064516129,5247.5,5260.358064516129,3.0,4.058064516129032,0.1288888888888889,0.6755555555555556,0.06451612903225806,0.07419354838709677,0.18232044198895028,225,181
2026-04-14,1597,0.16718847839699436,0.6098935504070131,4125.0,4398.579211020664,4.0,4.844708829054477,0.17940199335548174,0.606312292358804,0.03506574827802129,0.14464621164683783,0.18972332015810275,602,1012
2026-04-15,1723,0.14219384793964016,0.6384213580963436,4426.0,4676.63087637841,4.0,4.964016250725479,0.15456674473067916,0.5925058548009368,0.03250145095763204,0.1276842716192687,0.14791288566243194,427,1102
2026-04-17,1581,0.15433270082226438,0.635673624288425,4579.0,4684.536369386465,4.0,4.9076533839342185,0.1558139534883721,0.5976744186046512,0.03099304237824162,0.1252371916508539,0.17805582290664101,430,1039
2026-04-18,1187,0.14153327716933445,0.6444818871103623,4859.0,4909.6604886267905,4.0,4.939342881213142,0.1489841986455982,0.6275395033860045,0.02695871946082561,0.11962931760741365,0.17906683480453972,443,793
