company,n_ar,entry_share_j1_ar,entry_share_j2_ar,entry_share_j3_ar,ai_strict_ar,ai_broad_ar,mean_desc_length_raw_ar,mean_desc_length_cleaned_ar,mean_tech_count_ar,mean_org_scope_per_1k_ar,mean_breadth_raw_ar,mean_breadth_resid_ar,agg_rate_ar,n_sc,entry_share_j1_sc,entry_share_j2_sc,entry_share_j3_sc,ai_strict_sc,ai_broad_sc,mean_desc_length_raw_sc,mean_desc_length_cleaned_sc,mean_tech_count_sc,mean_org_scope_per_1k_sc,mean_breadth_raw_sc,mean_breadth_resid_sc,agg_rate_sc,d_entry_share_j1,d_entry_share_j2,d_entry_share_j3,d_ai_strict,d_ai_broad,d_mean_desc_length_raw,d_mean_desc_length_cleaned,d_mean_tech_count,d_mean_org_scope_per_1k,d_mean_breadth_raw,d_mean_breadth_resid
AllSTEM Connections,6,0.0,0.0,0.0,0.0,0.0,4078.0,2514.6666666666665,9.0,0.9813597422500905,13.833333333333334,2.7480895523048914,0.0,7,0.0,0.0,0.14285714285714285,0.0,0.5714285714285714,4480.714285714285,1669.5714285714287,4.857142857142857,0.46092503386052935,8.857142857142858,-0.6865084184678071,0.0,0.0,0.0,0.14285714285714285,0.0,0.5714285714285714,402.7142857142853,-845.0952380952378,-4.142857142857143,-0.5204347083895611,-4.976190476190476,-3.4345979707726983
Amazon,31,0.12903225806451613,0.12903225806451613,0.2903225806451613,0.0,0.2903225806451613,4044.1290322580644,1063.3225806451612,2.225806451612903,0.418945558459145,4.806451612903226,-3.63130219902303,0.0,335,0.04776119402985075,0.04776119402985075,0.14029850746268657,0.07164179104477612,0.5074626865671642,5631.331343283582,584.2567164179104,3.265671641791045,0.15493098773029326,4.397014925373134,-3.166844072568863,0.03582089552238806,-0.08127106403466539,-0.08127106403466539,-0.15002407318247474,0.07164179104477612,0.2171401059220029,1587.2023110255177,-479.0658642272508,1.039865190178142,-0.2640145707288517,-0.4094366875300919,0.46445812645416673
Amazon Web Services (AWS),12,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,6288.666666666667,1370.1666666666667,2.9166666666666665,0.5921409380364513,6.166666666666667,-2.830821151581386,0.0,339,0.0,0.0029498525073746312,0.07079646017699115,0.032448377581120944,0.5929203539823009,6846.961651917404,522.7168141592921,3.9174041297935105,0.10410789366648697,4.852507374631268,-2.599092734809765,0.0,0.0,0.0029498525073746312,-0.09587020648967551,0.032448377581120944,0.2595870206489676,558.2949852507372,-847.4498525073747,1.000737463126844,-0.4880330443699643,-1.3141592920353986,0.2317284167716207
American Express,6,0.0,0.0,0.16666666666666666,0.0,0.0,6757.0,1633.8333333333333,5.333333333333333,0.5094050074431637,8.833333333333334,-0.6451257872474082,0.0,18,0.0,0.0,0.16666666666666666,0.5,0.7777777777777778,8948.833333333334,718.7222222222222,11.555555555555555,0.21752674745996955,12.555555555555555,4.74640939157491,0.05555555555555555,0.0,0.0,0.0,0.5,0.7777777777777778,2191.833333333334,-915.1111111111111,6.222222222222222,-0.29187825998319417,3.7222222222222214,5.391535178822318
"American Unit, Inc",8,0.0,0.0,0.0,0.0,0.0,2334.375,1340.0,5.25,0.32198666596395065,7.875,-1.0674588639356526,0.0,7,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,2322.5714285714284,386.0,6.285714285714286,0.0,6.428571428571429,-0.7736347586560617,0.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,-11.803571428571558,-954.0,1.0357142857142856,-0.32198666596395065,-1.4464285714285712,0.2938241052795909
Ampstek,6,0.0,0.0,0.0,0.0,0.0,1107.5,565.0,4.666666666666667,0.0,6.0,-1.5287315846391898,0.0,34,0.0,0.0,0.0,0.17647058823529413,0.20588235294117646,1406.1470588235295,165.58823529411765,6.705882352941177,0.0,6.764705882352941,-0.035433047529285694,0.0,0.0,0.0,0.0,0.17647058823529413,0.20588235294117646,298.6470588235295,-399.4117647058823,2.0392156862745097,0.0,0.7647058823529411,1.4932985371099041
Amtex Systems Inc.,5,0.0,0.0,0.0,0.0,0.0,753.2,401.6,3.0,0.0,3.2,-4.030663149236554,0.0,18,0.0,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,1649.888888888889,247.94444444444446,6.444444444444445,0.0,6.777777777777778,-0.1725924030660774,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,896.6888888888889,-153.65555555555557,3.4444444444444446,0.0,3.5777777777777775,3.858070746170477
Anduril Industries,4,0.0,0.0,0.0,0.0,1.0,8304.0,1931.75,5.75,1.04850117836766,8.0,-2.0219080478371776,0.0,255,0.00784313725490196,0.00784313725490196,0.07058823529411765,0.01568627450980392,0.996078431372549,8356.219607843137,595.9333333333333,5.0549019607843135,0.1662400111415072,5.901960784313726,-1.6831982805485657,0.0,0.00784313725490196,0.00784313725490196,0.07058823529411765,0.01568627450980392,-0.0039215686274509665,52.219607843137055,-1335.8166666666666,-0.6950980392156865,-0.8822611672261529,-2.098039215686274,0.3387097672886119
ApTask,7,0.0,0.0,0.0,0.0,0.0,1371.4285714285713,872.0,4.571428571428571,0.10233319688907082,5.142857142857143,-2.9458928608065813,0.0,5,0.0,0.0,0.2,0.4,0.4,4217.4,567.8,12.2,0.14089468122578372,12.6,5.06616075551303,0.4,0.0,0.0,0.2,0.4,0.4,2845.971428571428,-304.20000000000005,7.628571428571428,0.0385614843367129,7.457142857142856,8.012053616319612
Apetan Consulting LLC,3,0.0,0.0,0.0,0.0,0.0,476.0,276.3333333333333,3.6666666666666665,0.0,5.666666666666667,-1.3354895098560766,0.0,10,0.0,0.0,0.0,0.1,0.3,2142.5,524.7,8.0,0.3022334671781356,8.9,1.4447822338842264,0.5,0.0,0.0,0.0,0.1,0.3,1666.5,248.36666666666673,4.333333333333334,0.3022334671781356,3.2333333333333334,2.780271743740303
Apex Systems,52,0.038461538461538464,0.038461538461538464,0.057692307692307696,0.019230769230769232,0.038461538461538464,4332.711538461538,1316.9038461538462,5.923076923076923,0.13058279678980822,7.8076923076923075,-1.092635378515428,1.0,173,0.005780346820809248,0.005780346820809248,0.10982658959537572,0.15606936416184972,0.3699421965317919,8548.381502890174,398.0115606936416,8.289017341040463,0.07159370340525786,8.77456647398844,1.5504492273809152,1.0,-0.03268119164072922,-0.03268119164072922,0.05213428190306803,0.13683859493108047,0.3314806580702534,4215.6699644286355,-918.8922854602046,2.3659404179635395,-0.058989093384550356,0.9668741662961322,2.643084605896343
Apexon,4,0.0,0.0,0.0,0.0,0.0,1868.0,1107.5,6.5,0.0,7.0,-1.5183406801467139,0.0,8,0.0,0.0,0.0,0.0,0.375,2598.875,268.875,11.75,0.0,12.0,5.0114490483694105,0.125,0.0,0.0,0.0,0.0,0.375,730.875,-838.625,5.25,0.0,5.0,6.529789728516125
Ascendion,8,0.0,0.0,0.125,0.0,0.125,3690.25,1005.25,6.375,0.35228347854770353,8.125,-0.2068198874911482,0.0,11,0.0,0.0,0.18181818181818182,0.18181818181818182,0.6363636363636364,3850.5454545454545,67.72727272727273,6.0,0.0,6.181818181818182,-0.4398062805040983,0.0,0.0,0.0,0.05681818181818182,0.18181818181818182,0.5113636363636364,160.2954545454545,-937.5227272727273,-0.375,-0.35228347854770353,-1.9431818181818183,-0.2329863930129501
"BAE Systems, Inc.",14,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,7540.5,2072.6428571428573,6.071428571428571,0.022776967930029153,10.071428571428571,-0.20749118686134985,0.0,128,0.0234375,0.0234375,0.125,0.015625,0.1328125,6427.421875,505.1640625,5.1171875,0.07581752989934755,6.2265625,-1.193018507702379,0.0,-0.047991071428571425,-0.047991071428571425,0.053571428571428575,0.015625,0.1328125,-1113.078125,-1567.4787946428573,-0.9542410714285712,0.053040561969318396,-3.844866071428571,-0.9855273208410291
BCforward,8,0.0,0.0,0.0,0.0,0.125,2034.25,867.375,4.5,0.43272295837890423,6.0,-2.0803132440937286,0.0,39,0.0,0.0,0.0,0.07692307692307693,0.1794871794871795,3410.871794871795,315.28205128205127,6.0256410256410255,0.07597561463678182,6.538461538461538,-0.5347434962002068,0.3076923076923077,0.0,0.0,0.0,0.07692307692307693,0.05448717948717949,1376.621794871795,-552.0929487179487,1.5256410256410255,-0.3567473437421224,0.5384615384615383,1.5455697478935218
BLUE ORIGIN,7,0.0,0.0,0.0,0.0,0.0,7830.857142857143,2094.285714285714,3.7142857142857144,0.40051602427575145,6.428571428571429,-3.889828455582717,0.0,86,0.023255813953488372,0.023255813953488372,0.08139534883720931,0.046511627906976744,0.4418604651162791,8731.732558139534,696.7674418604652,6.465116279069767,0.062328300551221884,7.441860465116279,-0.32723657382129784,0.0,0.023255813953488372,0.023255813953488372,0.08139534883720931,0.046511627906976744,0.4418604651162791,900.8754152823913,-1397.518272425249,2.750830564784053,-0.33818772372452954,1.0132890365448501,3.5625918817614193
BayOne Solutions,3,0.0,0.0,0.0,0.0,0.0,1425.3333333333333,856.3333333333334,5.0,0.0,6.333333333333333,-1.7268380973725694,0.0,13,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.0,1990.3076923076924,141.3846153846154,4.0,0.07135721421435706,4.384615384615385,-2.371372167558731,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.0,564.9743589743591,-714.948717948718,-1.0,0.07135721421435706,-1.948717948717948,-0.6445340701861615
BioSpace,3,0.0,0.0,0.3333333333333333,0.0,0.0,5567.333333333333,1790.0,3.6666666666666665,0.2575991756826378,8.333333333333334,-1.4299994347099425,0.0,35,0.0,0.0,0.14285714285714285,0.2,0.5428571428571428,6597.771428571428,628.5428571428571,8.342857142857143,0.1041841981420362,9.657142857142857,2.012498665345867,0.0,0.0,0.0,-0.19047619047619047,0.2,0.5428571428571428,1030.4380952380952,-1161.457142857143,4.676190476190477,-0.1534149775406016,1.3238095238095227,3.4424981000558095
Blackhawk Network,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,5331.666666666667,1367.0,9.333333333333334,0.0,12.666666666666666,3.6749553684845573,0.0,6,0.0,0.0,0.16666666666666666,0.16666666666666666,1.0,5438.5,719.3333333333334,7.0,0.0,7.666666666666667,-0.14359426434424863,0.0,-0.3333333333333333,-0.3333333333333333,-0.5,0.16666666666666666,1.0,106.83333333333303,-647.6666666666666,-2.333333333333334,0.0,-4.999999999999999,-3.8185496328288058
Boeing,8,0.125,0.375,0.25,0.0,0.125,7034.875,2428.5,4.5,0.0,12.125,1.1969383702395735,0.0,84,0.047619047619047616,0.08333333333333333,0.20238095238095238,0.011904761904761904,0.07142857142857142,7151.023809523809,845.7261904761905,6.988095238095238,0.07482197684827685,8.964285714285714,0.923463454176634,0.0,-0.07738095238095238,-0.2916666666666667,-0.047619047619047616,0.011904761904761904,-0.053571428571428575,116.14880952380918,-1582.7738095238096,2.488095238095238,0.07482197684827685,-3.1607142857142865,-0.2734749160629395
Booz Allen Hamilton,9,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,6473.0,1646.7777777777778,6.333333333333333,0.0,10.0,0.497928086869002,0.0,303,0.006600660066006601,0.006600660066006601,0.24422442244224424,0.08250825082508251,0.6897689768976898,5634.270627062706,483.4092409240924,9.570957095709572,0.1181644991408524,11.663366336633663,4.283469696309463,0.0,0.006600660066006601,0.006600660066006601,0.24422442244224424,-0.028602860286028597,0.3564356435643565,-838.7293729372941,-1163.3685368536853,3.2376237623762387,0.1181644991408524,1.663366336633663,3.7855416094404606
Brightpath Associates LLC,3,0.0,0.0,0.0,0.0,0.0,2850.3333333333335,1347.6666666666667,3.3333333333333335,0.0,7.0,-1.9564441230426717,0.0,5,0.0,0.0,0.2,0.0,0.0,1080.4,0.0,1.6,0.0,1.6,-4.898078793926284,0.0,0.0,0.0,0.2,0.0,0.0,-1769.9333333333334,-1347.6666666666667,-1.7333333333333334,0.0,-5.4,-2.9416346708836123
Brooksource,5,0.0,0.0,0.0,0.0,0.0,2882.4,1421.4,4.4,0.39761534585918257,8.2,-0.8909458323675647,0.0,48,0.125,0.14583333333333334,0.041666666666666664,0.16666666666666666,0.3541666666666667,3957.1875,272.0208333333333,8.458333333333334,0.03265619995530053,8.666666666666666,1.6723771983916211,0.020833333333333332,0.125,0.14583333333333334,0.041666666666666664,0.16666666666666666,0.3541666666666667,1074.7875,-1149.3791666666668,4.058333333333334,-0.364959145903882,0.4666666666666668,2.563323030759186
ByteDance,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,4801.333333333333,1349.6666666666667,6.0,0.4673707314629449,8.0,-0.9600924515053718,0.0,118,0.4067796610169492,0.4067796610169492,0.09322033898305085,0.0423728813559322,0.5423728813559322,7070.864406779661,551.8898305084746,5.830508474576271,0.059277220437159446,6.8559322033898304,-0.6488842789959788,0.0,0.07344632768361586,0.07344632768361586,0.09322033898305085,0.0423728813559322,0.5423728813559322,2269.5310734463283,-797.7768361581922,-0.16949152542372925,-0.40809351102578545,-1.1440677966101696,0.31120817250939303
CACI International Inc,10,0.1,0.1,0.0,0.0,0.0,4890.1,1701.3,7.6,0.0,9.8,0.19847059927749325,0.0,82,0.07317073170731707,0.07317073170731707,0.0975609756097561,0.13414634146341464,0.3048780487804878,5949.756097560976,636.5121951219512,10.463414634146341,0.10656405961181002,11.5,3.840818426914005,0.012195121951219513,-0.026829268292682937,-0.026829268292682937,0.0975609756097561,0.13414634146341464,0.3048780487804878,1059.6560975609755,-1064.7878048780487,2.8634146341463413,0.10656405961181002,1.6999999999999993,3.6423478276365118
CGI,8,0.125,0.125,0.0,0.0,0.0,7367.375,1577.25,11.125,0.18725099601593626,13.75,4.374758172176494,0.125,85,0.07058823529411765,0.07058823529411765,0.07058823529411765,0.16470588235294117,0.2823529411764706,8202.388235294118,623.6705882352941,9.882352941176471,0.1469956428532954,11.0,3.364243626869707,0.0,-0.054411764705882354,-0.054411764705882354,0.07058823529411765,0.16470588235294117,0.2823529411764706,835.0132352941182,-953.5794117647059,-1.242647058823529,-0.04025535316264087,-2.75,-1.0105145453067874
Capgemini,4,0.0,0.0,0.0,0.0,1.0,4108.75,910.5,9.0,0.0,9.5,1.3410196734292905,1.0,121,0.008264462809917356,0.03305785123966942,0.01652892561983471,0.18181818181818182,0.9338842975206612,6821.355371900827,428.94214876033055,8.545454545454545,0.1679119681112065,9.099173553719009,1.8186338347056004,1.0,0.008264462809917356,0.03305785123966942,0.01652892561983471,0.18181818181818182,-0.06611570247933884,2712.605371900827,-481.55785123966945,-0.45454545454545503,0.1679119681112065,-0.4008264462809912,0.47761416127630985
Capital One,52,0.0,0.0,0.17307692307692307,0.0,0.23076923076923078,5585.0192307692305,1227.4038461538462,12.846153846153847,0.15240651422842724,21.076923076923077,12.33985808942119,0.0,223,0.0,0.0,0.10762331838565023,0.25112107623318386,0.5426008968609866,6540.017937219731,577.1569506726457,13.852017937219731,0.13855522923314686,17.331838565022423,9.780930705803902,0.008968609865470852,0.0,0.0,-0.06545360469127284,0.25112107623318386,0.3118316660917558,954.9987064505003,-650.2468954812005,1.0058640910658845,-0.013851284995280377,-3.7450845119006537,-2.558927383617288
CarMax,3,0.0,0.0,0.0,0.0,0.0,4692.333333333333,1852.0,8.0,0.0,9.666666666666666,-0.2097642837203265,0.0,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3948.6666666666665,1536.0,9.333333333333334,0.21822149481723951,12.666666666666666,3.3666716133863606,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,-743.6666666666665,-316.0,1.333333333333334,0.21822149481723951,3.0,3.576435897106687
Caterpillar Inc.,3,0.0,0.0,0.0,0.0,0.3333333333333333,4447.0,1921.0,8.666666666666666,0.18832391713747645,10.666666666666666,0.6643683843165048,0.0,8,0.125,0.125,0.25,0.375,0.5,6498.0,491.625,8.0,0.0,8.375,0.9801164658361368,0.0,0.125,0.125,0.25,0.375,0.16666666666666669,2051.0,-1429.375,-0.6666666666666661,-0.18832391713747645,-2.291666666666666,0.31574808151963196
Cbase Inc,3,0.0,0.0,0.0,0.0,0.0,3367.3333333333335,2406.6666666666665,11.0,0.0,14.333333333333334,3.4450992892907206,0.0,6,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,1024.8333333333333,138.5,6.666666666666667,0.0,6.833333333333333,0.08260779336503592,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,-2342.5,-2268.1666666666665,-4.333333333333333,0.0,-7.500000000000001,-3.362491495925685
Centene Corporation,3,0.0,0.0,0.3333333333333333,0.0,0.0,4395.666666666667,2147.3333333333335,5.0,0.3233107015842224,9.0,-1.4151674533791077,0.0,7,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,3975.714285714286,253.42857142857142,3.0,0.0,3.4285714285714284,-3.531802700557054,0.0,0.0,0.0,-0.047619047619047616,0.14285714285714285,0.14285714285714285,-419.9523809523812,-1893.9047619047622,-2.0,-0.3233107015842224,-5.571428571428571,-2.116635247177946
Centraprise,14,0.0,0.0,0.0,0.0,0.0,1177.4285714285713,780.8571428571429,4.857142857142857,0.0,5.357142857142857,-2.5653476065777987,0.0,23,0.0,0.0,0.0,0.043478260869565216,0.17391304347826086,1088.304347826087,136.56521739130434,5.826086956521739,0.0,5.956521739130435,-0.7906744396076413,0.21739130434782608,0.0,0.0,0.0,0.043478260869565216,0.17391304347826086,-89.12422360248434,-644.2919254658385,0.9689440993788825,0.0,0.5993788819875778,1.7746731669701574
Charter Global,3,0.0,0.0,0.0,0.0,0.0,1005.0,671.0,3.0,0.0,3.6666666666666665,-4.055426326495652,0.0,7,0.0,0.0,0.0,0.0,0.2857142857142857,1658.0,84.57142857142857,5.714285714285714,0.0,6.0,-0.652350968920479,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,653.0,-586.4285714285714,2.7142857142857144,0.0,2.3333333333333335,3.4030753575751724
Cisco,5,0.0,0.0,0.2,0.0,0.4,4954.8,1303.2,4.2,0.6306628750029942,8.4,-0.4753296202219623,0.0,80,0.15,0.15,0.2375,0.1375,1.0,7721.4625,531.975,6.1125,0.11401628069050145,7.6625,0.19401143910115334,0.0625,0.15,0.15,0.03749999999999998,0.1375,0.6,2766.6624999999995,-771.225,1.9124999999999996,-0.5166465943124928,-0.7375000000000007,0.6693410593231156
ClearanceJobs,14,0.0,0.0,0.0,0.0,0.21428571428571427,6555.785714285715,2140.3571428571427,5.714285714285714,0.05746072169495461,11.428571428571429,1.026129692330074,1.0,3,0.0,0.0,0.0,0.0,0.0,2528.3333333333335,0.0,9.666666666666666,0.0,9.666666666666666,3.1685878727403822,1.0,0.0,0.0,0.0,0.0,-0.21428571428571427,-4027.452380952381,-2140.3571428571427,3.9523809523809517,-0.05746072169495461,-1.7619047619047628,2.1424581804103084
Cloudflare,7,0.0,0.0,0.0,0.0,0.2857142857142857,8369.0,1556.7142857142858,5.0,0.07352400558782443,5.714285714285714,-3.623495598072562,0.0,38,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.05263157894736842,1.0,8395.894736842105,536.5526315789474,6.2894736842105265,0.05224201133133573,6.631578947368421,-0.845259965321041,0.0,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.05263157894736842,0.7142857142857143,26.894736842104976,-1020.1616541353384,1.2894736842105265,-0.021281994256488704,0.9172932330827068,2.778235632751521
Cloudious LLC,3,0.0,0.0,0.0,0.0,0.3333333333333333,677.3333333333334,344.3333333333333,6.0,0.0,6.0,-1.1261993442545621,0.0,7,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,1747.142857142857,502.7142857142857,9.714285714285714,0.19175455417066153,10.857142857142858,3.4420306446277706,0.8571428571428571,0.0,0.0,0.0,0.42857142857142855,0.380952380952381,1069.8095238095239,158.3809523809524,3.7142857142857135,0.19175455417066153,4.857142857142858,4.568229988882333
Cogent Communications,6,0.0,0.0,0.8333333333333334,0.0,0.0,4232.666666666667,1639.0,5.833333333333333,0.1417233560090703,7.0,-2.4878839691093853,0.0,3,0.0,0.0,1.0,0.0,0.0,4334.0,0.0,7.0,0.0,7.0,0.5019212060737157,0.0,0.0,0.0,0.16666666666666663,0.0,0.0,101.33333333333303,-1639.0,1.166666666666667,-0.1417233560090703,0.0,2.989805175183101
Cognizant,8,0.0,0.0,0.0,0.0,0.25,4811.375,1179.375,5.625,0.38887349100763735,6.875,-1.774452484275015,1.0,55,0.0,0.0,0.01818181818181818,0.18181818181818182,0.2727272727272727,3764.4545454545455,549.6727272727272,8.363636363636363,0.17242503284349098,8.981818181818182,1.481046059852234,1.0,0.0,0.0,0.01818181818181818,0.18181818181818182,0.022727272727272707,-1046.9204545454545,-629.7022727272728,2.7386363636363633,-0.21644845816414637,2.1068181818181824,3.255498544127249
Collabera,14,0.0,0.0,0.0,0.0,0.14285714285714285,1027.7857142857142,549.1428571428571,4.857142857142857,0.308458288548392,5.5,-1.9998055518277782,1.0,18,0.0,0.0,0.05555555555555555,0.2222222222222222,0.2777777777777778,2367.1111111111113,215.0,5.055555555555555,0.2635594028459118,5.722222222222222,-1.168051881444371,1.0,0.0,0.0,0.05555555555555555,0.2222222222222222,0.13492063492063494,1339.325396825397,-334.1428571428571,0.1984126984126986,-0.04489888570248024,0.22222222222222232,0.8317536703834072
Collins Aerospace,3,0.0,0.0,0.0,0.0,0.0,8519.333333333334,2072.6666666666665,2.3333333333333335,0.2833262501770789,9.333333333333334,-0.9456298574382865,0.0,51,0.0,0.0,0.29411764705882354,0.0,0.0784313725490196,8603.254901960785,342.921568627451,5.392156862745098,0.0,6.117647058823529,-1.0059769947514796,0.0,0.0,0.0,0.29411764705882354,0.0,0.0784313725490196,83.92156862745105,-1729.7450980392155,3.058823529411765,-0.2833262501770789,-3.215686274509805,-0.06034713731319308
Compunnel Inc.,26,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,1470.423076923077,1013.6153846153846,7.384615384615385,0.04693293283897311,8.846153846153847,0.4990741232658256,0.0,37,0.0,0.0,0.02702702702702703,0.08108108108108109,0.1891891891891892,1829.1351351351352,257.64864864864865,9.594594594594595,0.05616050197474275,10.27027027027027,3.302198027223387,0.32432432432432434,0.0,0.0,-0.011434511434511435,0.08108108108108109,0.15072765072765074,358.7120582120583,-755.966735966736,2.2099792099792097,0.009227569135769643,1.4241164241164235,2.803123903957561
