company,cluster,n_ar,n_sc,agg_rate_ar,agg_rate_sc,d_entry_share_j2,d_ai_strict,d_mean_desc_length_cleaned,d_mean_tech_count,d_mean_org_scope_per_1k,d_mean_breadth_resid
Eliassen Group,2,12,37,0.0,0.05405405405405406,0.0,0.21621621621621623,-756.4662162162163,1.4189189189189193,-0.13771015531491423,1.415954649882541
Empower Professionals,2,7,10,0.0,1.0,0.0,0.0,-579.4571428571429,3.428571428571429,0.1260239445494644,3.27131070788614
Entegee,2,5,10,0.0,0.0,0.1,0.0,-258.90000000000003,-1.0999999999999999,0.0,-1.7277238805034139
Equifax,4,4,30,0.0,0.0,0.0,0.23333333333333334,-1553.0,-4.183333333333334,-0.044762620837319855,-3.3837396153796906
Esri,3,3,66,0.0,0.0,0.030303030303030304,0.045454545454545456,-624.7878787878788,4.818181818181818,0.06698005306749129,5.321533882484242
Experis,2,26,58,1.0,1.0,-0.021220159151193636,0.06896551724137931,-815.0901856763925,0.17771883289124712,-0.10798939009806287,-0.1205686936673882
Extend Information Systems Inc.,2,3,3,0.0,0.0,0.0,0.0,-446.33333333333337,3.6666666666666665,-0.19630938358853553,3.4808519685926727
FIS,4,6,15,0.0,0.0,-0.16666666666666666,0.13333333333333333,-1488.7333333333331,1.2000000000000002,-0.7442727509260088,-0.6843059033144678
FanDuel,3,4,14,0.0,0.0,0.0,0.21428571428571427,-2008.892857142857,6.071428571428571,-0.20092265486683478,8.450264780329341
Fanatics,2,3,33,0.0,0.0,0.0,0.15151515151515152,-852.7575757575758,2.6969696969696972,0.05122250684252938,2.4343577464978208
FastTek Global,2,5,23,0.0,0.08695652173913043,0.0,0.21739130434782608,-660.0608695652173,2.695652173913043,0.06845167220350269,1.0997116026878722
Fidelity Investments,2,29,46,0.0,0.0,0.0,0.043478260869565216,-797.7893553223388,-0.5487256371814091,-0.009985981088583368,0.5587470819930744
Ford Motor Company,4,14,48,0.0,0.0,0.020833333333333332,0.08333333333333333,-1219.9464285714287,-2.6071428571428577,-0.26916861811284154,-3.8460459322650586
Franklin Fitch,1,7,16,0.0,0.0,0.0,0.25,-329.88392857142856,2.544642857142857,-0.17426553038797937,3.0660481772830237
GE HealthCare,3,4,12,0.0,0.0,0.0,0.0,-1487.8333333333335,3.166666666666666,-0.2144082332761578,3.964052348877317
Galactic Minds INC,1,3,7,0.0,0.2857142857142857,0.0,0.2857142857142857,221.1428571428571,4.666666666666666,0.3576458665828728,3.8823133956956823
"Gardner Resources Consulting, LLC",4,3,7,0.0,0.0,0.0,0.0,-553.8095238095239,-3.3809523809523805,-0.023255289810085233,-4.037379523304585
General Atomics,0,3,20,0.0,0.0,-0.3333333333333333,0.0,-748.6833333333333,1.4,-0.12497541268964253,-0.6842786427252383
General Dynamics Information Technology,3,3,73,0.0,0.0410958904109589,0.0410958904109589,0.0821917808219178,-1286.6575342465753,5.744292237442924,0.006992664694735223,4.575385154253049
General Dynamics Mission Systems,4,5,63,0.0,0.0,0.1111111111111111,0.031746031746031744,-833.3015873015872,0.5333333333333337,-0.058026066324023684,-0.5624607330567186
General Motors,4,14,182,0.07142857142857142,0.016483516483516484,-0.01648351648351648,0.04945054945054945,-1078.7747252747254,-1.8351648351648349,-0.48484877144968436,-1.609060809392204
Goldman Sachs,3,6,47,0.0,0.0,0.0851063829787234,0.1702127659574468,-664.9007092198582,5.1453900709219855,-0.07938668612617053,5.482391637257585
Goliath Partners,2,5,37,0.0,0.0,0.0,0.08108108108108109,-374.8054054054054,-0.21081081081081088,0.2602007453293828,0.2783012088518735
Google,4,15,757,0.0,0.0,0.009247027741083224,0.0944958168207838,-849.8487010127697,1.3747247908410392,-0.3310145856880515,-3.2030609241932577
Guidehouse,0,3,14,0.0,0.0,-0.3333333333333333,0.14285714285714285,-646.3333333333333,6.4523809523809526,0.13097712772465175,2.464732433910347
HIRECLOUT,4,3,5,0.0,0.0,0.0,0.2,-1122.9333333333334,-4.0,0.02319082394310379,-5.084918512475731
HTC Global Services,3,7,13,0.0,0.0,0.0,0.07692307692307693,-948.1098901098902,3.1318681318681323,0.019915234908563062,3.6745630939828464
Harnham,2,6,35,1.0,1.0,0.0,0.06190476190476191,-501.9333333333334,1.5952380952380958,-0.02346189767394158,1.2537040712843195
Harvey Nash,4,4,3,0.0,0.0,0.0,0.0,-1167.75,-4.5,-0.16874789065136686,-4.619832218840717
Honeywell,3,11,49,0.0,0.02040816326530612,-0.0705009276437848,0.2857142857142857,-847.100185528757,5.0686456400742115,-0.13594530408376013,4.962689561965729
Horizontal Talent,2,4,33,0.0,0.12121212121212122,0.030303030303030304,0.06060606060606061,-480.9469696969697,2.454545454545454,-0.022242226373157925,1.4076292896005473
ICE,1,26,51,0.0,0.0,-0.018099547511312222,0.29411764705882354,-876.2843137254902,1.791101055806938,-0.08063843912721298,1.8790294880167013
"IDR, Inc.",2,4,24,0.0,0.0,0.0,0.16666666666666666,-599.0833333333334,-1.208333333333333,0.08746483051096349,-0.8238402784019063
INSPYR Solutions,0,4,21,1.0,1.0,-0.5,0.23809523809523808,-1124.095238095238,-1.7380952380952381,0.22353837696676923,-2.187560912130734
Info Way Solutions,2,3,11,0.0,0.36363636363636365,0.0,0.09090909090909091,-636.1515151515152,1.393939393939394,0.18328520249134847,1.7665054457192821
Infojini Inc,1,3,7,0.0,0.2857142857142857,0.0,0.5714285714285714,-600.8571428571429,3.571428571428571,-0.13693324079343872,5.191300203389417
Infosys,4,5,47,0.0,0.0,0.0,0.06382978723404255,-810.5702127659575,1.8085106382978715,-0.269389399651134,0.18925148699798244
Innova Solutions,1,3,18,0.0,0.5555555555555556,0.0,0.3888888888888889,-485.6666666666667,2.5,-0.0706442765833587,2.052602428359117
Insight Global,2,25,121,1.0,1.0,-0.015206611570247934,0.10876033057851239,-708.5090909090909,0.9550413223140497,-0.07082339130479948,1.3337592552724507
IntePros,3,5,12,0.0,0.0,0.0,0.08333333333333333,-1044.2666666666667,3.083333333333334,-0.5588320953798485,2.9882472346580466
Intel,0,4,29,0.0,0.0,-0.43103448275862066,0.034482758620689655,-1387.655172413793,-6.801724137931035,-0.027782483642603176,-11.227309758689731
Intellectt Inc,3,4,24,0.0,0.041666666666666664,0.0,0.3333333333333333,-841.5416666666667,6.583333333333333,-0.9019607125704455,4.910110207524229
JPMorgan Chase & Co.,2,12,657,0.0,0.0,-0.08333333333333333,0.1232876712328767,-889.0106544901065,1.429223744292237,0.024806459380329576,1.3321276168144114
Jobot,2,12,92,1.0,1.0,-0.06159420289855072,0.09782608695652174,-566.3405797101449,2.282608695652174,0.044836986406529916,2.330199677544788
Jobs via eFinancialCareers,4,3,30,1.0,1.0,0.03333333333333333,0.13333333333333333,-1241.8333333333333,0.5333333333333332,0.10753673194750349,1.2319746146318167
KPG99 INC,1,4,11,0.0,0.0,0.0,0.5454545454545454,-376.52272727272725,3.7727272727272734,0.10684328044612523,4.527748382290454
KTek Resourcing,1,3,10,0.0,0.0,0.0,0.4,-1011.3333333333334,3.1333333333333333,0.0,3.644838092638911
Kavaliro,3,3,3,0.0,0.0,0.0,0.0,-1534.0,2.333333333333333,0.0,5.798267930891321
"LanceSoft, Inc.",2,4,12,0.0,0.25,0.0,0.08333333333333333,-909.0,2.416666666666667,0.05943889681407513,1.8248319529640664
Ledgent Technology,3,9,32,0.0,0.40625,0.0,0.15625,-965.6805555555557,3.71875,0.12170961291768835,4.9351710394660175
Leidos,4,13,245,0.0,0.04081632653061224,-0.03956043956043957,0.11020408163265306,-1329.2065934065934,2.2910518053375197,-0.058056114474202045,1.6372499934689826
Leonardo DRS,4,5,15,0.0,0.0,0.06666666666666667,0.0,-1958.0666666666666,2.0666666666666664,-0.27718428759939856,2.1718351759325945
LinkedIn,4,4,81,0.0,0.0,0.0,0.13580246913580246,-1129.9537037037037,1.783950617283951,-0.6961237362589658,-0.49124800642440625
Lorven Technologies Inc.,2,3,47,0.0,0.5319148936170213,0.0,0.06382978723404255,-403.37588652482276,4.4397163120567384,-0.05800422315778728,2.8351146441296327
MITRE,0,5,13,0.0,0.0,-0.2,0.15384615384615385,-1442.8461538461538,2.4,-0.05674960387015612,1.201219114418239
Macquarie Group,1,5,5,0.0,0.0,0.0,0.6,-166.0,6.4,-0.31994555780534106,6.302811262404145
Mastech Digital,3,7,22,0.0,0.045454545454545456,-0.14285714285714285,0.09090909090909091,-416.2012987012987,4.629870129870129,-0.20525793100533796,4.791687054599973
Matlen Silver,3,5,26,0.0,0.0,0.0,0.038461538461538464,-388.6846153846153,4.307692307692308,-0.08776318532416093,4.685947649583831
Meta,4,4,69,0.0,0.0,0.0,0.10144927536231885,-1248.2971014492755,1.427536231884058,-0.01624444049689394,1.2336206616924281
"Metasys Technologies, Inc.",3,6,5,0.0,1.0,0.0,0.0,-920.1666666666666,4.433333333333334,-0.10871928680147858,3.611868453547478
Microsoft,4,19,386,0.0,0.012953367875647668,0.0051813471502590676,0.3963730569948187,-1350.1731660758112,1.2863376056722124,-0.10799234459843118,-0.1622328433665461
Mindlance,3,5,28,0.0,0.21428571428571427,0.0,0.2857142857142857,-875.6714285714285,3.692857142857142,-0.3087029821483977,2.1759399269868256
"Miracle Software Systems, Inc",2,3,5,0.0,0.4,0.0,0.2,72.26666666666665,-1.9333333333333336,0.07936507936507936,-1.7318262684522465
"Mission Technologies, a division of HII",3,4,32,0.0,0.0,-0.21875,0.125,-1116.4375,7.65625,0.02695127210004312,8.567815354038123
Motion Recruitment,2,40,229,1.0,1.0,0.008733624454148471,0.16593886462882096,-502.49486899563317,2.479366812227074,-0.23568347413137503,2.23038862497416
Mphasis,2,4,3,0.0,0.0,0.0,0.0,-270.25,0.666666666666667,-0.1391207568169171,-1.0903529498109212
NBCUniversal,4,5,11,0.0,0.0,0.0,0.09090909090909091,-1157.9454545454546,-4.254545454545455,0.15844785767143602,-3.2331718654180914
NLB Services,2,9,25,0.0,0.0,0.0,0.00888888888888889,-639.2577777777778,1.7555555555555546,-0.1019808777560382,1.9305556172791292
Navy Federal Credit Union,4,3,5,0.0,0.0,0.0,0.0,-2134.3333333333335,2.1999999999999993,-0.3239390994493035,3.0933745244452697
Netflix,2,3,32,0.0,0.0,0.0625,-0.3333333333333333,-464.58333333333326,0.78125,0.29748864729091884,2.2328929658148144
Netsmart,0,3,3,0.0,0.0,-0.3333333333333333,0.0,-1029.0,0.0,0.0,-1.4562683392739004
New York Technology Partners,2,3,65,0.0,0.13846153846153847,0.0,0.07692307692307693,-873.6769230769231,0.9794871794871796,0.06629195210464121,2.0911660902689855
Nityo Infotech,2,4,6,0.0,0.8333333333333334,0.0,0.0,-397.5833333333333,-0.16666666666666696,0.0,-2.1914093710189864
Northrop Grumman,4,14,103,0.14285714285714285,0.038834951456310676,-0.052011095700416086,0.0,-1672.616504854369,2.345353675450763,0.013434800549707887,0.028242318813270217
OKAYA INFOCOM,3,4,3,0.0,0.0,0.0,0.0,-552.25,6.166666666666666,-0.7800312012480499,6.174061363429856
OSI Engineering,4,6,12,0.0,0.08333333333333333,0.0,0.5,-1095.4166666666665,-0.41666666666666696,-0.5637207240897508,-0.8351134315750537
Open Systems Technologies,2,31,15,0.0,0.0,0.0,0.0,-201.3311827956989,3.595698924731183,-0.01355950589160531,3.6167235079027558
Optomi,3,6,22,0.0,0.0,0.045454545454545456,0.09090909090909091,-811.151515151515,4.712121212121213,-0.5270359001023242,4.085734186205581
Oracle,4,19,46,0.0,0.0,0.0,0.021739130434782608,-1127.1281464530894,0.8203661327231124,-0.09057169343364582,1.854693851196189
Palo Alto Networks,3,13,50,0.0,0.0,0.0,0.26,-1022.4953846153845,7.612307692307692,-0.22629373666890995,8.58827643041305
Parsons Corporation,4,4,25,0.0,0.0,0.16,0.0,-967.39,-0.5,-0.1040982646926645,-1.465321764234058
Photon,3,13,17,0.0,0.7647058823529411,0.0,0.0995475113122172,-1155.945701357466,2.900452488687783,-0.22909767441544815,2.4796755257812966
Pinterest,1,3,27,0.6666666666666666,0.0,0.0,0.4444444444444444,-836.1111111111112,1.8148148148148149,-0.055473266313557035,3.4881669452863875
Piper Companies,2,16,99,0.0,0.0,0.0,0.08080808080808081,-507.92929292929296,0.9532828282828278,-0.19304900813319634,0.4435919027621067
Precision Technologies,3,4,7,0.0,0.0,0.0,0.14285714285714285,-704.6785714285714,6.75,-0.5372461232205927,4.856878016027581
PriceSenz,1,3,3,0.0,0.0,0.0,0.3333333333333333,-892.3333333333334,5.0,0.0,4.961095882441562
Procore Technologies,4,8,22,0.0,0.0,0.045454545454545456,0.13636363636363635,-1489.7386363636365,-2.1363636363636367,0.0072995500517513134,-0.6688357018485571
Pronix Inc,3,3,6,0.0,0.0,0.0,0.16666666666666666,-382.3333333333333,4.666666666666667,0.0,5.0307721244529215
Publicis Sapient,3,4,7,0.0,0.0,0.14285714285714285,0.0,-957.6428571428571,3.1428571428571423,-0.3628014060159571,3.604040703550938
"Pyramid Consulting, Inc",2,7,17,0.0,0.058823529411764705,0.0,0.23529411764705882,-820.3613445378152,1.579831932773109,0.02207274422262827,1.8326082752698145
"Q1 Technologies, Inc.",2,3,6,0.0,0.0,0.0,0.16666666666666666,-270.83333333333337,1.166666666666667,0.0,1.6607111459906996
Qualcomm,4,5,164,0.0,0.0,0.006097560975609756,0.024390243902439025,-559.9926829268293,0.48170731707317094,-0.37977869547007137,-1.4016521096943195
Quantum World Technologies Inc.,2,8,11,0.0,0.09090909090909091,0.0,0.18181818181818182,-169.46590909090912,-0.17045454545454586,-0.28600759079841276,0.2977700134332574
Raas Infotek,3,7,32,0.14285714285714285,0.34375,0.0,0.1875,-780.1383928571429,3.5044642857142856,-0.04092998092216448,4.55702912318166
Radley James,0,6,10,0.0,0.0,-0.3333333333333333,0.1,-419.73333333333335,0.5,0.12097152261856697,0.39899586670542186
Randstad Digital Americas,3,7,100,1.0,1.0,0.0,0.16,-1434.1085714285714,3.33,-0.3036622866012794,3.0517638455871263
Raytheon,2,3,115,0.0,0.0,0.008695652173913044,0.0,-661.4579710144928,1.1014492753623193,-0.405632519451846,1.3341442031502224
Revature,4,3,3,1.0,1.0,1.0,0.0,-1850.0,-9.0,-0.43761787327750695,-7.958629505335326
"Reveille Technologies,Inc",2,3,6,0.3333333333333333,1.0,0.0,0.0,-376.3333333333333,3.6666666666666665,0.0,4.353160472398154
Robert Half,2,20,81,1.0,1.0,-0.05,0.06172839506172839,-824.629012345679,1.3567901234567907,-0.2323861984759415,1.5283328225287656
Robinhood,2,5,24,0.0,0.0,0.08333333333333333,-0.11666666666666668,-710.325,1.3916666666666666,-0.20311599937375296,1.2290827909672166
Rocket Lab,4,3,21,0.0,0.0,0.0,0.0,-1492.4761904761904,-0.42857142857142794,0.047882306200256006,-0.6108116505247473
Rockstar Games,2,3,9,0.0,0.0,0.0,0.0,-322.55555555555543,1.333333333333333,0.24330039914641416,0.6995054181788721
Rose International,3,8,15,0.0,0.2,-0.125,0.3333333333333333,-1751.1333333333332,4.816666666666666,-0.06603275224511358,7.811021457658511
Russell Tobin,0,5,17,0.0,0.0,-0.2,0.11764705882352941,-721.2941176470588,0.41176470588235325,-0.059590679363785024,1.1863471649892396
SAIC,3,10,25,0.0,0.08,0.08,0.0,-879.2400000000001,4.94,-0.10396005907347708,4.083878158772416
SSi People,2,5,10,0.0,0.0,0.0,0.1,-901.4,2.9,0.10330578512396696,3.744301638139137
Selby Jennings,2,11,16,0.0,0.0,0.0625,0.0,-609.0227272727273,1.4375,0.0,0.7927756569884847
ServiceNow,1,10,14,0.0,0.0,0.0,0.5,-267.92857142857133,4.442857142857142,0.31796408558243033,6.531602859413921
Sibitalent Corp,2,3,13,0.0,0.0,0.0,0.15384615384615385,-518.8461538461538,1.7692307692307692,0.0,2.7926144415736616
"Sira Consulting, an Inc 5000 company",3,4,8,0.0,0.0,0.0,0.0,-997.875,7.625,-0.2629068338200875,7.445287882358656
Siri InfoSolutions Inc,3,7,11,0.0,0.36363636363636365,0.0,0.09090909090909091,-543.5714285714286,5.3896103896103895,0.0,6.1344207000411135
Smart IT Frame LLC,2,6,37,0.0,0.0,0.0,-0.1126126126126126,-399.3378378378378,1.0405405405405403,-0.1999156683712971,0.17890825045899028
Snap Inc.,2,3,15,0.0,0.06666666666666667,0.0,0.06666666666666667,-404.1333333333333,-1.2000000000000002,0.11935845097060724,-1.9294610953036422
Software Technology Inc.,2,3,5,0.0,0.0,0.0,0.0,-400.1333333333333,-0.8666666666666671,0.0,-1.1367577522290437
"Softworld, a Kelly Company",4,7,6,0.0,0.0,0.0,0.0,-1744.3333333333333,-1.833333333333333,-0.3958147776723795,-1.9609066686384808
Solomon Page,3,3,13,1.0,1.0,0.0,0.15384615384615385,-894.6923076923077,3.8205128205128203,0.1552955792525106,4.401296474987311
Soni,3,3,7,0.0,0.0,0.0,0.0,-366.6666666666667,11.428571428571429,0.0,12.097431646733195
State Farm,4,3,10,0.0,0.0,0.1,0.0,-1295.6666666666667,0.8000000000000007,0.0,2.563508789086173
State Street,3,6,9,0.0,0.0,0.1111111111111111,0.2222222222222222,-1200.2222222222222,4.0,0.0,3.911624669671741
Stealth Startup,2,3,41,0.0,0.0,0.04878048780487805,0.14634146341463414,-313.780487804878,3.902439024390244,0.2943161006905476,3.1333627521053975
"Stellar Consulting Solutions, LLC",2,3,3,0.0,0.0,0.0,0.3333333333333333,-636.3333333333334,-1.3333333333333335,0.0,-0.5058901607841086
Strava,2,3,3,0.0,0.0,0.0,0.0,-433.66666666666663,2.666666666666666,-0.19903686579028468,3.7910792216622364
Synechron,3,15,63,0.0,0.06349206349206349,0.0,0.15873015873015872,-901.0761904761904,3.898412698412698,-0.23058528253628238,4.834187146864225
SynergisticIT,4,5,17,0.0,0.0,0.0,0.0,-1320.270588235294,-2.5882352941176467,0.0,-4.0033743231197425
System One,2,5,40,0.4,0.325,0.0,0.075,-185.40000000000003,3.0500000000000003,0.1571522682055631,3.8882000484923407
System Soft Technologies,2,3,5,0.0,1.0,0.0,0.0,-552.4,1.9333333333333331,0.0,2.2076683213978914
TEKsystems,2,23,110,1.0,1.0,0.0,0.09288537549407114,-466.0715415019763,2.5774703557312257,-0.003404739934281281,3.6715349087759774
"TSR Consulting Services, Inc.",4,5,3,0.0,1.0,0.0,0.3333333333333333,-1222.4666666666667,-0.13333333333333464,0.0,-0.1700200326486676
Talener,1,3,6,0.0,0.0,0.0,0.5,-512.0,3.333333333333333,0.30303030303030304,4.100638753118008
