column,dtype,source,source_platform,subset,n_rows,non_null_n,non_null_rate,null_rate,distinct_n,top_5_values
job_id,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,1058779,"[""asaniczka_0000013cc4386253 (1)"", ""asaniczka_00000fd1404e8578 (1)"", ""asaniczka_0000527d9e26a023 (1)"", ""asaniczka_00005de450c4dc21 (1)"", ""asaniczka_000063fa9c460488 (1)""]"
job_id,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,22913,"[""asaniczka_00015ce036ec7460 (1)"", ""asaniczka_0003c47024a5c2bc (1)"", ""asaniczka_000459587be6807b (1)"", ""asaniczka_00075366bcbc814d (1)"", ""asaniczka_00088a75e9a4b190 (1)""]"
job_id,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,13567,"[""indeed_in-0001ca654519e898 (1)"", ""indeed_in-00065fb90e634182 (1)"", ""indeed_in-00092430f5fed366 (1)"", ""indeed_in-000dfd4cd0d00343 (1)"", ""indeed_in-000f155a3f999d35 (1)""]"
job_id,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,1073,"[""indeed_in-0066529d9733677e (1)"", ""indeed_in-009dd1b764478590 (1)"", ""indeed_in-00b95324fd1e045c (1)"", ""indeed_in-00d59d3229fc881c (1)"", ""indeed_in-011deadc71be712a (1)""]"
job_id,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,26853,"[""linkedin_li-3196665688 (1)"", ""linkedin_li-3197654586 (1)"", ""linkedin_li-3421399487 (1)"", ""linkedin_li-3507634980 (1)"", ""linkedin_li-3696371940 (1)""]"
job_id,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,4364,"[""linkedin_li-3196665688 (1)"", ""linkedin_li-3736674638 (1)"", ""linkedin_li-3784029352 (1)"", ""linkedin_li-3848834439 (1)"", ""linkedin_li-3875730538 (1)""]"
source,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,1,"[""kaggle_arshkon (118100)""]"
source,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,1,"[""kaggle_arshkon (4643)""]"
source,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,1,"[""kaggle_asaniczka (1058779)""]"
source,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,1,"[""kaggle_asaniczka (22913)""]"
source,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,1,"[""scraped (13567)""]"
source,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,1,"[""scraped (1073)""]"
source,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,1,"[""scraped (26853)""]"
source,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,1,"[""scraped (4364)""]"
source_platform,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,1,"[""linkedin (118100)""]"
source_platform,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,1,"[""linkedin (4643)""]"
source_platform,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,1,"[""linkedin (1058779)""]"
source_platform,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,1,"[""linkedin (22913)""]"
source_platform,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,1,"[""indeed (13567)""]"
source_platform,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,1,"[""indeed (1073)""]"
source_platform,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,1,"[""linkedin (26853)""]"
source_platform,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,1,"[""linkedin (4364)""]"
site,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,1,"[""linkedin (118100)""]"
site,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,1,"[""linkedin (4643)""]"
site,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,1,"[""linkedin (1058779)""]"
site,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,1,"[""linkedin (22913)""]"
site,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,1,"[""indeed (13567)""]"
site,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,1,"[""indeed (1073)""]"
site,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,1,"[""linkedin (26853)""]"
site,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,1,"[""linkedin (4364)""]"
title,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,71747,"[""Sales Manager (438)"", ""Project Manager (356)"", ""Customer Service Representative (354)"", ""Administrative Assistant (253)"", ""Senior Accountant (241)""]"
title,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,2371,"[""Software Engineer (180)"", ""Senior Software Engineer (159)"", ""Data Engineer (90)"", ""Software Developer (58)"", ""DevOps Engineer (57)""]"
title,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,485877,"[""Customer Service Representative (4554)"", ""LEAD SALES ASSOCIATE-FT (4484)"", ""Assistant Manager (4064)"", ""Shift Manager (3823)"", ""Store Manager (3486)""]"
title,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,8623,"[""Senior Software Engineer (750)"", ""Senior Systems Engineer (278)"", ""Software Engineer (240)"", ""Senior Data Engineer (221)"", ""Senior Embedded Software Engineer (205)""]"
title,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,8076,"[""Registered Nurse (127)"", ""Account Executive- Commercial Insurance (Remote) (107)"", ""Senior Account Associate- Commercial Insurance (Remote) (86)"", ""Summer Sales Intern (Training Provided) (77)"", ""Outside Sales Representative (59)""]"
title,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,584,"[""AI-Native Senior Engineering Manager, Full Stack (34)"", ""Software Engineer (25)"", ""Senior Software Engineer (19)"", ""AI Data Engineer - Senior Consultant (18)"", ""Lead Data Engineer \u2013 Financial Data, Compliance & Business Intelligence (18)""]"
title,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,17287,"[""Associate Team Leader (152)"", ""Software Engineer (129)"", ""Senior Accountant (124)"", ""Sales Associate (117)"", ""Registered Nurse (111)""]"
title,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,2452,"[""Software Engineer (129)"", ""Senior Software Engineer (104)"", ""Data Engineer (72)"", ""DevOps Engineer (45)"", ""Senior Data Engineer (34)""]"
title_normalized,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,67808,"[""accountant (630)"", ""project manager (496)"", ""customer service representative (472)"", ""software engineer (455)"", ""sales manager (445)""]"
title_normalized,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,1975,"[""software engineer (455)"", ""data engineer (166)"", ""devops engineer (88)"", ""java developer (77)"", ""software developer (75)""]"
title_normalized,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,462887,"[""customer service representative (7463)"", ""sales associate-ft (4484)"", ""store manager (4329)"", ""accountant (4314)"", ""assistant manager (4169)""]"
title_normalized,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,7192,"[""software engineer (1574)"", ""systems engineer (662)"", ""data engineer (567)"", ""embedded software engineer (292)"", ""software developer (245)""]"
title_normalized,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,7678,"[""registered nurse (135)"", ""account executive- commercial insurance (remote) (107)"", ""accountant (104)"", ""account associate- commercial insurance (remote) (86)"", ""software engineer (86)""]"
title_normalized,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,513,"[""software engineer (86)"", ""ai data engineer - consultant (34)"", ""ai-native engineering manager, full stack (34)"", ""machine learning engineer - generative ai & full-stack applications (32)"", ""data engineer (18)""]"
title_normalized,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,16145,"[""software engineer (400)"", ""accountant (260)"", ""electrical engineer (161)"", ""financial analyst (160)"", ""associate team leader (152)""]"
title_normalized,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,2148,"[""software engineer (400)"", ""data engineer (138)"", ""devops engineer (66)"", ""ai engineer (49)"", ""machine learning engineer (49)""]"
company_name,VARCHAR,kaggle_arshkon,linkedin,all,118100,116388,0.9855038103302286,0.014496189669771398,24423,"[""The Job Network (986)"", ""Liberty Healthcare and Rehabilitation Services (649)"", ""Lowe's Companies, Inc. (524)"", ""TEKsystems (514)"", ""Capital One (452)""]"
company_name,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4602,0.9911695024768469,0.008830497523153125,2146,"[""DataAnnotation (163)"", ""Capital One (115)"", ""Dice (61)"", ""Apex Systems (52)"", ""Motion Recruitment (36)""]"
company_name,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058773,0.9999943330950085,5.6669049914859215e-06,69371,"[""Health eCareers (31547)"", ""Jobs for Humanity (24384)"", ""TravelNurseSource (10810)"", ""Dollar General (9802)"", ""PracticeLink (9563)""]"
company_name,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,4725,"[""Recruiting from Scratch (2239)"", ""Jobs for Humanity (1864)"", ""ClearanceJobs (893)"", ""ClickJobs.io (488)"", ""Northrop Grumman (291)""]"
company_name,VARCHAR,scraped,indeed,all,13567,13066,0.9630721603891796,0.03692783961082036,4050,"[""Amazon.com (2063)"", ""Amazon Web Services (1210)"", ""Deloitte (203)"", ""Insurance Office of America (193)"", ""Northside Hospital (123)""]"
company_name,VARCHAR,scraped,indeed,swe,1073,1044,0.972972972972973,0.027027027027026973,343,"[""Amazon.com (251)"", ""Amazon Web Services (76)"", ""CVS Health (42)"", ""Deloitte (34)"", ""PwC (34)""]"
company_name,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,7587,"[""Lensa (846)"", ""Jobs via Dice (762)"", ""Deloitte (424)"", ""PwC (276)"", ""Google (227)""]"
company_name,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,1443,"[""Jobs via Dice (327)"", ""Lensa (97)"", ""Google (70)"", ""YO IT Consulting (68)"", ""Deloitte (64)""]"
company_name_normalized,VARCHAR,kaggle_arshkon,linkedin,all,118100,116388,0.9855038103302286,0.014496189669771398,24423,"[""The Job Network (986)"", ""Liberty Healthcare and Rehabilitation Services (649)"", ""Lowe's Companies, Inc. (524)"", ""TEKsystems (514)"", ""Capital One (452)""]"
company_name_normalized,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4602,0.9911695024768469,0.008830497523153125,2146,"[""DataAnnotation (163)"", ""Capital One (115)"", ""Dice (61)"", ""Apex Systems (52)"", ""Motion Recruitment (36)""]"
company_name_normalized,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058773,0.9999943330950085,5.6669049914859215e-06,69371,"[""Health eCareers (31547)"", ""Jobs for Humanity (24384)"", ""TravelNurseSource (10810)"", ""Dollar General (9802)"", ""PracticeLink (9563)""]"
company_name_normalized,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,4725,"[""Recruiting from Scratch (2239)"", ""Jobs for Humanity (1864)"", ""ClearanceJobs (893)"", ""ClickJobs.io (488)"", ""Northrop Grumman (291)""]"
company_name_normalized,VARCHAR,scraped,indeed,all,13567,13066,0.9630721603891796,0.03692783961082036,4050,"[""Amazon.com (2063)"", ""Amazon Web Services (1210)"", ""Deloitte (203)"", ""Insurance Office of America (193)"", ""Northside Hospital (123)""]"
company_name_normalized,VARCHAR,scraped,indeed,swe,1073,1044,0.972972972972973,0.027027027027026973,343,"[""Amazon.com (251)"", ""Amazon Web Services (76)"", ""CVS Health (42)"", ""Deloitte (34)"", ""PwC (34)""]"
company_name_normalized,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,7587,"[""Lensa (846)"", ""Jobs via Dice (762)"", ""Deloitte (424)"", ""PwC (276)"", ""Google (227)""]"
company_name_normalized,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,1443,"[""Jobs via Dice (327)"", ""Lensa (97)"", ""Google (70)"", ""YO IT Consulting (68)"", ""Deloitte (64)""]"
location,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,8526,"[""United States (7724)"", ""New York, NY (2690)"", ""Chicago, IL (1796)"", ""Houston, TX (1670)"", ""Dallas, TX (1337)""]"
location,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,733,"[""United States (750)"", ""New York, NY (145)"", ""Chicago, IL (100)"", ""Austin, TX (93)"", ""Seattle, WA (89)""]"
location,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058766,0.9999877217058517,1.2278294148293512e-05,20547,"[""New York, NY (12653)"", ""Chicago, IL (10016)"", ""Houston, TX (9934)"", ""Los Angeles, CA (9162)"", ""Atlanta, GA (8632)""]"
location,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22912,0.9999563566534282,4.3643346571808905e-05,2014,"[""New York, NY (424)"", ""San Francisco, CA (421)"", ""Seattle, WA (385)"", ""Chicago, IL (353)"", ""Austin, TX (316)""]"
location,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,1480,"[""New York, NY, US (673)"", ""Seattle, WA, US (609)"", ""Austin, TX, US (522)"", ""Atlanta, GA, US (377)"", ""Arlington, VA, US (339)""]"
location,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,218,"[""Seattle, WA, US (87)"", ""New York, NY, US (64)"", ""Austin, TX, US (53)"", ""San Francisco, CA, US (53)"", ""Atlanta, GA, US (36)""]"
location,VARCHAR,scraped,linkedin,all,26853,25908,0.9648084012959446,0.035191598704055416,2025,"[""New York, NY (1143)"", ""Austin, TX (797)"", ""Chicago, IL (729)"", ""Atlanta, GA (718)"", ""San Francisco, CA (683)""]"
location,VARCHAR,scraped,linkedin,swe,4364,4174,0.9564619615032081,0.04353803849679194,443,"[""New York, NY (289)"", ""San Francisco, CA (251)"", ""Austin, TX (164)"", ""Seattle, WA (164)"", ""Chicago, IL (142)""]"
date_posted,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,13,"[""2024-04-18 (32404)"", ""2024-04-19 (28412)"", ""2024-04-17 (9838)"", ""2024-04-09 (9070)"", ""2024-04-06 (8060)""]"
date_posted,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,12,"[""2024-04-18 (1496)"", ""2024-04-19 (1129)"", ""2024-04-17 (326)"", ""2024-04-11 (320)"", ""2024-04-09 (318)""]"
date_posted,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,6,"[""2024-01-14 (360714)"", ""2024-01-13 (318194)"", ""2024-01-12 (161678)"", ""2024-01-16 (123619)"", ""2024-01-15 (67038)""]"
date_posted,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,6,"[""2024-01-13 (7586)"", ""2024-01-14 (7161)"", ""2024-01-12 (3400)"", ""2024-01-16 (1955)"", ""2024-01-15 (1785)""]"
date_posted,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,224,"[""2026-03-20 (8134)"", ""2026-03-19 (821)"", ""2026-03-21 (738)"", ""2026-03-18 (146)"", ""2026-02-27 (119)""]"
date_posted,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,88,"[""2026-03-20 (564)"", ""2026-03-19 (95)"", ""2026-03-21 (55)"", ""2026-02-11 (17)"", ""2026-03-04 (14)""]"
date_posted,VARCHAR,scraped,linkedin,all,26853,416,0.015491751387182066,0.9845082486128179,2,"[""2026-03-19 (297)"", ""2026-03-20 (119)""]"
date_posted,VARCHAR,scraped,linkedin,swe,4364,48,0.010999083409715857,0.9890009165902841,2,"[""2026-03-19 (44)"", ""2026-03-20 (4)""]"
scrape_date,VARCHAR,kaggle_arshkon,linkedin,all,118100,0,0.0,1.0,0,[]
scrape_date,VARCHAR,kaggle_arshkon,linkedin,swe,4643,0,0.0,1.0,0,[]
scrape_date,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,0,0.0,1.0,0,[]
scrape_date,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,0,0.0,1.0,0,[]
scrape_date,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,2,"[""2026-03-21 (13562)"", ""2026-03-20 (5)""]"
scrape_date,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,2,"[""2026-03-21 (1068)"", ""2026-03-20 (5)""]"
scrape_date,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,2,"[""2026-03-20 (17132)"", ""2026-03-21 (9721)""]"
scrape_date,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,2,"[""2026-03-20 (2973)"", ""2026-03-21 (1391)""]"
description,VARCHAR,kaggle_arshkon,linkedin,all,118100,118093,0.9999407281964436,5.927180355635997e-05,107034,"[""Position Summary: Our Sales Manager has managing partnerresponsibilities for a \u2026 (287)"", ""Store Family Dollar  General Summary:  Work where you love to shop! Family Doll\u2026 (134)"", ""Store Dollar Tree  Work where you love to shop! Dollar Tree is hiring in your n\u2026 (104)"", ""Your time. Your Goals. What is DoorDash Available in over 4,000 cities in the U\u2026 (101)"", ""Claire's - A Career that's always in style  Part-Time Manager/3rd Key Holder Op\u2026 (96)""]"
description,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,4293,"[""Software Developer (Contract) DataAnnotation is committed to creating quality A\u2026 (37)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (32)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (31)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (31)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (28)""]"
description,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1015671,0.9592851766043716,0.040714823395628374,783046,"[""Dollar General Corporation has been delivering value to shoppers for more than \u2026 (2884)"", ""Are you looking for a job that offers more responsibility, more pay, and more o\u2026 (2457)"", ""Store Family Dollar Family Dollar is seeking motivated individuals to support o\u2026 (2328)"", ""Are you looking for a job that offers more responsibility, more pay, and more o\u2026 (2098)"", ""Description PLEASE NOTE: Your application will be considered for all positions \u2026 (1980)""]"
description,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22053,0.962466721948239,0.03753327805176099,16570,"[""We are looking for a talented Server Infrastructure Engineer to join our multi-\u2026 (173)"", ""This is for a client of Recruiting from Scratch. Who is Recruiting from Scratch\u2026 (129)"", ""Who is Recruiting from Scratch : Recruiting from Scratch is a premier talent fi\u2026 (121)"", ""Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent fir\u2026 (115)"", ""Who is Recruiting from Scratch : Recruiting from Scratch is a premier talent fi\u2026 (104)""]"
description,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,10022,"[""**Description**  **Job Description:**  **Title: Account Executive - Commercial \u2026 (107)"", ""**Description**  **Job Description:**  **Title: Senior Account Associate - Comm\u2026 (86)"", ""**AI Engineer** **Senior Consultant**        Our Deloitte Human Capital team tr\u2026 (34)"", ""At PwC, our people in software and product innovation focus on developing cutti\u2026 (34)"", ""Deloitte Services LP includes internal support areas such as Finance and Admini\u2026 (34)""]"
description,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,737,"[""**AI Engineer** **Senior Consultant**        Our Deloitte Human Capital team tr\u2026 (34)"", ""At PwC, our people in software and product innovation focus on developing cutti\u2026 (34)"", ""**Your Journey at Crowe Starts Here:**  At Crowe, you can build a meaningful an\u2026 (18)"", ""We\u2019re building a world of health around every individual \u2014 shaping a more conne\u2026 (16)"", ""We\u2019re building a world of health around every individual \u2014 shaping a more conne\u2026 (16)""]"
description,VARCHAR,scraped,linkedin,all,26853,26850,0.9998882806390348,0.00011171936096521229,22903,"[""**Work Mode:**   Remote          **Engagement Type:**   Independent Contractor \u2026 (57)"", ""**Sr. Digital Loyalty Account Specialist - Remote**  Be a part of a revolutiona\u2026 (56)"", ""Please note that this position is based on our campus in Madison, WI, and requi\u2026 (37)"", ""**AI Engineer**  **Senior Consultant**  Our Deloitte Human Capital team transfo\u2026 (34)"", ""At Jacobs, we're challenging today to reinvent tomorrow by solving the world's \u2026 (33)""]"
description,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,3625,"[""**Work Mode:**   Remote          **Engagement Type:**   Independent Contractor \u2026 (57)"", ""**AI Engineer**  **Senior Consultant**  Our Deloitte Human Capital team transfo\u2026 (34)"", ""Our Human Capital practice is at the forefront of transforming the nature of wo\u2026 (28)"", ""**About Us:**    Based in San Francisco, California, Turing is the world\u2019s lead\u2026 (26)"", ""Help train the world\u2019s best AI coding models        **About Turing**    Turing \u2026 (26)""]"
description_raw,VARCHAR,kaggle_arshkon,linkedin,all,118100,118093,0.9999407281964436,5.927180355635997e-05,107129,"[""Position Summary: Our Sales Manager has managing partnerresponsibilities for a \u2026 (287)"", ""Store Family Dollar  General Summary:  Work where you love to shop! Family Doll\u2026 (134)"", ""Store Dollar Tree  Work where you love to shop! Dollar Tree is hiring in your n\u2026 (104)"", ""Your time. Your Goals. What is DoorDash Available in over 4,000 cities in the U\u2026 (101)"", ""Claire's - A Career that's always in style  Part-Time Manager/3rd Key Holder Op\u2026 (96)""]"
description_raw,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,4294,"[""Software Developer (Contract) DataAnnotation is committed to creating quality A\u2026 (37)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (32)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (31)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (31)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (28)""]"
description_raw,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1015671,0.9592851766043716,0.040714823395628374,783051,"[""Dollar General Corporation has been delivering value to shoppers for more than \u2026 (2884)"", ""Are you looking for a job that offers more responsibility, more pay, and more o\u2026 (2457)"", ""Store Family Dollar Family Dollar is seeking motivated individuals to support o\u2026 (2328)"", ""Are you looking for a job that offers more responsibility, more pay, and more o\u2026 (2098)"", ""Description PLEASE NOTE: Your application will be considered for all positions \u2026 (1980)""]"
description_raw,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22053,0.962466721948239,0.03753327805176099,16570,"[""We are looking for a talented Server Infrastructure Engineer to join our multi-\u2026 (173)"", ""This is for a client of Recruiting from Scratch. Who is Recruiting from Scratch\u2026 (129)"", ""Who is Recruiting from Scratch : Recruiting from Scratch is a premier talent fi\u2026 (121)"", ""Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent fir\u2026 (115)"", ""Who is Recruiting from Scratch : Recruiting from Scratch is a premier talent fi\u2026 (104)""]"
description_raw,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,10023,"[""**Description**   **Job Description:**  **Title: Account Executive \\- Commercia\u2026 (107)"", ""**Description**   **Job Description:**  **Title: Senior Account Associate \\- Co\u2026 (86)"", ""**AI Engineer** **Senior Consultant**        Our Deloitte Human Capital team tr\u2026 (34)"", ""At PwC, our people in software and product innovation focus on developing cutti\u2026 (34)"", ""Deloitte Services LP includes internal support areas such as Finance and Admini\u2026 (34)""]"
description_raw,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,737,"[""**AI Engineer** **Senior Consultant**        Our Deloitte Human Capital team tr\u2026 (34)"", ""At PwC, our people in software and product innovation focus on developing cutti\u2026 (34)"", ""**Your Journey at Crowe Starts Here:**   At Crowe, you can build a meaningful a\u2026 (18)"", ""We\u2019re building a world of health around every individual \u2014 shaping a more conne\u2026 (16)"", ""We\u2019re building a world of health around every individual \u2014 shaping a more conne\u2026 (16)""]"
description_raw,VARCHAR,scraped,linkedin,all,26853,26850,0.9998882806390348,0.00011171936096521229,22903,"[""**Work Mode:**   Remote          **Engagement Type:**   Independent Contractor \u2026 (57)"", ""**Sr. Digital Loyalty Account Specialist \\- Remote**  Be a part of a revolution\u2026 (56)"", ""Please note that this position is based on our campus in Madison, WI, and requi\u2026 (37)"", ""**AI Engineer**  **Senior Consultant**  Our Deloitte Human Capital team transfo\u2026 (34)"", ""At Jacobs, we're challenging today to reinvent tomorrow by solving the world's \u2026 (33)""]"
