column,dtype,source,source_platform,subset,n_rows,non_null_n,non_null_rate,null_rate,distinct_n,top_5_values
asaniczka_skills,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22032,0.9615502116702309,0.038449788329769086,22009,"[""Backend engineering, Fullstack engineering, Infrastructure engineering, Platfor\u2026 (5)"", ""DevOps Engineering, Cloud Native technologies, Amazon Web Services, Microsoft A\u2026 (3)"", ""Java, Python, SQL, Node, Go, Scala, RDBMS, NoSQL, Docker, Kubernetes, AWS, Agil\u2026 (3)"", ""Python, Bash scripting, Data manipulation, Test scripting, Linux environments, \u2026 (3)"", ""AWS, Cassandra, C++, Data Processing, Docker, Envoy, Go, Hadoop, Hive, Java, Ka\u2026 (2)""]"
asaniczka_skills,VARCHAR,scraped,indeed,all,13567,0,0.0,1.0,0,[]
asaniczka_skills,VARCHAR,scraped,indeed,swe,1073,0,0.0,1.0,0,[]
asaniczka_skills,VARCHAR,scraped,linkedin,all,26853,0,0.0,1.0,0,[]
asaniczka_skills,VARCHAR,scraped,linkedin,swe,4364,0,0.0,1.0,0,[]
company_id_kaggle,DOUBLE,kaggle_arshkon,linkedin,all,118100,116390,0.9855207451312447,0.014479254868755342,24474,"[""167757.0 (986)"", ""53345529.0 (649)"", ""4128.0 (524)"", ""2152.0 (514)"", ""1419.0 (452)""]"
company_id_kaggle,DOUBLE,kaggle_arshkon,linkedin,swe,4643,4602,0.9911695024768469,0.008830497523153125,2149,"[""96139831.0 (163)"", ""1419.0 (115)"", ""6849.0 (61)"", ""4787.0 (52)"", ""5887.0 (36)""]"
company_id_kaggle,DOUBLE,kaggle_asaniczka,linkedin,all,1058779,0,0.0,1.0,0,[]
company_id_kaggle,DOUBLE,kaggle_asaniczka,linkedin,swe,22913,0,0.0,1.0,0,[]
company_id_kaggle,DOUBLE,scraped,indeed,all,13567,0,0.0,1.0,0,[]
company_id_kaggle,DOUBLE,scraped,indeed,swe,1073,0,0.0,1.0,0,[]
company_id_kaggle,DOUBLE,scraped,linkedin,all,26853,0,0.0,1.0,0,[]
company_id_kaggle,DOUBLE,scraped,linkedin,swe,4364,0,0.0,1.0,0,[]
posting_age_days,DOUBLE,kaggle_arshkon,linkedin,all,118100,0,0.0,1.0,0,[]
posting_age_days,DOUBLE,kaggle_arshkon,linkedin,swe,4643,0,0.0,1.0,0,[]
posting_age_days,DOUBLE,kaggle_asaniczka,linkedin,all,1058779,0,0.0,1.0,0,[]
posting_age_days,DOUBLE,kaggle_asaniczka,linkedin,swe,22913,0,0.0,1.0,0,[]
posting_age_days,DOUBLE,scraped,indeed,all,13567,13567,1.0,0.0,224,"[""1.0 (8130)"", ""2.0 (821)"", ""0.0 (742)"", ""3.0 (146)"", ""22.0 (119)""]"
posting_age_days,DOUBLE,scraped,indeed,swe,1073,1073,1.0,0.0,87,"[""1.0 (560)"", ""2.0 (95)"", ""0.0 (59)"", ""38.0 (17)"", ""17.0 (14)""]"
posting_age_days,DOUBLE,scraped,linkedin,all,26853,416,0.015491751387182066,0.9845082486128179,2,"[""1.0 (403)"", ""0.0 (13)""]"
posting_age_days,DOUBLE,scraped,linkedin,swe,4364,48,0.010999083409715857,0.9890009165902841,1,"[""1.0 (48)""]"
is_aggregator,BOOLEAN,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,2,"[""false (113295)"", ""true (4805)""]"
is_aggregator,BOOLEAN,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,2,"[""false (4089)"", ""true (554)""]"
is_aggregator,BOOLEAN,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,2,"[""false (993389)"", ""true (65390)""]"
is_aggregator,BOOLEAN,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,2,"[""false (16466)"", ""true (6447)""]"
is_aggregator,BOOLEAN,scraped,indeed,all,13567,13567,1.0,0.0,2,"[""false (13510)"", ""true (57)""]"
is_aggregator,BOOLEAN,scraped,indeed,swe,1073,1073,1.0,0.0,2,"[""false (1048)"", ""true (25)""]"
is_aggregator,BOOLEAN,scraped,linkedin,all,26853,26853,1.0,0.0,2,"[""false (24089)"", ""true (2764)""]"
is_aggregator,BOOLEAN,scraped,linkedin,swe,4364,4364,1.0,0.0,2,"[""false (3665)"", ""true (699)""]"
real_employer,VARCHAR,kaggle_arshkon,linkedin,all,118100,322,0.0027265029635901777,0.9972734970364098,224,"[""a boutique Accounting Advisory firm (13)"", ""General Motors (11)"", ""Epsilon (10)"", ""System One (9)"", ""NBC Universal (6)""]"
real_employer,VARCHAR,kaggle_arshkon,linkedin,swe,4643,43,0.00926125349989231,0.9907387465001077,37,"[""System One (4)"", ""Northrop Grumman (2)"", ""Overture Partners (2)"", ""Pinterest (2)"", ""Acro Service Corp (1)""]"
real_employer,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,21362,0.02017607073808604,0.979823929261914,1081,"[""Great Clips (6752)"", ""DISH (3608)"", ""Capital One (3349)"", ""Intuit (484)"", ""Wegmans Food Markets (356)""]"
real_employer,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,2244,0.09793566970715314,0.9020643302928468,125,"[""Capital One (1621)"", ""We are deploying software-defined (196)"", ""Commitment Full-time (189)"", ""FIS (23)"", ""MassMutual (22)""]"
real_employer,VARCHAR,scraped,indeed,all,13567,0,0.0,1.0,0,[]
real_employer,VARCHAR,scraped,indeed,swe,1073,0,0.0,1.0,0,[]
real_employer,VARCHAR,scraped,linkedin,all,26853,1164,0.04334711205451905,0.956652887945481,596,"[""Amazon (18)"", ""Compass Group (14)"", ""Cynet Systems (14)"", ""Cisco (11)"", ""Elevance Health (11)""]"
real_employer,VARCHAR,scraped,linkedin,swe,4364,277,0.06347387717690192,0.9365261228230981,187,"[""SkillStorm (7)"", ""Lockheed Martin Corporation (6)"", ""TWO95 International (6)"", ""VDart (5)"", ""Amazon (4)""]"
company_name_effective,VARCHAR,kaggle_arshkon,linkedin,all,118100,116388,0.9855038103302286,0.014496189669771398,24600,"[""The Job Network (986)"", ""Liberty Healthcare and Rehabilitation Services (649)"", ""Lowe's Companies, Inc. (524)"", ""TEKsystems (511)"", ""Capital One (453)""]"
company_name_effective,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4602,0.9911695024768469,0.008830497523153125,2175,"[""DataAnnotation (163)"", ""Capital One (115)"", ""Apex Systems (52)"", ""Motion Recruitment (36)"", ""Amazon (32)""]"
company_name_effective,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058773,0.9999943330950085,5.6669049914859215e-06,70230,"[""Health eCareers (31547)"", ""TravelNurseSource (10810)"", ""Dollar General (9802)"", ""PracticeLink (9563)"", ""ClearanceJobs (8325)""]"
company_name_effective,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,4829,"[""Recruiting from Scratch (1854)"", ""Capital One (1681)"", ""ClearanceJobs (884)"", ""ClickJobs.io (488)"", ""Northrop Grumman (294)""]"
company_name_effective,VARCHAR,scraped,indeed,all,13567,13066,0.9630721603891796,0.03692783961082036,4050,"[""Amazon.com (2063)"", ""Amazon Web Services (1210)"", ""Deloitte (203)"", ""Insurance Office of America (193)"", ""Northside Hospital (123)""]"
company_name_effective,VARCHAR,scraped,indeed,swe,1073,1044,0.972972972972973,0.027027027027026973,343,"[""Amazon.com (251)"", ""Amazon Web Services (76)"", ""CVS Health (42)"", ""Deloitte (34)"", ""PwC (34)""]"
company_name_effective,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,8007,"[""Deloitte (424)"", ""Jobs via Dice (321)"", ""PwC (276)"", ""Amazon (227)"", ""Google (227)""]"
company_name_effective,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,1609,"[""Jobs via Dice (132)"", ""Google (70)"", ""YO IT Consulting (68)"", ""Deloitte (64)"", ""PwC (64)""]"
description_core,VARCHAR,kaggle_arshkon,linkedin,all,118100,118093,0.9999407281964436,5.927180355635997e-05,105597,"[""Position Summary: Our Sales Manager has managing partnerresponsibilities for a \u2026 (287)"", ""Store Family Dollar  General Summary:  Work where you love to shop! Family Doll\u2026 (134)"", ""Store Dollar Tree  Work where you love to shop! Dollar Tree is hiring in your n\u2026 (104)"", ""Your time. Your Goals. What is DoorDash Available in over 4,000 cities in the U\u2026 (101)"", ""Claire's - A Career that's always in style  Part-Time Manager/3rd Key Holder Op\u2026 (96)""]"
description_core,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,4287,"[""Software Developer (Contract) DataAnnotation is committed to creating quality A\u2026 (37)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (32)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (31)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (31)"", ""DataAnnotation is committed to creating quality AI. Join our team to help train\u2026 (28)""]"
description_core,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1015671,0.9592851766043716,0.040714823395628374,745923,"[""Compensation Information $0.0 / - $0.0 / Starting At: 0.0 Up To: 0.0 (5630)"", ""Dollar General Corporation has been delivering value to shoppers for more than \u2026 (2884)"", ""Are you looking for a job that offers more responsibility, more pay, and more o\u2026 (2457)"", ""This job posting is for a position in a restaurant owned and operated by an ind\u2026 (2414)"", ""Store Family Dollar Family Dollar is seeking motivated individuals to support o\u2026 (2328)""]"
description_core,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22053,0.962466721948239,0.03753327805176099,16070,"[""Company Description Jobs for Humanity is partnering with Capital One to build a\u2026 (255)"", ""We are deploying software-defined, autonomous metal 3D printing factories aroun\u2026 (196)"", ""We are looking for a talented Server Infrastructure Engineer to join our multi-\u2026 (173)"", ""This is for a client of Recruiting from Scratch. Who is Recruiting from Scratch\u2026 (129)"", ""Build Design evaluation experimentation, and monitoring processes for ML Engine\u2026 (121)""]"
description_core,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,9987,"[""**Description**  **Job Description:**  **Title: Account Executive - Commercial \u2026 (107)"", ""**Description**  **Job Description:**  **Title: Senior Account Associate - Comm\u2026 (86)"", ""**AI Engineer** **Senior Consultant**    Our Deloitte Human Capital team transf\u2026 (34)"", ""At PwC, our people in software and product innovation focus on developing cutti\u2026 (34)"", ""Deloitte Services LP includes internal support areas such as Finance and Admini\u2026 (34)""]"
description_core,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,735,"[""**AI Engineer** **Senior Consultant**    Our Deloitte Human Capital team transf\u2026 (34)"", ""At PwC, our people in software and product innovation focus on developing cutti\u2026 (34)"", ""**Your Journey at Crowe Starts Here:**  At Crowe, you can build a meaningful an\u2026 (18)"", ""We\u2019re building a world of health around every individual \u2014 shaping a more conne\u2026 (16)"", ""We\u2019re building a world of health around every individual \u2014 shaping a more conne\u2026 (16)""]"
description_core,VARCHAR,scraped,linkedin,all,26853,26850,0.9998882806390348,0.00011171936096521229,22773,"[""**Work Mode:**   Remote  **Engagement Type:**   Independent Contractor  **Sched\u2026 (57)"", ""**Sr. Digital Loyalty Account Specialist - Remote**  Be a part of a revolutiona\u2026 (56)"", ""**Problem-solving with a purpose.**  As a Technical Solutions Engineer at Epic,\u2026 (37)"", ""**AI Engineer**  **Senior Consultant**  Our Deloitte Human Capital team transfo\u2026 (34)"", ""At Jacobs, we're challenging today to reinvent tomorrow by solving the world's \u2026 (33)""]"
description_core,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,3619,"[""**Work Mode:**   Remote  **Engagement Type:**   Independent Contractor  **Sched\u2026 (57)"", ""**AI Engineer**  **Senior Consultant**  Our Deloitte Human Capital team transfo\u2026 (34)"", ""Recruiting for this role ends on August 30, 2026  **Work You'll Do:**  The  **A\u2026 (28)"", ""**About Us:**    Based in San Francisco, California, Turing is the world\u2019s lead\u2026 (26)"", ""Help train the world\u2019s best AI coding models  **About Turing**    Turing is SF-\u2026 (26)""]"
core_length,DOUBLE,kaggle_arshkon,linkedin,all,118100,118093,0.9999407281964436,5.927180355635997e-05,9015,"[""3392.0 (310)"", ""2737.0 (159)"", ""2051.0 (143)"", ""1601.0 (133)"", ""3559.0 (121)""]"
core_length,DOUBLE,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,2986,"[""1226.0 (64)"", ""1194.0 (39)"", ""1163.0 (31)"", ""1222.0 (31)"", ""5940.0 (11)""]"
core_length,DOUBLE,kaggle_asaniczka,linkedin,all,1058779,1015671,0.9592851766043716,0.040714823395628374,14460,"[""68.0 (5632)"", ""3578.0 (3385)"", ""3597.0 (2990)"", ""1754.0 (2632)"", ""3683.0 (2621)""]"
core_length,DOUBLE,kaggle_asaniczka,linkedin,swe,22913,22053,0.962466721948239,0.03753327805176099,5865,"[""550.0 (258)"", ""3256.0 (198)"", ""2301.0 (176)"", ""2530.0 (133)"", ""2592.0 (126)""]"
core_length,DOUBLE,scraped,indeed,all,13567,13567,1.0,0.0,5512,"[""3468.0 (111)"", ""3764.0 (88)"", ""2214.0 (82)"", ""4759.0 (39)"", ""4781.0 (34)""]"
core_length,DOUBLE,scraped,indeed,swe,1073,1073,1.0,0.0,696,"[""7516.0 (34)"", ""7911.0 (34)"", ""7786.0 (18)"", ""4970.0 (17)"", ""5052.0 (16)""]"
core_length,DOUBLE,scraped,linkedin,all,26853,26850,0.9998882806390348,0.00011171936096521229,7721,"[""3518.0 (74)"", ""2797.0 (64)"", ""2272.0 (59)"", ""3482.0 (54)"", ""2123.0 (40)""]"
core_length,DOUBLE,scraped,linkedin,swe,4364,4364,1.0,0.0,2781,"[""2797.0 (57)"", ""7391.0 (34)"", ""7820.0 (30)"", ""7855.0 (28)"", ""3242.0 (26)""]"
boilerplate_flag,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,4,"[""ok (61935)"", ""under_removed (53178)"", ""over_removed (2547)"", ""empty_core (440)""]"
boilerplate_flag,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,4,"[""under_removed (2558)"", ""ok (2039)"", ""over_removed (38)"", ""empty_core (8)""]"
boilerplate_flag,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,4,"[""under_removed (518443)"", ""ok (478010)"", ""over_removed (61705)"", ""empty_core (621)""]"
boilerplate_flag,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,4,"[""ok (11027)"", ""under_removed (9359)"", ""over_removed (2505)"", ""empty_core (22)""]"
boilerplate_flag,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,4,"[""ok (9647)"", ""under_removed (3852)"", ""over_removed (66)"", ""empty_core (2)""]"
boilerplate_flag,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,3,"[""ok (776)"", ""under_removed (285)"", ""over_removed (12)""]"
boilerplate_flag,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,4,"[""ok (17876)"", ""under_removed (8827)"", ""over_removed (145)"", ""empty_core (5)""]"
boilerplate_flag,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,4,"[""ok (2677)"", ""under_removed (1666)"", ""over_removed (19)"", ""empty_core (2)""]"
company_name_canonical,VARCHAR,kaggle_arshkon,linkedin,all,118100,116388,0.9855038103302286,0.014496189669771398,24483,"[""The Job Network (986)"", ""Liberty Healthcare and Rehabilitation Services (649)"", ""Lowe's Companies, Inc. (524)"", ""TEKsystems (512)"", ""Capital One (453)""]"
company_name_canonical,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4602,0.9911695024768469,0.008830497523153125,2171,"[""DataAnnotation (163)"", ""Capital One (115)"", ""Apex Systems (52)"", ""Motion Recruitment (36)"", ""Amazon (32)""]"
company_name_canonical,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058773,0.9999943330950085,5.6669049914859215e-06,69496,"[""Health eCareers (31547)"", ""TravelNurseSource (10810)"", ""Dollar General (9802)"", ""PracticeLink (9563)"", ""ClearanceJobs (8325)""]"
company_name_canonical,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,4792,"[""Recruiting from Scratch (1854)"", ""Capital One (1681)"", ""ClearanceJobs (884)"", ""ClickJobs.io (488)"", ""Northrop Grumman (294)""]"
company_name_canonical,VARCHAR,scraped,indeed,all,13567,13066,0.9630721603891796,0.03692783961082036,4046,"[""Amazon (3273)"", ""Deloitte (203)"", ""Insurance Office of America (193)"", ""Northside Hospital (123)"", ""PricewaterhouseCoopers (104)""]"
company_name_canonical,VARCHAR,scraped,indeed,swe,1073,1044,0.972972972972973,0.027027027027026973,342,"[""Amazon (327)"", ""CVS Health (42)"", ""Deloitte (34)"", ""PricewaterhouseCoopers (34)"", ""JPMorgan Chase & Co. (33)""]"
company_name_canonical,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,7942,"[""Deloitte (424)"", ""Jobs via Dice (321)"", ""PricewaterhouseCoopers (276)"", ""Google (231)"", ""Amazon (227)""]"
company_name_canonical,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,1595,"[""Jobs via Dice (132)"", ""Google (72)"", ""YO IT Consulting (68)"", ""Deloitte (64)"", ""PricewaterhouseCoopers (64)""]"
company_name_canonical_method,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,4,"[""passthrough (117324)"", ""exact_normalized (410)"", ""alias (227)"", ""fuzzy (139)""]"
company_name_canonical_method,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,4,"[""passthrough (4608)"", ""exact_normalized (28)"", ""fuzzy (5)"", ""alias (2)""]"
company_name_canonical_method,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,4,"[""passthrough (1052195)"", ""alias (3455)"", ""exact_normalized (2201)"", ""fuzzy (928)""]"
company_name_canonical_method,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,3,"[""passthrough (22726)"", ""exact_normalized (117)"", ""alias (70)""]"
company_name_canonical_method,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,4,"[""passthrough (9289)"", ""alias (3476)"", ""exact_normalized (676)"", ""fuzzy (126)""]"
company_name_canonical_method,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,4,"[""passthrough (602)"", ""alias (397)"", ""exact_normalized (59)"", ""fuzzy (15)""]"
company_name_canonical_method,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,4,"[""passthrough (25701)"", ""exact_normalized (557)"", ""alias (535)"", ""fuzzy (60)""]"
company_name_canonical_method,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,4,"[""passthrough (4112)"", ""alias (130)"", ""exact_normalized (120)"", ""fuzzy (2)""]"
is_multi_location,BOOLEAN,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,2,"[""false (106167)"", ""true (11933)""]"
is_multi_location,BOOLEAN,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,2,"[""false (4197)"", ""true (446)""]"
is_multi_location,BOOLEAN,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,2,"[""false (824226)"", ""true (234553)""]"
is_multi_location,BOOLEAN,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,2,"[""false (16349)"", ""true (6564)""]"
is_multi_location,BOOLEAN,scraped,indeed,all,13567,13567,1.0,0.0,2,"[""false (8764)"", ""true (4803)""]"
is_multi_location,BOOLEAN,scraped,indeed,swe,1073,1073,1.0,0.0,2,"[""false (601)"", ""true (472)""]"
is_multi_location,BOOLEAN,scraped,linkedin,all,26853,26853,1.0,0.0,2,"[""false (21710)"", ""true (5143)""]"
is_multi_location,BOOLEAN,scraped,linkedin,swe,4364,4364,1.0,0.0,2,"[""false (3408)"", ""true (956)""]"
is_swe,BOOLEAN,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,2,"[""false (113457)"", ""true (4643)""]"
is_swe,BOOLEAN,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,1,"[""true (4643)""]"
is_swe,BOOLEAN,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,2,"[""false (1035866)"", ""true (22913)""]"
is_swe,BOOLEAN,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,1,"[""true (22913)""]"
is_swe,BOOLEAN,scraped,indeed,all,13567,13567,1.0,0.0,2,"[""false (12494)"", ""true (1073)""]"
is_swe,BOOLEAN,scraped,indeed,swe,1073,1073,1.0,0.0,1,"[""true (1073)""]"
is_swe,BOOLEAN,scraped,linkedin,all,26853,26853,1.0,0.0,2,"[""false (22489)"", ""true (4364)""]"
is_swe,BOOLEAN,scraped,linkedin,swe,4364,4364,1.0,0.0,1,"[""true (4364)""]"
is_swe_adjacent,BOOLEAN,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,2,"[""false (116718)"", ""true (1382)""]"
is_swe_adjacent,BOOLEAN,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,1,"[""false (4643)""]"
is_swe_adjacent,BOOLEAN,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,2,"[""false (1051963)"", ""true (6816)""]"
is_swe_adjacent,BOOLEAN,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,1,"[""false (22913)""]"
is_swe_adjacent,BOOLEAN,scraped,indeed,all,13567,13567,1.0,0.0,2,"[""false (13427)"", ""true (140)""]"
is_swe_adjacent,BOOLEAN,scraped,indeed,swe,1073,1073,1.0,0.0,1,"[""false (1073)""]"
is_swe_adjacent,BOOLEAN,scraped,linkedin,all,26853,26853,1.0,0.0,2,"[""false (26266)"", ""true (587)""]"
is_swe_adjacent,BOOLEAN,scraped,linkedin,swe,4364,4364,1.0,0.0,1,"[""false (4364)""]"
swe_confidence,DOUBLE,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,10306,"[""0.0 (90238)"", ""1.0 (11311)"", ""0.85 (605)"", ""0.9 (566)"", ""0.5814323425292969 (139)""]"
swe_confidence,DOUBLE,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,76,"[""1.0 (3996)"", ""0.9 (550)"", ""0.8742393851280212 (7)"", ""0.8782239556312561 (4)"", ""0.8539266586303711 (3)""]"
swe_confidence,DOUBLE,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,49508,"[""0.0 (835881)"", ""1.0 (119833)"", ""0.9 (3054)"", ""0.85 (2784)"", ""0.5814323425292969 (839)""]"
swe_confidence,DOUBLE,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,314,"[""1.0 (19510)"", ""0.9 (2922)"", ""0.8742393851280212 (25)"", ""0.9186099171638489 (20)"", ""0.9044586420059204 (18)""]"
swe_confidence,DOUBLE,scraped,indeed,all,13567,13567,1.0,0.0,1619,"[""0.0 (7623)"", ""1.0 (2878)"", ""0.9 (42)"", ""0.85 (28)"", ""0.5153521299362183 (26)""]"
swe_confidence,DOUBLE,scraped,indeed,swe,1073,1073,1.0,0.0,14,"[""1.0 (1019)"", ""0.9 (42)"", ""0.8537734746932983 (1)"", ""0.86126309633255 (1)"", ""0.8743585348129272 (1)""]"
swe_confidence,DOUBLE,scraped,linkedin,all,26853,26853,1.0,0.0,4410,"[""0.0 (12219)"", ""1.0 (7155)"", ""0.9 (183)"", ""0.85 (172)"", ""0.6930921077728271 (120)""]"
swe_confidence,DOUBLE,scraped,linkedin,swe,4364,4364,1.0,0.0,52,"[""1.0 (4140)"", ""0.9 (165)"", ""0.880470335483551 (7)"", ""0.851078987121582 (3)"", ""0.9061949253082275 (2)""]"
swe_classification_tier,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,5,"[""unresolved (104744)"", ""regex (11311)"", ""embedding_llm (1171)"", ""embedding_adjacent (777)"", ""embedding_high (97)""]"
swe_classification_tier,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,3,"[""regex (3996)"", ""embedding_llm (550)"", ""embedding_high (97)""]"
swe_classification_tier,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,5,"[""unresolved (928595)"", ""regex (119833)"", ""embedding_llm (5838)"", ""embedding_adjacent (4032)"", ""embedding_high (481)""]"
swe_classification_tier,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,3,"[""regex (19510)"", ""embedding_llm (2922)"", ""embedding_high (481)""]"
swe_classification_tier,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,5,"[""unresolved (10495)"", ""regex (2878)"", ""embedding_adjacent (112)"", ""embedding_llm (70)"", ""embedding_high (12)""]"
swe_classification_tier,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,3,"[""regex (1019)"", ""embedding_llm (42)"", ""embedding_high (12)""]"
swe_classification_tier,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,5,"[""unresolved (18869)"", ""regex (7155)"", ""embedding_adjacent (415)"", ""embedding_llm (355)"", ""embedding_high (59)""]"
swe_classification_tier,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,3,"[""regex (4140)"", ""embedding_llm (165)"", ""embedding_high (59)""]"
is_control,BOOLEAN,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,2,"[""false (109644)"", ""true (8456)""]"
is_control,BOOLEAN,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,1,"[""false (4643)""]"
is_control,BOOLEAN,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,2,"[""false (943173)"", ""true (115606)""]"
is_control,BOOLEAN,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,1,"[""false (22913)""]"
is_control,BOOLEAN,scraped,indeed,all,13567,13567,1.0,0.0,2,"[""false (11296)"", ""true (2271)""]"
is_control,BOOLEAN,scraped,indeed,swe,1073,1073,1.0,0.0,1,"[""false (1073)""]"
is_control,BOOLEAN,scraped,linkedin,all,26853,26853,1.0,0.0,2,"[""false (22743)"", ""true (4110)""]"
is_control,BOOLEAN,scraped,linkedin,swe,4364,4364,1.0,0.0,1,"[""false (4364)""]"
seniority_imputed,VARCHAR,kaggle_arshkon,linkedin,all,118100,118100,1.0,0.0,5,"[""unknown (89665)"", ""mid-senior (14132)"", ""associate (6153)"", ""director (5508)"", ""entry (2642)""]"
seniority_imputed,VARCHAR,kaggle_arshkon,linkedin,swe,4643,4643,1.0,0.0,5,"[""unknown (2565)"", ""mid-senior (1906)"", ""entry (96)"", ""associate (65)"", ""director (11)""]"
seniority_imputed,VARCHAR,kaggle_asaniczka,linkedin,all,1058779,1058779,1.0,0.0,5,"[""unknown (864738)"", ""mid-senior (141367)"", ""associate (36204)"", ""director (11753)"", ""entry (4717)""]"
seniority_imputed,VARCHAR,kaggle_asaniczka,linkedin,swe,22913,22913,1.0,0.0,5,"[""mid-senior (15843)"", ""unknown (6691)"", ""associate (158)"", ""entry (128)"", ""director (93)""]"
seniority_imputed,VARCHAR,scraped,indeed,all,13567,13567,1.0,0.0,5,"[""unknown (8013)"", ""mid-senior (4187)"", ""director (662)"", ""entry (437)"", ""associate (268)""]"
seniority_imputed,VARCHAR,scraped,indeed,swe,1073,1073,1.0,0.0,5,"[""mid-senior (592)"", ""unknown (411)"", ""entry (35)"", ""associate (31)"", ""director (4)""]"
seniority_imputed,VARCHAR,scraped,linkedin,all,26853,26853,1.0,0.0,5,"[""unknown (15689)"", ""mid-senior (8169)"", ""associate (1158)"", ""director (998)"", ""entry (839)""]"
seniority_imputed,VARCHAR,scraped,linkedin,swe,4364,4364,1.0,0.0,5,"[""mid-senior (2155)"", ""unknown (1984)"", ""entry (137)"", ""associate (66)"", ""director (22)""]"
