spec,occ_group,period_group,eligible_n,labeled_n,yoe_known_share,aggregator_share,seniority_entry_share_all,seniority_associate_share_all,seniority_mid_senior_share_all,seniority_director_share_all,seniority_unknown_share_all,yoe_le2_share_known,yoe_le3_share_known,yoe_ge5_share_known,broad_ai_share_raw,ai_tool_share_raw,ai_domain_share_raw,mcp_share_raw,raw_tech_count_mean,raw_tech_count_median,raw_char_len_mean,raw_char_len_median,clean_char_len_mean_labeled,clean_char_len_median_labeled,org_scope_share_labeled,org_scope_count_mean_labeled,requirement_breadth_mean_labeled,clean_tech_count_mean_labeled,clean_ai_count_mean_labeled
exclude_aggregators,swe_adjacent,2024,10147,10137.0,0.7110476002759436,0.0,0.022568246772445056,0.0025623336946880852,0.5694293879964522,0.005913077756972504,0.3995269537794422,0.14026334026334025,0.30353430353430355,0.6156618156618157,0.11776879865970237,0.021976938996747807,0.11599487533261063,0.002956538878486252,3.059426431457574,2.0,3935.4127328274367,3655.0,2591.5252046956693,2417.0,0.5074479629081582,0.7869192068659366,6.454375061655322,2.9428825096182303,0.2371510308769853
exclude_aggregators,swe_adjacent,2026,9684,9620.0,0.6995043370508055,0.0,0.04326724494010739,0.007228418009087154,0.48874432052870714,0.013940520446096654,0.44681949607600163,0.17685267198110421,0.3461765574254502,0.5749926188367287,0.4053077240809583,0.2150970673275506,0.3465510119785213,0.0147666253614209,5.4078893019413465,4.0,5314.946819496076,5239.0,3064.2051975051977,2910.0,0.695010395010395,1.280977130977131,9.487214137214137,5.167879417879418,1.1488565488565488
exclude_swe_title_lookup_llm,control,2024,113955,29230.0,0.4748541090781449,0.04656223948049669,0.025615374489930235,0.0007985608354174893,0.23532096002808126,0.007125619762186828,0.7311394848843842,0.6139303666469544,0.7777018036664696,0.18851641040804257,0.004624632530384801,8.775393795796587e-05,0.0045456539862226315,8.775393795796587e-05,0.21687508226931684,0.0,3708.784177964986,3188.0,2062.8285323297982,1661.0,0.20400273691412932,0.24943551146082793,2.213684570646596,0.1773520355798837,0.001163188504960657
exclude_swe_title_lookup_llm,control,2026,41790,8967.0,0.5506341229959321,0.07611868868150275,0.03529552524527399,0.0009093084469968892,0.30452261306532663,0.011677434793012682,0.6475951184493898,0.47446873234540005,0.6465168832297596,0.2920342444917648,0.031107920555156737,0.008183776022972003,0.02591529073941134,0.000191433357262503,0.35367312754247426,0.0,4434.2755204594405,3996.0,2295.1100702576114,1923.0,0.31783205085312816,0.46682279469164717,2.9161369465819114,0.23798371807739488,0.01059440169510427
exclude_swe_title_lookup_llm,swe,2024,20396,19421.0,0.6909688174151795,0.14924494999019416,0.017209256717003334,0.001716022749558737,0.5975681506177681,0.0050009805844283195,0.3785055893312414,0.11140282409706946,0.2550911800184489,0.6518129567870574,0.13036869974504806,0.020984506766032557,0.12453422239654835,0.0009805844283192783,5.184496960188272,4.0,3808.701706216905,3653.0,2232.0516451264098,2067.0,0.46696874517275117,0.6871427835847793,8.340353225889501,4.996395654188765,0.1998352299057721
exclude_swe_title_lookup_llm,swe,2026,38722,11895.0,0.6757657145808584,0.16448014048861112,0.031739063064924335,0.0013170807293011724,0.4341459635349414,0.00761840814007541,0.5251794845307577,0.1713990904574464,0.33653074483127604,0.5779416822715634,0.4047053354682093,0.24322090801094984,0.2959557874076752,0.021357367904550385,7.4603584525592685,7.0,4937.867336397913,4897.0,2602.6638923917612,2461.0,0.621437578814628,1.0665825977301386,10.806893652795292,6.911475409836066,0.9746952501050862
exclude_swe_title_lookup_llm,swe_adjacent,2024,11816,11804.0,0.7113236289776574,0.14124915368991198,0.02064996614759648,0.0022850372376438726,0.5787914691943128,0.006093432633716994,0.3921800947867299,0.13527662105889351,0.29684711481261156,0.623081499107674,0.1178909952606635,0.02064996614759648,0.11628300609343263,0.002877454299255247,3.0583107650643195,2.0,3920.8266756939743,3639.0,2562.5303287021347,2394.0,0.49644188410708234,0.762114537444934,6.386648593697052,2.9397661809556084,0.23161640121992544
exclude_swe_title_lookup_llm,swe_adjacent,2026,11592,11521.0,0.6733954451345756,0.16459627329192547,0.04399585921325052,0.006383712905452036,0.4716183574879227,0.012422360248447204,0.46557971014492755,0.17345631565462466,0.3410197284140405,0.5828849602869588,0.3882850241545894,0.21178398895790201,0.32832988267770874,0.015527950310559006,5.36516563146998,4.0,5117.723257418909,5035.5,2941.8681538060932,2790.0,0.6746810172728062,1.2295807655585453,9.312820067702456,5.145994271330614,1.1264647166044615
company_cap50,control,2024,61154,18001.0,0.5224678680053635,0.018821336298525036,0.028812506132060045,0.0013735814501095595,0.2840043169702718,0.009402492069202342,0.6764071033783563,0.5342242809301744,0.7126224531313574,0.244687177240149,0.004693069954540995,0.00016352160120351898,0.004545900513457828,3.27043202407038e-05,0.23782581679039802,0.0,3699.0787356509795,3199.5,2135.166157435698,1797.0,0.2448752847064052,0.30703849786122994,2.4761402144325317,0.1878784511971557,0.001722126548525082
company_cap50,control,2026,31372,6784.0,0.5701899783246207,0.03525436695142165,0.038218793828892005,0.0010518934081346423,0.34081346423562414,0.013451485400994518,0.6064643631263548,0.43369856887298747,0.6173412343470484,0.3156864937388193,0.03541374474053296,0.008510773938543924,0.029293637638658675,0.00022312890475583322,0.3605763100854265,0.0,4460.168079816397,4095.5,2371.608637971698,2065.0,0.3558372641509434,0.5283018867924528,3.090359669811321,0.24778891509433962,0.010908018867924528
company_cap50,swe,2024,19372,18580.0,0.6897067933099319,0.06953334709890564,0.018118934544703695,0.001806731364856494,0.5648874664464175,0.003974809002684287,0.41121205864133803,0.1175810193847766,0.2574657585510067,0.6601302297732206,0.12259962832954781,0.022558331612636796,0.11697295065042329,0.0010840388189138964,4.8737869089407395,4.0,3598.5229196778855,3379.0,2196.475188374596,2032.5,0.47583423035522066,0.7029063509149623,8.042734122712595,4.7106566200215285,0.19790096878363833
company_cap50,swe,2026,31589,9575.0,0.6542467314571528,0.12346069834436038,0.03263794358795783,0.0012979201620817373,0.42144417360473585,0.0074709550792997565,0.5371490075659249,0.1479653553974936,0.305511201432235,0.6097159723230271,0.37696666561144704,0.2402101997530786,0.26604197663743706,0.021779733451517933,7.402228623888062,7.0,4710.512393554718,4607.0,2594.9222976501305,2460.0,0.621201044386423,1.0789556135770235,10.815770234986946,6.907258485639686,0.9580156657963447
company_cap50,swe_adjacent,2024,11125,11115.0,0.704,0.09797752808988765,0.02148314606741573,0.0024269662921348315,0.5736629213483146,0.005842696629213483,0.3965842696629214,0.13649131767109296,0.29890194075587334,0.6210418794688458,0.11757303370786516,0.02148314606741573,0.11586516853932584,0.002786516853932584,3.0672359550561796,2.0,3872.619415730337,3578.0,2540.6746738641477,2367.0,0.50157444894287,0.7747188484030589,6.413315339631129,2.9540260908681963,0.2380566801619433
company_cap50,swe_adjacent,2026,10896,10830.0,0.6764867841409692,0.1348201174743025,0.04414464023494861,0.006607929515418502,0.47512848751835535,0.012573421439060206,0.4615455212922173,0.17324650657983992,0.3383530050196717,0.5847239180572514,0.3907856093979442,0.21585903083700442,0.3293869309838473,0.015693832599118943,5.396934654919236,4.0,5103.020374449339,5004.0,2959.643951985226,2805.5,0.6817174515235457,1.244690674053555,9.37903970452447,5.1773776546629735,1.1434903047091414
