archetype,archetype_name,period2,n_entry,n_mid_senior,value_entry,value_mid_senior,gap,metric
8,Agile/Scrum generalist,2026,36.0,232.0,8.055555555555555,8.275862068965518,0.22030651340996243,requirement_breadth
9,iOS / Swift mobile,2024,4.0,126.0,4.75,5.825396825396825,1.0753968253968251,requirement_breadth
9,iOS / Swift mobile,2026,11.0,103.0,5.0,6.446601941747573,1.4466019417475726,requirement_breadth
10,AWS cloud SDE (Amazon template),2024,4.0,310.0,5.75,7.938709677419355,2.1887096774193546,requirement_breadth
10,AWS cloud SDE (Amazon template),2026,6.0,150.0,8.0,9.153333333333334,1.1533333333333342,requirement_breadth
11,QA / test automation,2024,2.0,140.0,4.0,7.0928571428571425,3.0928571428571425,requirement_breadth
11,QA / test automation,2026,8.0,57.0,7.625,8.175438596491228,0.5504385964912277,requirement_breadth
12,Azure data platform,2024,3.0,96.0,7.0,7.239583333333333,0.23958333333333304,requirement_breadth
12,Azure data platform,2026,2.0,50.0,8.5,8.74,0.2400000000000002,requirement_breadth
13,Amazon program boilerplate,2024,19.0,121.0,3.263157894736842,4.892561983471074,1.629404088734232,requirement_breadth
13,Amazon program boilerplate,2026,20.0,103.0,4.85,5.825242718446602,0.9752427184466024,requirement_breadth
14,US gov SCI-cleared SWE,2024,3.0,147.0,3.0,5.979591836734694,2.979591836734694,requirement_breadth
14,US gov SCI-cleared SWE,2026,7.0,58.0,7.0,6.637931034482759,-0.3620689655172411,requirement_breadth
15,GPU / CUDA / systems perf,2024,3.0,61.0,3.6666666666666665,4.344262295081967,0.6775956284153009,requirement_breadth
15,GPU / CUDA / systems perf,2026,2.0,56.0,4.0,5.5,1.5,requirement_breadth
16,Python web backend (Django/Flask),2024,5.0,97.0,5.0,6.969072164948454,1.9690721649484537,requirement_breadth
16,Python web backend (Django/Flask),2026,4.0,67.0,8.0,7.850746268656716,-0.14925373134328357,requirement_breadth
17,AWS cloud generic template,2024,1.0,583.0,9.0,9.23499142367067,0.23499142367066916,requirement_breadth
17,AWS cloud generic template,2026,2.0,82.0,8.5,9.451219512195122,0.9512195121951219,requirement_breadth
18,Android / Kotlin mobile,2024,1.0,61.0,4.0,5.491803278688525,1.4918032786885247,requirement_breadth
18,Android / Kotlin mobile,2026,4.0,31.0,5.25,6.193548387096774,0.943548387096774,requirement_breadth
19,Generic JS/Python boilerplate,2024,2.0,64.0,9.0,7.15625,-1.84375,requirement_breadth
19,Generic JS/Python boilerplate,2026,3.0,27.0,6.666666666666667,8.777777777777779,2.1111111111111116,requirement_breadth
0,LLM / GenAI / ML engineering,2024,23.0,591.0,4.869565217391305,5.008460236886632,0.1388950194953278,tech_count
0,LLM / GenAI / ML engineering,2026,190.0,1249.0,4.921052631578948,7.056845476381105,2.1357928448021575,tech_count
1,Defense & cleared regulated work,2024,100.0,3188.0,1.94,1.5984943538268508,-0.34150564617314916,tech_count
1,Defense & cleared regulated work,2026,56.0,575.0,2.892857142857143,1.8,-1.0928571428571427,tech_count
2,DevOps / SRE / platform,2024,26.0,1542.0,8.0,6.767185473411154,-1.2328145265888457,tech_count
2,DevOps / SRE / platform,2026,49.0,967.0,7.816326530612245,7.656670113753878,-0.1596564168583665,tech_count
3,JS frontend (React/TypeScript),2024,33.0,1197.0,5.0,6.6725146198830405,1.6725146198830405,tech_count
3,JS frontend (React/TypeScript),2026,75.0,657.0,6.08,6.665144596651446,0.5851445966514461,tech_count
4,Java enterprise (Spring/microservices),2024,50.0,1286.0,7.46,8.208398133748055,0.7483981337480552,tech_count
4,Java enterprise (Spring/microservices),2026,37.0,564.0,9.108108108108109,10.02304964539007,0.9149415372819618,tech_count
5,Data engineering (Spark/ETL),2024,26.0,760.0,5.038461538461538,6.405263157894737,1.3668016194331987,tech_count
5,Data engineering (Spark/ETL),2026,35.0,485.0,4.457142857142857,6.952577319587629,2.4954344624447717,tech_count
6,Embedded / firmware,2024,22.0,907.0,2.590909090909091,2.832414553472988,0.24150546256389704,tech_count
6,Embedded / firmware,2026,35.0,379.0,2.6285714285714286,2.6226912928759893,-0.005880135695439215,tech_count
7,.NET / ASP.NET full-stack,2024,20.0,743.0,5.45,6.676985195154778,1.2269851951547777,tech_count
7,.NET / ASP.NET full-stack,2026,19.0,160.0,7.0,8.21875,1.21875,tech_count
8,Agile/Scrum generalist,2024,26.0,703.0,5.653846153846154,5.311522048364154,-0.34232410548200054,tech_count
8,Agile/Scrum generalist,2026,36.0,232.0,5.972222222222222,6.297413793103448,0.3251915708812261,tech_count
9,iOS / Swift mobile,2024,4.0,126.0,2.25,3.2936507936507935,1.0436507936507935,tech_count
9,iOS / Swift mobile,2026,11.0,103.0,1.7272727272727273,3.378640776699029,1.6513680494263017,tech_count
10,AWS cloud SDE (Amazon template),2024,4.0,310.0,5.0,7.15483870967742,2.1548387096774198,tech_count
10,AWS cloud SDE (Amazon template),2026,6.0,150.0,9.666666666666666,8.16,-1.506666666666666,tech_count
11,QA / test automation,2024,2.0,140.0,1.5,5.614285714285714,4.114285714285714,tech_count
11,QA / test automation,2026,8.0,57.0,7.75,6.9298245614035086,-0.8201754385964914,tech_count
12,Azure data platform,2024,3.0,96.0,4.666666666666667,6.4375,1.770833333333333,tech_count
12,Azure data platform,2026,2.0,50.0,15.0,7.48,-7.52,tech_count
13,Amazon program boilerplate,2024,19.0,121.0,1.1578947368421053,2.4545454545454546,1.2966507177033493,tech_count
13,Amazon program boilerplate,2026,20.0,103.0,3.7,1.854368932038835,-1.8456310679611652,tech_count
14,US gov SCI-cleared SWE,2024,3.0,147.0,0.6666666666666666,3.4489795918367347,2.7823129251700682,tech_count
14,US gov SCI-cleared SWE,2026,7.0,58.0,5.142857142857143,5.172413793103448,0.02955665024630516,tech_count
15,GPU / CUDA / systems perf,2024,3.0,61.0,2.0,2.1311475409836067,0.1311475409836067,tech_count
15,GPU / CUDA / systems perf,2026,2.0,56.0,1.5,3.4464285714285716,1.9464285714285716,tech_count
16,Python web backend (Django/Flask),2024,5.0,97.0,6.6,6.56701030927835,-0.03298969072164937,tech_count
16,Python web backend (Django/Flask),2026,4.0,67.0,6.5,7.343283582089552,0.8432835820895521,tech_count
17,AWS cloud generic template,2024,1.0,583.0,7.0,11.44253859348199,4.44253859348199,tech_count
17,AWS cloud generic template,2026,2.0,82.0,9.5,12.146341463414634,2.6463414634146343,tech_count
18,Android / Kotlin mobile,2024,1.0,61.0,1.0,3.1639344262295084,2.1639344262295084,tech_count
18,Android / Kotlin mobile,2026,4.0,31.0,2.25,3.129032258064516,0.879032258064516,tech_count
19,Generic JS/Python boilerplate,2024,2.0,64.0,6.0,5.28125,-0.71875,tech_count
19,Generic JS/Python boilerplate,2026,3.0,27.0,4.0,7.296296296296297,3.2962962962962967,tech_count
0,LLM / GenAI / ML engineering,2024,23.0,591.0,0.5217391304347826,0.6159052453468697,0.09416611491208715,any_ai_narrow
0,LLM / GenAI / ML engineering,2026,190.0,1249.0,0.6368421052631579,0.8831064851881505,0.24626437992499262,any_ai_narrow
1,Defense & cleared regulated work,2024,100.0,3188.0,0.12,0.06398996235884567,-0.05601003764115432,any_ai_narrow
1,Defense & cleared regulated work,2026,56.0,575.0,0.23214285714285715,0.17565217391304347,-0.05649068322981368,any_ai_narrow
2,DevOps / SRE / platform,2024,26.0,1542.0,0.19230769230769232,0.09987029831387809,-0.09243739399381423,any_ai_narrow
2,DevOps / SRE / platform,2026,49.0,967.0,0.42857142857142855,0.40847983453981385,-0.0200915940316147,any_ai_narrow
3,JS frontend (React/TypeScript),2024,33.0,1197.0,0.09090909090909091,0.1336675020885547,0.0427584111794638,any_ai_narrow
3,JS frontend (React/TypeScript),2026,75.0,657.0,0.52,0.5555555555555556,0.03555555555555556,any_ai_narrow
4,Java enterprise (Spring/microservices),2024,50.0,1286.0,0.08,0.0660964230171073,-0.013903576982892699,any_ai_narrow
4,Java enterprise (Spring/microservices),2026,37.0,564.0,0.32432432432432434,0.3670212765957447,0.04269695227142034,any_ai_narrow
5,Data engineering (Spark/ETL),2024,26.0,760.0,0.07692307692307693,0.14736842105263157,0.07044534412955464,any_ai_narrow
5,Data engineering (Spark/ETL),2026,35.0,485.0,0.2571428571428571,0.4927835051546392,0.23564064801178208,any_ai_narrow
6,Embedded / firmware,2024,22.0,907.0,0.045454545454545456,0.10253583241455347,0.05708128696000801,any_ai_narrow
6,Embedded / firmware,2026,35.0,379.0,0.37142857142857144,0.3482849604221636,-0.023143611006407827,any_ai_narrow
7,.NET / ASP.NET full-stack,2024,20.0,743.0,0.05,0.04979811574697174,-0.0002018842530282644,any_ai_narrow
7,.NET / ASP.NET full-stack,2026,19.0,160.0,0.3157894736842105,0.33125,0.01546052631578948,any_ai_narrow
8,Agile/Scrum generalist,2024,26.0,703.0,0.07692307692307693,0.08961593172119488,0.01269285479811795,any_ai_narrow
8,Agile/Scrum generalist,2026,36.0,232.0,0.3611111111111111,0.375,0.013888888888888895,any_ai_narrow
9,iOS / Swift mobile,2024,4.0,126.0,0.0,0.07936507936507936,0.07936507936507936,any_ai_narrow
9,iOS / Swift mobile,2026,11.0,103.0,0.2727272727272727,0.44660194174757284,0.17387466902030013,any_ai_narrow
10,AWS cloud SDE (Amazon template),2024,4.0,310.0,0.25,0.07419354838709677,-0.17580645161290323,any_ai_narrow
10,AWS cloud SDE (Amazon template),2026,6.0,150.0,0.3333333333333333,0.5066666666666667,0.1733333333333334,any_ai_narrow
11,QA / test automation,2024,2.0,140.0,0.0,0.02142857142857143,0.02142857142857143,any_ai_narrow
11,QA / test automation,2026,8.0,57.0,0.125,0.19298245614035087,0.06798245614035087,any_ai_narrow
12,Azure data platform,2024,3.0,96.0,0.0,0.10416666666666667,0.10416666666666667,any_ai_narrow
12,Azure data platform,2026,2.0,50.0,0.5,0.34,-0.15999999999999998,any_ai_narrow
13,Amazon program boilerplate,2024,19.0,121.0,0.0,0.2809917355371901,0.2809917355371901,any_ai_narrow
13,Amazon program boilerplate,2026,20.0,103.0,0.25,0.7572815533980582,0.5072815533980582,any_ai_narrow
14,US gov SCI-cleared SWE,2024,3.0,147.0,0.0,0.09523809523809523,0.09523809523809523,any_ai_narrow
14,US gov SCI-cleared SWE,2026,7.0,58.0,0.14285714285714285,0.3620689655172414,0.21921182266009853,any_ai_narrow
15,GPU / CUDA / systems perf,2024,3.0,61.0,0.3333333333333333,0.5081967213114754,0.1748633879781421,any_ai_narrow
15,GPU / CUDA / systems perf,2026,2.0,56.0,0.0,0.8214285714285714,0.8214285714285714,any_ai_narrow
16,Python web backend (Django/Flask),2024,5.0,97.0,0.0,0.15463917525773196,0.15463917525773196,any_ai_narrow
16,Python web backend (Django/Flask),2026,4.0,67.0,0.75,0.6865671641791045,-0.06343283582089554,any_ai_narrow
17,AWS cloud generic template,2024,1.0,583.0,0.0,0.025728987993138937,0.025728987993138937,any_ai_narrow
17,AWS cloud generic template,2026,2.0,82.0,0.5,0.08536585365853659,-0.4146341463414634,any_ai_narrow
18,Android / Kotlin mobile,2024,1.0,61.0,1.0,0.03278688524590164,-0.9672131147540983,any_ai_narrow
18,Android / Kotlin mobile,2026,4.0,31.0,0.0,0.25806451612903225,0.25806451612903225,any_ai_narrow
19,Generic JS/Python boilerplate,2024,2.0,64.0,1.0,0.25,-0.75,any_ai_narrow
19,Generic JS/Python boilerplate,2026,3.0,27.0,0.3333333333333333,0.7407407407407407,0.4074074074074074,any_ai_narrow
0,LLM / GenAI / ML engineering,2024,23.0,591.0,0.391304347826087,0.45516074450084604,0.06385639667475906,any_ai_broad
0,LLM / GenAI / ML engineering,2026,190.0,1249.0,0.6157894736842106,0.6957566052842273,0.07996713160001678,any_ai_broad
1,Defense & cleared regulated work,2024,100.0,3188.0,0.02,0.009410288582183186,-0.010589711417816814,any_ai_broad
1,Defense & cleared regulated work,2026,56.0,575.0,0.03571428571428571,0.019130434782608695,-0.016583850931677017,any_ai_broad
2,DevOps / SRE / platform,2024,26.0,1542.0,0.07692307692307693,0.011024643320363165,-0.06589843360271376,any_ai_broad
2,DevOps / SRE / platform,2026,49.0,967.0,0.12244897959183673,0.14167528438469493,0.019226304792858195,any_ai_broad
3,JS frontend (React/TypeScript),2024,33.0,1197.0,0.0,0.02506265664160401,0.02506265664160401,any_ai_broad
3,JS frontend (React/TypeScript),2026,75.0,657.0,0.18666666666666668,0.182648401826484,-0.004018264840182667,any_ai_broad
4,Java enterprise (Spring/microservices),2024,50.0,1286.0,0.06,0.008553654743390357,-0.05144634525660964,any_ai_broad
4,Java enterprise (Spring/microservices),2026,37.0,564.0,0.08108108108108109,0.1276595744680851,0.04657849338700401,any_ai_broad
5,Data engineering (Spark/ETL),2024,26.0,760.0,0.0,0.039473684210526314,0.039473684210526314,any_ai_broad
5,Data engineering (Spark/ETL),2026,35.0,485.0,0.11428571428571428,0.15463917525773196,0.04035346097201768,any_ai_broad
6,Embedded / firmware,2024,22.0,907.0,0.045454545454545456,0.009922822491730982,-0.035531722962814476,any_ai_broad
6,Embedded / firmware,2026,35.0,379.0,0.0,0.029023746701846966,0.029023746701846966,any_ai_broad
7,.NET / ASP.NET full-stack,2024,20.0,743.0,0.0,0.009421265141318977,0.009421265141318977,any_ai_broad
7,.NET / ASP.NET full-stack,2026,19.0,160.0,0.15789473684210525,0.125,-0.032894736842105254,any_ai_broad
8,Agile/Scrum generalist,2024,26.0,703.0,0.0,0.01991465149359886,0.01991465149359886,any_ai_broad
8,Agile/Scrum generalist,2026,36.0,232.0,0.05555555555555555,0.09913793103448276,0.04358237547892721,any_ai_broad
9,iOS / Swift mobile,2024,4.0,126.0,0.0,0.015873015873015872,0.015873015873015872,any_ai_broad
9,iOS / Swift mobile,2026,11.0,103.0,0.18181818181818182,0.0970873786407767,-0.08473080317740513,any_ai_broad
10,AWS cloud SDE (Amazon template),2024,4.0,310.0,0.0,0.025806451612903226,0.025806451612903226,any_ai_broad
10,AWS cloud SDE (Amazon template),2026,6.0,150.0,0.0,0.24,0.24,any_ai_broad
11,QA / test automation,2024,2.0,140.0,0.0,0.007142857142857143,0.007142857142857143,any_ai_broad
11,QA / test automation,2026,8.0,57.0,0.0,0.08771929824561403,0.08771929824561403,any_ai_broad
12,Azure data platform,2024,3.0,96.0,0.0,0.0625,0.0625,any_ai_broad
12,Azure data platform,2026,2.0,50.0,0.0,0.12,0.12,any_ai_broad
13,Amazon program boilerplate,2024,19.0,121.0,0.05263157894736842,0.05785123966942149,0.005219660722053071,any_ai_broad
13,Amazon program boilerplate,2026,20.0,103.0,0.05,0.05825242718446602,0.008252427184466019,any_ai_broad
14,US gov SCI-cleared SWE,2024,3.0,147.0,0.0,0.034013605442176874,0.034013605442176874,any_ai_broad
14,US gov SCI-cleared SWE,2026,7.0,58.0,0.0,0.05172413793103448,0.05172413793103448,any_ai_broad
15,GPU / CUDA / systems perf,2024,3.0,61.0,0.0,0.21311475409836064,0.21311475409836064,any_ai_broad
15,GPU / CUDA / systems perf,2026,2.0,56.0,0.0,0.32142857142857145,0.32142857142857145,any_ai_broad
16,Python web backend (Django/Flask),2024,5.0,97.0,0.2,0.05154639175257732,-0.1484536082474227,any_ai_broad
16,Python web backend (Django/Flask),2026,4.0,67.0,0.25,0.208955223880597,-0.04104477611940299,any_ai_broad
17,AWS cloud generic template,2024,1.0,583.0,0.0,0.008576329331046312,0.008576329331046312,any_ai_broad
17,AWS cloud generic template,2026,2.0,82.0,0.0,0.012195121951219513,0.012195121951219513,any_ai_broad
18,Android / Kotlin mobile,2024,1.0,61.0,0.0,0.0,0.0,any_ai_broad
18,Android / Kotlin mobile,2026,4.0,31.0,0.0,0.12903225806451613,0.12903225806451613,any_ai_broad
19,Generic JS/Python boilerplate,2024,2.0,64.0,1.0,0.078125,-0.921875,any_ai_broad
19,Generic JS/Python boilerplate,2026,3.0,27.0,0.3333333333333333,0.3333333333333333,0.0,any_ai_broad
0,LLM / GenAI / ML engineering,2024,23.0,591.0,0.21739130434782608,0.3316412859560068,0.1142499816081807,any_scope
0,LLM / GenAI / ML engineering,2026,190.0,1249.0,0.3631578947368421,0.5268214571657326,0.16366356242889046,any_scope
1,Defense & cleared regulated work,2024,100.0,3188.0,0.08,0.178168130489335,0.098168130489335,any_scope
1,Defense & cleared regulated work,2026,56.0,575.0,0.2857142857142857,0.271304347826087,-0.01440993788819872,any_scope
2,DevOps / SRE / platform,2024,26.0,1542.0,0.11538461538461539,0.20492866407263294,0.08954404868801755,any_scope
2,DevOps / SRE / platform,2026,49.0,967.0,0.12244897959183673,0.3619441571871768,0.2394951775953401,any_scope
3,JS frontend (React/TypeScript),2024,33.0,1197.0,0.24242424242424243,0.2882205513784461,0.04579630895420367,any_scope
3,JS frontend (React/TypeScript),2026,75.0,657.0,0.28,0.4794520547945205,0.1994520547945205,any_scope
4,Java enterprise (Spring/microservices),2024,50.0,1286.0,0.16,0.2208398133748056,0.060839813374805596,any_scope
4,Java enterprise (Spring/microservices),2026,37.0,564.0,0.08108108108108109,0.4166666666666667,0.3355855855855856,any_scope
5,Data engineering (Spark/ETL),2024,26.0,760.0,0.3076923076923077,0.27631578947368424,-0.03137651821862347,any_scope
5,Data engineering (Spark/ETL),2026,35.0,485.0,0.22857142857142856,0.3711340206185567,0.14256259204712815,any_scope
6,Embedded / firmware,2024,22.0,907.0,0.045454545454545456,0.17420066152149946,0.12874611606695402,any_scope
6,Embedded / firmware,2026,35.0,379.0,0.2571428571428571,0.39313984168865435,0.13599698454579723,any_scope
7,.NET / ASP.NET full-stack,2024,20.0,743.0,0.15,0.18977119784656796,0.03977119784656796,any_scope
7,.NET / ASP.NET full-stack,2026,19.0,160.0,0.3684210526315789,0.3375,-0.030921052631578905,any_scope
8,Agile/Scrum generalist,2024,26.0,703.0,0.11538461538461539,0.25604551920341395,0.14066090381879856,any_scope
8,Agile/Scrum generalist,2026,36.0,232.0,0.3333333333333333,0.4396551724137931,0.10632183908045978,any_scope
9,iOS / Swift mobile,2024,4.0,126.0,0.5,0.21428571428571427,-0.2857142857142857,any_scope
9,iOS / Swift mobile,2026,11.0,103.0,0.45454545454545453,0.47572815533980584,0.021182700794351306,any_scope
10,AWS cloud SDE (Amazon template),2024,4.0,310.0,0.0,0.2709677419354839,0.2709677419354839,any_scope
10,AWS cloud SDE (Amazon template),2026,6.0,150.0,0.3333333333333333,0.4533333333333333,0.12,any_scope
11,QA / test automation,2024,2.0,140.0,0.5,0.2857142857142857,-0.2142857142857143,any_scope
11,QA / test automation,2026,8.0,57.0,0.375,0.42105263157894735,0.046052631578947345,any_scope
12,Azure data platform,2024,3.0,96.0,0.3333333333333333,0.25,-0.08333333333333331,any_scope
12,Azure data platform,2026,2.0,50.0,0.0,0.46,0.46,any_scope
13,Amazon program boilerplate,2024,19.0,121.0,0.21052631578947367,0.19834710743801653,-0.012179208351457138,any_scope
13,Amazon program boilerplate,2026,20.0,103.0,0.0,0.24271844660194175,0.24271844660194175,any_scope
14,US gov SCI-cleared SWE,2024,3.0,147.0,0.0,0.061224489795918366,0.061224489795918366,any_scope
14,US gov SCI-cleared SWE,2026,7.0,58.0,0.0,0.3275862068965517,0.3275862068965517,any_scope
15,GPU / CUDA / systems perf,2024,3.0,61.0,0.0,0.21311475409836064,0.21311475409836064,any_scope
15,GPU / CUDA / systems perf,2026,2.0,56.0,0.0,0.375,0.375,any_scope
16,Python web backend (Django/Flask),2024,5.0,97.0,0.2,0.1958762886597938,-0.004123711340206199,any_scope
16,Python web backend (Django/Flask),2026,4.0,67.0,0.0,0.40298507462686567,0.40298507462686567,any_scope
17,AWS cloud generic template,2024,1.0,583.0,0.0,0.08061749571183534,0.08061749571183534,any_scope
17,AWS cloud generic template,2026,2.0,82.0,0.0,0.17073170731707318,0.17073170731707318,any_scope
18,Android / Kotlin mobile,2024,1.0,61.0,0.0,0.19672131147540983,0.19672131147540983,any_scope
18,Android / Kotlin mobile,2026,4.0,31.0,0.0,0.6774193548387096,0.6774193548387096,any_scope
19,Generic JS/Python boilerplate,2024,2.0,64.0,0.0,0.203125,0.203125,any_scope
19,Generic JS/Python boilerplate,2026,3.0,27.0,0.3333333333333333,0.4444444444444444,0.1111111111111111,any_scope
0,LLM / GenAI / ML engineering,2024,23.0,591.0,0.10482855324157014,0.1993181845536292,0.09448963131205906,scope_density
0,LLM / GenAI / ML engineering,2026,190.0,1249.0,0.21688476264876155,0.2617031228865228,0.04481836023776126,scope_density
1,Defense & cleared regulated work,2024,100.0,3188.0,0.03156550951684834,0.08041098282450501,0.04884547330765667,scope_density
1,Defense & cleared regulated work,2026,56.0,575.0,0.1590258450404028,0.12025529221938497,-0.03877055282101782,scope_density
2,DevOps / SRE / platform,2024,26.0,1542.0,0.04096776723080482,0.09188227613437093,0.05091450890356611,scope_density
2,DevOps / SRE / platform,2026,49.0,967.0,0.05283333399693693,0.15330311260506008,0.10046977860812314,scope_density
3,JS frontend (React/TypeScript),2024,33.0,1197.0,0.18709088736400775,0.18912886084656477,0.0020379734825570206,scope_density
3,JS frontend (React/TypeScript),2026,75.0,657.0,0.19788242766954048,0.2887217507022245,0.09083932303268402,scope_density
4,Java enterprise (Spring/microservices),2024,50.0,1286.0,0.08832091371300076,0.10781035170418166,0.0194894379911809,scope_density
4,Java enterprise (Spring/microservices),2026,37.0,564.0,0.024415025050638924,0.19382963074468892,0.16941460569405,scope_density
5,Data engineering (Spark/ETL),2024,26.0,760.0,0.27156598162790624,0.14203313080579208,-0.12953285082211416,scope_density
5,Data engineering (Spark/ETL),2026,35.0,485.0,0.11859054684086287,0.18317239228854956,0.06458184544768669,scope_density
6,Embedded / firmware,2024,22.0,907.0,0.050844010575554204,0.08896385167981355,0.038119841104259346,scope_density
6,Embedded / firmware,2026,35.0,379.0,0.14632299482272093,0.18456862393262757,0.03824562910990664,scope_density
7,.NET / ASP.NET full-stack,2024,20.0,743.0,0.08777092032816551,0.10395031212133363,0.016179391793168116,scope_density
7,.NET / ASP.NET full-stack,2026,19.0,160.0,0.27535997565514303,0.1825815450591957,-0.09277843059594734,scope_density
8,Agile/Scrum generalist,2024,26.0,703.0,0.05497822526856731,0.12460698007857048,0.06962875481000316,scope_density
8,Agile/Scrum generalist,2026,36.0,232.0,0.18915898913242132,0.20009904862558336,0.010940059493162041,scope_density
9,iOS / Swift mobile,2024,4.0,126.0,0.19346011262243287,0.1630112410934824,-0.030448871528950483,scope_density
9,iOS / Swift mobile,2026,11.0,103.0,0.24790217742876194,0.311283453552775,0.06338127612401304,scope_density
10,AWS cloud SDE (Amazon template),2024,4.0,310.0,0.0,0.14612288430525508,0.14612288430525508,scope_density
10,AWS cloud SDE (Amazon template),2026,6.0,150.0,0.1151012891344383,0.20482294212437063,0.08972165298993233,scope_density
11,QA / test automation,2024,2.0,140.0,0.2071251035625518,0.13251423746913435,-0.07461086609341744,scope_density
11,QA / test automation,2026,8.0,57.0,0.12858177057544495,0.20442375685758032,0.07584198628213537,scope_density
12,Azure data platform,2024,3.0,96.0,0.24330900243309003,0.13975101611106133,-0.1035579863220287,scope_density
12,Azure data platform,2026,2.0,50.0,0.0,0.2077450539545656,0.2077450539545656,scope_density
13,Amazon program boilerplate,2024,19.0,121.0,0.20124965755925134,0.10977143928605394,-0.0914782182731974,scope_density
13,Amazon program boilerplate,2026,20.0,103.0,0.0,0.1306761895843081,0.1306761895843081,scope_density
14,US gov SCI-cleared SWE,2024,3.0,147.0,0.0,0.034444136850704854,0.034444136850704854,scope_density
14,US gov SCI-cleared SWE,2026,7.0,58.0,0.0,0.16166193202801882,0.16166193202801882,scope_density
15,GPU / CUDA / systems perf,2024,3.0,61.0,0.0,0.0958717601699382,0.0958717601699382,scope_density
15,GPU / CUDA / systems perf,2026,2.0,56.0,0.0,0.19129946034044745,0.19129946034044745,scope_density
16,Python web backend (Django/Flask),2024,5.0,97.0,0.08741258741258742,0.14103856094005962,0.0536259735274722,scope_density
16,Python web backend (Django/Flask),2026,4.0,67.0,0.0,0.23492889897548902,0.23492889897548902,scope_density
17,AWS cloud generic template,2024,1.0,583.0,0.0,0.05168160424403833,0.05168160424403833,scope_density
17,AWS cloud generic template,2026,2.0,82.0,0.0,0.09790236739824122,0.09790236739824122,scope_density
18,Android / Kotlin mobile,2024,1.0,61.0,0.0,0.16010422313675754,0.16010422313675754,scope_density
18,Android / Kotlin mobile,2026,4.0,31.0,0.0,0.3706874751009398,0.3706874751009398,scope_density
19,Generic JS/Python boilerplate,2024,2.0,64.0,0.0,0.09254584976584954,0.09254584976584954,scope_density
19,Generic JS/Python boilerplate,2026,3.0,27.0,0.24189646831156264,0.20426300607657527,-0.03763346223498737,scope_density
0,LLM / GenAI / ML engineering,2024,23.0,591.0,0.08695652173913043,0.25380710659898476,0.16685058485985432,any_mentor
0,LLM / GenAI / ML engineering,2026,190.0,1249.0,0.08421052631578947,0.4155324259407526,0.33132189962496317,any_mentor
1,Defense & cleared regulated work,2024,100.0,3188.0,0.14,0.19604767879548307,0.05604767879548306,any_mentor
1,Defense & cleared regulated work,2026,56.0,575.0,0.10714285714285714,0.3026086956521739,0.19546583850931676,any_mentor
2,DevOps / SRE / platform,2024,26.0,1542.0,0.15384615384615385,0.245136186770428,0.09129003292427415,any_mentor
2,DevOps / SRE / platform,2026,49.0,967.0,0.08163265306122448,0.3784901758014478,0.2968575227402233,any_mentor
3,JS frontend (React/TypeScript),2024,33.0,1197.0,0.09090909090909091,0.29908103592314117,0.20817194501405026,any_mentor
3,JS frontend (React/TypeScript),2026,75.0,657.0,0.12,0.4353120243531202,0.3153120243531202,any_mentor
4,Java enterprise (Spring/microservices),2024,50.0,1286.0,0.1,0.2620528771384137,0.16205287713841368,any_mentor
